anon_polygon_id,date,seed,pred_route_source,pred_fallback_source,peer_used,route_radius_idx,route_peer_n,route_peer_purity,near_dist_rebuilt,post_max,post_entropy
AOI-0001,2018-09-05,0,1,1,True,4,3.000000000,1.000000000,9.000000000,0.704347826,0.646365771
AOI-0001,2018-09-21,0,1,1,True,4,4.000000000,1.000000000,9.000000000,0.982608696,0.099759750
AOI-0001,2019-04-21,0,0,0,True,4,2.000000000,1.000000000,9.000000000,0.986754967,0.079610965
AOI-0001,2019-06-19,0,1,1,True,4,3.000000000,1.000000000,12.000000000,0.763779528,0.581206425
AOI-0001,2019-06-27,0,0,0,True,4,1.000000000,1.000000000,16.000000000,0.668449198,0.662645928
AOI-0001,2019-07-28,0,2,2,True,4,2.000000000,1.000000000,13.000000000,0.748837209,0.720058064
AOI-0001,2019-08-14,0,0,0,True,4,3.000000000,1.000000000,9.000000000,0.987421384,0.076258973
AOI-0001,2019-08-24,0,0,0,True,4,1.000000000,1.000000000,9.000000000,0.762237762,0.580035758
AOI-0001,2019-09-28,0,0,0,True,5,1.000000000,1.000000000,27.000000000,0.970149254,0.154913925
AOI-0001,2019-10-10,0,0,0,True,4,3.000000000,1.000000000,9.000000000,0.902097902,0.345640841
AOI-0001,2020-05-15,0,0,0,True,4,1.000000000,1.000000000,9.000000000,0.768421053,0.583997835
AOI-0001,2020-05-24,0,2,2,True,4,4.000000000,1.000000000,9.000000000,0.917808219,0.301725093
AOI-0001,2020-06-05,0,1,1,True,4,2.000000000,1.000000000,13.000000000,0.977011494,0.125386776
AOI-0001,2020-06-24,0,0,0,True,4,2.000000000,1.000000000,9.000000000,0.739130435,0.612089208
AOI-0001,2020-08-18,0,0,0,True,4,3.000000000,1.000000000,9.000000000,0.687203791,0.645879152
AOI-0001,2020-08-24,0,1,1,True,4,3.000000000,1.000000000,12.000000000,0.980582524,0.109222462
AOI-0001,2020-09-13,0,2,2,True,4,3.000000000,1.000000000,12.000000000,0.990697674,0.059218348
AOI-0001,2021-04-15,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.847953216,0.451030292
AOI-0001,2021-04-23,0,2,2,True,4,3.000000000,1.000000000,9.000000000,0.744075829,0.739771346
AOI-0001,2021-06-09,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.851428571,0.444443716
AOI-0001,2021-06-19,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.814207650,0.504717032
AOI-0001,2021-08-28,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.810055866,0.511345905
AOI-0001,2021-08-29,0,2,2,True,4,3.000000000,1.000000000,9.000000000,0.693023256,0.640762809
AOI-0001,2021-09-07,0,0,0,True,4,2.000000000,1.000000000,9.000000000,0.796407186,0.532357983
AOI-0001,2021-09-30,0,2,2,True,4,3.000000000,1.000000000,12.000000000,0.618604651,0.881732396
AOI-0001,2022-04-23,0,2,2,True,4,2.000000000,1.000000000,12.000000000,0.911330049,0.318474676
AOI-0001,2022-05-26,0,1,1,True,4,1.000000000,1.000000000,12.000000000,0.977011494,0.125386776
AOI-0001,2022-05-27,0,0,0,True,4,1.000000000,1.000000000,12.000000000,0.605442177,0.705109055
AOI-0001,2022-06-26,0,2,2,True,4,2.000000000,1.000000000,9.000000000,0.879069767,0.427975951
AOI-0001,2022-07-17,0,1,1,True,4,2.000000000,1.000000000,13.000000000,0.832061069,0.483656175
AOI-0001,2022-07-28,0,2,2,True,4,3.000000000,1.000000000,12.000000000,0.589041096,0.947270488
AOI-0001,2022-08-08,0,0,0,True,4,3.000000000,1.000000000,9.000000000,0.743016760,0.596792252
AOI-0001,2022-10-12,0,0,0,True,4,2.000000000,1.000000000,9.000000000,0.985611511,0.085284100
AOI-0001,2023-04-11,0,1,1,True,4,1.000000000,1.000000000,16.000000000,0.953488372,0.220352331
AOI-0001,2023-05-13,0,1,1,True,4,1.000000000,1.000000000,13.000000000,0.970149254,0.154913925
AOI-0001,2023-06-26,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.650224215,0.671299977
AOI-0001,2023-08-23,0,0,0,True,4,2.000000000,1.000000000,13.000000000,0.801324503,0.527596161
AOI-0001,2023-09-07,0,0,0,True,4,3.000000000,1.000000000,9.000000000,0.986394558,0.081409508
AOI-0001,2023-09-18,0,1,1,True,4,3.000000000,1.000000000,12.000000000,0.979797980,0.112827275
AOI-0001,2023-09-27,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.851428571,0.444443716
AOI-0001,2023-10-07,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.795918367,0.535834427
AOI-0001,2024-04-09,0,0,0,True,4,3.000000000,1.000000000,9.000000000,0.985611511,0.085284100
AOI-0001,2024-05-08,0,2,2,True,4,2.000000000,1.000000000,12.000000000,0.893719807,0.395628725
AOI-0001,2024-07-18,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.987096774,0.077896072
AOI-0001,2024-08-03,0,1,1,True,4,3.000000000,1.000000000,12.000000000,0.978021978,0.120874486
AOI-0001,2024-10-06,0,0,0,True,4,4.000000000,1.000000000,9.000000000,0.987421384,0.076258973
AOI-0001,2024-10-30,0,1,1,True,4,2.000000000,1.000000000,12.000000000,0.723577236,0.626221864
AOI-0001,2025-04-01,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.982608696,0.099759750
AOI-0001,2025-07-08,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.793721973,0.530587401
AOI-0001,2025-07-10,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.990147783,0.062150380
AOI-0001,2025-08-06,0,1,0,True,0,1.000000000,1.000000000,1.000000000,0.649289100,0.672991185
AOI-0001,2025-08-30,0,1,1,True,0,1.000000000,1.000000000,1.000000000,0.853658537,0.447709041
AOI-0001,2025-09-08,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.929648241,0.272650708
AOI-0001,2025-09-14,0,2,2,True,0,1.000000000,1.000000000,1.000000000,0.744075829,0.592350727
AOI-0002,2025-05-09,0,2,2,True,0,1.000000000,1.000000000,1.000000000,0.874476987,0.396131176
AOI-0002,2025-05-25,0,2,2,True,0,1.000000000,1.000000000,1.000000000,0.844748858,0.452311103
AOI-0002,2025-08-22,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.988304094,0.071763657
AOI-0002,2025-08-27,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.987730061,0.074694356
AOI-0002,2025-09-23,0,1,0,True,2,4.000000000,0.750000000,1.000000000,0.656387665,0.666971969
AOI-0002,2025-09-26,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.810055866,0.511345905
AOI-0002,2025-09-30,0,2,2,True,0,1.000000000,1.000000000,1.000000000,0.863874346,0.420059298
AOI-0003,2025-04-07,0,2,2,True,0,2.000000000,1.000000000,1.000000000,0.952606635,0.206174211
AOI-0003,2025-05-01,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.903083700,0.336174613
AOI-0003,2025-05-09,0,2,2,True,3,6.000000000,0.833333333,2.000000000,0.874476987,0.396131176
AOI-0003,2025-05-25,0,2,2,True,1,2.000000000,1.000000000,2.000000000,0.844748858,0.452311103
AOI-0003,2025-07-05,0,1,0,True,0,2.000000000,1.000000000,1.000000000,0.684210526,0.652775710
AOI-0003,2025-09-05,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.973333333,0.141440924
AOI-0003,2025-09-08,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.929648241,0.272650708
AOI-0003,2025-09-15,0,1,0,True,0,2.000000000,1.000000000,1.000000000,0.687203791,0.645879152
AOI-0003,2025-09-30,0,2,2,True,1,1.000000000,1.000000000,2.000000000,0.863874346,0.420059298
AOI-0003,2025-10-16,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.554502370,0.779771987
AOI-0003,2025-10-17,0,1,1,True,0,2.000000000,1.000000000,1.000000000,0.975903614,0.130281794
AOI-0004,2025-05-09,0,0,2,True,0,1.000000000,1.000000000,1.000000000,0.874476987,0.396131176
AOI-0004,2025-06-13,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.632653061,0.691403850
AOI-0004,2025-07-18,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.987421384,0.076258973
AOI-0004,2025-08-29,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.990867580,0.058305859
AOI-0004,2025-09-07,0,1,1,True,0,2.000000000,1.000000000,1.000000000,0.978947368,0.116700546
AOI-0004,2025-09-16,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.748633880,0.590157197
AOI-0004,2025-09-30,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.863874346,0.420059298
AOI-0005,2025-04-07,0,2,2,True,0,2.000000000,1.000000000,1.000000000,0.952606635,0.206174211
AOI-0005,2025-05-19,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.569620253,0.740529352
AOI-0005,2025-07-28,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.691629956,0.640879796
AOI-0005,2025-08-07,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.897142857,0.353384727
AOI-0005,2025-08-14,0,1,0,True,0,2.000000000,1.000000000,1.000000000,0.700598802,0.639709112
AOI-0005,2025-08-29,0,0,0,True,1,2.000000000,1.000000000,2.000000000,0.990867580,0.058305859
AOI-0005,2025-09-30,0,2,2,True,1,1.000000000,1.000000000,2.000000000,0.863874346,0.420059298
AOI-0005,2025-10-17,0,1,1,True,0,1.000000000,1.000000000,1.000000000,0.975903614,0.130281794
AOI-0006,2025-04-17,0,1,1,True,0,2.000000000,1.000000000,1.000000000,0.827814570,0.487404918
AOI-0006,2025-06-03,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.985185185,0.087375267
AOI-0006,2025-07-10,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.990147783,0.062150380
AOI-0006,2025-08-02,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.986013986,0.083298165
AOI-0006,2025-08-29,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.990867580,0.058305859
AOI-0006,2025-09-08,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.929648241,0.272650708
AOI-0006,2025-09-30,0,2,2,True,0,1.000000000,1.000000000,1.000000000,0.863874346,0.420059298
AOI-0006,2025-10-17,0,1,1,True,1,1.000000000,1.000000000,2.000000000,0.975903614,0.130281794
AOI-0007,2025-05-06,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.985185185,0.087375267
AOI-0007,2025-05-25,0,2,2,True,0,1.000000000,1.000000000,1.000000000,0.844748858,0.452311103
AOI-0007,2025-05-27,0,1,1,True,0,1.000000000,1.000000000,1.000000000,0.977011494,0.125386776
AOI-0007,2025-05-28,0,0,0,True,1,1.000000000,1.000000000,2.000000000,0.878260870,0.401701573
AOI-0007,2025-06-03,0,0,0,True,1,2.000000000,1.000000000,2.000000000,0.985185185,0.087375267
AOI-0007,2025-06-04,0,1,1,True,0,1.000000000,1.000000000,1.000000000,0.761006289,0.579000939
AOI-0007,2025-07-15,0,0,0,True,1,1.000000000,1.000000000,2.000000000,0.952755906,0.211605625
AOI-0007,2025-08-19,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.991769547,0.053406871
AOI-0007,2025-09-16,0,0,0,True,2,4.000000000,0.750000000,1.000000000,0.748633880,0.590157197
AOI-0007,2025-10-13,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.978021978,0.120874486
AOI-0007,2025-10-18,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.981308411,0.105858397
AOI-0008,2025-06-03,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.985185185,0.087375267
AOI-0008,2025-06-30,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.985611511,0.085284100
AOI-0008,2025-07-05,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.684210526,0.652775710
AOI-0008,2025-07-07,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.984251969,0.091909786
AOI-0008,2025-07-13,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.986013986,0.083298165
AOI-0008,2025-08-09,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.988023952,0.073197386
AOI-0008,2025-08-22,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.988304094,0.071763657
AOI-0008,2025-08-31,0,1,1,True,0,2.000000000,1.000000000,1.000000000,0.756097561,0.591181657
AOI-0008,2025-09-08,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.929648241,0.272650708
AOI-0008,2025-10-08,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.987730061,0.074694356
AOI-0009,2025-04-16,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.717791411,0.624583560
AOI-0009,2025-05-01,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.903083700,0.336174613
AOI-0009,2025-06-15,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.977011494,0.125386776
AOI-0009,2025-06-28,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.569620253,0.740529352
AOI-0009,2025-07-23,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.775401070,0.557938310
AOI-0009,2025-08-19,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.991769547,0.053406871
AOI-0009,2025-09-01,0,0,0,True,0,1.000000000,1.000000000,1.000000000,0.698630137,0.635682805
AOI-0009,2025-09-05,0,0,0,True,1,2.000000000,1.000000000,2.000000000,0.973333333,0.141440924
AOI-0009,2025-09-15,0,0,0,True,0,2.000000000,1.000000000,1.000000000,0.687203791,0.645879152
AOI-0009,2025-09-24,0,1,1,True,0,1.000000000,1.000000000,1.000000000,0.765765766,0.582527927
AOI-0009,2025-10-05,0,0,0,True,1,1.000000000,1.000000000,2.000000000,0.963636364,0.181415523
AOI-0010,2010-06-10,0,1,2,True,4,1.000000000,1.000000000,9.000000000,0.554502370,0.713440583
AOI-0010,2010-07-13,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.981308411,0.105858397
AOI-0010,2010-10-16,0,1,2,True,2,2.000000000,1.000000000,3.000000000,0.674418605,0.655383417
AOI-0010,2011-04-23,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.990338164,0.061138862
AOI-0010,2011-08-29,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.990338164,0.061138862
AOI-0010,2011-09-14,0,2,2,True,2,1.000000000,1.000000000,3.000000000,0.990867580,0.058305859
AOI-0010,2012-04-06,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.990147783,0.062150380
AOI-0010,2012-06-25,0,2,2,True,2,1.000000000,1.000000000,3.000000000,0.748743719,0.588344050
AOI-0010,2012-07-18,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.979797980,0.112827275
AOI-0010,2013-06-11,0,1,1,True,3,1.000000000,1.000000000,7.000000000,0.979797980,0.112827275
AOI-0010,2013-06-27,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.979797980,0.112827275
AOI-0010,2013-07-28,0,1,2,True,3,1.000000000,1.000000000,7.000000000,0.536945813,0.717695279
AOI-0010,2014-04-07,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.990521327,0.060162121
AOI-0010,2014-06-30,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.981308411,0.105858397
AOI-0010,2014-08-13,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.990697674,0.059218348
AOI-0010,2014-09-02,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.981981982,0.102711110
AOI-0010,2015-05-24,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.982608696,0.099759750
AOI-0010,2015-08-04,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.980582524,0.109222462
AOI-0010,2015-08-29,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.711627907,0.624497062
AOI-0010,2015-09-21,0,1,1,True,2,1.000000000,1.000000000,3.000000000,0.973333333,0.141440924
AOI-0010,2016-05-24,0,2,2,True,2,1.000000000,1.000000000,3.000000000,0.916279070,0.305727510
AOI-0010,2016-06-27,0,1,1,True,2,1.000000000,1.000000000,4.000000000,0.981308411,0.105858397
AOI-0010,2016-08-30,0,1,1,True,2,1.000000000,1.000000000,3.000000000,0.981981982,0.102711110
AOI-0010,2016-10-15,0,2,2,True,4,1.000000000,1.000000000,9.000000000,0.819905213,0.493453353
AOI-0010,2017-05-29,0,1,1,True,4,1.000000000,1.000000000,9.000000000,0.980582524,0.109222462
AOI-0010,2017-06-06,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.981308411,0.105858397
AOI-0010,2017-08-09,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.815950920,0.504375887
AOI-0010,2017-08-26,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.773913043,0.571362280
AOI-0010,2017-09-13,0,0,0,True,3,1.000000000,1.000000000,7.000000000,0.984251969,0.091909786
AOI-0010,2017-09-14,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.990521327,0.060162121
AOI-0010,2017-10-12,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.978021978,0.120874486
AOI-0010,2018-04-14,0,1,1,True,3,1.000000000,1.000000000,7.000000000,0.981981982,0.102711110
AOI-0010,2018-04-23,0,2,2,True,2,1.000000000,1.000000000,3.000000000,0.952606635,0.206174211
AOI-0010,2018-05-09,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.990147783,0.062150380
AOI-0010,2018-07-02,0,0,0,True,2,1.000000000,1.000000000,3.000000000,0.682051282,0.651564996
AOI-0010,2018-09-30,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.934883721,0.257574641
AOI-0010,2019-05-13,0,0,0,True,2,1.000000000,1.000000000,3.000000000,0.966101695,0.171538761
AOI-0010,2019-06-15,0,0,0,True,3,1.000000000,1.000000000,7.000000000,0.986394558,0.081409508
AOI-0010,2019-07-28,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.748837209,0.720058064
AOI-0010,2019-08-01,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.985611511,0.085284100
AOI-0010,2019-08-07,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.862595420,0.429705336
AOI-0010,2019-08-09,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.828571429,0.483197564
AOI-0010,2019-08-26,0,0,0,True,3,1.000000000,1.000000000,7.000000000,0.985185185,0.087375267
AOI-0010,2019-09-05,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.982608696,0.099759750
AOI-0010,2019-09-14,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.781990521,0.547209720
AOI-0010,2019-09-16,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.853658537,0.447709041
AOI-0010,2020-04-02,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.661202186,0.668207673
AOI-0010,2020-04-07,0,0,0,True,2,1.000000000,1.000000000,3.000000000,0.984732824,0.089580528
AOI-0010,2020-07-06,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.777777778,0.556748955
AOI-0010,2020-08-03,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.844311377,0.457831895
AOI-0010,2020-08-05,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.984251969,0.091909786
AOI-0010,2020-08-12,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.838862559,0.462932768
AOI-0010,2020-08-30,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.986013986,0.083298165
AOI-0010,2020-09-02,0,0,0,True,2,1.000000000,1.000000000,3.000000000,0.787709497,0.542809787
AOI-0010,2020-10-09,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.985611511,0.085284100
AOI-0010,2020-10-15,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.914691943,0.309849445
AOI-0010,2021-04-22,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.740458015,0.607016297
AOI-0010,2021-07-16,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.984732824,0.089580528
AOI-0010,2021-07-24,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.986394558,0.081409508
AOI-0010,2021-09-13,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.978947368,0.116700546
AOI-0010,2021-09-30,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.618604651,0.881732396
AOI-0010,2021-10-02,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.985611511,0.085284100
AOI-0010,2021-10-14,0,0,0,True,3,1.000000000,1.000000000,7.000000000,0.866666667,0.421282355
AOI-0010,2021-10-16,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.711627907,0.785296503
AOI-0010,2021-10-22,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.985611511,0.085284100
AOI-0010,2022-04-23,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.911330049,0.318474676
AOI-0010,2022-05-30,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.987096774,0.077896072
AOI-0010,2022-06-09,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.984732824,0.089580528
AOI-0010,2022-06-29,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.759162304,0.577267121
AOI-0010,2022-08-10,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.985611511,0.085284100
AOI-0010,2022-08-15,0,0,0,False,-1,0.000000000,0.000000000,inf,0.886178862,0.383718820
AOI-0010,2022-09-29,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.983193277,0.096986095
AOI-0010,2022-10-17,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.700598802,0.639709112
AOI-0010,2023-05-09,0,2,2,True,2,2.000000000,1.000000000,3.000000000,0.990338164,0.061138862
AOI-0010,2023-05-20,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.756097561,0.591181657
AOI-0010,2023-06-19,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.986013986,0.083298165
AOI-0010,2023-06-23,0,1,1,True,2,1.000000000,1.000000000,4.000000000,0.876777251,0.393385511
AOI-0010,2023-08-13,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.711627907,0.770073187
AOI-0010,2023-09-29,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.643835616,0.675609803
AOI-0010,2023-10-11,0,1,1,False,-1,0.000000000,0.000000000,inf,0.795918367,0.535834427
AOI-0010,2023-10-16,0,1,2,True,2,1.000000000,1.000000000,4.000000000,0.730232558,0.699452878
AOI-0010,2023-10-19,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.717791411,0.624583560
AOI-0010,2024-04-06,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.625570776,0.747256233
AOI-0010,2024-05-04,0,0,0,True,2,1.000000000,1.000000000,4.000000000,0.987096774,0.077896072
AOI-0010,2024-06-15,0,0,0,False,-1,0.000000000,0.000000000,inf,0.801801802,0.534542741
AOI-0010,2024-06-23,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.923664122,0.294543299
AOI-0010,2024-07-11,0,2,2,True,2,1.000000000,1.000000000,4.000000000,0.800947867,0.633424933
AOI-0010,2024-07-19,0,1,1,True,2,1.000000000,1.000000000,3.000000000,0.981308411,0.105858397
AOI-0010,2024-08-19,0,0,0,True,2,2.000000000,1.000000000,3.000000000,0.648241206,0.674866890
AOI-0010,2024-08-28,0,1,1,True,2,2.000000000,1.000000000,3.000000000,0.497630332,0.719954467
