anon_polygon_id,date,hgb,lag,baseline,peer,shock,state,shock_n,state_n,canon,correction,primary_ndvi_pred
AOI-0001,2016-08-30,0.27408731,0.29230889,0.27773163,0.28864303,-0.01781688,0.02773658,9,8,False,-0.00995097,0.27869206
AOI-0001,2016-09-15,0.31021559,0.39580367,0.32733321,0.33589201,-0.02590579,0.03234277,9,8,False,-0.01327080,0.32262121
AOI-0001,2016-09-29,0.64052072,0.54647828,0.62171223,0.57800727,0.03185367,0.03800745,15,8,True,0.00000000,0.57800727
AOI-0001,2017-05-12,0.75281893,0.72128260,0.74651166,0.74699702,-0.00501603,-0.00238500,7,8,False,-0.00127246,0.74572456
AOI-0001,2017-06-29,0.50650116,0.57069680,0.51934029,0.52707555,0.00122858,0.02092869,4,8,False,-0.00274001,0.52433554
AOI-0001,2017-07-12,0.44536072,0.43355315,0.44299921,0.44030170,0.03700044,0.02350483,16,8,True,0.00000000,0.44030170
AOI-0001,2017-08-09,0.31198013,0.30913931,0.31141197,0.30313275,-0.01731615,0.02338625,12,8,False,-0.00913569,0.29399706
AOI-0001,2017-08-29,0.27433216,0.25061550,0.26958883,0.26381073,0.05896267,0.02114181,14,8,True,0.00000000,0.26381073
AOI-0001,2017-09-08,0.20084036,0.20748640,0.20216957,0.21131475,0.00001365,0.01369186,7,8,False,-0.00204934,0.20926541
AOI-0001,2017-09-14,0.29118390,0.27586896,0.28812091,0.29358005,0.07102410,0.02818826,16,8,True,0.00000000,0.29358005
AOI-0001,2018-04-05,0.45978644,0.49284851,0.46639885,0.47581353,-0.01907948,-0.01210900,6,8,False,-0.00438448,0.47142905
AOI-0001,2018-04-23,0.75598196,0.77560209,0.75990599,0.76711446,0.01469970,-0.00808414,15,8,True,0.00000000,0.76711446
AOI-0001,2018-05-01,0.80670690,0.77196785,0.79975909,0.79857321,0.01320524,0.00224351,18,8,False,0.00395518,0.80252839
AOI-0001,2018-06-08,0.61070101,0.61457434,0.61147568,0.61653638,-0.03284955,-0.01281008,6,8,False,-0.00875459,0.60778179
AOI-0001,2018-07-12,0.34796587,0.26577218,0.33152713,0.31760634,0.01527116,-0.04102142,15,8,True,0.00000000,0.31760634
AOI-0001,2018-09-28,0.16882233,0.21630546,0.17831896,0.18306727,,0.01444634,0,8,False,-0.00216695,0.18090032
AOI-0001,2018-10-13,0.18162768,0.17063245,0.17942864,0.18032073,0.00000000,0.00747701,12,8,False,-0.00112155,0.17919918
AOI-0001,2019-05-11,0.50047099,0.50934094,0.50224498,0.50313197,-0.02992328,-0.02040067,9,8,False,-0.00666496,0.49646701
AOI-0001,2019-05-31,0.71031563,0.70320707,0.70889392,0.70818306,-0.03164287,0.03750269,10,8,False,-0.01590934,0.69227372
AOI-0001,2019-06-04,0.70196379,0.69191620,0.69995427,0.69894951,-0.04074273,0.02749160,8,8,False,-0.01736513,0.68158438
AOI-0001,2019-06-05,0.69323691,0.68170278,0.69093008,0.68521757,0.00000000,0.02766571,13,8,False,-0.00414986,0.68106771
AOI-0001,2019-06-25,0.35680766,0.39761968,0.36497007,0.36905127,-0.02196028,-0.00779316,8,8,False,-0.00596812,0.36308315
AOI-0001,2019-07-12,0.47281243,0.41735670,0.46172129,0.45617571,0.05563736,0.01238957,16,8,True,0.00000000,0.45617571
AOI-0001,2019-07-22,0.33795651,0.38308185,0.34698158,0.34344313,0.00343621,0.02171856,10,8,False,-0.00214101,0.34130212
AOI-0001,2019-07-29,0.46029518,0.42368403,0.45297295,0.44931184,0.00101337,0.03457668,8,8,False,-0.00485716,0.44445468
AOI-0001,2019-08-30,0.26853347,0.25100651,0.26502808,0.26327538,0.02596625,-0.01278950,7,8,False,0.01035746,0.27363284
AOI-0001,2019-09-07,0.26196560,0.21917009,0.25340650,0.24912695,0.11193745,-0.02955532,4,8,False,0.04081297,0.28993992
AOI-0001,2019-09-08,0.21897838,0.22301715,0.21978613,0.22902483,0.00036908,-0.02933732,9,8,False,0.00452055,0.23354538
AOI-0001,2019-09-18,0.14864034,0.15611416,0.15013510,0.15088249,-0.09552027,-0.00699251,8,8,False,-0.02999521,0.12088728
AOI-0001,2020-04-03,0.51976666,0.57014552,0.52984243,0.55601004,0.00000000,0.00567173,11,8,False,-0.00085076,0.55515928
AOI-0001,2020-04-26,0.70028656,0.64078616,0.68838648,0.68841174,0.00000000,0.00184210,5,8,False,-0.00027631,0.68813543
AOI-0001,2020-05-30,0.82836480,0.82882856,0.82845755,0.82021984,-0.03276384,-0.01163092,12,8,False,-0.00890361,0.81131623
AOI-0001,2020-06-09,0.76058847,0.72368945,0.75320867,0.74635598,0.09872051,0.01539539,15,8,True,0.00000000,0.74635598
AOI-0001,2020-07-14,0.17592398,0.17915028,0.17656924,0.17974786,-0.01910582,0.00080596,7,8,False,-0.00633028,0.17341758
AOI-0001,2020-07-23,0.21351515,0.20591890,0.21199590,0.21892789,0.00000000,0.00366203,7,8,False,-0.00054930,0.21837859
AOI-0001,2020-07-27,0.27993975,0.26620173,0.27719215,0.28044422,0.05864919,0.01181785,13,8,True,0.00000000,0.28044422
AOI-0001,2020-08-08,0.19318207,0.19018696,0.19258305,0.19473996,-0.00218654,-0.00558379,10,8,False,0.00012694,0.19486690
AOI-0001,2020-09-01,0.30684564,0.30168814,0.30581414,0.29881952,0.00000000,0.01499045,10,8,False,-0.00224857,0.29657095
AOI-0001,2020-09-02,0.29394687,0.28593260,0.29234402,0.28468211,0.00000000,0.01460188,14,8,False,-0.00219028,0.28249183
AOI-0001,2020-09-12,0.23873101,0.25369844,0.24172449,0.24116754,-0.00691309,-0.00170095,13,8,False,-0.00199161,0.23917593
AOI-0001,2020-09-22,0.22149196,0.21247926,0.21968942,0.22010046,0.00044242,-0.01082332,12,8,False,0.00176729,0.22186775
AOI-0001,2020-09-29,0.26770917,0.27003153,0.26817365,0.27057408,0.04314490,0.00214532,16,8,True,0.00000000,0.27057408
AOI-0001,2020-10-11,0.19565260,0.20549409,0.19762089,0.20407447,0.00988457,0.00360588,3,8,False,0.00267160,0.20674607
AOI-0001,2020-10-12,0.14956646,0.18672633,0.15699844,0.16456937,-0.03923497,0.00399875,14,8,False,-0.01335118,0.15121819
AOI-0001,2020-10-19,0.18194777,0.18858662,0.18327554,0.18728618,-0.04567608,0.00481515,7,8,False,-0.01556700,0.17171918
AOI-0001,2021-05-15,0.51768056,0.46835371,0.50781519,0.48178168,-0.02944303,0.01894759,10,8,False,-0.01241112,0.46937056
AOI-0001,2021-05-20,0.47738429,0.45522056,0.47295154,0.45455841,0.00057935,-0.00339590,8,8,False,0.00069767,0.45525608
AOI-0001,2021-06-10,0.57355420,0.48857376,0.55655811,0.55836743,0.08999751,-0.00891457,16,8,True,0.00000000,0.55836743
AOI-0001,2021-07-02,0.62623798,0.61466463,0.62392331,0.60607244,0.00552650,-0.00112798,8,8,False,0.00196531,0.60803775
AOI-0001,2021-07-24,0.64808312,0.63350949,0.64516839,0.64624165,0.01462145,-0.00613664,10,8,False,0.00567247,0.65191412
AOI-0001,2021-09-17,0.24364026,0.22930701,0.24077361,0.24757682,-0.00423643,-0.00608062,8,8,False,-0.00046475,0.24711207
AOI-0001,2022-04-25,0.61176838,0.58886028,0.60718676,0.61497212,-0.00638472,-0.00298164,14,8,False,-0.00162779,0.61334433
AOI-0001,2022-06-03,0.80410168,0.77647473,0.79857629,0.79545698,-0.00074445,0.01990529,8,8,False,-0.00322774,0.79222924
AOI-0001,2022-09-02,0.23342867,0.20812668,0.22836828,0.23062443,-0.00411332,-0.01062297,11,8,False,0.00025662,0.23088105
AOI-0001,2022-09-30,0.28226864,0.28637808,0.28309053,0.28602227,0.03333934,-0.04544520,15,8,True,0.00000000,0.28602227
AOI-0001,2022-10-01,0.24268608,0.20569648,0.23528816,0.23848711,0.03509862,-0.04447277,8,8,False,0.01807797,0.25656508
AOI-0001,2022-10-17,0.22856395,0.22596824,0.22804481,0.23281971,-0.00953974,-0.03435940,12,8,False,0.00205349,0.23487320
AOI-0001,2023-05-25,0.80369151,0.84080897,0.81111500,0.80774119,0.00000000,0.00890724,17,8,True,0.00000000,0.80774119
AOI-0001,2023-06-23,0.79186244,0.73826210,0.78114237,0.76875069,-0.00437157,-0.03588706,17,8,False,0.00396230,0.77271299
AOI-0001,2023-07-15,0.27141762,0.29044373,0.27522285,0.27712546,-0.02767084,-0.03114931,6,8,False,-0.00432063,0.27280483
AOI-0001,2023-07-29,0.18917073,0.18256093,0.18784877,0.20344179,-0.00246629,0.00283683,6,8,False,-0.00122707,0.20221472
AOI-0001,2023-08-03,0.19491140,0.19693920,0.19531696,0.19551974,-0.00629088,-0.00901428,6,8,False,-0.00069239,0.19482735
AOI-0001,2023-08-08,0.22859428,0.19397665,0.22167076,0.22243316,-0.08428694,-0.00384203,13,8,False,-0.02681695,0.19561621
AOI-0001,2023-08-13,0.27474548,0.23203062,0.26620251,0.25836331,0.00678008,-0.00850514,16,8,True,0.00000000,0.25836331
AOI-0001,2023-08-17,0.27099345,0.25200572,0.26719590,0.26650390,0.01719114,-0.00149070,8,8,False,0.00581072,0.27231462
AOI-0001,2023-08-28,0.22592998,0.23438465,0.22762092,0.22804083,-0.00719767,0.01030668,13,8,False,-0.00388525,0.22415558
AOI-0001,2023-08-29,0.30315909,0.31350210,0.30522769,0.30787151,0.04297086,0.01071209,17,8,True,0.00000000,0.30787151
AOI-0001,2023-09-12,0.22981295,0.24209407,0.23226917,0.23328559,0.00096948,0.02015262,14,8,False,-0.00270781,0.23057778
AOI-0001,2024-04-06,0.71674077,0.67464426,0.70832147,0.69980868,0.00000000,-0.03055542,16,8,True,0.00000000,0.69980868
AOI-0001,2024-05-24,0.76085021,0.75681858,0.76004389,0.75449402,0.01278292,0.00062455,15,8,True,0.00000000,0.75449402
AOI-0001,2024-06-01,0.75456550,0.72000964,0.74765433,0.73786510,0.00044055,0.00010904,6,8,False,0.00012682,0.73799192
AOI-0001,2024-06-03,0.72535244,0.67474178,0.71523031,0.69862715,-0.00247868,0.00381668,8,8,False,-0.00137807,0.69724908
AOI-0001,2024-06-09,0.58219396,0.55407496,0.57657016,0.56074587,0.07733220,-0.00693108,16,8,True,0.00000000,0.56074587
AOI-0001,2024-06-13,0.53081327,0.53271830,0.53119428,0.51390771,0.00000000,-0.00113716,7,8,False,0.00017057,0.51407828
AOI-0001,2024-06-17,0.49337495,0.52128039,0.49895604,0.48596157,0.01888598,-0.00118771,12,8,False,0.00631610,0.49227767
AOI-0001,2024-06-23,0.34127110,0.41097015,0.35521091,0.35023013,-0.01381493,-0.00302484,7,8,False,-0.00403613,0.34619400
AOI-0001,2024-06-25,0.37838230,0.39609759,0.38192536,0.37310219,0.00933595,-0.00309250,18,8,True,0.00000000,0.37310219
AOI-0001,2024-07-03,0.30855638,0.31246343,0.30933779,0.29916227,-0.00015334,-0.00295416,14,8,False,0.00039329,0.29955556
AOI-0001,2024-09-11,0.16226434,0.16314756,0.16244098,0.16312519,-0.01013525,-0.00388074,7,8,False,-0.00271185,0.16041334
AOI-0001,2024-09-13,0.19979674,0.19725529,0.19928845,0.19785925,0.00101875,-0.00042862,15,8,True,0.00000000,0.19785925
AOI-0001,2024-09-16,0.16382656,0.16159326,0.16337990,0.16604418,-0.00698255,-0.00329426,10,8,False,-0.00177519,0.16426899
AOI-0001,2024-09-29,0.20161081,0.22415707,0.20612007,0.21072238,0.04599075,0.00060188,13,8,True,0.00000000,0.21072238
AOI-0001,2025-04-23,0.48498251,0.42472986,0.47293198,0.46105695,0.01813347,0.00951569,60,8,True,0.00000000,0.46105695
AOI-0001,2025-05-03,0.37166732,0.38413386,0.37416063,0.37149899,0.01128228,0.00081515,24,8,False,0.00354447,0.37504346
AOI-0001,2025-06-03,0.41598117,0.48865298,0.43051554,0.43930428,-0.00003268,-0.02522173,42,8,False,0.00377264,0.44307692
AOI-0001,2025-06-27,0.65887869,0.60106746,0.64731644,0.63145448,0.02904008,-0.01055532,54,8,False,0.01102132,0.64247580
AOI-0001,2025-07-05,0.58420227,0.57897266,0.58315635,0.57474388,-0.00118909,-0.00279189,50,8,False,0.00003233,0.57477621
AOI-0001,2025-07-12,0.48216455,0.47743080,0.48121780,0.47582383,0.06347953,0.00436578,67,8,True,0.00000000,0.47582383
AOI-0001,2025-07-13,0.48796161,0.48530109,0.48742950,0.48304355,0.00053227,0.00477977,47,8,False,-0.00054398,0.48249957
AOI-0001,2025-07-23,0.40767601,0.40944493,0.40802980,0.40464784,-0.00741115,-0.01351425,51,8,False,-0.00038148,0.40426636
AOI-0001,2025-07-28,0.37234218,0.36303782,0.37048131,0.36549025,0.02596977,0.01408167,69,8,True,0.00000000,0.36549025
AOI-0001,2025-07-29,0.38808085,0.38661571,0.38778783,0.37640845,0.05129797,0.01420725,29,8,False,0.01454075,0.39094920
AOI-0001,2025-08-02,0.32437541,0.32466996,0.32443432,0.31756570,-0.01551968,0.03100076,42,8,False,-0.00969401,0.30787169
AOI-0001,2025-10-28,0.23936629,0.12080742,0.21565451,0.21798016,0.00877973,-0.00210870,16,8,False,0.00316972,0.22114988
AOI-0002,2025-05-03,0.85359670,0.84971539,0.85282044,0.85063845,0.01128228,0.00678958,24,8,False,0.00264830,0.85328675
AOI-0002,2025-06-03,0.59083406,0.58658284,0.58998382,0.59209094,-0.00003268,0.01483374,42,8,False,-0.00223568,0.58985526
AOI-0002,2025-06-26,0.41207775,0.39325838,0.40831387,0.40713171,0.06903863,0.02578331,65,8,True,0.00000000,0.40713171
AOI-0002,2025-07-29,0.25321921,0.24713439,0.25200225,0.25214200,0.05129797,0.00130320,29,8,False,0.01647636,0.26861836
AOI-0002,2025-08-02,0.16354688,0.19023762,0.16888503,0.17191975,-0.01551968,0.00667900,42,8,False,-0.00604574,0.16587401
AOI-0002,2025-08-13,0.24074365,0.28011899,0.24861872,0.25266258,0.06268806,0.00383304,69,8,True,0.00000000,0.25266258
AOI-0002,2025-08-19,0.15293272,0.17109612,0.15656540,0.16008369,-0.00985437,0.00723178,65,8,False,-0.00428744,0.15579625
AOI-0003,2025-04-01,0.54013081,0.59494640,0.55109392,0.55874781,0.00000000,0.01377918,36,8,False,-0.00206688,0.55668093
AOI-0003,2025-04-18,0.83824337,0.79397586,0.82938987,0.82020661,-0.00852308,0.01686277,43,8,False,-0.00529942,0.81490719
AOI-0003,2025-04-19,0.85834434,0.80669197,0.84801386,0.83662951,0.01598667,0.01652623,56,8,False,0.00271673,0.83934624
AOI-0003,2025-05-06,0.83454704,0.79956428,0.82755049,0.82709283,-0.01158598,-0.00200540,42,8,False,-0.00346463,0.82362820
AOI-0003,2025-06-04,0.76728062,0.74690775,0.76320604,0.76051930,0.00498980,-0.01424874,46,8,False,0.00375900,0.76427830
AOI-0003,2025-06-13,0.57765479,0.62607007,0.58733784,0.57261850,0.00007443,0.00158823,40,8,False,-0.00021405,0.57240445
AOI-0003,2025-07-07,0.19083606,0.19098487,0.19086582,0.19307079,-0.02634257,0.01416030,37,8,False,-0.01068538,0.18238541
AOI-0003,2025-07-13,0.16570843,0.19188078,0.17094290,0.17475771,0.00053227,0.02700535,47,8,False,-0.00387781,0.17087990
AOI-0003,2025-07-15,0.16787209,0.18289943,0.17087755,0.17278763,-0.00249133,0.02987633,38,8,False,-0.00529113,0.16749650
AOI-0003,2025-08-04,0.17834818,0.17681710,0.17804197,0.17058215,-0.04544233,-0.00074136,11,8,False,-0.01465755,0.15592460
AOI-0003,2025-08-07,0.17947369,0.19815156,0.18320927,0.18410671,-0.01166672,0.02061449,52,8,False,-0.00688386,0.17722285
AOI-0003,2025-08-14,0.18451791,0.19927970,0.18747027,0.19440294,0.00000000,0.01709308,46,8,False,-0.00256396,0.19183898
AOI-0003,2025-08-22,0.15917397,0.16741548,0.16082227,0.16387359,-0.00994513,0.01184164,48,8,False,-0.00500841,0.15886518
AOI-0003,2025-08-23,0.20617507,0.20122696,0.20518545,0.20770525,0.03258077,0.00598824,43,8,False,0.00969052,0.21739577
AOI-0004,2025-04-23,0.64952102,0.64552428,0.64872167,0.65553559,0.01813347,0.00283220,60,8,True,0.00000000,0.65553559
AOI-0004,2025-05-04,0.62213560,0.63253978,0.62421643,0.63446640,0.00731763,0.00298665,60,8,False,0.00193023,0.63639663
AOI-0004,2025-05-24,0.66842967,0.63911103,0.66256594,0.65710986,0.00000000,-0.00397072,50,8,False,0.00059561,0.65770547
AOI-0004,2025-05-25,0.68716590,0.72026771,0.69378626,0.69259167,0.04911856,-0.00406157,64,8,True,0.00000000,0.69259167
AOI-0004,2025-06-30,0.61685585,0.60479420,0.61444352,0.61708938,0.00000000,-0.01130906,39,8,False,0.00169636,0.61878574
AOI-0004,2025-07-12,0.50210271,0.51276139,0.50423444,0.50633451,0.06347953,-0.01672642,67,8,True,0.00000000,0.50633451
AOI-0004,2025-07-23,0.47758726,0.45919028,0.47390786,0.46708989,-0.00741115,0.00602696,51,8,False,-0.00331267,0.46377722
AOI-0004,2025-08-02,0.42486229,0.41634172,0.42315818,0.41993841,-0.01551968,0.00137207,42,8,False,-0.00524970,0.41468871
AOI-0004,2025-09-14,0.38887127,0.36824142,0.38474530,0.38391505,0.05483990,-0.01077460,63,8,True,0.00000000,0.38391505
AOI-0004,2025-09-23,0.36609369,0.33109748,0.35909445,0.35831618,-0.00020035,-0.00804302,63,8,False,0.00114134,0.35945752
AOI-0005,2025-05-01,0.66249696,0.60824302,0.65164617,0.64262299,-0.00302657,-0.00738877,68,8,False,0.00012468,0.64274767
AOI-0005,2025-05-03,0.65329451,0.65043970,0.65272355,0.65408070,0.01128228,-0.00776938,24,8,False,0.00483215,0.65891285
AOI-0005,2025-05-14,0.57435004,0.57747441,0.57497491,0.58482811,-0.00085470,0.03234676,34,8,False,-0.00512979,0.57969832
AOI-0005,2025-06-11,0.62739649,0.61710132,0.62533746,0.61661832,0.01085835,0.02444471,36,8,False,-0.00013774,0.61648058
AOI-0005,2025-07-21,0.41695229,0.40642492,0.41484682,0.41494472,0.03665540,0.00594652,33,8,False,0.01102103,0.42596575
AOI-0005,2025-08-17,0.32635103,0.33512428,0.32810568,0.32776817,-0.00008883,0.02226136,54,8,False,-0.00336807,0.32440010
AOI-0005,2025-09-01,0.24170029,0.27169330,0.24769889,0.25419815,-0.00663205,-0.00991659,67,8,False,-0.00066793,0.25353022
AOI-0006,2025-04-01,0.20170417,0.19371842,0.20010702,0.20232296,0.00000000,0.00900668,36,8,False,-0.00135100,0.20097196
AOI-0006,2025-05-09,0.33535329,0.49371310,0.36702526,0.37269640,0.03885863,0.00890136,67,8,True,0.00000000,0.37269640
AOI-0006,2025-05-25,0.54933167,0.63879952,0.56722524,0.56473241,0.04911856,0.00380798,64,8,True,0.00000000,0.56473241
AOI-0006,2025-07-28,0.42038088,0.39619129,0.41554296,0.40858839,0.02596977,0.02877016,69,8,True,0.00000000,0.40858839
AOI-0006,2025-08-09,0.30649537,0.51161274,0.34751884,0.35495843,-0.02266645,0.04188531,45,8,False,-0.01364939,0.34130904
AOI-0006,2025-08-22,0.30865942,0.37906493,0.32274053,0.32366466,-0.00994513,0.04771429,48,8,False,-0.01038931,0.31327535
AOI-0006,2025-08-30,0.25780085,0.26715535,0.25967175,0.26186678,0.03410470,0.05040984,34,8,False,0.00352255,0.26538933
AOI-0006,2025-09-07,0.22699270,0.21238050,0.22407026,0.22741517,0.04209997,0.01229254,29,8,False,0.01183861,0.23925378
AOI-0006,2025-10-28,0.24734754,0.11889602,0.22165724,0.23404375,0.00877973,-0.00376266,16,8,False,0.00341781,0.23746156
AOI-0007,2025-04-01,0.20708524,0.39932976,0.24553415,0.26324374,0.00000000,-0.00152409,36,8,False,0.00022861,0.26347235
AOI-0007,2025-04-18,0.28091443,0.26030998,0.27679354,0.28311964,-0.00852308,-0.00725667,43,8,False,-0.00168150,0.28143814
AOI-0007,2025-04-29,0.41317629,0.38076912,0.40669486,0.41038116,0.00198102,-0.00038918,35,8,False,0.00070221,0.41108337
AOI-0007,2025-05-01,0.41422448,0.41323600,0.41402679,0.42784490,-0.00302657,0.00015554,68,8,False,-0.00100697,0.42683793
AOI-0007,2025-06-26,0.33141342,0.33656214,0.33244316,0.32472337,0.06903863,-0.04139262,65,8,True,0.00000000,0.32472337
AOI-0007,2025-07-28,0.15549487,0.15604639,0.15560517,0.15737255,0.02596977,-0.00570294,69,8,True,0.00000000,0.15737255
AOI-0007,2025-08-13,0.22506720,0.26368055,0.23278987,0.23846184,0.06268806,0.00663833,69,8,True,0.00000000,0.23846184
AOI-0007,2025-08-14,0.15478124,0.16542376,0.15690974,0.15461261,0.00000000,0.00675753,46,8,False,-0.00101363,0.15359898
AOI-0007,2025-08-16,0.15750067,0.15119856,0.15624025,0.15461994,-0.00719055,0.00959939,42,8,False,-0.00377684,0.15084310
AOI-0007,2025-09-11,0.16177980,0.15739046,0.16090193,0.15413820,0.00000000,0.00879737,34,8,False,-0.00131961,0.15281859
AOI-0007,2025-09-26,0.18152200,0.17095904,0.17940940,0.17852850,0.00020035,-0.00141221,55,8,False,0.00027694,0.17880544
AOI-0008,2025-04-17,0.85259664,0.77108908,0.83629513,0.81959137,0.00000000,-0.07010339,41,8,False,0.01051551,0.83010688
AOI-0008,2025-04-24,0.83833946,0.82864978,0.83640152,0.83404074,-0.03100570,-0.04987214,33,8,False,-0.00259603,0.83144471
AOI-0008,2025-05-19,0.87559358,0.85830186,0.87213524,0.86873280,0.00754363,-0.00198992,22,8,False,0.00275017,0.87148297
AOI-0008,2025-07-08,0.20254438,0.20647073,0.20332965,0.20578125,-0.01565705,0.01786577,60,8,False,-0.00776841,0.19801284
AOI-0008,2025-07-15,0.18421440,0.18885074,0.18514167,0.18243531,-0.00249133,0.01920713,38,8,False,-0.00369075,0.17874456
AOI-0008,2025-07-17,0.18423980,0.18650826,0.18469349,0.18072335,-0.01726271,0.02177743,31,8,False,-0.00887700,0.17184635
AOI-0008,2025-08-13,0.23284890,0.26688628,0.23965638,0.24594776,0.06268806,0.00775482,69,8,True,0.00000000,0.24594776
AOI-0008,2025-09-01,0.13229261,0.16355380,0.13854485,0.14531964,-0.00663205,0.01130171,67,8,False,-0.00385067,0.14146897
AOI-0008,2025-09-30,0.24651062,0.27876105,0.25296071,0.25811519,0.03748496,0.00535594,62,8,True,0.00000000,0.25811519
AOI-0008,2025-10-16,0.24197681,0.23333119,0.24024769,0.23976952,0.00879559,0.00452394,67,8,True,0.00000000,0.23976952
AOI-0009,2025-04-01,0.48838478,0.60725611,0.51215904,0.52094446,0.00000000,-0.03806069,36,8,False,0.00570910,0.52665356
AOI-0009,2025-04-23,0.81116972,0.81242131,0.81142003,0.81568483,0.01813347,-0.03074258,60,8,True,0.00000000,0.81568483
AOI-0009,2025-05-04,0.86061135,0.84059611,0.85660831,0.85106842,0.00731763,-0.00434934,60,8,False,0.00303063,0.85409905
