radius,method,policy,held,kind,chosen,train_rmse,test_rmse
1,mean,override6035,0,route_plus_direct,route_plus_direct_0.005,0.06551319489204223,0.0703777302115866
1,mean,override6035,0,bucket,bucket_0.005_0.005,0.06551319489204223,0.0703777302115866
1,mean,override6035,1,route_plus_direct,route_plus_direct_0.005,0.06795731978102564,0.0630425974176291
1,mean,override6035,1,bucket,bucket_0.005_0.01,0.0679569371704705,0.0630543615144869
1,mean,override6035,2,route_plus_direct,route_plus_direct_0.005,0.06729467118505987,0.0651401774245896
1,mean,override6035,2,bucket,bucket_0_0.01,0.06729183590639565,0.0651702643637129
1,mean,override6035,70404,route_plus_direct,route_plus_direct_0,0.0662551312543296,0.0682773254865159
1,mean,override6035,70404,bucket,bucket_0.005_0,0.06625303421947741,0.0682728228279201
1,median,dist502,0,route_plus_direct,route_plus_direct_0.005,0.06554196967414043,0.0704025022442775
1,median,dist502,0,bucket,bucket_0.005_0.005,0.06554196967414043,0.0704025022442775
1,median,dist502,1,route_plus_direct,route_plus_direct_0.01,0.06800186049218612,0.0630488139693611
1,median,dist502,1,bucket,bucket_0.005_0.01,0.06800165710681567,0.0630275747552857
1,median,dist502,2,route_plus_direct,route_plus_direct_0.005,0.06732108171498992,0.0651719077419426
1,median,dist502,2,bucket,bucket_0.005_0.01,0.06731900199268102,0.0651890113399502
1,median,dist502,70404,route_plus_direct,route_plus_direct_0,0.06626636118692289,0.068356129976857
1,median,dist502,70404,bucket,bucket_0.005_0,0.06626358201853952,0.0683500044438664
1,median,dist503,0,route_plus_direct,route_plus_direct_0.005,0.06554659135276808,0.0704047072876858
1,median,dist503,0,bucket,bucket_0.005_0.005,0.06554659135276808,0.0704047072876858
1,median,dist503,1,route_plus_direct,route_plus_direct_0.01,0.06800520473123073,0.0630544908988047
1,median,dist503,1,bucket,bucket_0.005_0.01,0.06800500135586202,0.0630332535975851
1,median,dist503,2,route_plus_direct,route_plus_direct_0.005,0.06732265086826142,0.0651833702900945
1,median,dist503,2,bucket,bucket_0.005_0.01,0.06732045618762744,0.0652004618342467
1,median,dist503,70404,route_plus_direct,route_plus_direct_0,0.06627279889139713,0.0683533232693059
1,median,dist503,70404,bucket,bucket_0.005_0,0.06627001999299202,0.0683471974847676
1,median,override5525,0,route_plus_direct,route_plus_direct_0.005,0.06553539846993774,0.0703842234853652
1,median,override5525,0,bucket,bucket_0.005_0.005,0.06553539846993774,0.0703842234853652
1,median,override5525,1,route_plus_direct,route_plus_direct_0.005,0.06797535507222673,0.0630607451739391
1,median,override5525,1,bucket,bucket_0.005_0.01,0.06797498390268285,0.0630725037993449
1,median,override5525,2,route_plus_direct,route_plus_direct_0.005,0.0673104494915155,0.0651652855531901
1,median,override5525,2,bucket,bucket_0_0.01,0.06730760896531135,0.0651951647951737
1,median,override5525,70404,route_plus_direct,route_plus_direct_0,0.06627149016361378,0.0683000421340525
1,median,override5525,70404,bucket,bucket_0.005_0,0.06626930634211779,0.0682960317332681
1,median,override6035,0,route_plus_direct,route_plus_direct_0.005,0.06551319489204223,0.0703777302115866
1,median,override6035,0,bucket,bucket_0.005_0.005,0.06551319489204223,0.0703777302115866
1,median,override6035,1,route_plus_direct,route_plus_direct_0.005,0.06795731978102564,0.0630425974176291
1,median,override6035,1,bucket,bucket_0.005_0.01,0.0679569371704705,0.0630543615144869
1,median,override6035,2,route_plus_direct,route_plus_direct_0.005,0.06729467118505987,0.0651401774245896
1,median,override6035,2,bucket,bucket_0_0.01,0.06729183590639565,0.0651702643637129
1,median,override6035,70404,route_plus_direct,route_plus_direct_0,0.0662551312543296,0.0682773254865159
1,median,override6035,70404,bucket,bucket_0.005_0,0.06625303421947741,0.0682728228279201
2,mean,dist502,0,route_plus_direct,route_plus_direct_0.005,0.06553586560829454,0.070397040615084
2,mean,dist502,0,bucket,bucket_0_0.02,0.0655037582509346,0.0703951422655351
2,mean,dist502,1,route_plus_direct,route_plus_direct_0.005,0.06800335144840068,0.062985910692813
2,mean,dist502,1,bucket,bucket_0_0.02,0.06797947100453104,0.0629609216531012
2,mean,dist502,2,route_plus_direct,route_plus_direct_0.01,0.06731102708707888,0.0651878159686693
2,mean,dist502,2,bucket,bucket_0_0.02,0.06727620255204593,0.0651877350435175
2,mean,dist502,70404,route_plus_direct,route_plus_direct_0.005,0.06625843058023652,0.0683377897036409
2,mean,dist502,70404,bucket,bucket_0_0.01,0.06625108925527798,0.068296133868792
2,mean,dist503,0,route_plus_direct,route_plus_direct_0.005,0.06554044067581564,0.0703990598264387
2,mean,dist503,0,bucket,bucket_0_0.02,0.06550773295626687,0.0703969037281963
2,mean,dist503,1,route_plus_direct,route_plus_direct_0.005,0.06800670436269046,0.0629915883397432
2,mean,dist503,1,bucket,bucket_0_0.02,0.06798253476954061,0.062965372901701
2,mean,dist503,2,route_plus_direct,route_plus_direct_0.01,0.06731220200135042,0.0651994502450894
2,mean,dist503,2,bucket,bucket_0_0.02,0.06727687720998463,0.0651995296328402
2,mean,dist503,70404,route_plus_direct,route_plus_direct_0.005,0.06626473334185665,0.0683346988124241
2,mean,dist503,70404,bucket,bucket_0_0.01,0.06625725802715518,0.0682927604792889
2,mean,override5525,0,route_plus_direct,route_plus_direct_0.005,0.06552898333724502,0.070378547537192
2,mean,override5525,0,bucket,bucket_0_0.02,0.06549561469096842,0.070375027700766
2,mean,override5525,1,route_plus_direct,route_plus_direct_0.005,0.0679764960676696,0.0630307137209305
2,mean,override5525,1,bucket,bucket_0_0.02,0.06795094096120106,0.0630053967735231
2,mean,override5525,2,route_plus_direct,route_plus_direct_0.01,0.0673005070724635,0.0651820781540042
2,mean,override5525,2,bucket,bucket_0_0.02,0.06726367845006888,0.0651802411718781
2,mean,override5525,70404,route_plus_direct,route_plus_direct_0.005,0.0662639100750698,0.0682829816994893
2,mean,override5525,70404,bucket,bucket_0_0.01,0.0662559084266502,0.068239400536581
2,mean,override6035,0,route_plus_direct,route_plus_direct_0.005,0.06550668658782424,0.0703720675834518
2,mean,override6035,0,bucket,bucket_0_0.02,0.06547339420218645,0.0703686801028289
2,mean,override6035,1,route_plus_direct,route_plus_direct_0.005,0.06795845756955585,0.0630123003342747
2,mean,override6035,1,bucket,bucket_0_0.02,0.06793316150370617,0.0629865373616704
2,mean,override6035,2,route_plus_direct,route_plus_direct_0.01,0.06728471240931455,0.0651562284776343
2,mean,override6035,2,bucket,bucket_0_0.02,0.0672478936156303,0.0651552729812529
2,mean,override6035,70404,route_plus_direct,route_plus_direct_0.005,0.06624746625959527,0.0682599846298515
2,mean,override6035,70404,bucket,bucket_0_0.01,0.0662395207125417,0.0682166723527072
2,median,dist502,0,route_plus_direct,route_plus_direct_0.005,0.06553448308045749,0.070396593231149
2,median,dist502,0,bucket,bucket_0_0.02,0.06550150603558974,0.0703898201542874
2,median,dist502,1,route_plus_direct,route_plus_direct_0.005,0.06800184232247274,0.062985983192047
2,median,dist502,1,bucket,bucket_0_0.02,0.06797602374302396,0.062959107747868
2,median,dist502,2,route_plus_direct,route_plus_direct_0.01,0.06731177676175462,0.0651790143396598
2,median,dist502,2,bucket,bucket_0_0.02,0.06727395996220453,0.0651821416735844
2,median,dist502,70404,route_plus_direct,route_plus_direct_0.005,0.06625672859477374,0.068338301882441
2,median,dist502,70404,bucket,bucket_0_0.01,0.06624874707212706,0.0682960013597979
2,median,dist503,0,route_plus_direct,route_plus_direct_0.005,0.06553904580188741,0.0703986116626071
2,median,dist503,0,bucket,bucket_0_0.02,0.06550543183234386,0.070391578626704
2,median,dist503,1,route_plus_direct,route_plus_direct_0.005,0.06800519071007485,0.0629916360110395
2,median,dist503,1,bucket,bucket_0_0.02,0.06797906952951532,0.0629634612921571
2,median,dist503,2,route_plus_direct,route_plus_direct_0.01,0.06731293551128369,0.0651906238383478
2,median,dist503,2,bucket,bucket_0_0.02,0.06727460264739768,0.0651938851127102
2,median,dist503,70404,route_plus_direct,route_plus_direct_0.005,0.06626301903005054,0.0683352107259334
2,median,dist503,70404,bucket,bucket_0_0.01,0.06625489120807752,0.0682926273893762
2,median,override5525,0,route_plus_direct,route_plus_direct_0.005,0.06552759515263036,0.0703782828263382
2,median,override5525,0,bucket,bucket_0_0.02,0.0654933131412671,0.0703697009438444
2,median,override5525,1,route_plus_direct,route_plus_direct_0.005,0.06797501753276466,0.0630308721763085
2,median,override5525,1,bucket,bucket_0_0.02,0.06794747410992928,0.0630034863783567
2,median,override5525,2,route_plus_direct,route_plus_direct_0.01,0.06730138581622813,0.0651732359743669
2,median,override5525,2,bucket,bucket_0_0.02,0.06726140344114266,0.0651745949812489
2,median,override5525,70404,route_plus_direct,route_plus_direct_0.005,0.06626229366313857,0.0682834181082427
2,median,override5525,70404,bucket,bucket_0_0.01,0.06625354155935984,0.0682392673425981
2,median,override6035,0,route_plus_direct,route_plus_direct_0.005,0.06550529767051047,0.0703717464317491
2,median,override6035,0,bucket,bucket_0_0.02,0.06547109187135328,0.0703633528653715
2,median,override6035,1,route_plus_direct,route_plus_direct_0.005,0.06795696578342443,0.0630124366224033
2,median,override6035,1,bucket,bucket_0_0.02,0.06792969374504428,0.0629846263944767
2,median,override6035,2,route_plus_direct,route_plus_direct_0.01,0.06728553897027155,0.0651474222843555
2,median,override6035,2,bucket,bucket_0_0.02,0.06724561807268215,0.0651496246267561
2,median,override6035,70404,route_plus_direct,route_plus_direct_0.005,0.06624582893260181,0.0682604220002947
2,median,override6035,70404,bucket,bucket_0_0.01,0.06623715325966543,0.0682165391143472
4,mean,dist502,0,route_plus_direct,route_plus_direct_0.005,0.0655386012992365,0.0703932168144111
4,mean,dist502,0,bucket,bucket_0_0.02,0.06552094741769654,0.0703586715296291
4,mean,dist502,1,route_plus_direct,route_plus_direct_0.01,0.06800148846345662,0.0630022721939078
4,mean,dist502,1,bucket,bucket_0_0.02,0.06798132228336191,0.0629678153723706
4,mean,dist502,2,route_plus_direct,route_plus_direct_0.005,0.06731710573938797,0.0651640359314685
4,mean,dist502,2,bucket,bucket_0_0.02,0.06729089804875227,0.0651546731273298
4,mean,dist502,70404,route_plus_direct,route_plus_direct_0.005,0.06625623633388664,0.0683481030816951
4,mean,dist502,70404,bucket,bucket_0_0.02,0.06623297230864293,0.0683293966638044
4,mean,dist503,0,route_plus_direct,route_plus_direct_0.005,0.0655431598206523,0.0703953368766771
4,mean,dist503,0,bucket,bucket_0_0.02,0.06552485662801805,0.070360830990877
4,mean,dist503,1,route_plus_direct,route_plus_direct_0.01,0.0680047560259887,0.0630076183801026
4,mean,dist503,1,bucket,bucket_0_0.02,0.06798440995909463,0.0629724309014269
4,mean,dist503,2,route_plus_direct,route_plus_direct_0.005,0.06731857918033503,0.0651755133714377
4,mean,dist503,2,bucket,bucket_0_0.02,0.06729174839572419,0.0651661633030009
4,mean,dist503,70404,route_plus_direct,route_plus_direct_0.005,0.06626256239969831,0.0683450021909856
4,mean,dist503,70404,bucket,bucket_0_0.02,0.06623896746124375,0.0683254316861489
4,mean,override5525,0,route_plus_direct,route_plus_direct_0.005,0.06553234428642432,0.0703746078051349
4,mean,override5525,0,bucket,bucket_0_0.02,0.0655132251554609,0.0703390846237152
4,mean,override5525,1,route_plus_direct,route_plus_direct_0.005,0.06797601252920012,0.0630383615637335
4,mean,override5525,1,bucket,bucket_0_0.02,0.06795316061031141,0.0630130044175024
4,mean,override5525,2,route_plus_direct,route_plus_direct_0.005,0.06730638198957944,0.0651582895506654
4,mean,override5525,2,bucket,bucket_0_0.02,0.06727899728914676,0.0651470982301857
4,mean,override5525,70404,route_plus_direct,route_plus_direct_0.005,0.06626216403935431,0.0682936799214613
4,mean,override5525,70404,bucket,bucket_0_0.02,0.0662378792918267,0.0682727242555671
4,mean,override6035,0,route_plus_direct,route_plus_direct_0.005,0.06550980062491768,0.0703680202072108
4,mean,override6035,0,bucket,bucket_0_0.02,0.06549113011486052,0.0703327946480763
4,mean,override6035,1,route_plus_direct,route_plus_direct_0.005,0.06795776968324727,0.0630197177133314
4,mean,override6035,1,bucket,bucket_0_0.02,0.0679354794351142,0.0629942717708267
4,mean,override6035,2,route_plus_direct,route_plus_direct_0.005,0.06729042582263392,0.0651326030453077
4,mean,override6035,2,bucket,bucket_0_0.02,0.06726334694721833,0.0651221379144423
4,mean,override6035,70404,route_plus_direct,route_plus_direct_0.005,0.06624550064723397,0.0682704997317567
4,mean,override6035,70404,bucket,bucket_0_0.02,0.06622153004749258,0.0682502252646858
4,median,dist502,0,route_plus_direct,route_plus_direct_0.005,0.06554025218641966,0.0703942822652527
4,median,dist502,0,bucket,bucket_0_0.01,0.06552679296167371,0.0703770586807123
4,median,dist502,1,route_plus_direct,route_plus_direct_0.01,0.06800139115550212,0.0630210892434924
4,median,dist502,1,bucket,bucket_0_0.02,0.06798397348654864,0.0629768443041128
4,median,dist502,2,route_plus_direct,route_plus_direct_0.005,0.0673203007722298,0.065160265940434
4,median,dist502,2,bucket,bucket_0_0.02,0.0672962169713229,0.0651552178694048
4,median,dist502,70404,route_plus_direct,route_plus_direct_0.005,0.06625810684605156,0.0683485096922397
4,median,dist502,70404,bucket,bucket_0_0.02,0.06623515764162766,0.0683392752970787
4,median,dist503,0,route_plus_direct,route_plus_direct_0.005,0.06554481549313733,0.0703964256315256
4,median,dist503,0,bucket,bucket_0_0.01,0.065531143252436,0.0703792387005792
4,median,dist503,1,route_plus_direct,route_plus_direct_0.01,0.06800471655146037,0.0630263289337562
4,median,dist503,1,bucket,bucket_0_0.02,0.06798717556070528,0.0629812513426398
4,median,dist503,2,route_plus_direct,route_plus_direct_0.005,0.0673217732402125,0.0651717868342075
4,median,dist503,2,bucket,bucket_0_0.02,0.06729706369209024,0.0651668765410734
4,median,dist503,70404,route_plus_direct,route_plus_direct_0.005,0.06626443831218175,0.068345430727272
4,median,dist503,70404,bucket,bucket_0_0.02,0.06624117458331419,0.0683353972134495
4,median,override5525,0,route_plus_direct,route_plus_direct_0.005,0.06553403831573446,0.0703761306038839
4,median,override5525,0,bucket,bucket_0_0.01,0.06551933159962797,0.0703574109046656
4,median,override5525,1,route_plus_direct,route_plus_direct_0.005,0.06797549600513707,0.0630470151652413
4,median,override5525,1,bucket,bucket_0_0.02,0.06795592764279274,0.0630218201932497
4,median,override5525,2,route_plus_direct,route_plus_direct_0.005,0.06730978642578767,0.0651544952142516
4,median,override5525,2,bucket,bucket_0_0.02,0.0672843139091393,0.0651478121749069
4,median,override5525,70404,route_plus_direct,route_plus_direct_0.005,0.06626420382741857,0.0682941883767159
4,median,override5525,70404,bucket,bucket_0_0.02,0.06624008693469967,0.0682826974752611
4,median,override6035,0,route_plus_direct,route_plus_direct_0.005,0.06551151514318751,0.0703694516632844
4,median,override6035,0,bucket,bucket_0_0.01,0.06549719580533153,0.0703511089905185
4,median,override6035,1,route_plus_direct,route_plus_direct_0.005,0.06795726262999842,0.0630283027216491
4,median,override6035,1,bucket,bucket_0_0.02,0.0679382470816206,0.063003091379614
4,median,override6035,2,route_plus_direct,route_plus_direct_0.005,0.0672937632043048,0.0651289787872375
4,median,override6035,2,bucket,bucket_0_0.02,0.0672686651824816,0.0651228518007277
4,median,override6035,70404,route_plus_direct,route_plus_direct_0.005,0.06624754221662765,0.0682709676746125
4,median,override6035,70404,bucket,bucket_0_0.02,0.06622373851083993,0.0682602017716156
8,mean,dist502,0,route_plus_direct,route_plus_direct_0,0.06554493385628898,0.070411911759334
8,mean,dist502,0,bucket,bucket_0_0.01,0.06553310159367436,0.0703947888122506
8,mean,dist502,1,route_plus_direct,route_plus_direct_0.005,0.06801191256269025,0.0629988921425977
8,mean,dist502,1,bucket,bucket_0_0.02,0.06799939559078381,0.0629970899150698
8,mean,dist502,2,route_plus_direct,route_plus_direct_0.005,0.06732472029702684,0.0651756647321762
8,mean,dist502,2,bucket,bucket_0_0.02,0.06730964003631679,0.0651814683360808
8,mean,dist502,70404,route_plus_direct,route_plus_direct_0,0.06626636118692289,0.068356129976857
8,mean,dist502,70404,bucket,bucket_0_0.01,0.06625668878954798,0.0683325843014653
8,mean,dist503,0,route_plus_direct,route_plus_direct_0,0.06554971265930763,0.0704140180042551
8,mean,dist503,0,bucket,bucket_0_0.01,0.06553736724687438,0.0703969428840529
8,mean,dist503,1,route_plus_direct,route_plus_direct_0.005,0.06801525940486397,0.0630045434696051
8,mean,dist503,1,bucket,bucket_0_0.02,0.06800243619429776,0.0630014395196323
8,mean,dist503,2,route_plus_direct,route_plus_direct_0.005,0.06732617495380878,0.0651870963597364
8,mean,dist503,2,bucket,bucket_0_0.02,0.06731041678196142,0.0651927813836811
8,mean,dist503,70404,route_plus_direct,route_plus_direct_0,0.06627279889139713,0.0683533232693059
8,mean,dist503,70404,bucket,bucket_0_0.01,0.06626283966425353,0.0683291835401532
8,mean,override5525,0,route_plus_direct,route_plus_direct_0,0.06553771804495341,0.0703921126363727
8,mean,override5525,0,bucket,bucket_0_0.01,0.0655255332598243,0.0703752887534761
8,mean,override5525,1,route_plus_direct,route_plus_direct_0.005,0.06798544037505455,0.063044610512832
8,mean,override5525,1,bucket,bucket_0_0.02,0.06797129079238978,0.0630419133528484
8,mean,override5525,2,route_plus_direct,route_plus_direct_0.005,0.06731417655451448,0.0651696871869732
8,mean,override5525,2,bucket,bucket_0_0.02,0.06729778735498458,0.0651735790524712
8,mean,override5525,70404,route_plus_direct,route_plus_direct_0,0.06627149016361378,0.0683000421340525
8,mean,override5525,70404,bucket,bucket_0_0.01,0.06626166523409875,0.0682762254031434
8,mean,override6035,0,route_plus_direct,route_plus_direct_0,0.06551554427887522,0.0703857997163148
8,mean,override6035,0,bucket,bucket_0_0.01,0.0655033609033649,0.0703690432357331
8,mean,override6035,1,route_plus_direct,route_plus_direct_0.005,0.06796713545147924,0.0630256827536172
8,mean,override6035,1,bucket,bucket_0_0.02,0.06795360641013455,0.0630230982882739
8,mean,override6035,2,route_plus_direct,route_plus_direct_0.005,0.0672980783567278,0.0651439723955636
8,mean,override6035,2,bucket,bucket_0_0.02,0.06728214453591644,0.065148506277796
8,mean,override6035,70404,route_plus_direct,route_plus_direct_0,0.0662551312543296,0.0682773254865159
8,mean,override6035,70404,bucket,bucket_0_0.01,0.06624529768527575,0.068253605901736
8,median,dist502,0,route_plus_direct,route_plus_direct_0,0.06554493385628898,0.070411911759334
8,median,dist502,0,bucket,bucket_0_0.01,0.06553756350592863,0.0703959000410845
8,median,dist502,1,route_plus_direct,route_plus_direct_0,0.0680143323188066,0.0629952710761764
8,median,dist502,1,bucket,bucket_0_0.01,0.06800296693715407,0.062991181102661
8,median,dist502,2,route_plus_direct,route_plus_direct_0,0.06732706736763493,0.0651724664202758
8,median,dist502,2,bucket,bucket_0_0.01,0.06731424553968182,0.0651726666306169
8,median,dist502,70404,route_plus_direct,route_plus_direct_0,0.06626636118692289,0.068356129976857
8,median,dist502,70404,bucket,bucket_0_0.01,0.06625945999138065,0.0683385053862544
8,median,dist503,0,route_plus_direct,route_plus_direct_0,0.06554971265930763,0.0704140180042551
8,median,dist503,0,bucket,bucket_0_0.01,0.06554185731078731,0.0703981410756636
8,median,dist503,1,route_plus_direct,route_plus_direct_0,0.06801778304781751,0.0630013649728086
8,median,dist503,1,bucket,bucket_0_0.01,0.0680062833252047,0.0629963469657392
8,median,dist503,2,route_plus_direct,route_plus_direct_0,0.06732875245613579,0.0651839374290792
8,median,dist503,2,bucket,bucket_0_0.01,0.06731550933667728,0.0651841242511011
8,median,dist503,70404,route_plus_direct,route_plus_direct_0,0.06627279889139713,0.0683533232693059
8,median,dist503,70404,bucket,bucket_0_0.01,0.06626564734038248,0.0683351695236942
8,median,override5525,0,route_plus_direct,route_plus_direct_0,0.06553771804495341,0.0703921126363727
8,median,override5525,0,bucket,bucket_0_0.01,0.06553005271575119,0.0703765333993009
8,median,override5525,1,route_plus_direct,route_plus_direct_0,0.06798630841123829,0.063041356162976
8,median,override5525,1,bucket,bucket_0_0.01,0.06797500526744814,0.063036623138946
8,median,override5525,2,route_plus_direct,route_plus_direct_0,0.06731556992700455,0.0651649377904936
8,median,override5525,2,bucket,bucket_0_0.01,0.06730263377975237,0.0651650699302618
8,median,override5525,70404,route_plus_direct,route_plus_direct_0,0.06627149016361378,0.0683000421340525
8,median,override5525,70404,bucket,bucket_0_0.01,0.06626451702351803,0.0682822175314333
8,median,override6035,0,route_plus_direct,route_plus_direct_0,0.06551554427887522,0.0703857997163148
8,median,override6035,0,bucket,bucket_0_0.01,0.06550786440134451,0.0703703003170903
8,median,override6035,1,route_plus_direct,route_plus_direct_0,0.0679685835275331,0.0630224990615195
8,median,override6035,1,bucket,bucket_0_0.01,0.0679573027936648,0.0630177360194951
8,median,override6035,2,route_plus_direct,route_plus_direct_0,0.067299800309897,0.0651400879867453
8,median,override6035,2,bucket,bucket_0_0.01,0.0672869103542006,0.0651401193347818
8,median,override6035,70404,route_plus_direct,route_plus_direct_0,0.0662551312543296,0.0682773254865159
8,median,override6035,70404,bucket,bucket_0_0.01,0.06624814303482995,0.0682595831755691
16,mean,dist502,0,route_plus_direct,route_plus_direct_0,0.06554493385628898,0.070411911759334
16,mean,dist502,0,bucket,bucket_0_0.005,0.06554132427595444,0.0704054124287112
16,mean,dist502,1,route_plus_direct,route_plus_direct_0,0.0680143323188066,0.0629952710761764
16,mean,dist502,1,bucket,bucket_0_0.01,0.06800774918841794,0.0629946565948798
16,mean,dist502,2,route_plus_direct,route_plus_direct_0,0.06732706736763493,0.0651724664202758
16,mean,dist502,2,bucket,bucket_0_0.01,0.0673183240665439,0.0651783579353335
16,mean,dist502,70404,route_plus_direct,route_plus_direct_0,0.06626636118692289,0.068356129976857
16,mean,dist502,70404,bucket,bucket_0_0.005,0.06626368947340237,0.0683468216884434
16,mean,dist503,0,route_plus_direct,route_plus_direct_0,0.06554971265930763,0.0704140180042551
16,mean,dist503,0,bucket,bucket_0_0.01,0.06554571832058953,0.0704041077092122
16,mean,dist503,1,route_plus_direct,route_plus_direct_0,0.06801778304781751,0.0630013649728086
16,mean,dist503,1,bucket,bucket_0_0.01,0.06801099398232476,0.0629998098840394
16,mean,dist503,2,route_plus_direct,route_plus_direct_0,0.06732875245613579,0.0651839374290792
16,mean,dist503,2,bucket,bucket_0_0.01,0.06731956845708958,0.0651896392156778
16,mean,dist503,70404,route_plus_direct,route_plus_direct_0,0.06627279889139713,0.0683533232693059
16,mean,dist503,70404,bucket,bucket_0_0.005,0.06626996274836847,0.0683437488743978
16,mean,override5525,0,route_plus_direct,route_plus_direct_0,0.06553771804495341,0.0703921126363727
16,mean,override5525,0,bucket,bucket_0_0.01,0.0655338304906551,0.0703824218759778
16,mean,override5525,1,route_plus_direct,route_plus_direct_0,0.06798630841123829,0.063041356162976
16,mean,override5525,1,bucket,bucket_0_0.01,0.06797963667452035,0.0630399961791123
16,mean,override5525,2,route_plus_direct,route_plus_direct_0,0.06731556992700455,0.0651649377904936
16,mean,override5525,2,bucket,bucket_0_0.01,0.06730662292127061,0.0651704661504238
16,mean,override5525,70404,route_plus_direct,route_plus_direct_0,0.06627149016361378,0.0683000421340525
16,mean,override5525,70404,bucket,bucket_0_0.005,0.06626869572144013,0.0682906097766651
16,mean,override6035,0,route_plus_direct,route_plus_direct_0,0.06551554427887522,0.0703857997163148
16,mean,override6035,0,bucket,bucket_0_0.01,0.06551165680977299,0.0703761625632117
16,mean,override6035,1,route_plus_direct,route_plus_direct_0,0.0679685835275331,0.0630224990615195
16,mean,override6035,1,bucket,bucket_0_0.01,0.06796191519201843,0.0630211872413295
16,mean,override6035,2,route_plus_direct,route_plus_direct_0,0.067299800309897,0.0651400879867453
16,mean,override6035,2,bucket,bucket_0_0.01,0.06729092805750543,0.0651454433900554
16,mean,override6035,70404,route_plus_direct,route_plus_direct_0,0.0662551312543296,0.0682773254865159
16,mean,override6035,70404,bucket,bucket_0_0.005,0.06625232476683411,0.0682679534079776
16,median,dist502,0,route_plus_direct,route_plus_direct_0,0.06554493385628898,0.070411911759334
16,median,dist502,0,bucket,bucket_0_0.005,0.06554271771535251,0.0704055787486414
16,median,dist502,1,route_plus_direct,route_plus_direct_0,0.0680143323188066,0.0629952710761764
16,median,dist502,1,bucket,bucket_0_0.005,0.06801072838797999,0.0629929482393349
16,median,dist502,2,route_plus_direct,route_plus_direct_0,0.06732706736763493,0.0651724664202758
16,median,dist502,2,bucket,bucket_0_0.01,0.06732010780582502,0.0651842801802871
16,median,dist502,70404,route_plus_direct,route_plus_direct_0,0.06626636118692289,0.068356129976857
16,median,dist502,70404,bucket,bucket_0_0.005,0.06626458243245299,0.0683484045214826
16,median,dist503,0,route_plus_direct,route_plus_direct_0,0.06554971265930763,0.0704140180042551
16,median,dist503,0,bucket,bucket_0_0.005,0.06554723722524385,0.0704077981640176
16,median,dist503,1,route_plus_direct,route_plus_direct_0,0.06801778304781751,0.0630013649728086
16,median,dist503,1,bucket,bucket_0_0.005,0.06801411726374279,0.0629985597009467
16,median,dist503,2,route_plus_direct,route_plus_direct_0,0.06732875245613579,0.0651839374290792
16,median,dist503,2,bucket,bucket_0_0.01,0.06732141910017257,0.0651955922999448
16,median,dist503,70404,route_plus_direct,route_plus_direct_0,0.06627279889139713,0.0683533232693059
16,median,dist503,70404,bucket,bucket_0_0.005,0.06627088163223446,0.0683453707938681
16,median,override5525,0,route_plus_direct,route_plus_direct_0,0.06553771804495341,0.0703921126363727
16,median,override5525,0,bucket,bucket_0_0.005,0.06553527910868515,0.0703860179335897
16,median,override5525,1,route_plus_direct,route_plus_direct_0,0.06798630841123829,0.063041356162976
