anon_polygon_id,date,crop_type,near_dist,route_source_index,alpha,route_used_peer,route_peer_purity
AOI-0001,2015-08-27,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2015-09-20,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2015-09-28,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2016-06-27,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2016-07-04,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2016-07-20,озимая пшеница,inf,1,0.300000000,False,0.000000000
AOI-0001,2016-07-27,озимая пшеница,12.000000000,2,0.300000000,False,0.000000000
AOI-0001,2016-08-29,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2016-08-30,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2016-09-15,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2016-09-29,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2017-05-12,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2017-06-29,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2017-07-12,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2017-08-09,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2017-08-29,озимая пшеница,12.000000000,0,0.300000000,False,0.000000000
AOI-0001,2017-09-08,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2017-09-14,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2018-04-05,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2018-04-23,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2018-05-01,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2018-06-08,озимая пшеница,13.000000000,1,0.300000000,False,0.000000000
AOI-0001,2018-07-12,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2018-09-28,озимая пшеница,inf,1,0.300000000,False,0.000000000
AOI-0001,2018-10-13,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2019-05-11,озимая пшеница,12.000000000,0,0.300000000,False,0.000000000
AOI-0001,2019-05-31,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2019-06-04,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2019-06-05,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2019-06-25,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2019-07-12,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2019-07-22,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2019-07-29,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2019-08-30,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2019-09-07,озимая пшеница,27.000000000,1,0.300000000,False,0.000000000
AOI-0001,2019-09-08,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2019-09-18,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-04-03,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2020-04-26,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2020-05-30,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-06-09,озимая пшеница,12.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-07-14,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-07-23,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2020-07-27,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2020-08-08,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-09-01,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2020-09-02,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-09-12,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-09-22,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-09-29,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2020-10-11,озимая пшеница,13.000000000,1,0.300000000,False,0.000000000
AOI-0001,2020-10-12,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2020-10-19,озимая пшеница,12.000000000,0,0.300000000,False,0.000000000
AOI-0001,2021-05-15,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2021-05-20,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2021-06-10,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2021-07-02,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2021-07-24,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2021-09-17,озимая пшеница,12.000000000,0,0.300000000,False,0.000000000
AOI-0001,2022-04-25,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2022-06-03,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2022-09-02,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2022-09-30,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2022-10-01,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2022-10-17,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2023-05-25,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2023-06-23,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2023-07-15,озимая пшеница,27.000000000,1,0.300000000,False,0.000000000
AOI-0001,2023-07-29,озимая пшеница,13.000000000,0,0.300000000,False,0.000000000
AOI-0001,2023-08-03,озимая пшеница,27.000000000,0,0.300000000,False,0.000000000
AOI-0001,2023-08-08,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2023-08-13,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2023-08-17,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2023-08-28,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2023-08-29,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2023-09-12,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-04-06,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-05-24,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-06-01,озимая пшеница,12.000000000,1,0.300000000,False,0.000000000
AOI-0001,2024-06-03,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-06-09,озимая пшеница,9.000000000,2,0.300000000,False,0.000000000
AOI-0001,2024-06-13,озимая пшеница,13.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-06-17,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2024-06-23,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-06-25,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-07-03,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-09-11,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-09-13,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-09-16,озимая пшеница,9.000000000,0,0.300000000,False,0.000000000
AOI-0001,2024-09-29,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0001,2025-04-23,озимая пшеница,1.000000000,2,0.600000000,True,1.000000000
AOI-0001,2025-05-03,озимая пшеница,2.000000000,1,0.600000000,False,0.000000000
AOI-0001,2025-06-03,озимая пшеница,2.000000000,0,0.600000000,False,0.000000000
AOI-0001,2025-06-27,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0001,2025-07-05,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0001,2025-07-12,озимая пшеница,1.000000000,2,0.600000000,True,1.000000000
AOI-0001,2025-07-13,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0001,2025-07-23,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0001,2025-07-28,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0001,2025-07-29,озимая пшеница,2.000000000,1,0.600000000,False,0.000000000
AOI-0001,2025-08-02,озимая пшеница,2.000000000,0,0.600000000,False,0.000000000
AOI-0001,2025-10-28,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0002,2025-05-03,озимая пшеница,1.000000000,1,0.350000000,True,1.000000000
AOI-0002,2025-06-03,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0002,2025-06-26,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0002,2025-07-29,озимая пшеница,1.000000000,1,0.350000000,True,1.000000000
AOI-0002,2025-08-02,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0002,2025-08-13,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0002,2025-08-19,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0003,2025-04-01,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0003,2025-04-18,озимая пшеница,5.000000000,0,0.350000000,False,0.000000000
AOI-0003,2025-04-19,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0003,2025-05-06,озимая пшеница,4.000000000,0,0.350000000,False,0.000000000
AOI-0003,2025-06-04,озимая пшеница,4.000000000,1,0.350000000,False,0.000000000
AOI-0003,2025-06-13,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0003,2025-07-07,озимая пшеница,4.000000000,0,0.350000000,False,0.000000000
AOI-0003,2025-07-13,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0003,2025-07-15,озимая пшеница,4.000000000,0,0.350000000,False,0.000000000
AOI-0003,2025-08-04,озимая пшеница,inf,0,0.350000000,False,0.000000000
AOI-0003,2025-08-07,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0003,2025-08-14,озимая пшеница,1.000000000,1,0.350000000,True,1.000000000
AOI-0003,2025-08-22,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0003,2025-08-23,озимая пшеница,4.000000000,1,0.350000000,False,0.000000000
AOI-0004,2025-04-23,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0004,2025-05-04,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0004,2025-05-24,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0004,2025-05-25,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0004,2025-06-30,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0004,2025-07-12,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0004,2025-07-23,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0004,2025-08-02,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0004,2025-09-14,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0004,2025-09-23,озимая пшеница,1.000000000,1,0.350000000,True,0.500000000
AOI-0005,2025-05-01,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0005,2025-05-03,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0005,2025-05-14,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0005,2025-06-11,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0005,2025-07-21,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0005,2025-08-17,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0005,2025-09-01,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0006,2025-04-01,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0006,2025-05-09,озимая пшеница,1.000000000,2,0.600000000,True,0.500000000
AOI-0006,2025-05-25,озимая пшеница,1.000000000,2,0.600000000,True,1.000000000
AOI-0006,2025-07-28,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0006,2025-08-09,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0006,2025-08-22,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0006,2025-08-30,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0006,2025-09-07,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0006,2025-10-28,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0007,2025-04-01,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0007,2025-04-18,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0007,2025-04-29,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0007,2025-05-01,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0007,2025-06-26,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0007,2025-07-28,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0007,2025-08-13,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0007,2025-08-14,озимая пшеница,1.000000000,0,0.350000000,True,0.500000000
AOI-0007,2025-08-16,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0007,2025-09-11,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0007,2025-09-26,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0008,2025-04-17,озимая пшеница,1.000000000,1,0.350000000,True,1.000000000
AOI-0008,2025-04-24,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0008,2025-05-19,озимая пшеница,1.000000000,1,0.350000000,True,1.000000000
AOI-0008,2025-07-08,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0008,2025-07-15,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0008,2025-07-17,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0008,2025-08-13,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0008,2025-09-01,озимая пшеница,1.000000000,0,0.350000000,True,1.000000000
AOI-0008,2025-09-30,озимая пшеница,1.000000000,2,0.350000000,True,1.000000000
AOI-0008,2025-10-16,озимая пшеница,1.000000000,0,0.350000000,True,0.500000000
AOI-0009,2025-04-01,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-04-23,озимая пшеница,1.000000000,2,0.600000000,True,1.000000000
AOI-0009,2025-05-04,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-06-30,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-07-05,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-07-10,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-07-25,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-08-12,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-08-17,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-08-22,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-08-24,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-09-14,озимая пшеница,1.000000000,2,0.600000000,True,1.000000000
AOI-0009,2025-09-16,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0009,2025-09-25,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0009,2025-10-03,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2010-06-19,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2010-08-06,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2010-08-22,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2011-06-14,озимая пшеница,9.000000000,1,0.300000000,False,0.000000000
AOI-0010,2011-07-12,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2011-08-09,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2011-08-13,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2011-09-10,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2012-04-13,озимая пшеница,inf,1,0.300000000,False,0.000000000
AOI-0010,2012-08-03,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2013-04-16,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2013-05-25,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2013-06-26,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2013-07-12,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2014-05-29,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2014-06-06,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2014-06-10,озимая пшеница,4.000000000,2,0.400000000,False,0.000000000
AOI-0010,2014-08-29,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2014-09-30,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2015-04-07,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2015-04-14,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2015-05-25,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2015-10-07,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2016-07-27,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2016-08-12,озимая пшеница,4.000000000,2,0.400000000,False,0.000000000
AOI-0010,2016-09-13,озимая пшеница,4.000000000,2,0.400000000,False,0.000000000
AOI-0010,2017-04-03,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2017-04-07,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2017-08-01,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2017-08-04,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2017-08-13,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2017-08-29,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2018-05-16,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2018-07-28,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2018-08-28,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2018-09-14,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2019-04-06,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2019-04-28,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2019-05-19,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2019-06-20,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2019-06-26,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2019-06-27,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2019-07-20,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2019-08-13,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2019-08-19,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2019-08-21,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2019-09-23,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-06-06,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-06-09,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-07-16,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-07-19,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-07-26,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-07-31,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-09-09,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-09-13,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2020-09-19,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2020-09-27,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2021-05-05,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2021-05-09,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2021-07-28,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2021-08-05,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2021-09-04,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2021-09-17,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2021-10-27,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2022-06-06,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2022-06-10,озимая пшеница,4.000000000,2,0.400000000,False,0.000000000
AOI-0010,2022-06-11,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2022-07-17,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2022-07-28,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2022-09-08,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2023-04-02,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2023-04-27,озимая пшеница,3.000000000,1,0.400000000,False,0.000000000
AOI-0010,2023-06-08,озимая пшеница,inf,1,0.300000000,False,0.000000000
AOI-0010,2023-06-16,озимая пшеница,4.000000000,0,0.400000000,False,0.000000000
AOI-0010,2023-08-23,озимая пшеница,4.000000000,0,0.400000000,False,0.000000000
AOI-0010,2023-08-30,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2023-09-19,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-04-04,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-04-26,озимая пшеница,7.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-05-08,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2024-05-21,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-06-18,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-06-20,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-07-08,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-07-15,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-08-12,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-09-06,озимая пшеница,4.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-09-28,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-10-01,озимая пшеница,3.000000000,0,0.400000000,False,0.000000000
AOI-0010,2024-10-15,озимая пшеница,3.000000000,2,0.400000000,False,0.000000000
AOI-0010,2024-10-23,озимая пшеница,4.000000000,1,0.400000000,False,0.000000000
AOI-0010,2025-04-16,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-04-18,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-05-09,озимая пшеница,1.000000000,2,0.600000000,True,1.000000000
AOI-0010,2025-06-05,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-06-07,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-06-28,озимая пшеница,1.000000000,0,0.600000000,True,0.500000000
AOI-0010,2025-07-05,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-07-06,озимая пшеница,1.000000000,1,0.600000000,True,1.000000000
AOI-0010,2025-07-07,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-07-25,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-07-30,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-08-16,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
AOI-0010,2025-08-27,озимая пшеница,1.000000000,0,0.600000000,True,1.000000000
