anon_polygon_id,date,_qi,truth,year,cohort,linear,nearest,mean4,median4,robust_linear,poly3,sourcecal_linear,sourcecal_robust,local_med,winsor_linear
AOI-0001,2012-05-31,486,0.7279036400427955,2012,new,0.6099637097492325,0.7345027950699867,0.558197602661419,0.6033198236446768,0.5542963750710121,0.6023304063009498,0.5535338352167619,0.49643104243762154,0.5625190943141167,0.6099637097492325
AOI-0001,2012-08-28,575,0.2966293925538865,2012,new,0.1790232063331097,0.171516502970227,0.202353133251584,0.20154331642175777,0.2265325359579995,0.18423488957185022,0.13248193789963827,0.16541275841445277,0.22050200490911884,0.1790232063331097
AOI-0001,2013-09-14,805,0.567259512809744,2013,new,0.38953780756376033,0.27979225996081,0.32547768629879786,0.26095191514484467,0.26525725859795496,0.3097686100714043,0.3203440467529174,0.16819340481651832,0.3469873641658605,0.3668207718720191
AOI-0001,2013-10-16,837,0.4838141019076083,2013,new,,,,,,,,,,
AOI-0001,2013-10-24,845,0.2926506964634393,2013,new,,,,,,,,,,
AOI-0001,2014-04-27,878,0.2567195386529873,2014,new,0.3572858822244338,0.4061868386675376,0.35114518371788805,0.3389480235582699,0.35950211728731385,0.3772244822441081,0.28662871314023985,0.29469355552655513,0.41267617123341854,0.3572858822244338
AOI-0001,2014-07-07,949,0.879382162633396,2014,new,0.7303914510156706,0.6729248856956238,0.7147883954107929,0.7009905147618469,0.6465483389367156,0.7569758252618591,0.6740377076511563,0.6013832748691428,0.65108894537185,0.7303914510156706
AOI-0001,2014-07-23,965,0.7880580814103925,2014,new,0.7243785389836995,0.72905614382807,0.632819405161409,0.653879741143678,0.6138631200769563,0.6967980151364634,0.6901973388134994,0.5694449062541024,0.6517866609047289,0.7243785389836995
AOI-0001,2014-09-30,1034,0.2567289353363814,2014,new,0.21928860780997486,0.2443494709859797,0.24730674891514434,0.2532563814760075,0.25408122974479413,0.2186558455085365,0.17391835563172445,0.19584156902671007,0.3324289963436649,0.21928860780997486
AOI-0001,2015-04-14,1078,0.5175262176850388,2015,new,0.5698792741672111,0.4864289353363815,0.6899894907553621,0.7290292435144983,0.6241192190202521,0.5875615899874279,0.491141644979251,0.5516987784026608,0.6284554738242254,0.5698792741672111
AOI-0001,2015-05-09,1103,0.7915600261267146,2015,new,0.7526004601348584,0.7808859200792904,0.7596731289003654,0.7730247039978425,0.7120934096067842,0.7708591835610482,0.711302578124209,0.6590775090963087,0.7085048372871964,0.7526004601348584
AOI-0001,2015-09-04,1221,0.1629052015820799,2015,new,0.2376747713912475,0.239320509470934,0.24221628498413122,0.237126192031352,0.22913120318786584,0.24506901845064322,0.1442432417092239,0.14723270170735214,0.23791093800826474,0.2376747713912475
AOI-0001,2015-09-29,1246,0.1491604750117589,2015,new,0.22278082701838245,0.2219707571801566,0.20054276901725795,0.2140998299290724,0.20291958157434725,0.19998914223997433,0.12869051596900757,0.12564179711061768,0.21527013513864687,0.22278082701838245
AOI-0001,2016-04-23,1300,0.2742197390155382,2016,new,0.3504395153101364,0.369625081645983,0.40011183098298275,0.388285012103249,0.36899460491381547,0.34650714274311345,0.2855849167068214,0.30720039633075646,0.3730839535711587,0.3504395153101364
AOI-0001,2016-06-18,1356,0.335163799426866,2016,new,0.31274474048413686,0.3768248530372306,0.35025770395564126,0.3380489940259507,0.38055115628167585,0.3336433219410986,0.24529882054206917,0.30558923994124204,0.3861104234040231,0.31274474048413686
AOI-0001,2016-09-06,1436,0.2559415559235375,2016,new,0.3410741507238828,0.3258258306764277,0.4922750896188193,0.34202717072684874,0.32977009742196384,0.39897347142015965,0.2772364407704118,0.2699967706145992,0.4213603547164468,0.3410741507238828
AOI-0001,2016-09-13,1443,0.3378143696930112,2016,new,0.32773187068235954,0.3258258306764277,0.4853366651479176,0.34202717072684874,0.33216285840462645,0.3883552652054972,0.2827642536822199,0.2763808600825995,0.3971532673557541,0.32773187068235954
AOI-0001,2017-04-11,1501,0.4397266823209729,2017,new,0.6701249445741959,0.6499299150881777,0.610083329490676,0.6134404766793563,0.6630623929505417,0.6786059544053031,0.6283489056964998,0.6320043909594377,0.6663381511485841,0.6701249445741959
AOI-0001,2017-04-26,1516,0.7374711313462423,2017,new,0.7410252232437824,0.7361373649346665,0.7197372299521193,0.7157530481831926,0.7111853606451038,0.7357884647363615,0.7006412033915532,0.6779122396397451,0.7176248274671517,0.7410252232437824
AOI-0001,2017-05-29,1549,0.7284778288261385,2017,new,0.8003936906823674,0.8080149235603722,0.760812360809618,0.763147811765895,0.7522335455342276,0.7735166441324453,0.7687344103309555,0.7079804997022845,0.7567307956863183,0.8003936906823674
AOI-0001,2017-06-05,1556,0.7793772502914194,2017,new,0.7470450605363338,0.7089388961463098,0.760812360809618,0.763147811765895,0.7485365617750467,0.7772148217972407,0.6915113851121836,0.7025351269570821,0.720214521869475,0.7470450605363338
AOI-0001,2017-06-26,1577,0.6118588177661659,2017,new,0.5680889754913864,0.4494595027719163,0.6686030247003875,0.7126573562685168,0.5915680474238653,0.5757563390269547,0.5543495347705916,0.5611491761156723,0.5665627554160351,0.5680889754913864
AOI-0001,2017-07-28,1609,0.4806076094056175,2017,new,0.33266255574715853,0.3000182417204887,0.3402592225440283,0.3424151703364532,0.34826931240084846,0.3305247988960436,0.3151737447968525,0.31966799516729066,0.3365003514475152,0.33266255574715853
AOI-0001,2017-10-19,1692,0.250389504410385,2017,new,,,,,,,,,,
AOI-0001,2018-04-07,1710,0.6365546048334423,2018,new,,,,,,,,,,
AOI-0001,2018-05-25,1758,0.8195537230568258,2018,new,0.8334963579987906,0.8382165716692275,0.8353445775960128,0.8412662816845449,0.8302577726845296,0.8340850275041698,0.8100360881999434,0.8127535282848753,0.755797743435941,0.8334963579987906
AOI-0001,2018-06-01,1765,0.7558960818531374,2018,new,0.7736620785026547,0.8051750759761698,0.6476203024095127,0.6476100886085945,0.6679778696376663,0.7579798194532201,0.7654351971332655,0.638461792596807,0.6941628860828842,0.7736620785026547
AOI-0001,2018-06-20,1784,0.3153246665659751,2018,new,0.3459239210287281,0.4445005308381434,0.3613101103201696,0.3704243346548653,0.41638096762442983,0.3384900586876795,0.30423653316636845,0.3718574335831696,0.4076744036109056,0.3459239210287281
AOI-0001,2018-07-10,1804,0.2028749900666369,2018,new,0.23895150175486565,0.3035192926612948,0.2553996133001578,0.27184772484545,0.31929523231874973,0.1776580095446017,0.1941530945747927,0.2661853886365222,0.31801279657132236,0.23895150175486565
AOI-0001,2018-10-06,1892,0.2403845915096074,2018,new,0.19887646649400037,0.189599525518855,0.20132882047231251,0.19032448143094355,0.20289284090339155,0.19896470602658722,0.1460067895868172,0.15651801714835495,0.20108130504779473,0.19887646649400037
AOI-0001,2018-10-30,1916,0.1604955837071514,2018,new,,,,,,,,,,
AOI-0001,2019-04-21,1937,0.2673750104064606,2019,new,0.48863430764206417,0.5150626061397781,0.3378054153933174,0.3355412702615516,0.347174655255086,0.5638620727864083,0.40630309244371476,0.31088850661364187,0.4049615801815193,0.48863430764206417
AOI-0001,2019-07-30,2037,0.2571846635752309,2019,new,0.5961465950542394,0.5939100587851079,0.49697575464270083,0.49885054907062854,0.3645298718655064,0.5519498555239777,0.5281367865026811,0.33989362109568516,0.4735092452230532,0.5629447262476135
AOI-0001,2019-08-07,2045,0.4191353883091905,2019,new,0.531392130808582,0.6039744719961997,0.4269394243923707,0.4034160266333945,0.35374724473145075,0.5142428737022937,0.508603699244263,0.3498879262606245,0.45797727310212,0.503091288193799
AOI-0001,2019-08-24,2062,0.1132404448203133,2019,new,0.2840260106731264,0.2981154956676167,0.30731246462705697,0.2975333339870554,0.314474259499617,0.2650639060790247,0.24812786593815078,0.28122530018033426,0.31977473288320374,0.2840260106731264
AOI-0001,2019-08-29,2067,0.2404246729618012,2019,new,0.24880229818690064,0.2135785857006749,0.30731246462705697,0.2975333339870554,0.2959324044577742,0.23445247709042846,0.23085322581941284,0.24434875166041906,0.29534233538141086,0.24880229818690064
AOI-0001,2019-09-13,2082,0.2208222808645141,2019,new,0.28184174423773733,0.2886680600914436,0.17317326308240427,0.2060266371507151,0.24732562780950007,0.22518119133028885,0.19895445288423977,0.1988835224689848,0.23653996673459185,0.28184174423773733
AOI-0001,2019-10-16,2115,0.2904351404310909,2019,new,0.2391479649409234,0.2465799846180634,0.23427109687655834,0.23171594526378342,0.24962952496520635,0.23477996932464582,0.20571555074609338,0.2080518743874855,0.2356204819182691,0.2391479649409234
AOI-0001,2019-10-23,2122,0.2749522355462429,2019,new,0.2658235028256194,0.2754452619293974,0.2570218702544523,0.2610126232737304,0.26353573968410327,0.2529978126432281,0.22180659909292297,0.21697325945212007,0.24811127254647608,0.2658235028256194
AOI-0001,2020-05-15,2174,0.5062488014907429,2020,new,0.8396333491917586,0.8451649624670714,0.8413268177567215,0.8390789867854627,0.8379285603223279,0.8446966507538893,0.8226532000767907,0.7886419305990691,0.8072457023903498,0.8396333491917586
AOI-0001,2020-06-14,2204,0.7876589536148639,2020,new,0.6509857662559185,0.8362273230924363,0.6236149556637981,0.6278305716513538,0.6045646267093024,0.6664030301328835,0.6357478957146646,0.5704487757171324,0.6044148363461801,0.6509857662559185
AOI-0001,2020-07-04,2224,0.2309597102966426,2020,new,0.28742721519504755,0.2740560389402228,0.3140021141124527,0.3029466529089416,0.3080066749556328,0.29692611344777803,0.26006628927756914,0.2689850819171681,0.340986101919672,0.28742721519504755
AOI-0001,2020-07-24,2244,0.1857813096343201,2020,new,0.1708552362589309,0.154623128774777,0.2132138874556866,0.20102581209158754,0.2387459827380123,0.1642481298251913,0.15163943797712712,0.20190032296550822,0.24039480652762027,0.1708552362589309
AOI-0001,2020-08-03,2254,0.163218170368171,2020,new,0.2055937813714976,0.1935801867367464,0.25106741087257617,0.2314189119169489,0.23684525025007255,0.2108738844308869,0.15982525017990862,0.19551977916101304,0.24670834772963082,0.2055937813714976
AOI-0001,2020-08-16,2267,0.2691101958142895,2020,new,0.2394536874753182,0.2436115769969318,0.26357525843762253,0.2384142150949148,0.2731275069985636,0.2640626033228736,0.2394536874753182,0.24453821046358418,0.2761841764785615,0.2394536874753182
AOI-0001,2020-09-27,2309,0.1886919704303382,2020,new,0.23928128130643583,0.2593748569655686,0.22242796843175214,0.22566823121620125,0.23981869974046718,0.22812270417975028,0.19449246492147146,0.20348611082079626,0.24520070116092574,0.23928128130643583
AOI-0001,2021-04-29,2371,0.3576593756040069,2021,new,0.5025256638578267,0.5702082625734815,0.463636275658324,0.5025256638578267,0.4298258833490537,0.5127849178514976,0.46316412508772176,0.3842117652803593,0.4548660184677508,0.5025256638578267
AOI-0001,2021-05-08,2380,0.5185997661299724,2021,new,0.5941274220660786,0.6472222077073809,0.5313612608382549,0.5216898852517333,0.48044577374749026,0.5678389214222581,0.5376399451300874,0.43629554290544126,0.524117101247551,0.5941274220660786
AOI-0001,2021-06-19,2422,0.4391686754988031,2021,new,0.4995776812816469,0.498768417423414,0.5166112933982632,0.49984743590105796,0.515528201526508,0.4917623433272394,0.46235892018898134,0.482112977894186,0.517059858538675,0.4995776812816469
AOI-0001,2021-07-14,2447,0.675536777534287,2021,new,0.6688404034316909,0.6788144676681909,0.6748846026487993,0.6792487825329523,0.6685266556644067,0.6762371745401671,0.6086021187016116,0.6408475757435774,0.6629837997164216,0.6688404034316909
AOI-0001,2021-07-26,2459,0.6658048875233159,2021,new,0.5985583853006383,0.57601639451339,0.6310311694884874,0.6353264651922763,0.6314247977871276,0.6117243440461079,0.5375291379195595,0.6413353721907122,0.5843918541645932,0.5985583853006383
AOI-0001,2021-08-28,2492,0.4909402751187119,2021,new,0.3842016687352851,0.3980263553233181,0.2904513038093782,0.30390097824366763,0.36974580323244144,0.3477125143367078,0.31225255204266245,0.3295550943364003,0.35308394580710734,0.3842016687352851
AOI-0001,2021-09-07,2502,0.2736332956145398,2021,new,0.27710961631120956,0.292723720692215,0.2533680585375778,0.26930256412070686,0.2914245272543164,0.24947737773330825,0.23342094033398428,0.23553090147773062,0.2862909475671462,0.27710961631120956
AOI-0001,2021-09-27,2522,0.1939016946525773,2021,new,0.2905350669497061,0.2839915741345526,0.22767802356864697,0.23483448401381773,0.250487102675751,0.36109412302478383,0.1994416269580158,0.20418209515268548,0.23664164427234086,0.2905350669497061
AOI-0001,2022-04-23,2578,0.7526996080992817,2022,new,0.5700854773993806,0.5865306801675259,0.5818075876127595,0.6205931650347755,0.6864515483874354,0.5557754262095085,0.5378733759257001,0.5938401665930577,0.6290720068425496,0.5859524685680545
AOI-0001,2022-06-30,2646,0.4597877709899565,2022,new,0.4024898408266643,0.4158972667464328,0.4538586392396612,0.46837698085852025,0.4681556720561257,0.39872245265710815,0.4024898408266643,0.44492490661674183,0.48607571096001845,0.4024898408266643
AOI-0001,2022-07-05,2651,0.4369316664585939,2022,new,0.3460745636694335,0.3488601371475903,0.39138853532975504,0.3823787019470115,0.42293240239170954,0.3658963339299626,0.3460745636694335,0.4013928380182697,0.4346894807993761,0.3460745636694335
AOI-0001,2022-07-17,2663,0.3653503833378958,2022,new,0.40456404513075495,0.3555237071008063,0.3612882649819224,0.3452279884288063,0.3597189334543365,0.3952533674147932,0.3445202173721373,0.3317719295718501,0.3994430546489361,0.40456404513075495
AOI-0001,2022-07-19,2665,0.3355850901315376,2022,new,0.3800438761157806,0.3555237071008063,0.3612882649819224,0.3452279884288063,0.34808893549335745,0.3823728963703202,0.32931786092233695,0.3220012598413243,0.39158324617249807,0.3800438761157806
AOI-0001,2022-07-28,2674,0.4271968647942522,2022,new,0.7023998705569903,0.8057916843457662,0.40839473933332937,0.32217816125134635,0.30037536801687886,0.5296825448943555,0.6797492227871751,0.28153259366331357,0.4709029104003409,0.47508737111332167
AOI-0001,2022-08-22,2699,0.2735196770726318,2022,new,0.22221184453576434,0.213507740779772,0.2456038037474755,0.24682629357830488,0.2410987321986352,0.2226868892515884,0.21740516181570213,0.22449871143627168,0.2530226275290969,0.22221184453576434
AOI-0001,2022-08-29,2706,0.284789581972567,2022,new,0.23853139981321345,0.1969179532495891,0.22947774883435912,0.22042409785550476,0.23923670091811716,0.23456195402224594,0.21673119777773697,0.21584425811956295,0.23082839265953808,0.23853139981321345
AOI-0001,2023-04-07,2775,0.573389875898106,2023,new,,,,,,,,,,
AOI-0001,2023-05-09,2807,0.8753085564990206,2023,new,0.7017121755558082,0.6769799366124308,0.6918162581701973,0.7046772868620577,0.6908856630032566,0.6777352550547131,0.6703719794309331,0.667245753115555,0.6790687274691327,0.7017121755558082
AOI-0001,2023-07-14,2873,0.2036377185384461,2023,new,0.28496222994398096,0.2966985303723058,0.268936181223187,0.28496222994398096,0.3336373954782374,0.26953080291607373,0.21765100799765105,0.27810340253104743,0.3615980674019848,0.28496222994398096
AOI-0001,2023-08-18,2908,0.249574156144945,2023,new,0.20698543837977426,0.1927973188100534,0.22976253844728,0.2274245093418319,0.23823192186452888,0.23478047324621154,0.19382727427191998,0.20781728976014022,0.23803089164416127,0.20698543837977426
AOI-0001,2023-09-19,2940,0.2763385567827841,2023,new,0.2721777485712973,0.2870520800042078,0.26784731632270575,0.26014098183179357,0.240560426287795,0.2568157241254861,0.23962810494080508,0.2219744231448773,0.24728548297078096,0.2721777485712973
AOI-0001,2023-09-24,2945,0.194354465251819,2023,new,0.23029958124230135,0.2275547542725657,0.2128705709762843,0.2211069496626903,0.22823110013931305,0.22191203172770294,0.20781448129576466,0.2070117270253251,0.22783661080353604,0.23029958124230135
AOI-0001,2023-09-30,2951,0.2931676355323319,2023,new,0.19846605759841987,0.2146591450528149,0.19750185308055032,0.19544156071026725,0.22366944231678404,0.1935209837602298,0.16812946542083715,0.19271921239939332,0.21642950425647836,0.19846605759841987
AOI-0001,2023-10-26,2977,-0.0248529353005632,2023,new,,,,,,,,,,
AOI-0001,2024-04-04,2985,0.7028126943716679,2024,new,,,,,,,,,,
AOI-0001,2024-04-09,2990,0.7033901570800051,2024,new,,,,,,,,,,
AOI-0001,2024-05-31,3042,0.8123865597321784,2024,new,0.6749494224197282,0.7980385967343004,0.7006554742126795,0.7677310880385263,0.6089980318636172,0.6825428077036916,0.655191799651432,0.5863656465358373,0.6103380541536201,0.6749494224197282
AOI-0001,2024-08-28,3131,0.234860091443501,2024,new,0.1473915984905429,0.1454484308839963,0.1667228474608663,0.15282822009214342,0.17209869411079828,0.15030188488313792,0.1473915984905429,0.16094889693881995,0.170047313848732,0.1473915984905429
AOI-0001,2024-10-15,3179,0.2023360050890585,2024,new,0.16338887617751388,0.1411172514173605,0.1633535634545991,0.1521824383516076,0.17631765589482354,0.16206393109946685,0.14815536736907609,0.15326862013769707,0.16912706218774892,0.16338887617751388
AOI-0001,2024-10-26,3190,0.1273478182280203,2024,new,0.2082218921852967,0.2079321256978206,0.17546917403650575,0.1760755986133655,0.19496318421293832,0.20622489273260236,0.16252979287742428,0.15799064869161591,0.18928630261804003,0.2082218921852967
AOI-0001,2025-05-09,3233,0.4871374591770086,2025,new,0.3602360298620496,0.3121719160622577,0.32817711672109906,0.31257320158747937,0.33851266738879876,0.3288971097989326,0.3602360298620496,0.3352101348327071,0.3577992627222118,0.3602360298620496
AOI-0001,2025-06-26,3281,0.691340365774004,2025,new,0.6219084975584155,0.6433119657654007,0.5467859961808527,0.5456394482075384,0.5188674380019234,0.6992784753791199,0.6219084975584155,0.5181909754373937,0.5186479078403562,0.6219084975584155
AOI-0001,2025-07-30,3315,0.3418079888432604,2025,new,0.43317713232062555,0.3455537359984418,0.34616105307705386,0.3136732985425196,0.36373308546521366,0.531708113326092,0.39402728102801177,0.3159877764229183,0.33390238434012154,0.43317713232062555
AOI-0001,2025-08-12,3328,0.2723485751823231,2025,new,0.26377530412763056,0.2812131286740693,0.2677353794333743,0.28150299488033337,0.2602357605230222,0.2595605293452287,0.19514598171174916,0.21920633989051747,0.2622896967035983,0.26377530412763056
AOI-0001,2025-09-16,3363,0.2027617707445291,2025,new,0.2556558814508179,0.2582275367259081,0.2282893297128322,0.24794091562554743,0.23551851893509082,0.24905683501778786,0.21134327844603887,0.20327701462272077,0.23531743029103286,0.2556558814508179
AOI-0001,2025-09-21,3368,0.1910475510863999,2025,new,0.24279760507536713,0.2376542945251868,0.2453392586886596,0.24794091562554743,0.23844978746835432,0.23248897500086824,0.19811105197702128,0.2021905746852691,0.2310152519750126,0.24279760507536713
AOI-0001,2025-10-16,3393,0.2074951505199675,2025,new,0.24408296752086234,0.2407981607472846,0.2460030691682036,0.2392262276362357,0.2502641102881652,0.23999143727289085,0.19662775314536154,0.19730533356335547,0.2374377374556272,0.24408296752086234
AOI-0002,2025-04-07,3414,0.748360525059666,2025,shared,0.5931511130586327,0.4140783594923889,0.7029558457671172,0.7970221778796549,0.8162098289637051,0.6368167704673956,0.5931511130586327,0.8013426521124218,0.739704109486014,0.7457509060703787
AOI-0002,2025-06-10,3478,0.3590617044563346,2025,shared,0.43148340876757707,0.4413552638962837,0.48378707648915675,0.4265474812032237,0.40399926433120253,0.41687503606416315,0.4055420679377093,0.4188152562050627,0.44809052445900166,0.43148340876757707
AOI-0002,2025-07-18,3516,0.1860944281810996,2025,shared,0.2651780325554939,0.2836643626284761,0.2753244349684859,0.2590159225311665,0.26816742001464117,0.27812644387786034,0.23799175259353322,0.2457769261878395,0.26932144834616173,0.2651780325554939
AOI-0002,2025-09-07,3567,0.2207698002404996,2025,shared,0.2092783956211099,0.1555169386117237,0.216542589759754,0.21932666248094923,0.2029544921719191,0.22649786200764604,0.16685688665934162,0.17625495762283408,0.2083437768612394,0.2092783956211099
AOI-0002,2025-09-08,3568,0.1550532131893024,2025,shared,0.2182386384560076,0.2720000954653938,0.216542589759754,0.21932666248094923,0.2056488409743716,0.21744908646682176,0.16874687800061125,0.17716009546478143,0.21158423480303348,0.2182386384560076
AOI-0002,2025-09-16,3576,0.1713492050144905,2025,shared,0.21410266296319821,0.2201901541650555,0.22837404721620017,0.22891544322274754,0.21985773434318948,0.22766220219667355,0.1763159687902811,0.18366974081911494,0.22840065454524489,0.21410266296319821
AOI-0002,2025-10-17,3607,0.3655940451579766,2025,shared,0.2640929610589291,0.2514686250975954,0.3099516964744615,0.30972080419557574,0.27520156481976626,0.26552271132448013,0.2640929610589291,0.22883701321676542,0.26061963863996224,0.26388583786146774
AOI-0003,2025-05-01,3651,0.8624200507272035,2025,shared,0.8778743502994055,0.8828702184086081,0.813645702580828,0.8659265578708613,0.823535563672356,0.8772757527157624,0.8438173189036521,0.8026846961658904,0.8309142169987859,0.8778743502994055
AOI-0003,2025-06-08,3689,0.6554616210383288,2025,shared,0.68816898156288,0.7032718694940119,0.7213181123515586,0.7231978491409505,0.7065579665649047,0.689808881758731,0.6799060435774349,0.6977090186935556,0.6826617566510227,0.68816898156288
AOI-0003,2025-06-10,3691,0.5782415794185565,2025,shared,0.6579632057006162,0.6428603177694843,0.6980915848175842,0.7031910963564816,0.6895739489751,0.6629189939535455,0.6331743917442811,0.6771936385962483,0.6612444752075749,0.6579632057006162
AOI-0003,2025-07-06,3717,0.2850005346316959,2025,shared,0.17789419552002267,0.1736450972322274,0.14948986005604645,0.15255080490724954,0.18879199870506977,0.17284094570264125,0.17789419552002267,0.1798508504798909,0.18809389822393957,0.17789419552002267
AOI-0003,2025-07-08,3719,0.1760361915344687,2025,shared,0.18639239209561317,0.1948905886712037,0.1973379542015784,0.18426784295171555,0.1976149985691574,0.20249774864729536,0.18639239209561317,0.1826800404099078,0.19781521476614092,0.18639239209561317
AOI-0003,2025-07-23,3734,0.1530466223337981,2025,shared,0.21131885985968954,0.2350004021534405,0.20288400191964226,0.2062899151264705,0.1984718074703263,0.2092867229781323,0.18137664998623207,0.1775141059261877,0.19906314186256452,0.21131885985968954
AOI-0003,2025-08-06,3748,0.1913045271650864,2025,shared,0.17834687432669138,0.2285097857528664,0.1974516559384178,0.20320973551160149,0.20042470670858123,0.18177430978604947,0.17834687432669138,0.18941293953808763,0.1961820933463074,0.17834687432669138
AOI-0003,2025-08-12,3754,0.184054163635445,2025,shared,0.2610705666672242,0.2719241603053435,0.2230128125500116,0.23152897624721205,0.20954353508033957,0.23802834225552463,0.1921330955603362,0.18386960182738743,0.2149626454668034,0.2610705666672242
AOI-0003,2025-08-19,3761,0.1791074938765564,2025,shared,0.14753839773094787,0.1570691374002788,0.1968132532512001,0.19580865207091824,0.19343497994806433,0.15431540659967583,0.14753839773094787,0.17450681545170707,0.19024811727359522,0.14753839773094787
AOI-0003,2025-09-07,3780,0.2363064980012826,2025,shared,0.13183985520905403,0.1199183472449007,0.15495984944900246,0.16044303779462132,0.1600221472846933,0.1341854587883706,0.13183985520905403,0.17883108457754476,0.1934794943170666,0.13183985520905403
AOI-0003,2025-10-02,3805,0.3480915215975482,2025,shared,0.35879361566681706,0.3704311832061068,0.274115744227025,0.2552371434563724,0.2859303673227746,0.4093526236762893,0.28217903948190276,0.2543403301049459,0.27526093588737965,0.35879361566681706
AOI-0004,2025-04-07,3840,0.6136519501969255,2025,shared,0.3733173776193735,0.2724644431806922,0.4588897326227287,0.4976876961126084,0.4984823447875729,0.39607342271877966,0.3733173776193735,0.4874256091294578,0.4834104987672969,0.43123550351394635
AOI-0004,2025-05-01,3864,0.6603826676158937,2025,shared,0.5731500171761802,0.5767706319036298,0.5349662798034631,0.5360576764228605,0.5587966233134353,0.5893053964752283,0.5731500171761802,0.5508814146904114,0.562016685977575,0.5731500171761802
AOI-0004,2025-06-26,3920,0.643680790242663,2025,shared,0.6554331434224435,0.6564632892383602,0.6184803334831824,0.6265922538677007,0.6264834732544069,0.6610286562404519,0.6251095808624418,0.6055124154496252,0.6197270659280837,0.6554331434224435
AOI-0004,2025-07-21,3945,0.523673269801753,2025,shared,0.4431009711867891,0.4371234587410624,0.4606542515885126,0.4648759589632151,0.47445620379311354,0.44105840719821654,0.4431009711867891,0.466912910325217,0.4733707898409214,0.4431009711867891
AOI-0004,2025-08-27,3982,0.3611170672708078,2025,shared,0.34619249402389,0.3414433453658925,0.3431322868323063,0.34940745617601193,0.3478213109361727,0.34723120882656916,0.34619249402389,0.33596075819002,0.3490125498034656,0.34619249402389
AOI-0004,2025-09-07,3993,0.3690393494039043,2025,shared,0.3088033280173371,0.3076624044688404,0.302805340679141,0.31165563688857895,0.3305383709516157,0.2904647336030801,0.3088033280173371,0.32044323983003636,0.3157237668818503,0.3088033280173371
AOI-0004,2025-10-28,4044,0.3982948327679839,2025,shared,,,,,,,,,,
AOI-0005,2025-05-04,4080,0.6883406842126214,2025,new,0.5550026893550721,0.4871101138964757,0.5924180336837412,0.5890978327372524,0.5929032461019724,0.5256606216095835,0.532256106524276,0.5673254398288037,0.5731218563265281,0.5550026893550721
AOI-0005,2025-05-19,4095,0.4322257518789177,2025,new,0.6340162986977684,0.7221600095785441,0.6252744964864505,0.6459139312353912,0.6114649814143917,0.6356835126169047,0.5890150329469799,0.5854494251637966,0.6147424546266385,0.6340162986977684
AOI-0005,2025-05-24,4100,0.7364047934713375,2025,new,0.7074693910984148,0.7221600095785441,0.6252744964864505,0.6459139312353912,0.5809308488529681,0.6591701319254241,0.6399674924722321,0.5969234132628317,0.6580532345409253,0.7033496172065582
AOI-0005,2025-07-03,4140,0.5405372370703397,2025,new,0.5213070237959956,0.4793288072255672,0.5302417236878058,0.5255048454530384,0.49922581237049773,0.5384011324630519,0.5053425584335058,0.4752752092908412,0.48924971737897655,0.5213070237959956
