anon_polygon_id,date,baseline,hgb,lag,shock,state,shock_n,state_n,canon,correction,primary_ndvi_pred
AOI-0001,2019-07-29,0.45297295,0.46029518,0.42368403,0.00101337,0.03457668,8,8,False,-0.00320433,0.44976862
AOI-0001,2019-08-30,0.26502808,0.26853347,0.25100651,0.02596625,-0.01278950,7,8,False,0.00777051,0.27279859
AOI-0001,2019-09-07,0.25340650,0.26196560,0.21917009,0.11193745,-0.02955532,4,8,False,0.03093989,0.28434639
AOI-0001,2019-09-08,0.21978613,0.21897838,0.22301715,0.00036908,-0.02933732,9,8,False,0.00302600,0.22281213
AOI-0001,2019-09-18,0.15013510,0.14864034,0.15611416,-0.09552027,-0.00699251,8,8,False,-0.02318082,0.12695428
AOI-0001,2020-04-03,0.52984243,0.51976666,0.57014552,0.00000000,0.00567173,11,8,False,-0.00056717,0.52927526
AOI-0001,2020-04-26,0.68838648,0.70028656,0.64078616,0.00000000,0.00184210,5,8,False,-0.00018421,0.68820227
AOI-0001,2020-05-30,0.82845755,0.82836480,0.82882856,-0.03276384,-0.01163092,12,8,False,-0.00702787,0.82142968
AOI-0001,2020-06-09,0.75320867,0.76058847,0.72368945,0.09872051,0.01539539,15,8,True,0.00000000,0.75320867
AOI-0001,2020-07-14,0.17656924,0.17592398,0.17915028,-0.01910582,0.00080596,7,8,False,-0.00485705,0.17171219
AOI-0001,2020-07-23,0.21199590,0.21351515,0.20591890,0.00000000,0.00366203,7,8,False,-0.00036620,0.21162970
AOI-0001,2020-07-27,0.27719215,0.27993975,0.26620173,0.05864919,0.01181785,13,8,True,0.00000000,0.27719215
AOI-0001,2020-08-08,0.19258305,0.19318207,0.19018696,-0.00218654,-0.00558379,10,8,False,0.00001174,0.19259479
AOI-0001,2020-09-01,0.30581414,0.30684564,0.30168814,0.00000000,0.01499045,10,8,False,-0.00149905,0.30431509
AOI-0001,2020-09-02,0.29234402,0.29394687,0.28593260,0.00000000,0.01460188,14,8,False,-0.00146019,0.29088383
AOI-0001,2020-09-12,0.24172449,0.23873101,0.25369844,-0.00691309,-0.00170095,13,8,False,-0.00155818,0.24016631
AOI-0001,2020-09-22,0.21968942,0.22149196,0.21247926,0.00044242,-0.01082332,12,8,False,0.00119294,0.22088236
AOI-0001,2020-09-29,0.26817365,0.26770917,0.27003153,0.04314490,0.00214532,16,8,True,0.00000000,0.26817365
AOI-0001,2020-10-11,0.19762089,0.19565260,0.20549409,0.00988457,0.00360588,3,8,False,0.00211055,0.19973144
AOI-0001,2020-10-12,0.15699844,0.14956646,0.18672633,-0.03923497,0.00399875,14,8,False,-0.01020862,0.14678982
AOI-0001,2020-10-19,0.18327554,0.18194777,0.18858662,-0.04567608,0.00481515,7,8,False,-0.01190054,0.17137500
AOI-0001,2021-05-15,0.50781519,0.51768056,0.46835371,-0.02944303,0.01894759,10,8,False,-0.00925552,0.49855967
AOI-0001,2021-05-20,0.47295154,0.47738429,0.45522056,0.00057935,-0.00339590,8,8,False,0.00048443,0.47343597
AOI-0001,2021-06-10,0.55655811,0.57355420,0.48857376,0.08999751,-0.00891457,16,8,True,0.00000000,0.55655811
AOI-0001,2021-07-02,0.62392331,0.62623798,0.61466463,0.00552650,-0.00112798,8,8,False,0.00149442,0.62541773
AOI-0001,2021-07-24,0.64516839,0.64808312,0.63350949,0.01462145,-0.00613664,10,8,False,0.00426903,0.64943742
AOI-0001,2021-09-17,0.24077361,0.24364026,0.22930701,-0.00423643,-0.00608062,8,8,False,-0.00045105,0.24032256
AOI-0001,2022-04-25,0.60718676,0.61176838,0.58886028,-0.00638472,-0.00298164,14,8,False,-0.00129802,0.60588874
AOI-0001,2022-06-03,0.79857629,0.80410168,0.77647473,-0.00074445,0.01990529,8,8,False,-0.00217664,0.79639965
AOI-0001,2022-09-02,0.22836828,0.23342867,0.20812668,-0.00411332,-0.01062297,11,8,False,0.00003397,0.22840225
AOI-0001,2022-09-30,0.28309053,0.28226864,0.28637808,0.03333934,-0.04544520,15,8,True,0.00000000,0.28309053
AOI-0001,2022-10-01,0.23528816,0.24268608,0.20569648,0.03509862,-0.04447277,8,8,False,0.01322193,0.24851009
AOI-0001,2022-10-17,0.22804481,0.22856395,0.22596824,-0.00953974,-0.03435940,12,8,False,0.00105100,0.22909581
AOI-0001,2023-05-25,0.81111500,0.80369151,0.84080897,0.00000000,0.00890724,17,8,True,0.00000000,0.81111500
AOI-0001,2023-06-23,0.78114237,0.79186244,0.73826210,-0.00437157,-0.03588706,17,8,False,0.00249581,0.78363818
AOI-0001,2023-07-15,0.27522285,0.27141762,0.29044373,-0.02767084,-0.03114931,6,8,False,-0.00380278,0.27142007
AOI-0001,2023-07-29,0.18784877,0.18917073,0.18256093,-0.00246629,0.00283683,6,8,False,-0.00090026,0.18694851
AOI-0001,2023-08-03,0.19531696,0.19491140,0.19693920,-0.00629088,-0.00901428,6,8,False,-0.00067129,0.19464567
AOI-0001,2023-08-08,0.22167076,0.22859428,0.19397665,-0.08428694,-0.00384203,13,8,False,-0.02068753,0.20098323
AOI-0001,2023-08-13,0.26620251,0.27474548,0.23203062,0.00678008,-0.00850514,16,8,True,0.00000000,0.26620251
AOI-0001,2023-08-17,0.26719590,0.27099345,0.25200572,0.01719114,-0.00149070,8,8,False,0.00444685,0.27164275
AOI-0001,2023-08-28,0.22762092,0.22592998,0.23438465,-0.00719767,0.01030668,13,8,False,-0.00283009,0.22479083
AOI-0001,2023-08-29,0.30522769,0.30315909,0.31350210,0.04297086,0.01071209,17,8,True,0.00000000,0.30522769
AOI-0001,2023-09-12,0.23226917,0.22981295,0.24209407,0.00096948,0.02015262,14,8,False,-0.00177289,0.23049628
AOI-0001,2024-04-06,0.70832147,0.71674077,0.67464426,0.00000000,-0.03055542,16,8,True,0.00000000,0.70832147
AOI-0001,2024-05-24,0.76004389,0.76085021,0.75681858,0.01278292,0.00062455,15,8,True,0.00000000,0.76004389
AOI-0001,2024-06-01,0.74765433,0.75456550,0.72000964,0.00044055,0.00010904,6,8,False,0.00009923,0.74775356
AOI-0001,2024-06-03,0.71523031,0.72535244,0.67474178,-0.00247868,0.00381668,8,8,False,-0.00100134,0.71422897
AOI-0001,2024-06-09,0.57657016,0.58219396,0.55407496,0.07733220,-0.00693108,16,8,True,0.00000000,0.57657016
AOI-0001,2024-06-13,0.53119428,0.53081327,0.53271830,0.00000000,-0.00113716,7,8,False,0.00011372,0.53130800
AOI-0001,2024-06-17,0.49895604,0.49337495,0.52128039,0.01888598,-0.00118771,12,8,False,0.00484026,0.50379630
AOI-0001,2024-06-23,0.35521091,0.34127110,0.41097015,-0.01381493,-0.00302484,7,8,False,-0.00315125,0.35205966
AOI-0001,2024-06-25,0.38192536,0.37838230,0.39609759,0.00933595,-0.00309250,18,8,True,0.00000000,0.38192536
AOI-0001,2024-07-03,0.30933779,0.30855638,0.31246343,-0.00015334,-0.00295416,14,8,False,0.00025708,0.30959487
AOI-0001,2024-09-11,0.16244098,0.16226434,0.16314756,-0.01013525,-0.00388074,7,8,False,-0.00214574,0.16029524
AOI-0001,2024-09-13,0.19928845,0.19979674,0.19725529,0.00101875,-0.00042862,15,8,True,0.00000000,0.19928845
AOI-0001,2024-09-16,0.16337990,0.16382656,0.16159326,-0.00698255,-0.00329426,10,8,False,-0.00141621,0.16196369
AOI-0001,2024-09-29,0.20612007,0.20161081,0.22415707,0.04599075,0.00060188,13,8,True,0.00000000,0.20612007
AOI-0001,2025-04-23,0.47293198,0.48498251,0.42472986,0.01813347,0.00951569,60,8,True,0.00000000,0.47293198
AOI-0001,2025-05-03,0.37416063,0.37166732,0.38413386,0.01128228,0.00081515,24,8,False,0.00273906,0.37689969
AOI-0001,2025-06-03,0.43051554,0.41598117,0.48865298,-0.00003268,-0.02522173,42,8,False,0.00251400,0.43302954
AOI-0001,2025-06-27,0.64731644,0.65887869,0.60106746,0.02904008,-0.01055532,54,8,False,0.00831555,0.65563199
AOI-0001,2025-07-05,0.58315635,0.58420227,0.57897266,-0.00118909,-0.00279189,50,8,False,-0.00001808,0.58313827
AOI-0001,2025-07-12,0.48121780,0.48216455,0.47743080,0.06347953,0.00436578,67,8,True,0.00000000,0.48121780
AOI-0001,2025-07-13,0.48742950,0.48796161,0.48530109,0.00053227,0.00477977,47,8,False,-0.00034491,0.48708459
AOI-0001,2025-07-23,0.40802980,0.40767601,0.40944493,-0.00741115,-0.01351425,51,8,False,-0.00050136,0.40752844
AOI-0001,2025-07-28,0.37048131,0.37234218,0.36303782,0.02596977,0.01408167,69,8,True,0.00000000,0.37048131
AOI-0001,2025-07-29,0.38778783,0.38808085,0.38661571,0.05129797,0.01420725,29,8,False,0.01140377,0.39919160
AOI-0001,2025-08-02,0.32443432,0.32437541,0.32466996,-0.01551968,0.03100076,42,8,False,-0.00697999,0.31745433
AOI-0001,2025-10-28,0.21565451,0.23936629,0.12080742,0.00877973,-0.00210870,16,8,False,0.00240580,0.21806031
AOI-0002,2025-05-03,0.85282044,0.85359670,0.84971539,0.01128228,0.00678958,24,8,False,0.00214161,0.85496205
AOI-0002,2025-06-03,0.58998382,0.59083406,0.58658284,-0.00003268,0.01483374,42,8,False,-0.00149154,0.58849228
AOI-0002,2025-06-26,0.40831387,0.41207775,0.39325838,0.06903863,0.02578331,65,8,True,0.00000000,0.40831387
AOI-0002,2025-07-29,0.25200225,0.25321921,0.24713439,0.05129797,0.00130320,29,8,False,0.01269417,0.26469642
AOI-0002,2025-08-02,0.16888503,0.16354688,0.19023762,-0.01551968,0.00667900,42,8,False,-0.00454782,0.16433721
AOI-0002,2025-08-13,0.24861872,0.24074365,0.28011899,0.06268806,0.00383304,69,8,True,0.00000000,0.24861872
AOI-0002,2025-08-19,0.15656540,0.15293272,0.17109612,-0.00985437,0.00723178,65,8,False,-0.00318677,0.15337863
AOI-0003,2025-04-01,0.55109392,0.54013081,0.59494640,0.00000000,0.01377918,36,8,False,-0.00137792,0.54971600
AOI-0003,2025-04-18,0.82938987,0.83824337,0.79397586,-0.00852308,0.01686277,43,8,False,-0.00381705,0.82557282
AOI-0003,2025-04-19,0.84801386,0.85834434,0.80669197,0.01598667,0.01652623,56,8,False,0.00234404,0.85035790
AOI-0003,2025-05-06,0.82755049,0.83454704,0.79956428,-0.01158598,-0.00200540,42,8,False,-0.00269596,0.82485453
AOI-0003,2025-06-04,0.76320604,0.76728062,0.74690775,0.00498980,-0.01424874,46,8,False,0.00267232,0.76587836
AOI-0003,2025-06-13,0.58733784,0.57765479,0.62607007,0.00007443,0.00158823,40,8,False,-0.00014022,0.58719762
AOI-0003,2025-07-07,0.19086582,0.19083606,0.19098487,-0.02634257,0.01416030,37,8,False,-0.00800167,0.18286415
AOI-0003,2025-07-13,0.17094290,0.16570843,0.19188078,0.00053227,0.02700535,47,8,False,-0.00256747,0.16837543
AOI-0003,2025-07-15,0.17087755,0.16787209,0.18289943,-0.00249133,0.02987633,38,8,False,-0.00361046,0.16726709
AOI-0003,2025-08-04,0.17804197,0.17834818,0.17681710,-0.04544233,-0.00074136,11,8,False,-0.01128645,0.16675552
AOI-0003,2025-08-07,0.18320927,0.17947369,0.19815156,-0.01166672,0.02061449,52,8,False,-0.00497813,0.17823114
AOI-0003,2025-08-14,0.18747027,0.18451791,0.19927970,0.00000000,0.01709308,46,8,False,-0.00170931,0.18576096
AOI-0003,2025-08-22,0.16082227,0.15917397,0.16741548,-0.00994513,0.01184164,48,8,False,-0.00367045,0.15715182
AOI-0003,2025-08-23,0.20518545,0.20617507,0.20122696,0.03258077,0.00598824,43,8,False,0.00754637,0.21273182
AOI-0004,2025-04-23,0.64872167,0.64952102,0.64552428,0.01813347,0.00283220,60,8,True,0.00000000,0.64872167
AOI-0004,2025-05-04,0.62421643,0.62213560,0.63253978,0.00731763,0.00298665,60,8,False,0.00153074,0.62574717
AOI-0004,2025-05-24,0.66256594,0.66842967,0.63911103,0.00000000,-0.00397072,50,8,False,0.00039707,0.66296301
AOI-0004,2025-05-25,0.69378626,0.68716590,0.72026771,0.04911856,-0.00406157,64,8,True,0.00000000,0.69378626
AOI-0004,2025-06-30,0.61444352,0.61685585,0.60479420,0.00000000,-0.01130906,39,8,False,0.00113091,0.61557443
AOI-0004,2025-07-12,0.50423444,0.50210271,0.51276139,0.06347953,-0.01672642,67,8,True,0.00000000,0.50423444
AOI-0004,2025-07-23,0.47390786,0.47758726,0.45919028,-0.00741115,0.00602696,51,8,False,-0.00245548,0.47145238
AOI-0004,2025-08-02,0.42315818,0.42486229,0.41634172,-0.01551968,0.00137207,42,8,False,-0.00401713,0.41914105
AOI-0004,2025-09-14,0.38474530,0.38887127,0.36824142,0.05483990,-0.01077460,63,8,True,0.00000000,0.38474530
AOI-0004,2025-09-23,0.35909445,0.36609369,0.33109748,-0.00020035,-0.00804302,63,8,False,0.00075422,0.35984867
AOI-0005,2025-05-01,0.65164617,0.66249696,0.60824302,-0.00302657,-0.00738877,68,8,False,-0.00001777,0.65162840
AOI-0005,2025-05-03,0.65272355,0.65329451,0.65043970,0.01128228,-0.00776938,24,8,False,0.00359751,0.65632106
AOI-0005,2025-05-14,0.57497491,0.57435004,0.57747441,-0.00085470,0.03234676,34,8,False,-0.00344835,0.57152656
AOI-0005,2025-06-11,0.62533746,0.62739649,0.61710132,0.01085835,0.02444471,36,8,False,0.00027012,0.62560758
AOI-0005,2025-07-21,0.41484682,0.41695229,0.40642492,0.03665540,0.00594652,33,8,False,0.00856920,0.42341602
AOI-0005,2025-08-17,0.32810568,0.32635103,0.33512428,-0.00008883,0.02226136,54,8,False,-0.00224834,0.32585734
AOI-0005,2025-09-01,0.24769889,0.24170029,0.27169330,-0.00663205,-0.00991659,67,8,False,-0.00066635,0.24703254
AOI-0006,2025-04-01,0.20010702,0.20170417,0.19371842,0.00000000,0.00900668,36,8,False,-0.00090067,0.19920635
AOI-0006,2025-05-09,0.36702526,0.33535329,0.49371310,0.03885863,0.00890136,67,8,True,0.00000000,0.36702526
AOI-0006,2025-05-25,0.56722524,0.54933167,0.63879952,0.04911856,0.00380798,64,8,True,0.00000000,0.56722524
AOI-0006,2025-07-28,0.41554296,0.42038088,0.39619129,0.02596977,0.02877016,69,8,True,0.00000000,0.41554296
AOI-0006,2025-08-09,0.34751884,0.30649537,0.51161274,-0.02266645,0.04188531,45,8,False,-0.00985514,0.33766370
AOI-0006,2025-08-22,0.32274053,0.30865942,0.37906493,-0.00994513,0.04771429,48,8,False,-0.00725771,0.31548282
AOI-0006,2025-08-30,0.25967175,0.25780085,0.26715535,0.03410470,0.05040984,34,8,False,0.00348519,0.26315694
AOI-0006,2025-09-07,0.22407026,0.22699270,0.21238050,0.04209997,0.01229254,29,8,False,0.00929574,0.23336600
AOI-0006,2025-10-28,0.22165724,0.24734754,0.11889602,0.00877973,-0.00376266,16,8,False,0.00257120,0.22422844
AOI-0007,2025-04-01,0.24553415,0.20708524,0.39932976,0.00000000,-0.00152409,36,8,False,0.00015241,0.24568656
AOI-0007,2025-04-18,0.27679354,0.28091443,0.26030998,-0.00852308,-0.00725667,43,8,False,-0.00140510,0.27538844
AOI-0007,2025-04-29,0.40669486,0.41317629,0.38076912,0.00198102,-0.00038918,35,8,False,0.00053417,0.40722903
AOI-0007,2025-05-01,0.41402679,0.41422448,0.41323600,-0.00302657,0.00015554,68,8,False,-0.00077220,0.41325459
AOI-0007,2025-06-26,0.33244316,0.33141342,0.33656214,0.06903863,-0.04139262,65,8,True,0.00000000,0.33244316
AOI-0007,2025-07-28,0.15560517,0.15549487,0.15604639,0.02596977,-0.00570294,69,8,True,0.00000000,0.15560517
AOI-0007,2025-08-13,0.23278987,0.22506720,0.26368055,0.06268806,0.00663833,69,8,True,0.00000000,0.23278987
AOI-0007,2025-08-14,0.15690974,0.15478124,0.16542376,0.00000000,0.00675753,46,8,False,-0.00067575,0.15623399
AOI-0007,2025-08-16,0.15624025,0.15750067,0.15119856,-0.00719055,0.00959939,42,8,False,-0.00275758,0.15348267
AOI-0007,2025-09-11,0.16090193,0.16177980,0.15739046,0.00000000,0.00879737,34,8,False,-0.00087974,0.16002219
AOI-0007,2025-09-26,0.17940940,0.18152200,0.17095904,0.00020035,-0.00141221,55,8,False,0.00019131,0.17960071
AOI-0008,2025-04-17,0.83629513,0.85259664,0.77108908,0.00000000,-0.07010339,41,8,False,0.00701034,0.84330547
AOI-0008,2025-04-24,0.83640152,0.83833946,0.82864978,-0.03100570,-0.04987214,33,8,False,-0.00276421,0.83363731
AOI-0008,2025-05-19,0.87213524,0.87559358,0.85830186,0.00754363,-0.00198992,22,8,False,0.00208490,0.87422014
AOI-0008,2025-07-08,0.20332965,0.20254438,0.20647073,-0.01565705,0.01786577,60,8,False,-0.00570084,0.19762881
AOI-0008,2025-07-15,0.18514167,0.18421440,0.18885074,-0.00249133,0.01920713,38,8,False,-0.00254354,0.18259813
AOI-0008,2025-07-17,0.18469349,0.18423980,0.18650826,-0.01726271,0.02177743,31,8,False,-0.00649342,0.17820007
AOI-0008,2025-08-13,0.23965638,0.23284890,0.26688628,0.06268806,0.00775482,69,8,True,0.00000000,0.23965638
AOI-0008,2025-09-01,0.13854485,0.13229261,0.16355380,-0.00663205,0.01130171,67,8,False,-0.00278818,0.13575667
AOI-0008,2025-09-30,0.25296071,0.24651062,0.27876105,0.03748496,0.00535594,62,8,True,0.00000000,0.25296071
AOI-0008,2025-10-16,0.24024769,0.24197681,0.23333119,0.00879559,0.00452394,67,8,True,0.00000000,0.24024769
AOI-0009,2025-04-01,0.51215904,0.48838478,0.60725611,0.00000000,-0.03806069,36,8,False,0.00380607,0.51596511
AOI-0009,2025-04-23,0.81142003,0.81116972,0.81242131,0.01813347,-0.03074258,60,8,True,0.00000000,0.81142003
AOI-0009,2025-05-04,0.85660831,0.86061135,0.84059611,0.00731763,-0.00434934,60,8,False,0.00226434,0.85887265
AOI-0009,2025-06-30,0.19170097,0.18448650,0.22055883,0.00000000,0.00921937,39,8,False,-0.00092194,0.19077903
AOI-0009,2025-07-05,0.19081169,0.18528902,0.21290237,-0.00118909,0.00673780,50,8,False,-0.00097105,0.18984064
AOI-0009,2025-07-10,0.16133285,0.15840017,0.17306357,-0.03499475,-0.00044567,60,8,False,-0.00870412,0.15262873
AOI-0009,2025-07-25,0.16227211,0.16126740,0.16629094,-0.01033757,-0.00116424,41,8,False,-0.00246797,0.15980414
AOI-0009,2025-08-12,0.16011490,0.15948586,0.16263106,0.00492083,0.01138845,40,8,False,0.00009136,0.16020626
AOI-0009,2025-08-17,0.17211207,0.17017381,0.17986509,-0.00008883,0.01826339,54,8,False,-0.00184855,0.17026352
AOI-0009,2025-08-22,0.16302251,0.15999882,0.17511730,-0.00994513,0.02020054,48,8,False,-0.00450634,0.15851617
AOI-0009,2025-08-24,0.14808669,0.14252512,0.17033298,-0.02844148,0.01879740,30,8,False,-0.00899011,0.13909658
AOI-0009,2025-09-14,0.23965430,0.23629399,0.25309551,0.05483990,-0.01080255,63,8,True,0.00000000,0.23965430
AOI-0009,2025-09-16,0.16846351,0.16804001,0.17015753,-0.00934341,-0.00985149,52,8,False,-0.00135070,0.16711281
AOI-0009,2025-09-25,0.16516480,0.16349599,0.17184003,-0.02285954,0.01922485,31,8,False,-0.00763737,0.15752743
AOI-0009,2025-10-03,0.16648167,0.17026876,0.15133333,0.00000000,0.01709768,27,8,False,-0.00170977,0.16477190
AOI-0010,2010-06-19,0.37310946,0.35699640,0.43756171,-0.03730450,0.00814832,7,8,False,-0.01014096,0.36296850
AOI-0010,2010-08-06,0.23195216,0.23406837,0.22348733,-0.06199650,-0.00602839,8,8,False,-0.01489629,0.21705587
AOI-0010,2010-08-22,0.20888511,0.20438210,0.22689716,-0.00020160,0.00384427,10,8,False,-0.00043483,0.20845028
AOI-0010,2011-06-14,0.49151933,0.47625581,0.55257338,,0.00447367,2,8,False,-0.00044737,0.49107196
AOI-0010,2011-07-12,0.36550101,0.37045752,0.34567498,0.00000000,-0.00855127,17,8,True,0.00000000,0.36550101
AOI-0010,2011-08-09,0.24681237,0.24779981,0.24286261,-0.00892096,0.00069550,9,8,False,-0.00229979,0.24451258
AOI-0010,2011-08-13,0.31257739,0.31790633,0.29126160,0.02296399,0.00151326,18,8,True,0.00000000,0.31257739
