anon_polygon_id,date,_truth,_true_src,seed,base_k6,base_k8,lag_k12_d2,lag_k16_d3,lag_k24_d2
AOI-0010,2025-07-23,0.1622108813352362,s2,0,0.1579280389714848,0.16471333973856286,0.16063650609542401,0.16346860051174505,0.1641811489847746
AOI-0010,2025-08-24,0.1597634943332777,s2,0,0.18726146629386808,0.1857144962454297,0.1771333921255976,0.17879724942723366,0.17924144902354125
AOI-0010,2025-08-29,0.1771027599802483,s2,0,0.18732518894422687,0.18807607358891412,0.18324002929534047,0.18474254878687615,0.1866738533206881
AOI-0010,2025-09-24,0.2535769616556436,landsat,0,0.23780454749306695,0.23890549126280805,0.2369652587256478,0.23676777348676967,0.24131851279158828
AOI-0010,2025-09-26,0.2203044790696633,s2,0,0.21054479660916287,0.2113180545702854,0.20921573330630164,0.20854993041410902,0.21418316052542624
AOI-0010,2025-10-02,0.2805252139269932,landsat,0,0.2450444178516767,0.24477259681715835,0.23877214851254203,0.23765235185726347,0.24101221835142597
AOI-0010,2025-10-08,0.2283176121572792,s2,0,0.23148276887365918,0.2314221943370521,0.2251582716574757,0.2227667447663538,0.22542184719907257
AOI-0010,2025-10-16,0.2902041432441815,s2,0,0.2894139346191616,0.2898978829338077,0.2974270298806392,0.2989411635701717,0.2875584411791746
AOI-0011,2025-04-01,0.4841123668148963,s2,0,0.6235990193139629,0.6732960270032049,0.6134123830393156,0.6173642319885616,0.6282469857288299
AOI-0011,2025-04-24,0.7394992667572068,s2,0,0.8184616269372751,0.8042619662336499,0.8168088105398593,0.813308001512528,0.8092537774018684
AOI-0011,2025-06-05,0.4625288575657957,s2,0,0.46628307864825425,0.4666179190606302,0.5156681397206562,0.5136481972394672,0.5082369037136151
AOI-0011,2025-07-05,0.2031508610188434,s2,0,0.2354849893576367,0.23686497390191788,0.23978565781508246,0.23650949131441107,0.22713829469248753
AOI-0011,2025-07-07,0.2015619836983691,s2,0,0.21394802886586511,0.21519121587703263,0.22744310150430447,0.21972608684724823,0.21153853236664508
AOI-0011,2025-07-08,0.2074473833061208,s2,0,0.23110491709787043,0.2213108650320551,0.23224252529903627,0.22561862120755438,0.21644364036212105
AOI-0011,2025-07-15,0.2110738905633006,s2,0,0.21703661687575496,0.21821017873100068,0.21667854006093648,0.22353535349692624,0.2131477366301913
AOI-0011,2025-07-18,0.2127644928223204,s2,0,0.21804049507037784,0.2188173663334831,0.2200106999624333,0.22302325351201366,0.21580294915350534
AOI-0011,2025-08-07,0.2317457425621044,s2,0,0.20484499064434847,0.21146722478392832,0.2040475879280469,0.21438726567117147,0.21592332698475042
AOI-0011,2025-08-12,0.2404208188388535,s2,0,0.20778365272117535,0.20676782118375736,0.21783953961308292,0.21323793564825508,0.21188054535080364
AOI-0011,2025-08-17,0.2235639692698729,s2,0,0.22579645561281367,0.2223420804976247,0.22759841904527292,0.2228222243433952,0.21422318257417164
AOI-0011,2025-09-13,0.1736098374327084,s2,0,0.16724597618089443,0.16907259343551692,0.16504330781551307,0.16385444365578244,0.17221361083139045
AOI-0011,2025-09-14,0.2916567583732058,modis,0,0.26014583799703767,0.25922615626856715,0.26317427647835506,0.2623126763246202,0.2638509566931187
AOI-0011,2025-09-15,0.1726939438943139,s2,0,0.18427085177981092,0.1832120986113918,0.18180781041771046,0.18173585849047363,0.1862904760181327
AOI-0011,2025-09-25,0.1510140380155409,s2,0,0.18384340477764516,0.1829142568468516,0.18431321104043394,0.18401042167419382,0.18136526006245637
AOI-0011,2025-10-13,0.137995827154184,s2,0,0.18425368984162524,0.18425861850040723,0.18543981916600447,0.18711410604778408,0.184349830851238
AOI-0012,2025-04-07,0.3725979079497908,modis,0,0.3975781612953216,0.3989634565440949,0.4430389091686666,0.44327409304450754,0.4564431450484357
AOI-0012,2025-04-17,0.3378999588738786,landsat,0,0.3266772022208159,0.3303806274162415,0.3249615113728631,0.3208176655477492,0.3516548201383179
AOI-0012,2025-04-18,0.3118328469467607,s2,0,0.31608092792925446,0.317290390567988,0.3110063847495551,0.3059657840272461,0.33760224089530305
AOI-0012,2025-04-24,0.4191737830398068,s2,0,0.4354885651374855,0.41850998774133413,0.4040398846600873,0.3978311431763101,0.4224799823229177
AOI-0012,2025-05-01,0.5138134390031894,s2,0,0.510822237731485,0.5067296681584317,0.49724855993052963,0.5004558692617503,0.5041592288413003
AOI-0012,2025-06-04,0.6251036100821,landsat,0,0.521345675738266,0.5128459317696297,0.5775712076037242,0.5520729950094977,0.5752876510615396
AOI-0012,2025-07-05,0.1771402188954018,s2,0,0.16775082393970628,0.17115692008506406,0.1819742595844733,0.17149392387299262,0.19874225120886882
AOI-0012,2025-07-06,0.2599402572043427,landsat,0,0.20848509077794328,0.20728436182981075,0.2134520979576868,0.20292797624676812,0.22291942671456094
AOI-0012,2025-07-15,0.1399379979080713,s2,0,0.17480326537451502,0.17434085774167343,0.1692394145005949,0.1653942389935848,0.16264760060061795
AOI-0012,2025-07-25,0.149624565037616,s2,0,0.15616237973691538,0.15998027259669734,0.16581264715381075,0.16902981545302978,0.16038206727541868
AOI-0012,2025-08-06,0.1657716830794017,s2,0,0.18634426227234996,0.18491811446971584,0.18113664115167877,0.1814996593524172,0.1866966596579833
AOI-0012,2025-08-09,0.1599981426522983,s2,0,0.17669720448287543,0.17506862166287498,0.1693651728171475,0.16468887422361678,0.1687140884209309
AOI-0012,2025-08-12,0.1854490370963168,s2,0,0.1989568600880428,0.18701929713804802,0.1739171758638668,0.16954633775864036,0.17068261782584068
AOI-0012,2025-08-31,0.2165062279573366,landsat,0,0.19992133416572083,0.2015714714012935,0.19838001486279758,0.20050095006807592,0.20646544191426836
AOI-0012,2025-09-14,0.3028924686192469,modis,0,0.27600273041890655,0.2765182581957524,0.27743343768572964,0.27818761669930364,0.2781166245163898
AOI-0012,2025-09-26,0.2038273662993816,s2,0,0.21208224355459385,0.21419546295248204,0.20172938994862938,0.20645974233485082,0.20683056657859944
AOI-0012,2025-10-02,0.2540226264964614,landsat,0,0.23913879546626735,0.23944138841455023,0.2368730543229812,0.23713963510842465,0.23438032649911297
AOI-0012,2025-10-16,0.3774506276150628,modis,0,0.26771968184960704,0.2677439203466256,0.26992873068912887,0.2667998032375404,0.27541025505675387
AOI-0013,2025-04-19,0.5985257917434282,s2,0,0.5672207650077413,0.5611498639179119,0.5501573635300869,0.5544979308481125,0.5507927465405232
AOI-0013,2025-05-25,0.5424330120481928,modis,0,0.5632355965721864,0.5887687869824558,0.6190009567656377,0.6101872562990648,0.6073546360214304
AOI-0013,2025-07-10,0.4836146198737379,s2,0,0.4751645809355101,0.47751854972380936,0.4850580918159561,0.49206443483775597,0.49260866444771906
AOI-0013,2025-08-07,0.5233831027295145,s2,0,0.5214730507227284,0.5008942082134636,0.5114497921523283,0.5150382408374089,0.5234840591412047
AOI-0013,2025-08-16,0.5465824115040305,s2,0,0.4678990047701289,0.47058474610720485,0.4588711687844813,0.4682471055612968,0.47658809865710394
AOI-0013,2025-08-23,0.5233480689147184,landsat,0,0.5240234284866382,0.5143208238408096,0.5006289372168182,0.49288152530751417,0.4886173955753912
AOI-0013,2025-09-15,0.5142728743355323,s2,0,0.4787485732847412,0.48413664391366834,0.5219237975116625,0.5176949005753466,0.5112933169893262
AOI-0013,2025-10-02,0.595925038289289,landsat,0,0.46585032347846905,0.4888516654453361,0.4716682095138555,0.4637086499398454,0.5114223014907886
AOI-0013,2025-10-17,0.6638663155526778,landsat,0,0.6445873768016317,0.6387506214987936,0.6405176869740005,0.6414818333059258,0.614539894834165
AOI-0014,2025-04-17,0.2290260577201973,landsat,0,0.22071355948158003,0.22394981312772366,0.22819626243102795,0.23251785342985906,0.23486339892924624
AOI-0014,2025-05-03,0.3281055649632592,landsat,0,0.30481233814039393,0.30550514682577784,0.28803506510492843,0.2891659393455541,0.33009126023315477
AOI-0014,2025-05-04,0.2350615027220126,s2,0,0.25618712535665006,0.25716253935753813,0.23443591178219184,0.23528565847844488,0.2854943739613946
AOI-0014,2025-06-10,0.4113215471475638,s2,0,0.500271860166235,0.4989163735329103,0.5040197678457644,0.5063732958646656,0.5170007129527284
AOI-0014,2025-07-07,0.3893404449174254,s2,0,0.4238857065823498,0.41893512140271394,0.4047472105013703,0.41868634033335,0.41215248719384945
AOI-0014,2025-07-08,0.3692003704956656,s2,0,0.40805411107678224,0.409499066489969,0.38949236793758657,0.3970767647940063,0.4087226227593992
AOI-0014,2025-08-16,0.2813397460250897,s2,0,0.2126331473457568,0.217091332201123,0.2029113859098098,0.20363136882091531,0.21456383103772814
AOI-0014,2025-09-08,0.0642522900863363,s2,0,0.17642078593509516,0.17702009209004296,0.1687844244003485,0.17162945836270502,0.1782699268125455
AOI-0014,2025-09-21,0.179420550546952,s2,0,0.1858966971854013,0.18076833860789954,0.1794462959884271,0.16802174097054892,0.19488802635793567
AOI-0014,2025-09-30,0.2678628571428572,modis,0,0.3239731743062286,0.33079261050704234,0.33320821687868246,0.31434097744100364,0.3605684250890575
AOI-0014,2025-10-02,0.2288055997682981,landsat,0,0.25934378858159857,0.2724893079284625,0.23573473550327984,0.2045931737606292,0.2696517382670299
AOI-0014,2025-10-17,0.4423024043119353,landsat,0,0.4260319224910489,0.4200366479576729,0.4355226101726909,0.4436178708358404,0.4182373056306154
AOI-0015,2025-04-01,0.1617673668531182,s2,0,0.3042728247536884,0.29100089142403746,0.2798054368116782,0.4807512246641553,0.2074295844542931
AOI-0015,2025-04-14,0.2402454891100486,s2,0,0.2744629774584575,0.2752682672785578,0.27851545536098177,0.2919104411930482,0.2479534226721679
AOI-0015,2025-04-17,0.251476740291716,landsat,0,0.3027488801125525,0.3054702809665636,0.31024383279403134,0.30667900908430934,0.30945095669014483
AOI-0015,2025-04-23,0.4995755150554674,modis,0,0.4215369243475433,0.4234417249708534,0.43506569446461457,0.43103275820157,0.45767094252756024
AOI-0015,2025-04-28,0.3881774313478587,s2,0,0.32178029280880643,0.3259698584317107,0.31843805045843077,0.31159771646635587,0.35256677486678467
AOI-0015,2025-04-29,0.3734035442441867,s2,0,0.3303686536193297,0.32952626556471737,0.32186241911793906,0.3162894419974269,0.35828641356088237
AOI-0015,2025-06-05,0.4919747388284254,s2,0,0.4511931930413024,0.44189569862222283,0.45764204257501,0.4562159067651956,0.4663185202279454
AOI-0015,2025-07-06,0.4043083913634535,landsat,0,0.3565697351397695,0.3569735357255438,0.3586358441595413,0.36177262880846484,0.3486279585497977
AOI-0015,2025-07-25,0.273064238076673,s2,0,0.2455645121272601,0.24817783251600434,0.24917039099211494,0.24293452652631098,0.25295955861668384
AOI-0015,2025-08-06,0.2028954244328181,s2,0,0.2506771655714852,0.25177322124305074,0.25161160882017386,0.25904057818468257,0.26146137488752086
AOI-0015,2025-08-16,0.2675526570958155,s2,0,0.23848614322850947,0.23761531943639627,0.2440468929858189,0.23781893534280565,0.2345007013618772
AOI-0015,2025-09-30,0.3152535657686212,modis,0,0.30249446355024656,0.30247324459484637,0.3122084089773995,0.3122392942338289,0.3105446762714701
AOI-0015,2025-10-08,0.1590719324096507,s2,0,0.23411226267213775,0.23373090475256153,0.233294128402404,0.23870713008404143,0.22830767257880755
AOI-0016,2025-04-01,0.1714948550925907,s2,0,0.32459801242069763,0.3337537271890826,0.1656656280572149,0.1650824093784974,0.34711800245839697
AOI-0016,2025-05-04,0.1734219348279061,s2,0,0.26935156677253014,0.27690684089508943,0.2908410387810911,0.2946634785744601,0.2904929636005692
AOI-0016,2025-05-24,0.2667000045222769,s2,0,0.3162017514425586,0.32850713536406795,0.30414045948955976,0.2990459450039098,0.32821471955644604
AOI-0016,2025-06-03,0.4763314537458039,s2,0,0.42324285725932675,0.4265844091892045,0.42669108781274767,0.4231495818996974,0.43173849109373097
AOI-0016,2025-07-06,0.8525668199528469,landsat,0,0.807478592745986,0.796675100902448,0.8037359734571085,0.7987050598647037,0.7922346044124243
AOI-0016,2025-07-27,0.5338493815419569,s2,0,0.6862191347362422,0.6837434316920007,0.6885489609100226,0.6777004682916224,0.6712880218706087
AOI-0016,2025-07-28,0.7180844821684225,s2,0,0.6715819986254382,0.6678153615864832,0.646110393445919,0.6414306167785093,0.6338702168863687
AOI-0016,2025-08-17,0.4002917765423756,s2,0,0.40937085486808367,0.4069850113215716,0.3967124520971483,0.4036957859303481,0.4077715515498621
AOI-0016,2025-08-23,0.3915866865365892,landsat,0,0.3786775241450198,0.3782024084393551,0.3710846813934548,0.36020819452398894,0.3614241322295461
AOI-0016,2025-08-27,0.3401624185586013,s2,0,0.32168714392896275,0.32133135680223635,0.31546747675302395,0.31596102115963126,0.30706242174515785
AOI-0016,2025-08-31,0.3706723014891802,landsat,0,0.3199347159726417,0.3174144740062013,0.311381793554852,0.31279605067671706,0.2992311123429238
AOI-0016,2025-09-03,0.3223280401854203,s2,0,0.25768187483375066,0.25985778720552427,0.25082408783516197,0.25230714281012784,0.2573588910903935
AOI-0016,2025-09-07,0.3223201811830236,landsat,0,0.25380729252125345,0.2678770200382788,0.26231975773581184,0.2650129733085342,0.27204596389674623
AOI-0016,2025-09-14,0.3747709035222051,modis,0,0.2990770371508886,0.29820937310789786,0.2947052736089682,0.29454700002525763,0.2930239781311151
AOI-0016,2025-09-16,0.2326426140370959,s2,0,0.2360662687009704,0.2386246960919953,0.23169447932742468,0.23497631957612183,0.2308617927545026
AOI-0016,2025-09-30,0.3313866768759571,modis,0,0.31232078701744537,0.31010907867941767,0.3020123398370896,0.3008801296516056,0.3035856212354572
AOI-0017,2025-05-25,0.7162884955752213,modis,0,0.8012722517051912,0.7929452973105273,0.7710461343872951,0.7583973906446332,0.7408573678136163
AOI-0017,2025-06-15,0.4464826151549859,s2,0,0.39393305700874515,0.4668548226752882,0.4598690022991117,0.46961819906299945,0.5008380339555116
AOI-0017,2025-06-27,0.4084508644932872,landsat,0,0.41010510818598356,0.40474825325386365,0.38720611408474,0.3666702626315714,0.3812342160488973
AOI-0017,2025-06-30,0.2613331016668453,s2,0,0.3401741189437845,0.33313215705812277,0.33386072172146575,0.3147419293323507,0.33465005920470814
AOI-0017,2025-07-05,0.2685928201099252,s2,0,0.29046084746533296,0.30851839093672734,0.32654226167607325,0.3262129075100711,0.3203575352578472
AOI-0017,2025-07-13,0.2307217207990473,s2,0,0.2467184336538451,0.24344859443458278,0.23957299225568343,0.24979379827681716,0.25308610581580454
AOI-0017,2025-07-15,0.1837284449693908,s2,0,0.2249170846519225,0.22964204334669444,0.22761356111954464,0.22966017688186854,0.2433881414693054
AOI-0017,2025-07-21,0.2981200685479799,landsat,0,0.25539511444828134,0.25873395808199406,0.2557082859164455,0.2643330692345256,0.26457270806418154
AOI-0017,2025-08-13,0.2622407079646018,modis,0,0.2770911787600795,0.2768986590264578,0.27429034248689493,0.2760307180187288,0.2750658201056707
AOI-0017,2025-08-22,0.1697547149857706,s2,0,0.17461710746713308,0.1750591712753605,0.17282733071559409,0.1692892043001425,0.1635751193825209
AOI-0017,2025-08-27,0.179197459896229,s2,0,0.1795336249946696,0.173964217275124,0.1769948810818737,0.17434113181058594,0.1662114091420393
AOI-0017,2025-08-29,0.1724207715002191,s2,0,0.18036341929440286,0.18047709579506493,0.18485145319899654,0.18198541179667418,0.17111473350899675
AOI-0017,2025-08-30,0.2278292705543943,landsat,0,0.21750544288174306,0.2188577408961705,0.22041167514568,0.21907236319185192,0.209390557406993
