year,truth,true_src,doy,q,p_s2,p_ls,p_md,s2,landsat,modis
2019,0.4111288959323824,modis,289,18795,0.09352517985611511,0.1510791366906475,0.7553956834532374,0.24408682645159002,0.26968705113339586,0.33183586372013135
2019,0.6363705094371298,s2,118,21819,0.9746835443037976,0.012658227848101267,0.012658227848101267,0.6199033241030348,0.6371268254591465,0.6999218784669146
2019,0.8708714183509214,modis,145,21846,0.2032520325203252,0.008130081300813009,0.7886178861788617,0.8076038125766991,0.8227349849076887,0.7983556262792846
2019,0.6882963324492058,s2,166,21867,0.9813084112149533,0.009345794392523364,0.009345794392523364,0.6170774042894888,0.6457126136070477,0.6199266440492228
2019,0.3132262602770251,s2,178,21879,0.6585365853658537,0.3333333333333333,0.008130081300813009,0.3438623342150097,0.39231518609796506,0.4174364840714952
2019,0.3595298739971387,landsat,195,21896,0.2413793103448276,0.7471264367816092,0.011494252873563218,0.23533551020055357,0.28627839962524737,0.3236891046158237
2019,0.2371452129240989,s2,226,21927,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.24864665402137673,0.2842035470193828,0.33512658778019433
2019,0.1750671595679622,s2,243,21944,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.17891896130556542,0.2161359788973675,0.27715717928797345
2019,0.1445492781495866,s2,258,21959,0.6074766355140188,0.383177570093458,0.009345794392523366,0.1649354073581266,0.2048168117404122,0.26381494957944945
2019,-0.0016985511856338,s2,266,21967,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.15545540359788632,0.19743317404071872,0.260260125971986
2019,0.5615888368221427,s2,113,25009,0.6260162601626016,0.23577235772357724,0.13821138211382114,0.5639059459048433,0.5837348398646746,0.6570471241660033
2019,0.6688567412051654,landsat,162,25058,0.015873015873015872,0.9682539682539683,0.015873015873015872,0.7317094263362595,0.7423154805817466,0.6974575288056615
2019,0.2835871966232852,modis,193,25089,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.2142957556831117,0.2726433986848584,0.3178247124214055
2019,0.3060854596434746,landsat,210,25106,0.30120481927710846,0.6867469879518072,0.012048192771084338,0.28325138646591974,0.31300695063395967,0.357612500555102
2019,0.2519327888437636,s2,211,25107,0.8181818181818182,0.16363636363636364,0.01818181818181818,0.2870392839336039,0.31764549069393244,0.3592003353056247
2019,0.3390069640758912,s2,231,25127,0.9661016949152543,0.016949152542372885,0.016949152542372885,0.3103194205598538,0.34387157352991465,0.37382688953509663
2019,0.2952267363954875,s2,286,25182,0.9797979797979799,0.010101010101010104,0.010101010101010104,0.28171280246327474,0.31411578065367335,0.37497560200336755
2019,0.1937684349743581,s2,118,28209,0.9746835443037976,0.012658227848101267,0.012658227848101267,0.22314101588272928,0.25583277339145394,0.42643039782557246
2019,0.3641881846789064,landsat,147,28238,0.01818181818181818,0.9636363636363636,0.01818181818181818,0.2988698369593992,0.370501580748899,0.5601974389797159
2019,0.6313025393435276,landsat,187,28278,0.014084507042253521,0.971830985915493,0.014084507042253521,0.6269956080038352,0.6522164276007559,0.6428314342898254
2019,0.7259257374894944,landsat,210,28301,0.30120481927710846,0.6867469879518072,0.012048192771084338,0.681395943420216,0.6619652444238735,0.5833766783252562
2019,0.7313721514390751,landsat,219,28310,0.16455696202531644,0.8227848101265823,0.012658227848101266,0.7278927452379341,0.7159950378512617,0.5925226443878322
2019,0.491215135260709,landsat,234,28325,0.13432835820895522,0.8507462686567164,0.014925373134328358,0.38955168878865853,0.41529845441764135,0.40923555757874075
2019,0.2976519096953107,landsat,242,28333,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.2828114225798773,0.3073980330796322,0.3554349383938779
2019,0.2066549060317666,s2,258,28349,0.6074766355140188,0.383177570093458,0.009345794392523366,0.23217039183765198,0.267257293779371,0.32265772081050054
2019,0.3026640997244398,s2,91,31377,0.7721518987341772,0.21518987341772153,0.012658227848101266,0.2976904302657892,0.329072755659642,0.47232363341162625
2019,0.7053973053808318,s2,126,31412,0.9780219780219781,0.010989010989010992,0.010989010989010992,0.7433285730218799,0.7682915177576126,0.7769931235587331
2019,0.8513893283327654,modis,145,31431,0.2032520325203252,0.008130081300813009,0.7886178861788617,0.8261304754187022,0.8422294067532505,0.8099609729201797
2019,0.8488924524552622,s2,148,31434,0.9780219780219781,0.010989010989010992,0.010989010989010992,0.8212918576547135,0.8386957859073534,0.8087075754076314
2019,0.1554515849333774,s2,198,31484,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.18022384901068186,0.23662711501641112,0.2866658884506839
2019,0.1414208655955029,s2,243,31529,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.13433892360672425,0.1746747988768809,0.24016810422596582
2019,0.0566362368828417,s2,266,31552,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.1688623227799103,0.20886885398322136,0.2703494024611789
2019,0.0410535978879227,s2,273,31559,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.1903569261818481,0.21907262980362613,0.2964457002122196
2019,0.1943091391890072,s2,178,34659,0.6585365853658537,0.3333333333333333,0.008130081300813009,0.23705126268580137,0.2955882730173646,0.33727376672738096
2019,0.1874288847491599,s2,186,34667,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.17683473311315662,0.23122148125273137,0.2847387277229176
2019,0.253412988156075,landsat,195,34676,0.2413793103448276,0.7471264367816092,0.011494252873563218,0.17179104481546062,0.22371456434896209,0.26986668088052473
2019,0.1513333151735208,s2,226,34707,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.1618809210656088,0.2066476641816304,0.27711088868809114
2019,0.2142344542389068,landsat,234,34715,0.13432835820895522,0.8507462686567164,0.014925373134328358,0.14170440827531688,0.191498253701573,0.2713479742596877
2019,0.1940353323960467,landsat,242,34723,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.1502449447655878,0.19330910715105581,0.2573781782952912
2019,0.1037876427743138,s2,266,34747,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.14056231105786837,0.18399958487928494,0.24817217080484968
2019,0.48753518334857,landsat,290,34771,0.20481927710843373,0.7831325301204819,0.012048192771084338,0.38167850222744315,0.4256498092799451,0.4809735335518525
2019,0.6619881601202784,modis,97,37773,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.3519090859292377,0.3812327439700148,0.5212798301137423
2019,0.8179629580905844,modis,129,37805,0.006993006993006993,0.006993006993006993,0.986013986013986,0.6896228650912816,0.716972980491362,0.7466585648950458
2019,0.2481466453674122,modis,193,37869,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.16975268682151667,0.22994485882855561,0.2771265357065979
2019,0.134941405808648,s2,231,37907,0.9661016949152543,0.016949152542372885,0.016949152542372885,0.15308454916273123,0.2008914843628466,0.2752623220681061
2019,0.099913468019304,s2,266,37942,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.12786610552177086,0.17093569338347106,0.23440472534673173
2019,0.2655730877654577,modis,273,37949,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.1278907791335521,0.16060679927020707,0.25008526855985114
2019,0.7150158561266042,landsat,178,39323,0.6585365853658537,0.3333333333333333,0.008130081300813009,0.6306637998416285,0.6428197868299227,0.6256621954049566
2019,0.693716494691359,s2,186,39325,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.5869715885790493,0.6151522875985578,0.6117711162558875
2019,0.4653957489878543,modis,193,39326,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.5533237515758196,0.5898089068353278,0.5923571692210654
2019,0.5177432698773123,landsat,210,39330,0.30120481927710846,0.6867469879518072,0.012048192771084338,0.5319952684343477,0.5339248760537704,0.5226191548631047
2019,0.483208073957492,s2,231,39335,0.9661016949152543,0.016949152542372885,0.016949152542372885,0.4660148200648069,0.48460162586553934,0.47428060177242637
2019,0.3724090090132311,landsat,242,39339,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.3700926251926248,0.38849791929505617,0.4295904597907882
2019,0.399048987854251,modis,289,39349,0.09352517985611511,0.1510791366906475,0.7553956834532374,0.2275683874802302,0.2565388527946601,0.3248271182744065
2019,0.4435054307812122,s2,111,41556,0.9819819819819819,0.009009009009009009,0.009009009009009009,0.42315929575164024,0.4521342960540865,0.5632821054107287
2019,0.8508944013371633,s2,161,41606,0.7777777777777778,0.007407407407407408,0.21481481481481482,0.774447501107194,0.7833881622912835,0.7402485857256967
2019,0.218487996791315,s2,118,44758,0.9746835443037976,0.012658227848101267,0.012658227848101267,0.23579718268228908,0.26395046493182395,0.4245085097156179
2019,0.1325213769935487,s2,140,44780,0.37142857142857144,0.6,0.02857142857142857,0.14989405965121053,0.227456758813465,0.4752279546196703
2019,0.2431681398737251,modis,161,44801,0.7777777777777778,0.007407407407407408,0.21481481481481482,0.14781941894815753,0.24643756643655526,0.2825291152132082
2019,0.1333440996216938,s2,173,44813,0.9682539682539683,0.015873015873015872,0.015873015873015872,0.14246908262745453,0.22664220513605124,0.2658261007413184
2019,0.9313619551436286,s2,140,46401,0.37142857142857144,0.6,0.02857142857142857,0.8355842421509478,0.8497421990190235,0.8132572058985487
2019,0.3115341448382127,modis,161,46410,0.7777777777777778,0.007407407407407408,0.21481481481481482,0.3581068367716858,0.4246058792447744,0.4310771947135234
2019,0.1959110160330841,s2,243,46447,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.185798150866102,0.22169206887849932,0.2781702220386261
2019,0.1280556776581671,s2,275,46460,0.21518987341772153,0.7721518987341772,0.012658227848101266,0.1938235472635768,0.22572268798565276,0.3025765464063889
2019,0.4994837522441652,modis,97,48811,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.2440551839959139,0.28041342252815227,0.45137385036099764
2019,0.2976645468858035,landsat,181,48895,0.7349397590361446,0.25301204819277107,0.012048192771084338,0.23667415338172287,0.2878610206427994,0.3251949794876884
2019,0.3164480599110276,landsat,204,48918,0.3023255813953488,0.6744186046511628,0.023255813953488372,0.2568395184188481,0.3095332203408059,0.34873375234813725
2019,0.3919871982312063,landsat,221,48935,0.8211382113821138,0.17073170731707318,0.008130081300813009,0.3754146827791153,0.40417621486036676,0.4028054643294282
2019,0.3592600460964179,landsat,228,48942,0.8823529411764706,0.09803921568627451,0.0196078431372549,0.34972422664725566,0.3811484354879883,0.3886057405662722
2019,0.2260469527232014,s2,255,48969,0.8947368421052632,0.05263157894736842,0.05263157894736842,0.22727095596443356,0.2607810151957369,0.3133519494206522
2019,0.2622974361728017,s2,273,48987,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.2699864745770049,0.29341600924014827,0.3477397159934199
2019,0.4594056593253415,modis,97,52006,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.2792384474431258,0.3134076157010818,0.47394817558882135
2019,0.4544767433420699,s2,115,52024,0.20388349514563106,0.7864077669902912,0.009708737864077669,0.4615798988699963,0.4852335146950386,0.5858948945601019
2019,0.1839786242789686,s2,165,52074,0.9130434782608696,0.04347826086956522,0.04347826086956522,0.1779220314328312,0.25062410025823595,0.30103290337012684
2019,0.1702178572326434,landsat,196,52105,0.3333333333333333,0.6507936507936508,0.015873015873015872,0.15423328434340547,0.21033576002834808,0.2567922748263062
2019,0.2843982753351929,s2,245,52154,0.9130434782608696,0.04347826086956522,0.04347826086956522,0.25996150287094055,0.2892863329897652,0.3409025408546714
2019,0.4691117368274325,modis,289,52198,0.09352517985611511,0.1510791366906475,0.7553956834532374,0.3781542733890473,0.3914536777840337,0.41450435170732464
2019,0.17646706531248,landsat,189,55293,0.37142857142857144,0.6,0.02857142857142857,0.16850482954937296,0.22207285396958604,0.26723720514791693
2019,0.2263075840207138,s2,255,55359,0.8947368421052632,0.05263157894736842,0.05263157894736842,0.21862371309939663,0.2529632742401012,0.30479631522974765
2019,0.2176700269140267,s2,273,55377,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.23750054153867395,0.2637567900128542,0.3275911893806182
2019,0.2269912383875581,s2,275,55379,0.21518987341772153,0.7721518987341772,0.012658227848101266,0.2384235705929413,0.26523061369653306,0.32934814975693827
2019,0.4809626986715942,s2,113,56844,0.6260162601626016,0.23577235772357724,0.13821138211382114,0.47816726052312036,0.5007274420783059,0.5975914507145274
2019,0.6339954904359074,s2,140,56854,0.37142857142857144,0.6,0.02857142857142857,0.5912412860527811,0.6278764255301764,0.6908459832884184
2019,0.3746414300807173,s2,173,56870,0.9682539682539683,0.015873015873015872,0.015873015873015872,0.34433328240184824,0.3937796852783043,0.41940813749670824
2019,0.324708557399058,s2,178,56872,0.6585365853658537,0.3333333333333333,0.008130081300813009,0.2974612629881012,0.343884132495232,0.37309165807013644
2019,0.4024308224820612,landsat,204,56883,0.3023255813953488,0.6744186046511628,0.023255813953488372,0.32392630493689595,0.37706969751774794,0.4072848300069435
2019,0.3208496293314831,s2,273,56912,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.3391520582742154,0.3576068532743399,0.3923510910990433
2019,0.2043836838205105,s2,151,59314,0.9819819819819819,0.009009009009009009,0.009009009009009009,0.20542778026594335,0.2810481846975992,0.321869374424906
2019,0.192033646627857,s2,166,59329,0.9813084112149533,0.009345794392523364,0.009345794392523364,0.1836890670794769,0.2678119116817362,0.30088991036207213
2019,0.1499308213435482,s2,176,59339,0.9813084112149533,0.009345794392523364,0.009345794392523364,0.17164321457975867,0.2393449108624976,0.27577300565347734
2019,0.1741093322638246,s2,188,59351,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.16657390862584479,0.21899066426785382,0.27680554055714474
2019,0.3881465970854308,s2,286,59449,0.9797979797979799,0.010101010101010104,0.010101010101010104,0.37343210562042545,0.4078697354591064,0.45419641270788114
2019,0.4185854166022403,s2,288,59451,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.4017436280755751,0.4405126905093504,0.487703350646471
2019,0.1869583037617741,landsat,116,62474,0.7142857142857143,0.2789115646258503,0.006802721088435374,0.20635572241487143,0.2372321142285046,0.4066520738615593
2019,0.1472725525453537,s2,178,62536,0.6585365853658537,0.3333333333333333,0.008130081300813009,0.14497382868004102,0.2052135321286411,0.26769236303749644
2019,0.1895989558521099,landsat,212,62570,0.02127659574468085,0.9574468085106383,0.02127659574468085,0.17632920858706005,0.2207118984050566,0.28904175097437307
2019,0.327380345768881,modis,225,62583,0.18518518518518517,0.24444444444444444,0.5703703703703704,0.16025150772872782,0.2081994031047376,0.28285330971226164
2019,0.2207956626239985,landsat,227,62585,0.013333333333333334,0.9733333333333334,0.013333333333333334,0.15683882443289465,0.2051311074942507,0.28099804387344257
2019,0.1539181274358113,s2,228,62586,0.8823529411764706,0.09803921568627451,0.0196078431372549,0.1562290065874224,0.20456800061615035,0.2806546307240284
2019,0.296829517743403,modis,273,62631,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.20184846631068704,0.22885117829263943,0.3034202154269739
2019,0.2280834337326083,s2,288,62646,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.2880521198925603,0.328151330499546,0.3942330043535402
2019,0.4942191256090959,modis,97,65650,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.2915757151547413,0.3145511516256593,0.4543249623288716
2019,0.7954027612344341,modis,129,65682,0.006993006993006993,0.006993006993006993,0.986013986013986,0.6852771861108489,0.714033148454855,0.7374272680877346
2019,0.2595341508403641,landsat,260,65813,0.5319148936170213,0.44680851063829785,0.02127659574468085,0.22890425103989182,0.26251899416606844,0.31602869936497224
2019,0.8470981132075472,modis,145,67284,0.2032520325203252,0.008130081300813009,0.7886178861788617,0.7598555782056867,0.7779680036799368,0.776107109474257
2019,0.7382628434728762,landsat,178,67294,0.6585365853658537,0.3333333333333333,0.008130081300813009,0.7062538913793647,0.7267586444350689,0.6886878644531492
2019,0.5769232710834571,s2,221,67304,0.8211382113821138,0.17073170731707318,0.008130081300813009,0.6154515768544385,0.6470646758692021,0.6038930143153936
2019,0.5376066926289417,landsat,225,67305,0.18518518518518517,0.24444444444444444,0.5703703703703704,0.5448983660100951,0.5731990407041956,0.5390729949062834
2019,0.4763262770194513,landsat,250,67313,0.02857142857142857,0.9428571428571428,0.02857142857142857,0.34943582599716894,0.372101466566133,0.4152916864592375
2019,0.5301981132075472,modis,273,67319,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.3339491097105183,0.35890354422071924,0.39770667559049816
2019,0.3297646235449814,landsat,290,67323,0.20481927710843373,0.7831325301204819,0.012048192771084338,0.32744660014544075,0.3520830535010718,0.39237359767224317
2019,0.2301302945709165,s2,301,67327,0.7815126050420168,0.21008403361344538,0.008403361344537815,0.34238166201713494,0.3861197750255965,0.43805229723332834
2019,0.4577568739805033,landsat,162,69630,0.015873015873015872,0.9682539682539683,0.015873015873015872,0.5201467539544197,0.5599399165278461,0.5501278123274213
2019,0.1621346700882218,s2,186,69654,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.21268512175043658,0.2672810037161969,0.3234235537885347
2019,0.2119545594761346,landsat,234,69702,0.13432835820895522,0.8507462686567164,0.014925373134328358,0.1250093038854637,0.17672081164578018,0.2637427927316623
2019,0.2035666603167425,landsat,257,69725,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.1097502212461167,0.15459387929328092,0.22341217393282628
2019,0.1615054370489272,landsat,290,69758,0.20481927710843373,0.7831325301204819,0.012048192771084338,0.1674023797828636,0.19686984508011696,0.28024650329840084
2019,0.220253495469372,s2,101,72764,0.9574468085106383,0.02127659574468085,0.02127659574468085,0.35461033378462453,0.3818532043732092,0.5132819659537246
2019,0.4467386725454351,landsat,113,72776,0.6260162601626016,0.23577235772357724,0.13821138211382114,0.4215174844767065,0.44685543188484617,0.561699093232603
2019,0.5256924905903824,landsat,177,72840,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.47872937033598767,0.5244153297902955,0.5233106194753684
2019,0.28730901776666,landsat,209,72872,0.08609271523178808,0.1390728476821192,0.7748344370860927,0.39400647320947263,0.4384245450682637,0.46316021765293197
2019,0.3813300656149076,s2,221,72884,0.8211382113821138,0.17073170731707318,0.008130081300813009,0.32115744926935613,0.3589102182091679,0.38685438212946005
2019,0.2748751422471496,s2,241,72904,0.7142857142857143,0.006802721088435374,0.2789115646258503,0.23414371454149277,0.2675684583576451,0.323404047084173
2019,0.2938784998493814,landsat,250,72913,0.02857142857142857,0.9428571428571428,0.02857142857142857,0.17289196630714507,0.21397918507074384,0.2760865806070379
2019,0.2233232163879178,landsat,257,72920,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.13772858804994778,0.18289343048795412,0.24884397591213078
2019,0.1597912061469655,landsat,258,72921,0.6074766355140188,0.383177570093458,0.009345794392523366,0.12813942706985396,0.17459887930296,0.24170722649722665
2019,0.2064834522985892,s2,301,72964,0.7815126050420168,0.21008403361344538,0.008403361344537815,0.2599841547368695,0.30687993174113176,0.37570152075391305
2019,0.5561,modis,129,74381,0.006993006993006993,0.006993006993006993,0.986013986013986,0.4290889627525966,0.48144743053111405,0.6148760672245526
2019,0.5200067499861573,s2,186,74398,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.5243595211746753,0.5588992302515333,0.5605780711655649
2019,0.4570320432497256,landsat,257,74414,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.3270951224773415,0.352620351943167,0.3986265596191954
2019,0.7776959123588659,landsat,113,75112,0.6260162601626016,0.23577235772357724,0.13821138211382114,0.7196867781607927,0.7371688913576672,0.7674865236859094
2019,0.5954827574982638,s2,161,75125,0.7777777777777778,0.007407407407407408,0.21481481481481482,0.5744945734961462,0.6098366639150274,0.5951945502154747
2019,0.4474637280373378,landsat,170,75129,0.2631578947368421,0.7263157894736842,0.010526315789473684,0.39635720829105603,0.4518177203279826,0.46695281507727493
2019,0.3732150781606411,s2,221,75141,0.8211382113821138,0.17073170731707318,0.008130081300813009,0.3392015397148494,0.3777111408483835,0.4032965032350486
2019,0.2457823946036853,landsat,289,75158,0.09352517985611511,0.1510791366906475,0.7553956834532374,0.20852026763281584,0.23421299155663272,0.30598418695843416
2019,0.6972426606700086,s2,186,77511,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.5652391962688771,0.6055801623702974,0.592757111937881
2019,0.6667263000977222,landsat,217,77542,0.037037037037037035,0.9259259259259259,0.037037037037037035,0.6647709512772627,0.6877865710082846,0.6218629615462542
2019,0.3458386119119396,s2,241,77566,0.7142857142857143,0.006802721088435374,0.2789115646258503,0.3650804593105226,0.39147531436826855,0.4346620940378419
2019,0.3540702850541848,landsat,242,77567,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.35467952867136215,0.3802899761333358,0.4240832208259261
2019,0.811099947612554,s2,113,80633,0.6260162601626016,0.23577235772357724,0.13821138211382114,0.7788845243810602,0.788866884187211,0.8000428498888581
2019,0.8516336988333684,s2,126,80646,0.9780219780219781,0.010989010989010992,0.010989010989010992,0.6874916137242676,0.7193313989345729,0.7547166926693454
2019,0.8309650704676489,modis,145,80665,0.2032520325203252,0.008130081300813009,0.7886178861788617,0.7896440088644915,0.8011476721531348,0.7872802624788029
2019,0.8114483037573337,s2,156,80676,0.7007874015748031,0.29133858267716534,0.007874015748031496,0.7934901708462745,0.7988305952519559,0.7458069441493006
2019,0.3502363298729335,s2,176,80696,0.9813084112149533,0.009345794392523364,0.009345794392523364,0.3882554554971378,0.43382369973165236,0.44625507745728016
2019,0.3606900527804859,landsat,179,80699,0.1139240506329114,0.8734177215189874,0.012658227848101267,0.3464666431900024,0.3987719339276899,0.41577677079796466
2019,0.4412765762834908,landsat,187,80707,0.014084507042253521,0.971830985915493,0.014084507042253521,0.2916364209662448,0.3419990991111892,0.37363825417283836
2019,0.2238692059260044,s2,188,80708,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.28610256874366335,0.33625788337294005,0.3697378104590553
2019,0.1915363390182561,s2,203,80723,0.8734177215189874,0.1139240506329114,0.012658227848101267,0.24315828855730953,0.2992219272089946,0.33711107323293243
2019,0.203229612247812,landsat,235,80755,0.20481927710843373,0.7831325301204819,0.012048192771084338,0.1896542812128356,0.23866962115323198,0.30465665719696117
