private,train,n,both_exact,both_exact6,temp_rmse,precip_rmse,temp_corr,precip_corr
AOI-0014,AOI-0023,3073,0.0,0.0,0.3695534766281474,1.3077044845713641,0.9988351031217062,0.9180737494978638
AOI-0014,AOI-0026,3073,0.0003254149040026033,0.0003254149040026033,0.3843154987358371,1.5382409195988216,0.9983579601258732,0.8833838990176126
AOI-0014,AOI-0030,3073,0.0003254149040026033,0.0003254149040026033,0.35757199076520374,1.3962565490809493,0.9985986409042673,0.9024969006704596
AOI-0014,AOI-0033,3073,0.0,0.0,1.3738160598417852,3.2690527735658264,0.9823932996441137,0.4029965957845684
AOI-0014,AOI-0037,3073,0.0,0.0,1.5951077628333314,3.288954790443448,0.9778444899851689,0.3795273931871318
AOI-0014,AOI-0038,3073,0.0,0.0,1.6662043967023648,3.2594109295458304,0.97611062323179,0.3789344574384947
AOI-0014,AOI-0040,3073,0.0,0.0,1.5951077628333314,3.288954790443448,0.9778444899851689,0.3795273931871318
AOI-0014,AOI-0043,3073,0.0,0.0,0.9784526954005113,2.4688535891755508,0.9914758626242044,0.6877602673176222
AOI-0014,AOI-0045,3073,0.0,0.0,1.010698139832361,2.5118728441893916,0.9908809194465731,0.6722286346886256
AOI-0014,AOI-0048,3073,0.0,0.0,0.8750099321188582,2.4571647769712026,0.9929816791194593,0.6970472262970051
AOI-0014,AOI-0052,3073,0.0,0.0,0.6715398607049619,2.0017121201685852,0.9958807107108885,0.8053336508035792
AOI-0014,AOI-0053,3073,0.0,0.0,0.5917592555797127,2.0084899066641095,0.99709392672034,0.8158711285227609
AOI-0014,AOI-0060,3073,0.0,0.0,0.761449805238128,2.155840667972704,0.9945603140535643,0.778326011822087
AOI-0014,AOI-0063,3073,0.0,0.0,1.0365148360138414,3.309897481502484,0.9885049484259121,0.6025912200798506
AOI-0014,AOI-0064,3073,0.0,0.0,0.9815207958111294,3.157511921345301,0.9898991834651428,0.6145033697728707
AOI-0014,AOI-0065,3073,0.0,0.0,1.0365148360138414,3.309897481502484,0.9885049484259121,0.6025912200798506
AOI-0014,AOI-0069,3073,0.0,0.0,1.42547884430455,3.159972722670756,0.9818814021905382,0.4723632398829959
AOI-0014,AOI-0070,3073,0.0,0.0,1.4510369421783902,3.2143858453852503,0.9813861081074094,0.45900692475563204
AOI-0014,AOI-0075,3073,0.0,0.0,2.8494905132533974,3.8933667044852283,0.9582721164132614,0.3611940934573597
AOI-0028,AOI-0002,3106,0.0,0.0,0.20375010995714588,0.9002259836680594,0.9995561130333787,0.9601929488295724
AOI-0028,AOI-0003,3106,0.0,0.0,0.20375010995714588,0.9002259836680594,0.9995561130333787,0.9601929488295724
AOI-0028,AOI-0004,3106,0.0,0.0,0.1714719228519268,0.764977732050084,0.9996778413602907,0.9713202770074406
AOI-0028,AOI-0007,3106,0.0,0.0,0.7968761349115907,2.646736640486071,0.9939976707725371,0.6677147754653018
AOI-0028,AOI-0011,3106,0.0,0.0,0.7968761349115907,2.646736640486071,0.9939976707725371,0.6677147754653018
AOI-0028,AOI-0015,3106,0.0003219575016097875,0.0003219575016097875,0.38241206086885093,1.532150031995581,0.9983755554765669,0.8831821980719295
AOI-0028,AOI-0019,3106,0.0,0.0,0.5405147940050631,2.0703363355506044,0.9968465257786666,0.7882555334924263
AOI-0028,AOI-0020,3106,0.0,0.0,0.5405147940050631,2.0703363355506044,0.9968465257786666,0.7882555334924263
AOI-0028,AOI-0021,3106,0.0,0.0,0.5405147940050631,2.0703363355506044,0.9968465257786666,0.7882555334924263
AOI-0028,AOI-0022,3106,0.0,0.0,0.5405147940050631,2.0703363355506044,0.9968465257786666,0.7882555334924263
AOI-0028,AOI-0023,3106,0.0,0.0,0.6411724304390122,2.368275657074299,0.9957686422534783,0.7346252844093241
AOI-0028,AOI-0026,3106,1.0,1.0,0.0,0.0,1.0,0.9999999999999999
AOI-0028,AOI-0030,3106,0.0,0.0,0.07111502988718744,0.2676585038741604,0.9999539286551017,0.9965550008670601
AOI-0028,AOI-0033,3106,0.0,0.0,1.510711250962646,3.520202548189101,0.9783468948825046,0.3290278189342099
AOI-0028,AOI-0037,3106,0.0,0.0,1.6784261208514162,3.491505739721014,0.9752121990994155,0.3236827710797609
AOI-0028,AOI-0038,3106,0.0,0.0,1.7418723103392695,3.460549046268469,0.9736852185881639,0.32356380876107765
AOI-0028,AOI-0040,3106,0.0,0.0,1.6784261208514162,3.491505739721014,0.9752121990994155,0.3236827710797609
AOI-0028,AOI-0043,3106,0.0,0.0,1.0267324816352652,2.7344069898043544,0.9904850107787024,0.6279409120988897
AOI-0028,AOI-0045,3106,0.0,0.0,1.0614891755761504,2.778111570249103,0.9898087543586924,0.6109612144373069
AOI-0028,AOI-0048,3106,0.0,0.0,0.9668671957308105,2.7588595237040128,0.9912499681736874,0.6281609582833289
AOI-0028,AOI-0052,3106,0.0,0.0,0.6030873043234941,1.6881806429243897,0.9967331658775536,0.8648944796336534
AOI-0028,AOI-0053,3106,0.0,0.0,0.5283580739361281,1.6686188585027444,0.997762269841445,0.8753019697207907
AOI-0028,AOI-0060,3106,0.0,0.0,0.7226879883124911,2.0146944569078773,0.9950573939492492,0.8109738577515717
AOI-0028,AOI-0063,3106,0.0,0.0,1.2250107936512218,3.7947636141998653,0.9834780028025366,0.4751013450548342
AOI-0028,AOI-0064,3106,0.0,0.0,1.1853425742884172,3.669156177953283,0.9847523719649552,0.47987507595125617
AOI-0028,AOI-0065,3106,0.0,0.0,1.2250107936512218,3.7947636141998653,0.9834780028025366,0.4751013450548342
AOI-0028,AOI-0069,3106,0.0,0.0,1.452544537783859,3.330553094513521,0.9811877466834423,0.431178725411322
AOI-0028,AOI-0070,3106,0.0,0.0,1.4811368337469146,3.392177035192359,0.9805894069803066,0.41531218067810066
AOI-0028,AOI-0075,3106,0.0,0.0,2.777462055480958,3.826966382964896,0.9635943685656905,0.39688896528479556
AOI-0031,AOI-0002,3071,0.0,0.0,1.5102839836970754,3.4585957220957546,0.9788954290322435,0.3264140807224393
AOI-0031,AOI-0003,3071,0.0,0.0,1.5102839836970754,3.4585957220957546,0.9788954290322435,0.3264140807224393
AOI-0031,AOI-0004,3071,0.0,0.0,1.5264275915687524,3.470447601737996,0.9783429636660342,0.3229280112758516
AOI-0031,AOI-0007,3071,0.0,0.0,1.175835503279748,3.0866264424178467,0.9880047752304986,0.4882734618965247
AOI-0031,AOI-0011,3071,0.0,0.0,1.175835503279748,3.0866264424178467,0.9880047752304986,0.4882734618965247
AOI-0031,AOI-0015,3071,0.0,0.0,1.4625513365500205,3.3376605330408227,0.9803378771575411,0.3626455408200227
AOI-0031,AOI-0019,3071,0.0,0.0,1.2970939634135679,3.2118645292626162,0.9845790105473479,0.417360307503091
AOI-0031,AOI-0020,3071,0.0,0.0,1.2970939634135679,3.2118645292626162,0.9845790105473479,0.417360307503091
AOI-0031,AOI-0021,3071,0.0,0.0,1.2970939634135679,3.2118645292626162,0.9845790105473479,0.417360307503091
AOI-0031,AOI-0022,3071,0.0,0.0,1.2970939634135679,3.2118645292626162,0.9845790105473479,0.417360307503091
AOI-0031,AOI-0023,3071,0.00032562683165092806,0.00032562683165092806,1.2762859885695257,3.253670383339012,0.9852104398403264,0.43456741366865664
AOI-0031,AOI-0026,3071,0.0,0.0,1.5897791898172766,3.550673800224223,0.9764049606145362,0.3088812422335464
AOI-0031,AOI-0030,3071,0.0,0.0,1.5570502847565162,3.50636137106644,0.9774004130332183,0.31656251518051354
AOI-0031,AOI-0033,3071,0.00032562683165092806,0.00032562683165092806,0.18818023790337093,0.7250886652571386,0.9996819312073806,0.9667555680503176
AOI-0031,AOI-0037,3071,0.0,0.0,0.49309269270029393,1.380338752221672,0.997894028527391,0.8727374291946538
AOI-0031,AOI-0038,3071,0.0,0.0,0.5876824173170857,1.50841361792266,0.9970189781378216,0.8448254412100313
AOI-0031,AOI-0040,3071,0.0,0.0,0.49309269270029393,1.380338752221672,0.997894028527391,0.8727374291946538
AOI-0031,AOI-0043,3071,0.0,0.0,0.9544202592706968,2.7913198452825996,0.9913856941657972,0.5543601154461617
AOI-0031,AOI-0045,3071,0.0,0.0,0.9158193766864289,2.681615425689218,0.9920524479882924,0.5807664435149079
AOI-0031,AOI-0048,3071,0.0,0.0,0.9094396276760652,2.7910146009083223,0.992110207512824,0.5672630825591239
AOI-0031,AOI-0052,3071,0.0,0.0,1.8792799451691804,3.6506073611334595,0.9672002011104357,0.2859936955967045
AOI-0031,AOI-0053,3071,0.0,0.0,1.809990138762771,3.7635015789919164,0.9697518118951145,0.28004875116374445
AOI-0031,AOI-0060,3071,0.0,0.0,1.9414782762569187,3.714107523587821,0.9649026521927901,0.2757575379879188
AOI-0031,AOI-0063,3071,0.0,0.0,1.7568724078187987,3.706482571323386,0.9720886233731219,0.4748545304229117
AOI-0031,AOI-0064,3071,0.0,0.0,1.6574399203054013,3.54499180362601,0.975195071242975,0.48598890901476055
AOI-0031,AOI-0065,3071,0.0,0.0,1.7568724078187987,3.706482571323386,0.9720886233731219,0.4748545304229117
AOI-0031,AOI-0069,3071,0.0,0.0,0.8751769480601113,2.360679203607825,0.9926780837790797,0.6669191560387321
AOI-0031,AOI-0070,3071,0.0,0.0,0.8618315645420646,2.3330232752978652,0.9929439757856781,0.6793235856216547
AOI-0031,AOI-0075,3071,0.0,0.0,3.091090043655151,4.054024665239386,0.9512992520003695,0.24473606657427074
AOI-0032,AOI-0002,3058,0.0,0.0,1.4550475556273754,3.404629911032992,0.9808218174051107,0.3597398823957683
AOI-0032,AOI-0003,3058,0.0,0.0,1.4550475556273754,3.404629911032992,0.9808218174051107,0.3597398823957683
AOI-0032,AOI-0004,3058,0.0,0.0,1.4689503012677698,3.4170671383058853,0.9803011144196719,0.3554352509745953
AOI-0032,AOI-0007,3058,0.0,0.0,1.0840536302028492,2.9884743524902047,0.98963229217374,0.5349106699731742
AOI-0032,AOI-0011,3058,0.0,0.0,1.0840536302028492,2.9884743524902047,0.98963229217374,0.5349106699731742
AOI-0032,AOI-0015,3058,0.0,0.0,1.4036189166963353,3.2718352476963237,0.9822740093419198,0.40312100157750663
AOI-0032,AOI-0019,3058,0.0,0.0,1.232158830349573,3.131242855820111,0.9863490603348233,0.4605070705957759
AOI-0032,AOI-0020,3058,0.0,0.0,1.232158830349573,3.131242855820111,0.9863490603348233,0.4605070705957759
AOI-0032,AOI-0021,3058,0.0,0.0,1.232158830349573,3.131242855820111,0.9863490603348233,0.4605070705957759
AOI-0032,AOI-0022,3058,0.0,0.0,1.232158830349573,3.131242855820111,0.9863490603348233,0.4605070705957759
AOI-0032,AOI-0023,3058,0.0,0.0,1.1994284486035507,3.1649205408070165,0.9869724709893538,0.47970939983152056
AOI-0032,AOI-0026,3058,0.0003270111183780249,0.0003270111183780249,1.5322674406618377,3.5080983435861857,0.9784097377522677,0.33521815554428763
AOI-0032,AOI-0030,3058,0.0,0.0,1.4976248329413038,3.4610016696445203,0.9793557847688119,0.34480487380611036
AOI-0032,AOI-0033,3058,0.0003270111183780249,0.0003270111183780249,0.1435695230985331,0.3599845776224684,0.9998657263574883,0.9919217568805823
AOI-0032,AOI-0037,3058,0.0,0.0,0.5274446016473228,1.459597667496576,0.9975216433550101,0.8622213553038376
AOI-0032,AOI-0038,3058,0.0,0.0,0.6355304644916762,1.5981219014823813,0.9965203920040175,0.8317324714933253
AOI-0032,AOI-0040,3058,0.0,0.0,0.5274446016473228,1.459597667496576,0.9975216433550101,0.8622213553038376
AOI-0032,AOI-0043,3058,0.0,0.0,0.8821290661020152,2.7080204773739265,0.9925130714963477,0.5901406588261016
AOI-0032,AOI-0045,3058,0.0,0.0,0.8458965901748499,2.589405393311682,0.993107582879894,0.6183277905843276
AOI-0032,AOI-0048,3058,0.0,0.0,0.8422187739534271,2.6855596194084748,0.9933397340773237,0.6090607998085235
AOI-0032,AOI-0052,3058,0.0,0.0,1.8032593990917778,3.631997164591494,0.96971319096075,0.30053218748578003
AOI-0032,AOI-0053,3058,0.0,0.0,1.7317086017288423,3.730429651089363,0.9721760505288347,0.2970160889969429
AOI-0032,AOI-0060,3058,0.0,0.0,1.8649430231774453,3.687778576496543,0.9675124601571308,0.29259485174477007
AOI-0032,AOI-0063,3058,0.0,0.0,1.6885816305397527,3.6045316634255884,0.9743426007140434,0.5142867549635701
AOI-0032,AOI-0064,3058,0.0,0.0,1.5841984412237844,3.4383111623838514,0.9773375418469445,0.5263906525084762
AOI-0032,AOI-0065,3058,0.0,0.0,1.6885816305397527,3.6045316634255884,0.9743426007140434,0.5142867549635701
AOI-0032,AOI-0069,3058,0.0,0.0,0.8622081224414887,2.2595912406428464,0.9929872388113685,0.7022697040840455
AOI-0032,AOI-0070,3058,0.0,0.0,0.8474578877466986,2.228184369099894,0.9932203827442632,0.7147750857636361
AOI-0032,AOI-0075,3058,0.0,0.0,3.1521782146079076,4.080288822358957,0.9522285986363246,0.25443502905241716
AOI-0044,AOI-0002,3079,0.0,0.0,1.0019826108639682,2.6606145248779947,0.9909970483309055,0.6373497350089693
AOI-0044,AOI-0003,3079,0.0,0.0,1.0019826108639682,2.6606145248779947,0.9909970483309055,0.6373497350089693
AOI-0044,AOI-0004,3079,0.0,0.0,1.0148903892787815,2.6860510377235287,0.9906145403930076,0.630876957399085
AOI-0044,AOI-0007,3079,0.0,0.0,0.7831455805349498,2.14944310266966,0.994419497615771,0.7731033526473665
AOI-0044,AOI-0011,3079,0.0,0.0,0.7831455805349498,2.14944310266966,0.994419497615771,0.7731033526473665
AOI-0044,AOI-0015,3079,0.0,0.0,1.0072920096738782,2.5237496273829185,0.9908127575829397,0.6692109342377282
AOI-0044,AOI-0019,3079,0.0,0.0,0.8415182248198236,2.251317668935878,0.9935829925078208,0.7393130377604286
AOI-0044,AOI-0020,3079,0.0,0.0,0.8415182248198236,2.251317668935878,0.9935829925078208,0.7393130377604286
AOI-0044,AOI-0021,3079,0.0,0.0,0.8415182248198236,2.251317668935878,0.9935829925078208,0.7393130377604286
AOI-0044,AOI-0022,3079,0.0,0.0,0.8415182248198236,2.251317668935878,0.9935829925078208,0.7393130377604286
AOI-0044,AOI-0023,3079,0.0,0.0,0.8525940223794292,2.339833747785586,0.9931968215411672,0.7326975909737579
AOI-0044,AOI-0026,3079,0.0,0.0,1.0610611259803793,2.799582377852971,0.9896431844825538,0.608052636252313
AOI-0044,AOI-0030,3079,0.0,0.0,1.0210328573413512,2.71546098855098,0.9904034019648984,0.6265699334718753
AOI-0044,AOI-0033,3079,0.0,0.0,0.8876792473248081,2.685301400580537,0.9922383409462111,0.5886376300484358
AOI-0044,AOI-0037,3079,0.0,0.0,0.873409398421877,2.483553189809106,0.9930679118786213,0.641165953279744
AOI-0044,AOI-0038,3079,0.0,0.0,0.942693684392949,2.489914277963352,0.9921606531605185,0.6333940128265735
AOI-0044,AOI-0040,3079,0.0,0.0,0.873409398421877,2.483553189809106,0.9930679118786213,0.641165953279744
AOI-0044,AOI-0043,3079,0.0,0.0,0.06610031304461514,0.3006605349095872,0.9999585553734402,0.9953806401042606
AOI-0044,AOI-0045,3079,1.0,1.0,0.0,0.0,1.0,1.0
AOI-0044,AOI-0048,3079,0.0,0.0,0.2509053869766761,0.7223248774181179,0.9994831677023311,0.9739442006981336
AOI-0044,AOI-0052,3079,0.0,0.0,1.4287361198071644,3.183714031111489,0.9804105693938752,0.5012363060199082
AOI-0044,AOI-0053,3079,0.0,0.0,1.3441363061660923,3.2374778452083497,0.9827948646824374,0.5085554077580905
AOI-0044,AOI-0060,3079,0.0,0.0,1.5147220207686518,3.298590847458978,0.9778203542662662,0.4746807025469818
AOI-0044,AOI-0063,3079,0.0,0.0,1.5703864663458942,3.5975569004788084,0.976069035751527,0.5231110633155267
AOI-0044,AOI-0064,3079,0.0,0.0,1.4749359839938656,3.417498318915013,0.9787841639939263,0.5406872263040685
AOI-0044,AOI-0065,3079,0.0,0.0,1.5703864663458942,3.5975569004788084,0.976069035751527,0.5231110633155267
AOI-0044,AOI-0069,3079,0.0,0.0,0.6293200395449574,2.0029930472768576,0.9964365906565016,0.7839695000033449
AOI-0044,AOI-0070,3079,0.0,0.0,0.643021338788881,2.0868158372712924,0.9962775677794742,0.7678079721141958
AOI-0044,AOI-0075,3079,0.0,0.0,2.9095122175378862,3.8622853166445976,0.9657073109429698,0.3703508561568883
AOI-0046,AOI-0002,3087,0.0,0.0,0.9238037120923523,2.593151918608438,0.9922125296640025,0.663428738169767
AOI-0046,AOI-0003,3087,0.0,0.0,0.9238037120923523,2.593151918608438,0.9922125296640025,0.663428738169767
AOI-0046,AOI-0004,3087,0.0,0.0,0.9394408609401592,2.614016924648924,0.9918453098717432,0.6577508923226757
AOI-0046,AOI-0007,3087,0.0,0.0,0.7230983854165147,2.0629967378329432,0.9955811940430557,0.7975127467877026
AOI-0046,AOI-0011,3087,0.0,0.0,0.7230983854165147,2.0629967378329432,0.9955811940430557,0.7975127467877026
AOI-0046,AOI-0015,3087,0.0,0.0,0.9224339443105833,2.4789519267865914,0.9922060434029868,0.6910624524334141
AOI-0046,AOI-0019,3087,0.0,0.0,0.7519086501966733,2.175172988602463,0.994831237552686,0.7648703435311807
AOI-0046,AOI-0020,3087,0.0,0.0,0.7519086501966733,2.175172988602463,0.994831237552686,0.7648703435311807
AOI-0046,AOI-0021,3087,0.0,0.0,0.7519086501966733,2.175172988602463,0.994831237552686,0.7648703435311807
AOI-0046,AOI-0022,3087,0.0,0.0,0.7519086501966733,2.175172988602463,0.994831237552686,0.7648703435311807
AOI-0046,AOI-0023,3087,0.0,0.0,0.7754621554467566,2.2595343915220165,0.9944862154212876,0.7578369648366517
AOI-0046,AOI-0026,3087,0.0,0.0,0.9937649642270306,2.692548206183789,0.9908085682004901,0.6401725505462915
AOI-0046,AOI-0030,3087,0.0,0.0,0.9548416192987534,2.616339990016943,0.9915361699906632,0.6578841386904216
AOI-0046,AOI-0033,3087,0.0,0.0,0.8928305699175462,2.819459189082711,0.9921607275207073,0.5688598327169574
AOI-0046,AOI-0037,3087,0.0,0.0,0.9365289618418619,2.6939180346885516,0.992148832371511,0.6006069006665055
AOI-0046,AOI-0038,3087,0.0,0.0,1.0072809873887478,2.6963614986493005,0.9910932096310144,0.5937897992714091
AOI-0046,AOI-0040,3087,0.0,0.0,0.9365289618418619,2.6939180346885516,0.992148832371511,0.6006069006665055
AOI-0046,AOI-0043,3087,0.0,0.0,0.1490636100415105,0.40352269919937106,0.9998732475534821,0.9921628671193877
AOI-0046,AOI-0045,3087,0.0,0.0,0.1647151280167224,0.5262812471023538,0.999810578814003,0.9867796261122549
AOI-0046,AOI-0048,3087,0.0,0.0,0.11362990200693524,0.3390739448897257,0.9998741716940076,0.994357669438614
AOI-0046,AOI-0052,3087,0.0,0.0,1.3766880323891197,3.1265006492491976,0.9821543435387952,0.5218876901722997
AOI-0046,AOI-0053,3087,0.0,0.0,1.2929396374194158,3.1616583603448167,0.9844505024813937,0.5314639859112609
AOI-0046,AOI-0060,3087,0.0,0.0,1.4634002808915068,3.252561243113986,0.9796740499932122,0.4924729353059345
AOI-0046,AOI-0063,3087,0.0,0.0,1.5049320234329024,3.5630955840886833,0.9782907606360601,0.5369943278557954
AOI-0046,AOI-0064,3087,0.0,0.0,1.4118718645730741,3.3950259493316586,0.9808842266658226,0.5547321451702149
AOI-0046,AOI-0065,3087,0.0,0.0,1.5049320234329024,3.5630955840886833,0.9782907606360601,0.5369943278557954
AOI-0046,AOI-0069,3087,0.0,0.0,0.724491986747479,2.308453995301941,0.9951759655827243,0.7261817089329317
AOI-0046,AOI-0070,3087,0.0,0.0,0.7390999465211983,2.3760301612421584,0.9950367649853082,0.712266630289445
AOI-0046,AOI-0075,3087,0.0,0.0,2.848885899944879,3.9572265494797554,0.9649835787984079,0.3528748389306425
AOI-0058,AOI-0002,3086,0.0,0.0,0.7606181982108198,2.0686373713376085,0.9946988769346726,0.7907414567646797
AOI-0058,AOI-0003,3086,0.0,0.0,0.7606181982108198,2.0686373713376085,0.9946988769346726,0.7907414567646797
AOI-0058,AOI-0004,3086,0.0,0.0,0.7286296345073056,1.997552610274521,0.9950900212102738,0.8050686999347311
AOI-0058,AOI-0007,3086,0.0,0.0,1.0635070078481585,3.0441225617186354,0.9878950254035658,0.5634149544506275
AOI-0058,AOI-0011,3086,0.0,0.0,1.0635070078481585,3.0441225617186354,0.9878950254035658,0.5634149544506275
AOI-0058,AOI-0015,3086,0.0,0.0,0.7619998260206227,2.178105663119496,0.9945297766037975,0.7651450931195859
AOI-0058,AOI-0019,3086,0.0,0.0,0.9283228060905585,2.6214880161387124,0.9913753683973333,0.6626568248244884
AOI-0058,AOI-0020,3086,0.0,0.0,0.9283228060905585,2.6214880161387124,0.9913753683973333,0.6626568248244884
AOI-0058,AOI-0021,3086,0.0,0.0,0.9283228060905585,2.6214880161387124,0.9913753683973333,0.6626568248244884
AOI-0058,AOI-0022,3086,0.0,0.0,0.9283228060905585,2.6214880161387124,0.9913753683973333,0.6626568248244884
AOI-0058,AOI-0023,3086,0.0,0.0,0.9427187315232415,2.8087557916217056,0.990613220539356,0.6285747795848149
AOI-0058,AOI-0026,3086,0.0,0.0,0.6830810320978968,1.8788917453132237,0.9956752247011801,0.8306149781182313
AOI-0058,AOI-0030,3086,0.0,0.0,0.7060091988250152,1.9339508678830768,0.9951667762058634,0.8186636652554431
AOI-0058,AOI-0033,3086,0.0,0.0,1.8494460610400971,3.64068611730635,0.9674436318073846,0.2891126711843206
AOI-0058,AOI-0037,3086,0.0,0.0,2.059092082796349,3.5873231533742636,0.9615873302213854,0.2949311630114762
AOI-0058,AOI-0038,3086,0.0,0.0,2.1298696013632807,3.5469600876932774,0.9596532038085249,0.2981710660003516
AOI-0058,AOI-0040,3086,0.0,0.0,2.059092082796349,3.5873231533742636,0.9615873302213854,0.2949311630114762
AOI-0058,AOI-0043,3086,0.0,0.0,1.4742553283431603,3.2195579033212938,0.9791262366144755,0.48866416382304095
AOI-0058,AOI-0045,3086,0.0,0.0,1.5057407432739338,3.2297723933070337,0.978321533950587,0.47854862630977324
AOI-0058,AOI-0048,3086,0.0,0.0,1.4193898686959656,3.2530216587425547,0.980876773881784,0.4873205856669421
AOI-0058,AOI-0052,3086,0.0,0.0,0.1235443133857621,0.5974574640467988,0.999827620118397,0.9830960750568428
AOI-0058,AOI-0053,3086,0.0,0.0,0.2573848035833586,1.3380079354960173,0.9992489415648608,0.9204560985366459
AOI-0058,AOI-0060,3086,0.0,0.0,0.12718303217776078,0.6229668129143626,0.99981196983078,0.9821421311617681
AOI-0058,AOI-0063,3086,0.0,0.0,1.1388956802387222,3.8375234774436646,0.9848899643610102,0.45909598595487344
AOI-0058,AOI-0064,3086,0.0,0.0,1.1324440770483457,3.7511187090508664,0.9851330008892166,0.4545554761454609
AOI-0058,AOI-0065,3086,0.0,0.0,1.1388956802387222,3.8375234774436646,0.9848899643610102,0.45909598595487344
AOI-0058,AOI-0069,3086,0.0,0.0,1.886305705754229,3.5278254598084233,0.9675469198751193,0.368085443368142
