year,pid,date,doy,n_date,canon,p_s2,p_ls,p_md,date_s2,date_ls,date_md,true_src
2019,AOI-0020,2019-04-23 00:00:00,113,30,1,0.6260162601626016,0.23577235772357724,0.13821138211382114,19.0,7.0,4.0,s2
2019,AOI-0020,2019-06-11 00:00:00,162,15,0,0.015873015873015872,0.9682539682539683,0.015873015873015872,0.0,15.0,0.0,landsat
2019,AOI-0020,2019-07-12 00:00:00,193,30,1,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.0,5.0,25.0,modis
2019,AOI-0020,2019-07-29 00:00:00,210,20,0,0.30120481927710846,0.6867469879518072,0.012048192771084338,6.0,14.0,0.0,landsat
2019,AOI-0020,2019-07-30 00:00:00,211,13,0,0.8181818181818182,0.16363636363636364,0.01818181818181818,11.0,2.0,0.0,s2
2019,AOI-0020,2019-08-19 00:00:00,231,14,0,0.9661016949152543,0.016949152542372885,0.016949152542372885,14.0,0.0,0.0,s2
2019,AOI-0020,2019-10-13 00:00:00,286,24,0,0.9797979797979799,0.010101010101010104,0.010101010101010104,24.0,0.0,0.0,s2
2019,AOI-0021,2019-04-28 00:00:00,118,19,0,0.9746835443037976,0.012658227848101267,0.012658227848101267,19.0,0.0,0.0,s2
2019,AOI-0021,2019-05-27 00:00:00,147,13,0,0.01818181818181818,0.9636363636363636,0.01818181818181818,0.0,13.0,0.0,landsat
2019,AOI-0021,2019-07-06 00:00:00,187,17,0,0.014084507042253521,0.971830985915493,0.014084507042253521,0.0,17.0,0.0,landsat
2019,AOI-0021,2019-07-29 00:00:00,210,20,0,0.30120481927710846,0.6867469879518072,0.012048192771084338,6.0,14.0,0.0,landsat
2019,AOI-0021,2019-08-07 00:00:00,219,19,0,0.16455696202531644,0.8227848101265823,0.012658227848101266,3.0,16.0,0.0,landsat
2019,AOI-0021,2019-08-22 00:00:00,234,16,0,0.13432835820895522,0.8507462686567164,0.014925373134328358,2.0,14.0,0.0,landsat
2019,AOI-0021,2019-08-30 00:00:00,242,14,0,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.0,14.0,0.0,landsat
2019,AOI-0021,2019-09-15 00:00:00,258,26,0,0.6074766355140188,0.383177570093458,0.009345794392523366,16.0,10.0,0.0,s2
2019,AOI-0022,2019-04-01 00:00:00,91,19,0,0.7721518987341772,0.21518987341772153,0.012658227848101266,15.0,4.0,0.0,s2
2019,AOI-0022,2019-05-06 00:00:00,126,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2019,AOI-0022,2019-05-25 00:00:00,145,30,1,0.2032520325203252,0.008130081300813009,0.7886178861788617,6.0,0.0,24.0,modis
2019,AOI-0022,2019-05-28 00:00:00,148,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2019,AOI-0022,2019-07-17 00:00:00,198,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2019,AOI-0022,2019-08-31 00:00:00,243,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0022,2019-09-23 00:00:00,266,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0022,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,s2
2019,AOI-0023,2019-06-27 00:00:00,178,30,0,0.6585365853658537,0.3333333333333333,0.008130081300813009,20.0,10.0,0.0,s2
2019,AOI-0023,2019-07-05 00:00:00,186,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,s2
2019,AOI-0023,2019-07-14 00:00:00,195,21,0,0.2413793103448276,0.7471264367816092,0.011494252873563218,5.0,16.0,0.0,landsat
2019,AOI-0023,2019-08-14 00:00:00,226,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2019,AOI-0023,2019-08-22 00:00:00,234,16,0,0.13432835820895522,0.8507462686567164,0.014925373134328358,2.0,14.0,0.0,landsat
2019,AOI-0023,2019-08-30 00:00:00,242,14,0,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.0,14.0,0.0,landsat
2019,AOI-0023,2019-09-23 00:00:00,266,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0023,2019-10-17 00:00:00,290,20,0,0.20481927710843373,0.7831325301204819,0.012048192771084338,4.0,16.0,0.0,landsat
2019,AOI-0026,2019-04-07 00:00:00,97,33,1,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.0,6.0,27.0,modis
2019,AOI-0026,2019-05-09 00:00:00,129,35,1,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.0,35.0,modis
2019,AOI-0026,2019-07-12 00:00:00,193,30,1,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.0,5.0,25.0,modis
2019,AOI-0026,2019-08-19 00:00:00,231,14,0,0.9661016949152543,0.016949152542372885,0.016949152542372885,14.0,0.0,0.0,s2
2019,AOI-0026,2019-09-23 00:00:00,266,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0026,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,modis
2019,AOI-0027,2019-06-27 00:00:00,178,30,0,0.6585365853658537,0.3333333333333333,0.008130081300813009,20.0,10.0,0.0,landsat
2019,AOI-0027,2019-07-05 00:00:00,186,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,s2
2019,AOI-0027,2019-07-12 00:00:00,193,30,1,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.0,5.0,25.0,modis
2019,AOI-0027,2019-07-29 00:00:00,210,20,0,0.30120481927710846,0.6867469879518072,0.012048192771084338,6.0,14.0,0.0,landsat
2019,AOI-0027,2019-08-19 00:00:00,231,14,0,0.9661016949152543,0.016949152542372885,0.016949152542372885,14.0,0.0,0.0,s2
2019,AOI-0027,2019-08-30 00:00:00,242,14,0,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.0,14.0,0.0,landsat
2019,AOI-0027,2019-10-16 00:00:00,289,34,1,0.09352517985611511,0.1510791366906475,0.7553956834532374,3.0,5.0,26.0,modis
2019,AOI-0030,2019-04-21 00:00:00,111,27,0,0.9819819819819819,0.009009009009009009,0.009009009009009009,27.0,0.0,0.0,s2
2019,AOI-0030,2019-06-10 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,s2
2019,AOI-0033,2019-04-28 00:00:00,118,19,0,0.9746835443037976,0.012658227848101267,0.012658227848101267,19.0,0.0,0.0,s2
2019,AOI-0033,2019-05-20 00:00:00,140,8,0,0.37142857142857144,0.6,0.02857142857142857,3.0,5.0,0.0,s2
2019,AOI-0033,2019-06-10 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,modis
2019,AOI-0033,2019-06-22 00:00:00,173,15,0,0.9682539682539683,0.015873015873015872,0.015873015873015872,15.0,0.0,0.0,s2
2019,AOI-0035,2019-05-20 00:00:00,140,8,0,0.37142857142857144,0.6,0.02857142857142857,3.0,5.0,0.0,s2
2019,AOI-0035,2019-06-10 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,modis
2019,AOI-0035,2019-08-31 00:00:00,243,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0035,2019-10-02 00:00:00,275,19,0,0.21518987341772153,0.7721518987341772,0.012658227848101266,4.0,15.0,0.0,s2
2019,AOI-0037,2019-04-07 00:00:00,97,33,1,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.0,6.0,27.0,modis
2019,AOI-0037,2019-06-30 00:00:00,181,20,0,0.7349397590361446,0.25301204819277107,0.012048192771084338,15.0,5.0,0.0,landsat
2019,AOI-0037,2019-07-23 00:00:00,204,10,0,0.3023255813953488,0.6744186046511628,0.023255813953488372,3.0,7.0,0.0,landsat
2019,AOI-0037,2019-08-09 00:00:00,221,30,0,0.8211382113821138,0.17073170731707318,0.008130081300813009,25.0,5.0,0.0,landsat
2019,AOI-0037,2019-08-16 00:00:00,228,12,0,0.8823529411764706,0.09803921568627451,0.0196078431372549,11.0,1.0,0.0,landsat
2019,AOI-0037,2019-09-12 00:00:00,255,4,0,0.8947368421052632,0.05263157894736842,0.05263157894736842,4.0,0.0,0.0,s2
2019,AOI-0037,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,s2
2019,AOI-0038,2019-04-07 00:00:00,97,33,1,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.0,6.0,27.0,modis
2019,AOI-0038,2019-04-25 00:00:00,115,25,0,0.20388349514563106,0.7864077669902912,0.009708737864077669,5.0,20.0,0.0,s2
2019,AOI-0038,2019-06-14 00:00:00,165,5,0,0.9130434782608696,0.04347826086956522,0.04347826086956522,5.0,0.0,0.0,s2
2019,AOI-0038,2019-07-15 00:00:00,196,15,0,0.3333333333333333,0.6507936507936508,0.015873015873015872,5.0,10.0,0.0,landsat
2019,AOI-0038,2019-09-02 00:00:00,245,5,0,0.9130434782608696,0.04347826086956522,0.04347826086956522,5.0,0.0,0.0,s2
2019,AOI-0038,2019-10-16 00:00:00,289,34,1,0.09352517985611511,0.1510791366906475,0.7553956834532374,3.0,5.0,26.0,modis
2019,AOI-0040,2019-07-08 00:00:00,189,8,0,0.37142857142857144,0.6,0.02857142857142857,3.0,5.0,0.0,landsat
2019,AOI-0040,2019-09-12 00:00:00,255,4,0,0.8947368421052632,0.05263157894736842,0.05263157894736842,4.0,0.0,0.0,s2
2019,AOI-0040,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,s2
2019,AOI-0040,2019-10-02 00:00:00,275,19,0,0.21518987341772153,0.7721518987341772,0.012658227848101266,4.0,15.0,0.0,s2
2019,AOI-0041,2019-04-23 00:00:00,113,30,1,0.6260162601626016,0.23577235772357724,0.13821138211382114,19.0,7.0,4.0,s2
2019,AOI-0041,2019-05-20 00:00:00,140,8,0,0.37142857142857144,0.6,0.02857142857142857,3.0,5.0,0.0,s2
2019,AOI-0041,2019-06-22 00:00:00,173,15,0,0.9682539682539683,0.015873015873015872,0.015873015873015872,15.0,0.0,0.0,s2
2019,AOI-0041,2019-06-27 00:00:00,178,30,0,0.6585365853658537,0.3333333333333333,0.008130081300813009,20.0,10.0,0.0,s2
2019,AOI-0041,2019-07-23 00:00:00,204,10,0,0.3023255813953488,0.6744186046511628,0.023255813953488372,3.0,7.0,0.0,landsat
2019,AOI-0041,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,s2
2019,AOI-0043,2019-05-31 00:00:00,151,27,0,0.9819819819819819,0.009009009009009009,0.009009009009009009,27.0,0.0,0.0,s2
2019,AOI-0043,2019-06-15 00:00:00,166,26,0,0.9813084112149533,0.009345794392523364,0.009345794392523364,26.0,0.0,0.0,s2
2019,AOI-0043,2019-06-25 00:00:00,176,26,0,0.9813084112149533,0.009345794392523364,0.009345794392523364,26.0,0.0,0.0,s2
2019,AOI-0043,2019-07-07 00:00:00,188,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,s2
2019,AOI-0043,2019-10-13 00:00:00,286,24,0,0.9797979797979799,0.010101010101010104,0.010101010101010104,24.0,0.0,0.0,s2
2019,AOI-0043,2019-10-15 00:00:00,288,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0045,2019-04-26 00:00:00,116,36,0,0.7142857142857143,0.2789115646258503,0.006802721088435374,26.0,10.0,0.0,landsat
2019,AOI-0045,2019-06-27 00:00:00,178,30,0,0.6585365853658537,0.3333333333333333,0.008130081300813009,20.0,10.0,0.0,s2
2019,AOI-0045,2019-07-31 00:00:00,212,11,0,0.02127659574468085,0.9574468085106383,0.02127659574468085,0.0,11.0,0.0,landsat
2019,AOI-0045,2019-08-13 00:00:00,225,33,1,0.18518518518518517,0.24444444444444444,0.5703703703703704,6.0,8.0,19.0,modis
2019,AOI-0045,2019-08-15 00:00:00,227,18,0,0.013333333333333334,0.9733333333333334,0.013333333333333334,0.0,18.0,0.0,landsat
2019,AOI-0045,2019-08-16 00:00:00,228,12,0,0.8823529411764706,0.09803921568627451,0.0196078431372549,11.0,1.0,0.0,s2
2019,AOI-0045,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,modis
2019,AOI-0045,2019-10-15 00:00:00,288,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0048,2019-04-07 00:00:00,97,33,1,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.0,6.0,27.0,modis
2019,AOI-0048,2019-05-09 00:00:00,129,35,1,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.0,35.0,modis
2019,AOI-0048,2019-09-17 00:00:00,260,11,0,0.5319148936170213,0.44680851063829785,0.02127659574468085,6.0,5.0,0.0,landsat
2019,AOI-0050,2019-05-25 00:00:00,145,30,1,0.2032520325203252,0.008130081300813009,0.7886178861788617,6.0,0.0,24.0,modis
2019,AOI-0050,2019-06-27 00:00:00,178,30,0,0.6585365853658537,0.3333333333333333,0.008130081300813009,20.0,10.0,0.0,landsat
2019,AOI-0050,2019-08-09 00:00:00,221,30,0,0.8211382113821138,0.17073170731707318,0.008130081300813009,25.0,5.0,0.0,s2
2019,AOI-0050,2019-08-13 00:00:00,225,33,1,0.18518518518518517,0.24444444444444444,0.5703703703703704,6.0,8.0,19.0,landsat
2019,AOI-0050,2019-09-07 00:00:00,250,8,0,0.02857142857142857,0.9428571428571428,0.02857142857142857,0.0,8.0,0.0,landsat
2019,AOI-0050,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,modis
2019,AOI-0050,2019-10-17 00:00:00,290,20,0,0.20481927710843373,0.7831325301204819,0.012048192771084338,4.0,16.0,0.0,landsat
2019,AOI-0050,2019-10-28 00:00:00,301,29,0,0.7815126050420168,0.21008403361344538,0.008403361344537815,23.0,6.0,0.0,s2
2019,AOI-0052,2019-06-11 00:00:00,162,15,0,0.015873015873015872,0.9682539682539683,0.015873015873015872,0.0,15.0,0.0,landsat
2019,AOI-0052,2019-07-05 00:00:00,186,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,s2
2019,AOI-0052,2019-08-22 00:00:00,234,16,0,0.13432835820895522,0.8507462686567164,0.014925373134328358,2.0,14.0,0.0,landsat
2019,AOI-0052,2019-09-14 00:00:00,257,32,1,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.0,6.0,26.0,landsat
2019,AOI-0052,2019-10-17 00:00:00,290,20,0,0.20481927710843373,0.7831325301204819,0.012048192771084338,4.0,16.0,0.0,landsat
2019,AOI-0053,2019-04-11 00:00:00,101,11,0,0.9574468085106383,0.02127659574468085,0.02127659574468085,11.0,0.0,0.0,s2
2019,AOI-0053,2019-04-23 00:00:00,113,30,1,0.6260162601626016,0.23577235772357724,0.13821138211382114,19.0,7.0,4.0,landsat
2019,AOI-0053,2019-06-26 00:00:00,177,32,1,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.0,8.0,24.0,landsat
2019,AOI-0053,2019-07-28 00:00:00,209,37,1,0.08609271523178808,0.1390728476821192,0.7748344370860927,3.0,5.0,29.0,landsat
2019,AOI-0053,2019-08-09 00:00:00,221,30,0,0.8211382113821138,0.17073170731707318,0.008130081300813009,25.0,5.0,0.0,s2
2019,AOI-0053,2019-08-29 00:00:00,241,36,1,0.7142857142857143,0.006802721088435374,0.2789115646258503,26.0,0.0,10.0,s2
2019,AOI-0053,2019-09-07 00:00:00,250,8,0,0.02857142857142857,0.9428571428571428,0.02857142857142857,0.0,8.0,0.0,landsat
2019,AOI-0053,2019-09-14 00:00:00,257,32,1,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.0,6.0,26.0,landsat
2019,AOI-0053,2019-09-15 00:00:00,258,26,0,0.6074766355140188,0.383177570093458,0.009345794392523366,16.0,10.0,0.0,landsat
2019,AOI-0053,2019-10-28 00:00:00,301,29,0,0.7815126050420168,0.21008403361344538,0.008403361344537815,23.0,6.0,0.0,s2
2019,AOI-0055,2019-05-09 00:00:00,129,35,1,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.0,35.0,modis
2019,AOI-0055,2019-07-05 00:00:00,186,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,s2
2019,AOI-0055,2019-09-14 00:00:00,257,32,1,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.0,6.0,26.0,landsat
2019,AOI-0056,2019-04-23 00:00:00,113,30,1,0.6260162601626016,0.23577235772357724,0.13821138211382114,19.0,7.0,4.0,landsat
2019,AOI-0056,2019-06-10 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,s2
2019,AOI-0056,2019-06-19 00:00:00,170,23,0,0.2631578947368421,0.7263157894736842,0.010526315789473684,6.0,17.0,0.0,landsat
2019,AOI-0056,2019-08-09 00:00:00,221,30,0,0.8211382113821138,0.17073170731707318,0.008130081300813009,25.0,5.0,0.0,s2
2019,AOI-0056,2019-10-16 00:00:00,289,34,1,0.09352517985611511,0.1510791366906475,0.7553956834532374,3.0,5.0,26.0,landsat
2019,AOI-0060,2019-07-05 00:00:00,186,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,s2
2019,AOI-0060,2019-08-05 00:00:00,217,6,0,0.037037037037037035,0.9259259259259259,0.037037037037037035,0.0,6.0,0.0,landsat
2019,AOI-0060,2019-08-29 00:00:00,241,36,1,0.7142857142857143,0.006802721088435374,0.2789115646258503,26.0,0.0,10.0,s2
2019,AOI-0060,2019-08-30 00:00:00,242,14,0,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.0,14.0,0.0,landsat
2019,AOI-0063,2019-04-23 00:00:00,113,30,1,0.6260162601626016,0.23577235772357724,0.13821138211382114,19.0,7.0,4.0,s2
2019,AOI-0063,2019-05-06 00:00:00,126,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2019,AOI-0063,2019-05-25 00:00:00,145,30,1,0.2032520325203252,0.008130081300813009,0.7886178861788617,6.0,0.0,24.0,modis
2019,AOI-0063,2019-06-05 00:00:00,156,31,0,0.7007874015748031,0.29133858267716534,0.007874015748031496,22.0,9.0,0.0,s2
2019,AOI-0063,2019-06-25 00:00:00,176,26,0,0.9813084112149533,0.009345794392523364,0.009345794392523364,26.0,0.0,0.0,s2
2019,AOI-0063,2019-06-28 00:00:00,179,19,0,0.1139240506329114,0.8734177215189874,0.012658227848101267,2.0,17.0,0.0,landsat
2019,AOI-0063,2019-07-06 00:00:00,187,17,0,0.014084507042253521,0.971830985915493,0.014084507042253521,0.0,17.0,0.0,landsat
2019,AOI-0063,2019-07-07 00:00:00,188,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,s2
2019,AOI-0063,2019-07-22 00:00:00,203,19,0,0.8734177215189874,0.1139240506329114,0.012658227848101267,17.0,2.0,0.0,s2
2019,AOI-0063,2019-08-23 00:00:00,235,20,0,0.20481927710843373,0.7831325301204819,0.012048192771084338,4.0,16.0,0.0,landsat
2019,AOI-0063,2019-09-13 00:00:00,256,26,0,0.9813084112149533,0.009345794392523364,0.009345794392523364,26.0,0.0,0.0,s2
2019,AOI-0063,2019-09-14 00:00:00,257,32,1,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.0,6.0,26.0,modis
2019,AOI-0064,2019-04-23 00:00:00,113,30,1,0.6260162601626016,0.23577235772357724,0.13821138211382114,19.0,7.0,4.0,s2
2019,AOI-0064,2019-06-05 00:00:00,156,31,0,0.7007874015748031,0.29133858267716534,0.007874015748031496,22.0,9.0,0.0,s2
2019,AOI-0064,2019-06-26 00:00:00,177,32,1,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.0,8.0,24.0,modis
2019,AOI-0064,2019-06-27 00:00:00,178,30,0,0.6585365853658537,0.3333333333333333,0.008130081300813009,20.0,10.0,0.0,s2
2019,AOI-0064,2019-06-28 00:00:00,179,19,0,0.1139240506329114,0.8734177215189874,0.012658227848101267,2.0,17.0,0.0,landsat
