anon_polygon_id,status,start,end,n_days,severity_max,mean_zscore,observed_n,reconstructed_n,weather_context
AOI-0006,suppression,2015-09-20,2015-09-20,1,moderate,-1.0575261905885078,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2015-09-29,2015-09-29,1,moderate,-1.0134075656297585,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2015-10-06,2015-10-06,1,moderate,-1.1904989721885366,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2015-10-30,2015-10-30,1,moderate,-1.2183069100068862,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2016-05-02,2016-05-02,1,moderate,-1.1905889992656908,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2016-05-25,2016-05-25,1,moderate,-1.2748855582208687,1,0,weather_unavailable_or_unusual
AOI-0006,critical,2016-09-30,2016-09-30,1,critical,-11.764302530482478,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2016-10-24,2016-10-24,1,moderate,-1.0616024645565807,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-04-01,2017-04-02,2,moderate,-1.2563055464222435,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-04-11,2017-04-11,1,moderate,-1.3040069585464253,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-04-16,2017-04-16,1,moderate,-1.0603711291281155,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-04-26,2017-04-27,2,moderate,-1.223497205556801,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-05-01,2017-05-01,1,moderate,-1.3326961009474891,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-05-06,2017-05-06,1,moderate,-1.4910573150304145,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-05-12,2017-05-12,1,moderate,-1.4766253914105818,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-05-25,2017-05-25,1,moderate,-1.1821834666883677,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-05-28,2017-05-28,1,moderate,-1.7855810397612943,1,0,weather_unavailable_or_unusual
AOI-0006,critical,2017-05-29,2017-05-29,1,moderate,-2.077975595817319,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-06-05,2017-06-05,1,moderate,-1.8539713988091246,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-10-04,2017-10-04,1,moderate,-1.028321711126151,0,1,weather_unavailable_or_unusual
AOI-0006,suppression,2017-10-08,2017-10-08,1,moderate,-1.0546372484954616,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2017-10-11,2017-10-11,1,moderate,-1.0077848121569657,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2018-04-05,2018-04-05,1,moderate,-1.0555090702714531,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2018-04-11,2018-04-11,1,moderate,-1.0744352110243118,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2018-04-29,2018-05-01,3,moderate,-1.2949420954404234,3,0,weather_unavailable_or_unusual
AOI-0006,suppression,2018-05-11,2018-05-11,1,moderate,-1.7747984552110438,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2018-05-24,2018-05-25,2,moderate,-1.4877475597497933,2,0,weather_unavailable_or_unusual
AOI-0006,critical,2018-05-31,2018-06-01,2,moderate,-2.5793086427231873,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2018-06-08,2018-06-08,1,moderate,-1.8508704867286867,0,1,weather_unavailable_or_unusual
AOI-0006,suppression,2019-06-19,2019-06-20,2,moderate,-1.6540143297576093,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-06-25,2019-06-27,3,moderate,-1.6073492806193712,2,1,weather_unavailable_or_unusual
AOI-0006,suppression,2019-06-30,2019-06-30,1,moderate,-1.409634767101254,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-07-05,2019-07-06,2,moderate,-1.3762871545099333,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-07-20,2019-07-20,1,moderate,-1.2750149746198078,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-07-22,2019-07-22,1,moderate,-1.18151433625324,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-08-09,2019-08-09,1,moderate,-1.1055422143398015,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-08-14,2019-08-14,1,moderate,-1.1637637998293222,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-09-03,2019-09-03,1,moderate,-1.1813413356814846,0,1,weather_unavailable_or_unusual
AOI-0006,suppression,2019-09-13,2019-09-13,1,moderate,-1.0639430681483995,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-09-15,2019-09-15,1,moderate,-1.2094746389901898,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-09-23,2019-09-23,1,moderate,-1.414178554388157,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-09-28,2019-09-28,1,moderate,-1.2026203944185585,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-10-23,2019-10-23,1,moderate,-1.0867066951234443,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-10-26,2019-10-26,1,moderate,-1.055585679213003,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2019-10-28,2019-10-28,1,moderate,-1.2031506236323581,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-04-10,2020-04-10,1,moderate,-1.079061423616207,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-04-19,2020-04-19,1,moderate,-1.0448718676941606,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-04-25,2020-04-26,2,moderate,-1.225087551175931,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-04-30,2020-04-30,1,moderate,-1.327953037525883,0,1,weather_unavailable_or_unusual
AOI-0006,suppression,2020-05-04,2020-05-04,1,moderate,-1.2024819047586226,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-05-12,2020-05-12,1,moderate,-1.7376756989192135,1,0,weather_unavailable_or_unusual
AOI-0006,critical,2020-05-15,2020-05-15,1,moderate,-2.0387503776640146,1,0,weather_unavailable_or_unusual
AOI-0006,critical,2020-05-20,2020-05-20,1,moderate,-2.001523306135544,0,1,weather_unavailable_or_unusual
AOI-0006,suppression,2020-05-28,2020-05-28,1,moderate,-1.9605168634912404,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-05-30,2020-05-30,1,moderate,-1.5597138716357424,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-06-04,2020-06-04,1,moderate,-1.0409645641994103,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2020-10-19,2020-10-19,1,moderate,-1.0063141629451184,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-07-09,2021-07-09,1,moderate,-1.127029443881938,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-07-14,2021-07-14,1,moderate,-1.1116181295617378,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-07-19,2021-07-19,1,moderate,-1.1446664057439708,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-07-24,2021-07-24,1,moderate,-1.0311572693314706,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-08-03,2021-08-03,1,moderate,-1.0048883982192949,1,0,weather_unavailable_or_unusual
AOI-0006,critical,2021-08-12,2021-08-12,1,critical,-4.212595905994314,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-08-18,2021-08-18,1,moderate,-1.0613551756368893,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-08-23,2021-08-23,1,moderate,-1.7708566094169935,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-09-02,2021-09-02,1,moderate,-1.9712399230066104,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2021-09-27,2021-09-27,1,moderate,-1.032433599925594,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-06-29,2022-06-30,2,moderate,-1.1379587578196366,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-07-04,2022-07-04,1,moderate,-1.1904133115724922,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-07-09,2022-07-09,1,moderate,-1.1008757010012977,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-07-19,2022-07-19,1,moderate,-1.0265138050909708,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-07-24,2022-07-24,1,moderate,-1.0527062388573685,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-07-29,2022-07-29,1,moderate,-1.0749849324967384,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-08-03,2022-08-03,1,moderate,-1.0497020764970706,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-08-08,2022-08-08,1,moderate,-1.0491476400622168,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-08-13,2022-08-13,1,moderate,-1.0027564680918906,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-08-28,2022-08-28,1,moderate,-1.1105012308683109,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2022-09-02,2022-09-02,1,moderate,-1.0374426471833824,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2023-05-05,2023-05-05,1,moderate,-1.172413493419,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2023-05-13,2023-05-15,3,moderate,-1.626831927320153,2,1,weather_unavailable_or_unusual
AOI-0006,critical,2023-05-20,2023-05-20,1,moderate,-2.235219297379881,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2023-05-25,2023-05-25,1,moderate,-1.002070663197068,1,0,weather_unavailable_or_unusual
AOI-0006,critical,2023-06-06,2023-06-06,1,moderate,-2.0746472075080353,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2023-10-21,2023-10-21,1,moderate,-1.0459701639310204,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-05-19,2024-05-19,1,moderate,-1.348561199636011,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-06-18,2024-06-18,1,moderate,-1.4246476452193635,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-06-23,2024-06-23,1,moderate,-1.4499859858846103,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-06-28,2024-06-28,1,moderate,-1.2385823021883569,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-07-03,2024-07-03,1,moderate,-1.130064597878539,0,1,weather_unavailable_or_unusual
AOI-0006,suppression,2024-07-08,2024-07-08,1,moderate,-1.0172404062803655,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-08-17,2024-08-17,1,moderate,-1.0064584246773964,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-08-22,2024-08-22,1,moderate,-1.0738349134202465,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-08-27,2024-08-27,1,moderate,-1.3421507397513288,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2024-10-06,2024-10-06,1,moderate,-1.0096056739339343,0,1,weather_unavailable_or_unusual
AOI-0006,suppression,2024-10-11,2024-10-11,1,moderate,-1.2000689580736363,1,0,weather_unavailable_or_unusual
AOI-0009,critical,2011-05-21,2011-05-21,1,moderate,-2.160335634764712,1,0,dry_context
AOI-0009,suppression,2012-06-09,2012-06-09,1,moderate,-1.3216423869933056,1,0,dry_context
AOI-0009,suppression,2012-07-18,2012-07-18,1,moderate,-1.3438729843190387,1,0,dry_context
AOI-0009,suppression,2012-08-03,2012-08-03,1,moderate,-1.1867877161504874,1,0,dry_context
AOI-0009,suppression,2012-09-20,2012-09-20,1,moderate,-1.4996268634468573,1,0,dry_context
AOI-0009,suppression,2013-04-24,2013-04-24,1,moderate,-1.033299920845164,1,0,dry_context
AOI-0009,suppression,2013-05-02,2013-05-02,1,moderate,-1.2151245480764479,1,0,dry_context
AOI-0009,suppression,2013-05-25,2013-05-25,1,moderate,-1.2137365513932068,1,0,dry_context
AOI-0009,critical,2013-06-03,2013-06-03,1,moderate,-2.2105204368470512,1,0,dry_context
AOI-0009,suppression,2013-06-11,2013-06-11,1,moderate,-1.007674509335648,1,0,dry_context
AOI-0009,suppression,2013-10-09,2013-10-09,1,moderate,-1.0769004531598756,1,0,dry_context
AOI-0009,suppression,2013-10-25,2013-10-25,1,moderate,-1.1181940824870484,1,0,dry_context
AOI-0009,suppression,2014-06-22,2014-06-22,1,moderate,-1.3411274150147543,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2014-06-26,2014-06-26,1,moderate,-1.0533211064739139,1,0,dry_context
AOI-0009,suppression,2014-06-30,2014-06-30,1,moderate,-1.061295800850033,1,0,dry_context
AOI-0009,suppression,2014-07-08,2014-07-08,1,moderate,-1.4366552757917452,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2014-07-12,2014-07-12,1,moderate,-1.034873621743884,1,0,dry_context
AOI-0009,suppression,2014-07-16,2014-07-16,1,moderate,-1.1440012635453158,1,0,dry_context
AOI-0009,suppression,2014-07-24,2014-07-24,1,moderate,-1.2870224674512678,1,0,dry_context
AOI-0009,suppression,2014-08-01,2014-08-01,1,moderate,-1.225234455942978,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2014-08-09,2014-08-09,1,moderate,-1.2409419581344903,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2014-08-17,2014-08-17,1,moderate,-1.1582307445826738,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2014-08-25,2014-08-25,1,moderate,-1.5812452758294688,1,0,dry_context
AOI-0009,suppression,2014-09-26,2014-09-26,1,moderate,-1.0623450598831132,1,0,dry_context
AOI-0009,suppression,2014-10-12,2014-10-12,1,moderate,-1.3199434843515738,1,0,dry_context
AOI-0009,suppression,2014-10-28,2014-10-28,1,moderate,-1.3188664523808526,1,0,dry_context
AOI-0009,suppression,2015-09-29,2015-09-29,1,moderate,-1.1949308905338245,1,0,dry_context
AOI-0009,suppression,2016-06-27,2016-06-27,1,moderate,-1.0164766673906467,1,0,dry_context
AOI-0009,suppression,2016-09-15,2016-09-15,1,moderate,-1.2361775646066262,1,0,dry_context
AOI-0009,suppression,2017-07-02,2017-07-02,1,moderate,-1.0346858534787224,1,0,dry_context
AOI-0009,suppression,2017-07-16,2017-07-16,1,moderate,-1.3187245737570583,1,0,dry_context
AOI-0009,suppression,2017-07-24,2017-07-24,1,moderate,-1.1470647321920915,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-07-27,2017-07-27,1,moderate,-1.2869927453807026,1,0,dry_context
AOI-0009,suppression,2017-08-01,2017-08-01,1,moderate,-1.322086423258489,1,0,dry_context
AOI-0009,suppression,2017-08-04,2017-08-04,1,moderate,-1.3065266523642747,1,0,dry_and_hot_context
AOI-0009,suppression,2017-08-06,2017-08-06,1,moderate,-1.3046298534881842,1,0,dry_and_hot_context
AOI-0009,suppression,2017-08-09,2017-08-09,1,moderate,-1.301742123305303,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-08-11,2017-08-11,1,moderate,-1.3556950617499943,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-08-14,2017-08-14,1,moderate,-1.3417469344122452,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-08-17,2017-08-17,1,moderate,-1.4338537880341051,1,0,dry_context
AOI-0009,suppression,2017-08-21,2017-08-21,1,moderate,-1.4272665135266187,1,0,dry_context
AOI-0009,suppression,2017-08-26,2017-08-26,1,moderate,-1.2773196335165578,1,0,dry_context
AOI-0009,suppression,2017-08-29,2017-08-29,1,moderate,-1.0107976468116517,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-09-02,2017-09-02,1,moderate,-1.2310554433588194,1,0,dry_context
AOI-0009,suppression,2017-09-05,2017-09-05,1,moderate,-1.3987839055640856,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-09-08,2017-09-08,1,moderate,-1.2634961068353474,1,0,dry_context
AOI-0009,suppression,2017-09-10,2017-09-10,1,moderate,-1.267142985389863,1,0,dry_context
AOI-0009,suppression,2017-09-13,2017-09-13,1,moderate,-1.2877935858878207,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-09-15,2017-09-15,1,moderate,-1.4249800651553461,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2017-09-18,2017-09-18,1,moderate,-1.3017293808119705,1,0,dry_context
AOI-0009,suppression,2017-09-20,2017-09-20,1,moderate,-1.3702594852050232,1,0,dry_context
AOI-0009,suppression,2017-09-25,2017-09-25,1,moderate,-1.2855811634557561,1,0,dry_context
AOI-0009,suppression,2017-10-04,2017-10-05,2,moderate,-1.2542274051245776,2,0,dry_context
AOI-0009,suppression,2017-10-08,2017-10-08,1,moderate,-1.3199416657392233,1,0,dry_context
AOI-0009,suppression,2018-06-10,2018-06-10,1,moderate,-1.1011863865774012,1,0,dry_context
AOI-0009,suppression,2018-06-15,2018-06-15,1,moderate,-1.7125979399261735,1,0,dry_context
AOI-0009,critical,2018-06-20,2018-06-20,1,moderate,-2.0925145531116573,1,0,dry_context
AOI-0009,suppression,2018-06-25,2018-06-26,2,moderate,-1.4073052304846208,2,0,dry_context
AOI-0009,suppression,2018-07-02,2018-07-02,1,moderate,-1.3995904817210123,1,0,dry_context
AOI-0009,suppression,2018-07-11,2018-07-11,1,moderate,-1.0182977790617556,1,0,dry_and_hot_context
AOI-0009,suppression,2018-08-20,2018-08-20,1,moderate,-1.0767225376076952,1,0,dry_context
AOI-0009,suppression,2018-09-05,2018-09-05,1,moderate,-1.10377316043271,1,0,dry_context
AOI-0009,suppression,2018-09-13,2018-09-13,1,moderate,-1.1073989486960654,1,0,dry_context
AOI-0009,suppression,2018-09-21,2018-09-21,1,moderate,-1.1791532956147628,1,0,dry_context
AOI-0009,suppression,2018-10-07,2018-10-07,1,moderate,-1.0234453898495566,1,0,dry_context
AOI-0009,suppression,2018-10-13,2018-10-13,1,moderate,-1.0684538844008564,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2019-04-06,2019-04-06,1,moderate,-1.0539238459306652,1,0,dry_context
AOI-0009,suppression,2019-04-26,2019-04-26,1,moderate,-1.0409738727652815,1,0,dry_context
AOI-0009,suppression,2019-04-28,2019-04-28,1,moderate,-1.0531915077445515,1,0,dry_context
AOI-0009,suppression,2019-05-06,2019-05-06,1,moderate,-1.0202604604107495,1,0,dry_context
AOI-0009,suppression,2019-05-11,2019-05-11,1,moderate,-1.0551569635750324,1,0,dry_context
AOI-0009,suppression,2019-05-13,2019-05-13,1,moderate,-1.2803127967667416,1,0,dry_context
AOI-0009,suppression,2019-05-16,2019-05-16,1,moderate,-1.0588366709684287,1,0,dry_context
AOI-0009,suppression,2019-06-05,2019-06-05,1,moderate,-1.334259538128373,1,0,dry_context
AOI-0009,suppression,2019-06-17,2019-06-17,1,moderate,-1.5583055017120993,1,0,dry_context
AOI-0009,suppression,2019-06-20,2019-06-20,1,moderate,-1.9308497917965735,1,0,dry_context
AOI-0009,suppression,2019-06-22,2019-06-22,1,moderate,-1.8957785254905208,1,0,dry_context
AOI-0009,suppression,2019-06-25,2019-06-28,4,moderate,-1.5782015152264484,3,1,dry_context
AOI-0009,suppression,2019-07-02,2019-07-02,1,moderate,-1.4169272348022834,1,0,dry_context
AOI-0009,suppression,2019-07-05,2019-07-07,3,moderate,-1.4719606173217386,3,0,dry_context
AOI-0009,suppression,2019-07-17,2019-07-17,1,moderate,-1.2802295420354866,1,0,dry_context
AOI-0009,suppression,2019-07-20,2019-07-20,1,moderate,-1.3282513198850887,1,0,dry_context
AOI-0009,suppression,2019-07-22,2019-07-22,1,moderate,-1.2012347976422642,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2019-07-30,2019-07-30,1,moderate,-1.135990084031998,1,0,dry_context
AOI-0009,suppression,2019-08-23,2019-08-24,2,moderate,-1.1503092005263142,2,0,dry_and_hot_context
AOI-0009,suppression,2019-08-26,2019-08-26,1,moderate,-1.0629827587127665,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2019-08-31,2019-08-31,1,moderate,-1.0527724609690496,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2019-09-03,2019-09-03,1,moderate,-1.0847451571675109,1,0,dry_context
AOI-0009,suppression,2019-09-05,2019-09-05,1,moderate,-1.095915049250671,1,0,dry_context
AOI-0009,suppression,2019-09-15,2019-09-15,1,moderate,-1.0628387122787344,1,0,dry_context
AOI-0009,suppression,2019-09-18,2019-09-18,1,moderate,-1.0427618933520533,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2019-09-23,2019-09-23,1,moderate,-1.2223279269284026,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2020-06-24,2020-06-24,1,moderate,-1.5487644092899389,1,0,dry_context
AOI-0009,suppression,2020-06-26,2020-06-26,1,moderate,-1.3769561389594966,1,0,dry_context
AOI-0009,suppression,2020-06-29,2020-06-29,1,moderate,-1.3663111453495942,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2020-07-01,2020-07-01,1,moderate,-1.3134467266551857,1,0,dry_context
AOI-0009,suppression,2020-07-04,2020-07-04,1,moderate,-1.3356749423621281,1,0,dry_context
AOI-0009,suppression,2020-07-06,2020-07-06,1,moderate,-1.353917265170688,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2020-07-09,2020-07-09,1,moderate,-1.4447243428693712,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2020-07-11,2020-07-11,1,moderate,-1.1609562181703812,1,0,dry_context
AOI-0009,suppression,2020-07-14,2020-07-14,1,moderate,-1.6460774212392355,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2020-07-16,2020-07-16,1,moderate,-1.2193938872903707,1,0,dry_context
AOI-0009,suppression,2020-07-19,2020-07-19,1,moderate,-1.316911773743324,1,0,dry_context
AOI-0009,suppression,2020-07-24,2020-07-24,1,moderate,-1.2444453847060992,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2020-07-26,2020-07-26,1,moderate,-1.2230376039282833,1,0,dry_context
AOI-0009,suppression,2020-07-29,2020-07-29,1,moderate,-1.242693549849474,1,0,dry_context
AOI-0009,suppression,2020-07-31,2020-07-31,1,moderate,-1.2166211871781194,1,0,dry_context
