anon_polygon_id,date,truth,true_src,year,cohort,near_dist,baseline,expert_post_mode,blend_post_mode_0.40,expert_crop_hier_n1_p67,blend_crop_hier_n1_p67_0.40,expert_soft_all_r1_l0_p4,blend_soft_all_r1_l0_p4_0.40,expert_soft_crop_r1_l0_p4,blend_soft_crop_r1_l0_p4_0.40,expert_soft_all_r2_l0_p4,blend_soft_all_r2_l0_p4_0.40,expert_soft_all_r32_l0_p4,blend_soft_all_r32_l0_p4_0.40
AOI-0001,2012-05-08,0.721215023,modis,2012,new,9.000000000,0.765516537,0.757096335,0.762148456,0.757096335,0.762148456,0.757096407,0.762148485,0.757096407,0.762148485,0.757096407,0.762148485,0.757172138,0.762178777
AOI-0001,2012-06-25,0.417132103,modis,2012,new,9.000000000,0.350228660,0.347155325,0.348999326,0.347155325,0.348999326,0.345021296,0.348145715,0.345021296,0.348145715,0.345021296,0.348145715,0.346782648,0.348850255
AOI-0001,2013-04-23,0.827776878,modis,2013,new,9.000000000,0.779805654,0.813184803,0.793157314,0.813184803,0.793157314,0.813184803,0.793157314,0.813184803,0.793157314,0.813184803,0.793157314,0.813184803,0.793157314
AOI-0001,2013-05-02,0.820737225,landsat,2013,new,13.000000000,0.771401864,0.810903371,0.787202467,0.810903371,0.787202467,0.810903370,0.787202466,0.810903370,0.787202466,0.810903370,0.787202466,0.810903371,0.787202467
AOI-0001,2013-07-20,0.259646773,landsat,2013,new,12.000000000,0.275023777,0.284215290,0.278700382,0.284215290,0.278700382,0.284215290,0.278700382,0.284215290,0.278700382,0.284215290,0.278700382,0.284215290,0.278700382
AOI-0001,2014-06-10,0.729394383,modis,2014,new,13.000000000,0.735163085,0.756389565,0.743653677,0.756389565,0.743653677,0.756389565,0.743653677,0.756389565,0.743653677,0.756389565,0.743653677,0.756389565,0.743653677
AOI-0001,2014-07-24,0.729056144,landsat,2014,new,9.000000000,0.684587124,0.698655341,0.690214411,0.698655341,0.690214411,0.698655340,0.690214410,0.698655340,0.690214410,0.698655340,0.690214410,0.698655341,0.690214411
AOI-0001,2014-07-31,0.634834597,landsat,2014,new,12.000000000,0.630971644,0.651835612,0.639317232,0.651835612,0.639317232,0.651835611,0.639317231,0.651835611,0.639317231,0.651835611,0.639317231,0.651835612,0.639317232
AOI-0001,2014-09-30,0.256728935,modis,2014,new,12.000000000,0.273614610,0.294197913,0.281847931,0.294197913,0.281847931,0.294197913,0.281847931,0.294197913,0.281847931,0.294197913,0.281847931,0.294197913,0.281847931
AOI-0001,2015-06-10,0.697870673,modis,2015,new,9.000000000,0.668886013,0.690844535,0.677669422,0.690844535,0.677669422,0.691517867,0.677938755,0.691517867,0.677938755,0.691517867,0.677938755,0.690920310,0.677699732
AOI-0001,2015-08-03,0.170435797,landsat,2015,new,12.000000000,0.231967546,0.236787161,0.233895392,0.236787161,0.233895392,0.236787162,0.233895392,0.236787162,0.233895392,0.236787162,0.233895392,0.236787161,0.233895392
AOI-0001,2015-09-14,0.234931875,modis,2015,new,9.000000000,0.234012560,0.244396147,0.238165995,0.244396147,0.238165995,0.244396147,0.238165995,0.244396147,0.238165995,0.244396147,0.238165995,0.244396147,0.238165995
AOI-0001,2015-09-30,0.221970757,modis,2015,new,12.000000000,0.220001892,0.222910171,0.221165203,0.222910171,0.221165203,0.222331839,0.220933871,0.222331839,0.220933871,0.222331839,0.220933871,0.222607769,0.221044243
AOI-0001,2016-05-24,0.695071816,modis,2016,new,12.000000000,0.578712583,0.667402329,0.614188482,0.667402329,0.614188482,0.667395533,0.614185763,0.667395533,0.614185763,0.667395533,0.614185763,0.667402329,0.614188482
AOI-0001,2016-05-25,0.474403474,landsat,2016,new,12.000000000,0.502956036,0.522732649,0.510866681,0.522732649,0.510866681,0.522732649,0.510866681,0.522732649,0.510866681,0.522732649,0.510866681,0.522732649,0.510866681
AOI-0001,2016-07-11,0.356780405,modis,2016,new,9.000000000,0.376817076,0.399347704,0.385829327,0.399347704,0.385829327,0.399344304,0.385827967,0.399344304,0.385827967,0.399344304,0.385827967,0.399347704,0.385829327
AOI-0001,2016-07-12,0.284425795,landsat,2016,new,12.000000000,0.317273741,0.325095663,0.320402510,0.325095663,0.320402510,0.325095663,0.320402510,0.325095663,0.320402510,0.325095663,0.320402510,0.325095663,0.320402510
AOI-0001,2017-05-06,0.762684798,s2,2017,new,9.000000000,0.728426990,0.722059605,0.725880036,0.722059605,0.725880036,0.721326222,0.725586683,0.721326222,0.725586683,0.721326222,0.725586683,0.722012482,0.725861187
AOI-0001,2017-05-28,0.808014924,landsat,2017,new,13.000000000,0.747620961,0.762225725,0.753462867,0.762225725,0.753462867,0.762225723,0.753462866,0.762225723,0.753462866,0.762225723,0.753462866,0.762225725,0.753462867
AOI-0001,2017-07-15,0.433793245,landsat,2017,new,13.000000000,0.408269616,0.376619961,0.395609754,0.376619961,0.395609754,0.376357476,0.395504760,0.376357476,0.395504760,0.376357476,0.395504760,0.376619961,0.395609754
AOI-0001,2017-08-16,0.310318313,landsat,2017,new,27.000000000,0.275865516,0.283858791,0.279062826,0.283858791,0.279062826,0.283858785,0.279062824,0.283858785,0.279062824,0.283858785,0.279062824,0.283858791,0.279062826
AOI-0001,2017-09-25,0.194913441,landsat,2017,new,9.000000000,0.177629830,0.159921322,0.170546427,0.159921322,0.170546427,0.170835760,0.174912202,0.170835760,0.174912202,0.170835760,0.174912202,0.162290554,0.171494120
AOI-0001,2017-09-30,0.274238406,modis,2017,new,9.000000000,0.255002380,0.274825492,0.262931625,0.274825492,0.262931625,0.265606899,0.259244188,0.265606899,0.259244188,0.265606899,0.259244188,0.274825492,0.262931625
AOI-0001,2017-10-11,0.182327273,landsat,2017,new,12.000000000,0.204103880,0.203850624,0.204002578,0.203850624,0.204002578,0.203844925,0.204000298,0.203844925,0.204000298,0.203844925,0.204000298,0.203850624,0.204002578
AOI-0001,2018-05-11,0.853670671,s2,2018,new,inf,0.778926837,0.793462555,0.784741124,0.793462555,0.784741124,0.793462555,0.784741124,0.793462555,0.784741124,0.793462555,0.784741124,0.793462555,0.784741124
AOI-0001,2018-06-24,0.247347311,landsat,2018,new,inf,0.323439522,0.297754167,0.313165380,0.297754167,0.313165380,0.297718785,0.313151227,0.297718785,0.313151227,0.297718785,0.313151227,0.257579078,0.297095344
AOI-0001,2018-07-18,0.174383711,landsat,2018,new,inf,0.261533736,0.254012593,0.258525279,0.254012593,0.258525279,0.254012597,0.258525281,0.254012597,0.258525281,0.254012597,0.258525281,0.254012597,0.258525281
AOI-0001,2018-08-27,0.186536996,landsat,2018,new,16.000000000,0.288194722,0.282432215,0.285889720,0.282432215,0.285889720,0.282432214,0.285889719,0.282432214,0.285889719,0.282432214,0.285889719,0.282432215,0.285889720
AOI-0001,2018-09-21,0.174560853,landsat,2018,new,12.000000000,0.196463822,0.192287030,0.194793105,0.192287030,0.194793105,0.192287030,0.194793106,0.192287030,0.194793106,0.192287030,0.194793106,0.192287030,0.194793105
AOI-0001,2018-10-08,0.191049437,s2,2018,new,inf,0.180416913,0.171398359,0.176809491,0.171398359,0.176809491,0.171398361,0.176809492,0.171398361,0.176809492,0.171398361,0.176809492,0.171398361,0.176809492
AOI-0001,2018-10-30,0.160495584,landsat,2018,new,13.000000000,0.198818495,0.207757587,0.202394132,0.207757587,0.202394132,0.207757587,0.202394132,0.207757587,0.202394132,0.207757587,0.202394132,0.207757587,0.202394132
AOI-0001,2019-05-16,0.621876829,s2,2019,new,9.000000000,0.582026688,0.612370625,0.594164263,0.612370625,0.594164263,0.612370625,0.594164263,0.612370625,0.594164263,0.612370625,0.594164263,0.612370625,0.594164263
AOI-0001,2019-06-30,0.335507636,s2,2019,new,12.000000000,0.346794789,0.341146685,0.344535547,0.341146685,0.344535547,0.342333977,0.345010464,0.342333977,0.345010464,0.342333977,0.345010464,0.345621914,0.346325639
AOI-0001,2019-07-05,0.335256180,s2,2019,new,9.000000000,0.352687022,0.364607680,0.357455286,0.364607680,0.357455286,0.364607681,0.357455286,0.364607681,0.357455286,0.364607681,0.357455286,0.364607680,0.357455286
AOI-0001,2019-07-20,0.403791039,s2,2019,new,12.000000000,0.453822596,0.375530071,0.422505586,0.375530071,0.422505586,0.375530072,0.422505586,0.375530072,0.422505586,0.375530072,0.422505586,0.375530071,0.422505586
AOI-0001,2019-07-30,0.257184664,s2,2019,new,13.000000000,0.420166308,0.400303145,0.412221043,0.400303145,0.412221043,0.400527232,0.412310678,0.400527232,0.412310678,0.400527232,0.412310678,0.454729363,0.433991530
AOI-0001,2019-08-29,0.240424673,s2,2019,new,9.000000000,0.232246648,0.222400984,0.228308382,0.222400984,0.228308382,0.223846718,0.228886676,0.223846718,0.228886676,0.223846718,0.228886676,0.225380600,0.229500229
AOI-0001,2019-09-28,0.196401179,s2,2019,new,inf,0.176585368,0.165983972,0.172344809,0.165983972,0.172344809,0.165983984,0.172344814,0.165983984,0.172344814,0.165983984,0.172344814,0.165983984,0.172344814
AOI-0001,2019-10-26,0.275445262,landsat,2019,new,9.000000000,0.304766633,0.323230677,0.312152251,0.323230677,0.312152251,0.323212507,0.312144983,0.323212507,0.312144983,0.323212507,0.312144983,0.323230677,0.312152251
AOI-0001,2020-04-10,0.543610797,s2,2020,new,9.000000000,0.544026758,0.532295522,0.539334264,0.532295522,0.539334264,0.532295974,0.539334445,0.532295974,0.539334445,0.532295974,0.539334445,0.532295522,0.539334264
AOI-0001,2020-04-22,0.711673743,modis,2020,new,9.000000000,0.683076531,0.599163759,0.649511422,0.599163759,0.649511422,0.617543456,0.656863301,0.617543456,0.656863301,0.617543456,0.656863301,0.600754695,0.650147797
AOI-0001,2020-06-06,0.836227323,landsat,2020,new,12.000000000,0.818578522,0.817073813,0.817976638,0.817073813,0.817976638,0.817074292,0.817976830,0.817074292,0.817976830,0.817074292,0.817976830,0.817073813,0.817976638
AOI-0001,2020-07-24,0.185781310,s2,2020,new,9.000000000,0.177645813,0.172072442,0.175416465,0.172072442,0.175416465,0.172526226,0.175597978,0.172526226,0.175597978,0.172526226,0.175597978,0.172798864,0.175707034
AOI-0001,2020-08-09,0.229620971,landsat,2020,new,9.000000000,0.220140985,0.217704088,0.219166226,0.217704088,0.219166226,0.217704088,0.219166226,0.217704088,0.219166226,0.217704088,0.219166226,0.217704088,0.219166226
AOI-0001,2020-08-13,0.233216853,s2,2020,new,12.000000000,0.207231080,0.215777450,0.210649628,0.215777450,0.210649628,0.215777451,0.210649628,0.215777451,0.210649628,0.215777451,0.210649628,0.215777450,0.210649628
AOI-0001,2020-08-28,0.353725147,modis,2020,new,9.000000000,0.334338198,0.343305941,0.337925295,0.343305941,0.337925295,0.343305055,0.337924941,0.343305055,0.337924941,0.343305055,0.337924941,0.343305941,0.337925295
AOI-0001,2021-06-14,0.416656409,s2,2021,new,13.000000000,0.440838197,0.386974140,0.419292574,0.386974140,0.419292574,0.386974140,0.419292574,0.386974140,0.419292574,0.386974140,0.419292574,0.386974140,0.419292574
AOI-0001,2021-06-26,0.650093893,modis,2021,new,9.000000000,0.617256862,0.513042325,0.575571047,0.513042325,0.575571047,0.559251095,0.594054555,0.559251095,0.594054555,0.559251095,0.594054555,0.524631716,0.580206804
AOI-0001,2021-07-14,0.675536778,s2,2021,new,9.000000000,0.665969071,0.665763004,0.665886644,0.665763004,0.665886644,0.665763004,0.665886644,0.665763004,0.665886644,0.665763004,0.665886644,0.665763004,0.665886644
AOI-0001,2021-07-19,0.677455353,s2,2021,new,9.000000000,0.650254828,0.660509310,0.654356621,0.660509310,0.654356621,0.660520589,0.654361132,0.660520589,0.654361132,0.660520589,0.654361132,0.660509310,0.654356621
AOI-0001,2021-07-29,0.621760655,s2,2021,new,9.000000000,0.624834010,0.636345831,0.629438738,0.636345831,0.629438738,0.636382408,0.629453369,0.636382408,0.629453369,0.636382408,0.629453369,0.637149990,0.629760402
AOI-0001,2021-08-18,0.618366631,s2,2021,new,12.000000000,0.406660795,0.474434833,0.433770410,0.474434833,0.433770410,0.474434833,0.433770410,0.474434833,0.433770410,0.474434833,0.433770410,0.474434833,0.433770410
AOI-0001,2021-09-30,0.283991574,modis,2021,new,12.000000000,0.267758894,0.320364150,0.288800997,0.320364150,0.288800997,0.317106917,0.287498103,0.317106917,0.287498103,0.317106917,0.287498103,0.315889820,0.287011264
AOI-0001,2021-10-02,0.250655274,s2,2021,new,9.000000000,0.184464754,0.184556505,0.184501455,0.184556505,0.184501455,0.184556506,0.184501455,0.184556506,0.184501455,0.184556506,0.184501455,0.184556505,0.184501455
AOI-0001,2022-05-25,0.797557642,modis,2022,new,9.000000000,0.754867693,0.786960794,0.767704933,0.786960794,0.767704933,0.785002132,0.766921469,0.785002132,0.766921469,0.785002132,0.766921469,0.785958364,0.767303962
AOI-0001,2022-05-26,0.755293172,landsat,2022,new,27.000000000,0.798829196,0.825723221,0.809586806,0.825723221,0.809586806,0.825723220,0.809586806,0.825723220,0.809586806,0.825723220,0.809586806,0.825723221,0.809586806
AOI-0001,2022-06-18,0.706144900,landsat,2022,new,27.000000000,0.677589390,0.680579125,0.678785284,0.680579125,0.678785284,0.680582036,0.678786449,0.680582036,0.678786449,0.680582036,0.678786449,0.681075892,0.678983991
AOI-0001,2022-06-19,0.696627067,s2,2022,new,9.000000000,0.658388311,0.673254148,0.664334646,0.673254148,0.664334646,0.673254123,0.664334636,0.673254123,0.664334636,0.673254123,0.664334636,0.673254148,0.664334646
AOI-0001,2022-07-09,0.334932270,s2,2022,new,9.000000000,0.338139609,0.348207902,0.342166926,0.348207902,0.342166926,0.348207903,0.342166926,0.348207903,0.342166926,0.348207903,0.342166926,0.348207902,0.342166926
AOI-0001,2022-08-06,0.341229286,landsat,2022,new,13.000000000,0.336964192,0.310758975,0.326482105,0.310758975,0.326482105,0.310968212,0.326565800,0.310968212,0.326565800,0.310968212,0.326565800,0.310758975,0.326482105
AOI-0001,2022-10-02,0.193714217,s2,2022,new,13.000000000,0.203638546,0.199650832,0.202043461,0.199650832,0.202043461,0.202109446,0.203026906,0.202109446,0.203026906,0.202109446,0.203026906,0.202716806,0.203269850
AOI-0001,2022-10-22,0.191111251,s2,2022,new,12.000000000,0.237074961,0.192588828,0.219280507,0.192588828,0.219280507,0.192588829,0.219280508,0.192588829,0.219280508,0.192588829,0.219280508,0.192588828,0.219280507
AOI-0001,2023-04-27,0.539404400,landsat,2023,new,12.000000000,0.563347488,0.611282600,0.582521533,0.611282600,0.582521533,0.612927295,0.583179411,0.612927295,0.583179411,0.612927295,0.583179411,0.611303738,0.582529988
AOI-0001,2023-06-10,0.803332169,modis,2023,new,9.000000000,0.812077885,0.798698222,0.806726020,0.798698222,0.806726020,0.798698222,0.806726020,0.798698222,0.806726020,0.798698222,0.806726020,0.798698222,0.806726020
AOI-0001,2023-06-24,0.666461717,s2,2023,new,12.000000000,0.745336097,0.711761065,0.731906084,0.711761065,0.731906084,0.713630941,0.732654035,0.713630941,0.732654035,0.713630941,0.732654035,0.711761065,0.731906084
AOI-0001,2023-07-14,0.203637719,s2,2023,new,9.000000000,0.270907420,0.218554866,0.249966399,0.218554866,0.249966399,0.218554868,0.249966399,0.218554868,0.249966399,0.218554868,0.249966399,0.218554866,0.249966399
AOI-0001,2023-07-24,0.173264998,s2,2023,new,inf,0.261093234,0.297623578,0.275705372,0.297623578,0.275705372,0.263789201,0.262171621,0.263789201,0.262171621,0.263789201,0.262171621,0.263789201,0.262171621
AOI-0001,2023-08-01,0.237469078,landsat,2023,new,9.000000000,0.273013669,0.270629150,0.272059861,0.270629150,0.272059861,0.270619595,0.272056040,0.270619595,0.272056040,0.270619595,0.272056040,0.270629150,0.272059861
AOI-0001,2023-09-02,0.213812093,s2,2023,new,12.000000000,0.228274272,0.202313101,0.217889804,0.202313101,0.217889804,0.202313105,0.217889806,0.202313105,0.217889806,0.202313105,0.217889806,0.202313101,0.217889804
AOI-0001,2023-09-19,0.276338557,landsat,2023,new,12.000000000,0.230298781,0.231538422,0.230794637,0.231538422,0.230794637,0.231544763,0.230797174,0.231544763,0.230797174,0.231544763,0.230797174,0.231538422,0.230794637
AOI-0001,2024-04-09,0.703390157,s2,2024,new,13.000000000,0.642617861,0.646993177,0.644367988,0.646993177,0.644367988,0.646993178,0.644367988,0.646993178,0.644367988,0.646993178,0.644367988,0.646993177,0.644367988
AOI-0001,2024-05-08,0.869160941,modis,2024,new,12.000000000,0.781320382,0.783120337,0.782040364,0.783120337,0.782040364,0.783119562,0.782040054,0.783119562,0.782040054,0.783119562,0.782040054,0.782920419,0.781960397
AOI-0001,2024-08-11,0.234949350,landsat,2024,new,27.000000000,0.220313485,0.251257620,0.232691139,0.251257620,0.232691139,0.249992936,0.232185265,0.249992936,0.232185265,0.249992936,0.232185265,0.187093872,0.207025640
AOI-0001,2024-08-12,0.156739135,s2,2024,new,12.000000000,0.226068962,0.186082978,0.210074568,0.186082978,0.210074568,0.186743054,0.210338599,0.186743054,0.210338599,0.186743054,0.210338599,0.234807048,0.229564197
AOI-0001,2024-08-22,0.150492171,s2,2024,new,9.000000000,0.167200502,0.161466488,0.164906896,0.161466488,0.164906896,0.161470634,0.164908555,0.161470634,0.164908555,0.161470634,0.164908555,0.161689763,0.164996206
AOI-0001,2024-09-28,0.198125204,landsat,2024,new,12.000000000,0.162165596,0.149875486,0.157249552,0.149875486,0.157249552,0.150699144,0.157579015,0.150699144,0.157579015,0.150699144,0.157579015,0.149931901,0.157272118
AOI-0001,2025-04-07,0.365261888,modis,2025,new,2.000000000,0.438116642,0.472628496,0.451921384,0.472628496,0.451921384,0.472625476,0.451920176,0.472625476,0.451920176,0.472628496,0.451921384,0.472628496,0.451921384
AOI-0001,2025-04-17,0.331291943,landsat,2025,new,1.000000000,0.321390960,0.324712238,0.322719471,0.324712238,0.322719471,0.324712238,0.322719471,0.324712238,0.322719471,0.324712238,0.322719471,0.324712238,0.322719471
AOI-0001,2025-06-10,0.486471053,s2,2025,new,1.000000000,0.544873160,0.511979462,0.531715681,0.511979462,0.531715681,0.511979462,0.531715681,0.511979462,0.531715681,0.511979462,0.531715681,0.541460817,0.543508223
AOI-0001,2025-08-06,0.345553736,landsat,2025,new,2.000000000,0.304489451,0.303826388,0.304224226,0.303826388,0.304224226,0.305194757,0.304771573,0.305194757,0.304771573,0.303826388,0.304224226,0.305005820,0.304695998
AOI-0001,2025-08-14,0.296473697,landsat,2025,new,3.000000000,0.245300435,0.229545751,0.238998561,0.285473902,0.261369822,0.230743418,0.239477628,0.230743418,0.239477628,0.230743418,0.239477628,0.242988422,0.244375630
AOI-0001,2025-09-07,0.269992431,landsat,2025,new,1.000000000,0.237406466,0.234228071,0.236135108,0.234228071,0.236135108,0.234228071,0.236135108,0.234228071,0.236135108,0.234228071,0.236135108,0.234228071,0.236135108
AOI-0001,2025-09-21,0.191047551,s2,2025,new,1.000000000,0.201035743,0.202295976,0.201539836,0.202295976,0.201539836,0.202295976,0.201539836,0.202295976,0.201539836,0.202295976,0.201539836,0.202295976,0.201539836
AOI-0002,2025-04-01,0.414078359,s2,2025,shared,1.000000000,0.575860482,0.634921627,0.599484940,0.634921627,0.599484940,0.634921627,0.599484940,0.634921627,0.599484940,0.634921627,0.599484940,0.634921627,0.599484940
AOI-0002,2025-04-07,0.748360525,modis,2025,shared,1.000000000,0.782406629,0.784071249,0.783072477,0.784071249,0.783072477,0.784071249,0.783072477,0.784071249,0.783072477,0.784071249,0.783072477,0.784071249,0.783072477
AOI-0002,2025-06-08,0.411739699,s2,2025,shared,1.000000000,0.499668214,0.455009745,0.481804826,0.455009745,0.481804826,0.455009745,0.481804826,0.455009745,0.481804826,0.455009745,0.481804826,0.455009745,0.481804826
AOI-0002,2025-07-12,0.381102291,modis,2025,shared,1.000000000,0.316145228,0.336043407,0.324104499,0.336043407,0.324104499,0.336043407,0.324104499,0.336043407,0.324104499,0.336043407,0.324104499,0.335995051,0.324085157
AOI-0002,2025-07-21,0.283664363,landsat,2025,shared,1.000000000,0.262804730,0.262511523,0.262687447,0.262511523,0.262687447,0.262511523,0.262687447,0.262511523,0.262687447,0.262511523,0.262687447,0.262511523,0.262687447
AOI-0002,2025-08-06,0.237322813,landsat,2025,shared,1.000000000,0.189357050,0.172009837,0.182418165,0.172009837,0.182418165,0.172009837,0.182418165,0.172009837,0.182418165,0.197298955,0.192533812,0.173909211,0.183177914
AOI-0002,2025-09-14,0.272000095,modis,2025,shared,1.000000000,0.264093125,0.259737037,0.262350690,0.259737037,0.262350690,0.259737037,0.262350690,0.259737037,0.262350690,0.259737037,0.262350690,0.259737037,0.262350690
AOI-0003,2025-04-17,0.779998491,landsat,2025,shared,1.000000000,0.808322442,0.839271755,0.820702167,0.839271755,0.820702167,0.839271755,0.820702167,0.839271755,0.820702167,0.839271755,0.820702167,0.839271755,0.820702167
AOI-0003,2025-06-07,0.703271869,s2,2025,shared,4.000000000,0.694283336,0.698335749,0.695904301,0.698335749,0.695904301,0.698335749,0.695904301,0.698335749,0.695904301,0.698335749,0.695904301,0.698335749,0.695904301
AOI-0003,2025-06-26,0.301373321,modis,2025,shared,2.000000000,0.338890687,0.324190141,0.333010469,0.324190141,0.333010469,0.324190141,0.333010469,0.324190141,0.333010469,0.324190141,0.333010469,0.324190141,0.333010469
AOI-0003,2025-07-05,0.173645097,s2,2025,shared,1.000000000,0.190808554,0.174916551,0.184451753,0.245173187,0.212554407,0.245173187,0.212554407,0.245173187,0.212554407,0.245173187,0.212554407,0.175990069,0.184881160
AOI-0003,2025-07-06,0.285000535,landsat,2025,shared,8.000000000,0.234588128,0.239616185,0.236599351,0.239616185,0.236599351,0.239615016,0.236598883,0.239615016,0.236598883,0.239615016,0.236598883,0.239616185,0.236599351
AOI-0003,2025-07-08,0.176036192,s2,2025,shared,1.000000000,0.181335712,0.172301631,0.177722080,0.172301631,0.177722080,0.172301631,0.177722080,0.172301631,0.177722080,0.172301631,0.177722080,0.172364558,0.177747251
AOI-0003,2025-07-28,0.161390852,s2,2025,shared,1.000000000,0.192073041,0.155193635,0.177321279,0.155193635,0.177321279,0.155193635,0.177321279,0.155193635,0.177321279,0.155193635,0.177321279,0.155871208,0.177592308
AOI-0003,2025-08-27,0.179766589,s2,2025,shared,1.000000000,0.171551808,0.170114576,0.170976915,0.170114576,0.170976915,0.170114576,0.170976915,0.170114576,0.170976915,0.170114576,0.170976915,0.170114576,0.170976915
AOI-0003,2025-09-05,0.155682871,s2,2025,shared,8.000000000,0.172071206,0.159385132,0.166996776,0.159385132,0.166996776,0.159385138,0.166996779,0.159385138,0.166996779,0.159385138,0.166996779,0.159385132,0.166996776
AOI-0003,2025-09-25,0.215557507,s2,2025,shared,4.000000000,0.216393052,0.214341136,0.215572286,0.214341136,0.215572286,0.214359146,0.215579490,0.214359146,0.215579490,0.214359146,0.215579490,0.214341136,0.215572286
AOI-0003,2025-10-16,0.277330643,s2,2025,shared,1.000000000,0.310715236,0.265200460,0.292509326,0.265200460,0.292509326,0.265200460,0.292509326,0.265200460,0.292509326,0.265200460,0.292509326,0.265844695,0.292767020
AOI-0004,2025-04-01,0.272464443,s2,2025,shared,1.000000000,0.428172458,0.367647867,0.403962622,0.367647867,0.403962622,0.367647867,0.403962622,0.367647867,0.403962622,0.367647867,0.403962622,0.367647867,0.403962622
AOI-0004,2025-06-11,0.634821551,landsat,2025,shared,1.000000000,0.663720014,0.683331001,0.671564409,0.683331001,0.671564409,0.683331001,0.671564409,0.683331001,0.671564409,0.683331001,0.671564409,0.683331001,0.671564409
AOI-0004,2025-06-26,0.643680790,modis,2025,shared,1.000000000,0.624036673,0.633881066,0.627974430,0.633881066,0.627974430,0.633881066,0.627974430,0.633881066,0.627974430,0.633881066,0.627974430,0.633881066,0.627974430
AOI-0004,2025-07-28,0.457048500,s2,2025,shared,2.000000000,0.442192714,0.438389834,0.440671562,0.438389834,0.440671562,0.438812896,0.440840787,0.438812896,0.440840787,0.438389834,0.440671562,0.438462681,0.440700701
AOI-0004,2025-08-07,0.388208454,s2,2025,shared,1.000000000,0.398034000,0.388908438,0.394383775,0.388908438,0.394383775,0.388908438,0.394383775,0.388908438,0.394383775,0.388908438,0.394383775,0.388908438,0.394383775
AOI-0004,2025-08-17,0.380859524,s2,2025,shared,1.000000000,0.373816070,0.375600359,0.374529785,0.375600359,0.374529785,0.375600359,0.374529785,0.375600359,0.374529785,0.375600359,0.374529785,0.375665661,0.374555906
AOI-0004,2025-09-21,0.321574946,s2,2025,shared,1.000000000,0.321591703,0.291214503,0.309440823,0.291214503,0.309440823,0.291214503,0.309440823,0.291214503,0.309440823,0.291214503,0.309440823,0.291214503,0.309440823
AOI-0005,2025-04-16,0.578843947,landsat,2025,new,1.000000000,0.581613336,0.594910260,0.586932106,0.601183496,0.589441400,0.601183496,0.589441400,0.601183496,0.589441400,0.595279274,0.587079711,0.595093809,0.587005525
AOI-0005,2025-04-17,0.562327902,landsat,2025,new,1.000000000,0.602499655,0.609815318,0.605425921,0.609815318,0.605425921,0.609815318,0.605425921,0.609815318,0.605425921,0.609815318,0.605425921,0.609815318,0.605425921
