anon_polygon_id,date,hgb,lag,baseline,peer,shock,state,shock_n,state_n,canon,correction,primary_ndvi_pred
AOI-0001,2021-07-02,0.62623798,0.61466463,0.62392331,0.60711404,0.00552650,-0.00112798,8,8,False,0.00088537,0.60799941
AOI-0001,2021-07-24,0.64808312,0.63350949,0.64516839,0.64755328,0.01462145,-0.00613664,10,8,False,0.00250005,0.65005333
AOI-0001,2021-09-17,0.24364026,0.22930701,0.24077361,0.24886681,-0.00423643,-0.00608062,8,8,False,-0.00033143,0.24853538
AOI-0001,2022-04-25,0.61176838,0.58886028,0.60718676,0.61703385,-0.00638472,-0.00298164,14,8,False,-0.00080863,0.61622522
AOI-0001,2022-06-03,0.80410168,0.77647473,0.79857629,0.79794341,-0.00074445,0.01990529,8,8,False,-0.00110693,0.79683648
AOI-0001,2022-09-02,0.23342867,0.20812668,0.22836828,0.23290161,-0.00411332,-0.01062297,11,8,False,-0.00008585,0.23281576
AOI-0001,2022-09-30,0.28226864,0.28637808,0.28309053,0.28565242,0.03333934,-0.04544520,15,8,True,0.00000000,0.28565242
AOI-0001,2022-10-01,0.24268608,0.20569648,0.23528816,0.24181617,0.03509862,-0.04447277,8,8,False,0.00748843,0.24930460
AOI-0001,2022-10-17,0.22856395,0.22596824,0.22804481,0.23305332,-0.00953974,-0.03435940,12,8,False,0.00028701,0.23334033
AOI-0001,2023-05-25,0.80369151,0.84080897,0.81111500,0.80440062,0.00000000,0.00890724,17,8,True,0.00000000,0.80440062
AOI-0001,2023-06-23,0.79186244,0.73826210,0.78114237,0.77357472,-0.00437157,-0.03588706,17,8,False,0.00113862,0.77471334
AOI-0001,2023-07-15,0.27141762,0.29044373,0.27522285,0.27522285,-0.02767084,-0.03114931,6,8,False,-0.00259316,0.27262969
AOI-0001,2023-07-29,0.18917073,0.18256093,0.18784877,0.20403667,-0.00246629,0.00283683,6,8,False,-0.00051179,0.20352488
AOI-0001,2023-08-03,0.19491140,0.19693920,0.19531696,0.19531696,-0.00629088,-0.00901428,6,8,False,-0.00049292,0.19482404
AOI-0001,2023-08-08,0.22859428,0.19397665,0.22167076,0.22554875,-0.08428694,-0.00384203,13,8,False,-0.01245094,0.21309781
AOI-0001,2023-08-13,0.27474548,0.23203062,0.26620251,0.26220765,0.00678008,-0.00850514,16,8,True,0.00000000,0.26220765
AOI-0001,2023-08-17,0.27099345,0.25200572,0.26719590,0.26821279,0.01719114,-0.00149070,8,8,False,0.00265321,0.27086600
AOI-0001,2023-08-28,0.22592998,0.23438465,0.22762092,0.22727991,-0.00719767,0.01030668,13,8,False,-0.00159498,0.22568493
AOI-0001,2023-08-29,0.30315909,0.31350210,0.30522769,0.30694064,0.04297086,0.01071209,17,8,True,0.00000000,0.30694064
AOI-0001,2023-09-12,0.22981295,0.24209407,0.23226917,0.23218029,0.00096948,0.02015262,14,8,False,-0.00086221,0.23131808
AOI-0001,2024-04-06,0.71674077,0.67464426,0.70832147,0.70359737,0.00000000,-0.03055542,16,8,True,0.00000000,0.70359737
AOI-0001,2024-05-24,0.76085021,0.75681858,0.76004389,0.75485686,0.01278292,0.00062455,15,8,True,0.00000000,0.75485686
AOI-0001,2024-06-01,0.75456550,0.72000964,0.74765433,0.74097513,0.00044055,0.00010904,6,8,False,0.00006063,0.74103576
AOI-0001,2024-06-03,0.72535244,0.67474178,0.71523031,0.70318211,-0.00247868,0.00381668,8,8,False,-0.00056264,0.70261947
AOI-0001,2024-06-09,0.58219396,0.55407496,0.57657016,0.56327658,0.07733220,-0.00693108,16,8,True,0.00000000,0.56327658
AOI-0001,2024-06-13,0.53081327,0.53271830,0.53119428,0.51373626,0.00000000,-0.00113716,7,8,False,0.00005686,0.51379312
AOI-0001,2024-06-17,0.49337495,0.52128039,0.49895604,0.48345008,0.01888598,-0.00118771,12,8,False,0.00289228,0.48634236
AOI-0001,2024-06-23,0.34127110,0.41097015,0.35521091,0.34395721,-0.01381493,-0.00302484,7,8,False,-0.00192100,0.34203621
AOI-0001,2024-06-25,0.37838230,0.39609759,0.38192536,0.37150781,0.00933595,-0.00309250,18,8,True,0.00000000,0.37150781
AOI-0001,2024-07-03,0.30855638,0.31246343,0.30933779,0.29881063,-0.00015334,-0.00295416,14,8,False,0.00012471,0.29893534
AOI-0001,2024-09-11,0.16226434,0.16314756,0.16244098,0.16304570,-0.01013525,-0.00388074,7,8,False,-0.00132625,0.16171945
AOI-0001,2024-09-13,0.19979674,0.19725529,0.19928845,0.19808798,0.00101875,-0.00042862,15,8,True,0.00000000,0.19808798
AOI-0001,2024-09-16,0.16382656,0.16159326,0.16337990,0.16624518,-0.00698255,-0.00329426,10,8,False,-0.00088267,0.16536251
AOI-0001,2024-09-29,0.20161081,0.22415707,0.20612007,0.20869322,0.04599075,0.00060188,13,8,True,0.00000000,0.20869322
AOI-0001,2025-04-23,0.48498251,0.42472986,0.47293198,0.46647969,0.01813347,0.00951569,60,8,True,0.00000000,0.46647969
AOI-0001,2025-05-03,0.37166732,0.38413386,0.37416063,0.37037700,0.01128228,0.00081515,24,8,False,0.00165158,0.37202858
AOI-0001,2025-06-03,0.41598117,0.48865298,0.43051554,0.43276382,-0.00003268,-0.02522173,42,8,False,0.00125618,0.43402000
AOI-0001,2025-06-27,0.65887869,0.60106746,0.64731644,0.63665749,0.02904008,-0.01055532,54,8,False,0.00488378,0.64154127
AOI-0001,2025-07-05,0.58420227,0.57897266,0.58315635,0.57521454,-0.00118909,-0.00279189,50,8,False,-0.00003877,0.57517577
AOI-0001,2025-07-12,0.48216455,0.47743080,0.48121780,0.47624987,0.06347953,0.00436578,67,8,True,0.00000000,0.47624987
AOI-0001,2025-07-13,0.48796161,0.48530109,0.48742950,0.48328300,0.00053227,0.00477977,47,8,False,-0.00015915,0.48312385
AOI-0001,2025-07-23,0.40767601,0.40944493,0.40802980,0.40448864,-0.00741115,-0.01351425,51,8,False,-0.00043596,0.40405268
AOI-0001,2025-07-28,0.37234218,0.36303782,0.37048131,0.36632765,0.02596977,0.01408167,69,8,True,0.00000000,0.36632765
AOI-0001,2025-07-29,0.38808085,0.38661571,0.38778783,0.37654031,0.05129797,0.01420725,29,8,False,0.00698433,0.38352464
AOI-0001,2025-08-02,0.32437541,0.32466996,0.32443432,0.31753919,-0.01551968,0.03100076,42,8,False,-0.00387799,0.31366120
AOI-0001,2025-10-28,0.23936629,0.12080742,0.21565451,0.22865045,0.00877973,-0.00210870,16,8,False,0.00142239,0.23007284
AOI-0002,2025-05-03,0.85359670,0.84971539,0.85282044,0.85098777,0.01128228,0.00678958,24,8,False,0.00135286,0.85234063
AOI-0002,2025-06-03,0.59083406,0.58658284,0.58998382,0.59247355,-0.00003268,0.01483374,42,8,False,-0.00074659,0.59172696
AOI-0002,2025-06-26,0.41207775,0.39325838,0.40831387,0.40882545,0.06903863,0.02578331,65,8,True,0.00000000,0.40882545
AOI-0002,2025-07-29,0.25321921,0.24713439,0.25200225,0.25268964,0.05129797,0.00130320,29,8,False,0.00762954,0.26031918
AOI-0002,2025-08-02,0.16354688,0.19023762,0.16888503,0.16951758,-0.01551968,0.00667900,42,8,False,-0.00266190,0.16685568
AOI-0002,2025-08-13,0.24074365,0.28011899,0.24861872,0.24911880,0.06268806,0.00383304,69,8,True,0.00000000,0.24911880
AOI-0002,2025-08-19,0.15293272,0.17109612,0.15656540,0.15844898,-0.00985437,0.00723178,65,8,False,-0.00183974,0.15660924
AOI-0003,2025-04-01,0.54013081,0.59494640,0.55109392,0.55381441,0.00000000,0.01377918,36,8,False,-0.00068896,0.55312545
AOI-0003,2025-04-18,0.83824337,0.79397586,0.82938987,0.82419069,-0.00852308,0.01686277,43,8,False,-0.00212160,0.82206909
AOI-0003,2025-04-19,0.85834434,0.80669197,0.84801386,0.84127822,0.01598667,0.01652623,56,8,False,0.00157169,0.84284991
AOI-0003,2025-05-06,0.83454704,0.79956428,0.82755049,0.83024128,-0.01158598,-0.00200540,42,8,False,-0.00163763,0.82860365
AOI-0003,2025-06-04,0.76728062,0.74690775,0.76320604,0.76235286,0.00498980,-0.01424874,46,8,False,0.00146091,0.76381377
AOI-0003,2025-06-13,0.57765479,0.62607007,0.58733784,0.56826113,0.00007443,0.00158823,40,8,False,-0.00006825,0.56819288
AOI-0003,2025-07-07,0.19083606,0.19098487,0.19086582,0.19305740,-0.02634257,0.01416030,37,8,False,-0.00465940,0.18839800
AOI-0003,2025-07-13,0.16570843,0.19188078,0.17094290,0.17240220,0.00053227,0.02700535,47,8,False,-0.00127043,0.17113177
AOI-0003,2025-07-15,0.16787209,0.18289943,0.17087755,0.17143517,-0.00249133,0.02987633,38,8,False,-0.00186752,0.16956765
AOI-0003,2025-08-04,0.17834818,0.17681710,0.17804197,0.17071995,-0.04544233,-0.00074136,11,8,False,-0.00677928,0.16394067
AOI-0003,2025-08-07,0.17947369,0.19815156,0.18320927,0.18242570,-0.01166672,0.02061449,52,8,False,-0.00278073,0.17964497
AOI-0003,2025-08-14,0.18451791,0.19927970,0.18747027,0.19307437,0.00000000,0.01709308,46,8,False,-0.00085465,0.19221972
AOI-0003,2025-08-22,0.15917397,0.16741548,0.16082227,0.16313185,-0.00994513,0.01184164,48,8,False,-0.00208385,0.16104800
AOI-0003,2025-08-23,0.20617507,0.20122696,0.20518545,0.20815058,0.03258077,0.00598824,43,8,False,0.00458770,0.21273828
AOI-0004,2025-04-23,0.64952102,0.64552428,0.64872167,0.65589530,0.01813347,0.00283220,60,8,True,0.00000000,0.65589530
AOI-0004,2025-05-04,0.62213560,0.63253978,0.62421643,0.63353002,0.00731763,0.00298665,60,8,False,0.00094831,0.63447833
AOI-0004,2025-05-24,0.66842967,0.63911103,0.66256594,0.65974854,0.00000000,-0.00397072,50,8,False,0.00019854,0.65994708
AOI-0004,2025-05-25,0.68716590,0.72026771,0.69378626,0.68961251,0.04911856,-0.00406157,64,8,True,0.00000000,0.68961251
AOI-0004,2025-06-30,0.61685585,0.60479420,0.61444352,0.61817493,0.00000000,-0.01130906,39,8,False,0.00056545,0.61874038
AOI-0004,2025-07-12,0.50210271,0.51276139,0.50423444,0.50537523,0.06347953,-0.01672642,67,8,True,0.00000000,0.50537523
AOI-0004,2025-07-23,0.47758726,0.45919028,0.47390786,0.46874562,-0.00741115,0.00602696,51,8,False,-0.00141302,0.46733260
AOI-0004,2025-08-02,0.42486229,0.41634172,0.42315818,0.42070526,-0.01551968,0.00137207,42,8,False,-0.00239655,0.41830871
AOI-0004,2025-09-14,0.38887127,0.36824142,0.38474530,0.38577174,0.05483990,-0.01077460,63,8,True,0.00000000,0.38577174
AOI-0004,2025-09-23,0.36609369,0.33109748,0.35909445,0.36146584,-0.00020035,-0.00804302,63,8,False,0.00037210,0.36183794
AOI-0005,2025-05-01,0.66249696,0.60824302,0.65164617,0.64750585,-0.00302657,-0.00738877,68,8,False,-0.00008455,0.64742130
AOI-0005,2025-05-03,0.65329451,0.65043970,0.65272355,0.65433764,0.01128228,-0.00776938,24,8,False,0.00208081,0.65641845
AOI-0005,2025-05-14,0.57435004,0.57747441,0.57497491,0.58454692,-0.00085470,0.03234676,34,8,False,-0.00174554,0.58280138
AOI-0005,2025-06-11,0.62739649,0.61710132,0.62533746,0.61754489,0.01085835,0.02444471,36,8,False,0.00040652,0.61795141
AOI-0005,2025-07-21,0.41695229,0.40642492,0.41484682,0.41589218,0.03665540,0.00594652,33,8,False,0.00520098,0.42109316
AOI-0005,2025-08-17,0.32635103,0.33512428,0.32810568,0.32697858,-0.00008883,0.02226136,54,8,False,-0.00112639,0.32585219
AOI-0005,2025-09-01,0.24170029,0.27169330,0.24769889,0.25149877,-0.00663205,-0.00991659,67,8,False,-0.00049898,0.25099979
AOI-0006,2025-04-01,0.20170417,0.19371842,0.20010702,0.20304168,0.00000000,0.00900668,36,8,False,-0.00045033,0.20259135
AOI-0006,2025-05-09,0.33535329,0.49371310,0.36702526,0.35844402,0.03885863,0.00890136,67,8,True,0.00000000,0.35844402
AOI-0006,2025-05-25,0.54933167,0.63879952,0.56722524,0.55668030,0.04911856,0.00380798,64,8,True,0.00000000,0.55668030
AOI-0006,2025-07-28,0.42038088,0.39619129,0.41554296,0.41076545,0.02596977,0.02877016,69,8,True,0.00000000,0.41076545
AOI-0006,2025-08-09,0.30649537,0.51161274,0.34751884,0.33649787,-0.02266645,0.04188531,45,8,False,-0.00549423,0.33100364
AOI-0006,2025-08-22,0.30865942,0.37906493,0.32274053,0.31732817,-0.00994513,0.04771429,48,8,False,-0.00387748,0.31345069
AOI-0006,2025-08-30,0.25780085,0.26715535,0.25967175,0.26102488,0.03410470,0.05040984,34,8,False,0.00259521,0.26362009
AOI-0006,2025-09-07,0.22699270,0.21238050,0.22407026,0.22873027,0.04209997,0.01229254,29,8,False,0.00570037,0.23443064
AOI-0006,2025-10-28,0.24734754,0.11889602,0.22165724,0.24560439,0.00877973,-0.00376266,16,8,False,0.00150509,0.24710948
AOI-0007,2025-04-01,0.20708524,0.39932976,0.24553415,0.24594173,0.00000000,-0.00152409,36,8,False,0.00007620,0.24601793
AOI-0007,2025-04-18,0.28091443,0.26030998,0.27679354,0.28497405,-0.00852308,-0.00725667,43,8,False,-0.00091563,0.28405842
AOI-0007,2025-04-29,0.41317629,0.38076912,0.40669486,0.41329780,0.00198102,-0.00038918,35,8,False,0.00031661,0.41361441
AOI-0007,2025-05-01,0.41422448,0.41323600,0.41402679,0.42793387,-0.00302657,0.00015554,68,8,False,-0.00046176,0.42747211
AOI-0007,2025-06-26,0.33141342,0.33656214,0.33244316,0.32425999,0.06903863,-0.04139262,65,8,True,0.00000000,0.32425999
AOI-0007,2025-07-28,0.15549487,0.15604639,0.15560517,0.15732291,0.02596977,-0.00570294,69,8,True,0.00000000,0.15732291
AOI-0007,2025-08-13,0.22506720,0.26368055,0.23278987,0.23498664,0.06268806,0.00663833,69,8,True,0.00000000,0.23498664
AOI-0007,2025-08-14,0.15478124,0.16542376,0.15690974,0.15365479,0.00000000,0.00675753,46,8,False,-0.00033788,0.15331691
AOI-0007,2025-08-16,0.15750067,0.15119856,0.15624025,0.15518713,-0.00719055,0.00959939,42,8,False,-0.00155855,0.15362858
AOI-0007,2025-09-11,0.16177980,0.15739046,0.16090193,0.15453324,0.00000000,0.00879737,34,8,False,-0.00043987,0.15409337
AOI-0007,2025-09-26,0.18152200,0.17095904,0.17940940,0.17947916,0.00020035,-0.00141221,55,8,False,0.00010066,0.17957982
AOI-0008,2025-04-17,0.85259664,0.77108908,0.83629513,0.82692705,0.00000000,-0.07010339,41,8,False,0.00350517,0.83043222
AOI-0008,2025-04-24,0.83833946,0.82864978,0.83640152,0.83491281,-0.03100570,-0.04987214,33,8,False,-0.00215725,0.83275556
AOI-0008,2025-05-19,0.87559358,0.85830186,0.87213524,0.87028905,0.00754363,-0.00198992,22,8,False,0.00123104,0.87152009
AOI-0008,2025-07-08,0.20254438,0.20647073,0.20332965,0.20542788,-0.01565705,0.01786577,60,8,False,-0.00324185,0.20218603
AOI-0008,2025-07-15,0.18421440,0.18885074,0.18514167,0.18201804,-0.00249133,0.01920713,38,8,False,-0.00133406,0.18068398
AOI-0008,2025-07-17,0.18423980,0.18650826,0.18469349,0.18051919,-0.01726271,0.02177743,31,8,False,-0.00367828,0.17684091
AOI-0008,2025-08-13,0.23284890,0.26688628,0.23965638,0.24288440,0.06268806,0.00775482,69,8,True,0.00000000,0.24288440
AOI-0008,2025-09-01,0.13229261,0.16355380,0.13854485,0.14250613,-0.00663205,0.01130171,67,8,False,-0.00155989,0.14094624
AOI-0008,2025-09-30,0.24651062,0.27876105,0.25296071,0.25521265,0.03748496,0.00535594,62,8,True,0.00000000,0.25521265
AOI-0008,2025-10-16,0.24197681,0.23333119,0.24024769,0.24054763,0.00879559,0.00452394,67,8,True,0.00000000,0.24054763
AOI-0009,2025-04-01,0.48838478,0.60725611,0.51215904,0.51024604,0.00000000,-0.03806069,36,8,False,0.00190303,0.51214907
AOI-0009,2025-04-23,0.81116972,0.81242131,0.81142003,0.81557219,0.01813347,-0.03074258,60,8,True,0.00000000,0.81557219
AOI-0009,2025-05-04,0.86061135,0.84059611,0.85660831,0.85286979,0.00731763,-0.00434934,60,8,False,0.00131511,0.85418490
