anon_polygon_id,date,local_feature
AOI-0002,2025-08-19,-0.0116948471
AOI-0003,2025-04-01,0.0000000000
AOI-0003,2025-04-18,
AOI-0003,2025-04-19,0.0044257560
AOI-0003,2025-05-06,0.0434704641
AOI-0003,2025-06-04,0.0038114400
AOI-0003,2025-06-13,-0.0414197789
AOI-0003,2025-07-07,0.0113492469
AOI-0003,2025-07-13,0.0048286030
AOI-0003,2025-07-15,0.0000000000
AOI-0003,2025-08-04,
AOI-0003,2025-08-07,-0.0162704732
AOI-0003,2025-08-14,0.2078783453
AOI-0003,2025-08-22,-0.0085245305
AOI-0003,2025-08-23,0.0518625229
AOI-0004,2025-04-23,0.0215583787
AOI-0004,2025-05-04,-0.0126911037
AOI-0004,2025-05-24,0.0600820806
AOI-0004,2025-05-25,0.0525992548
AOI-0004,2025-06-30,-0.0241366442
AOI-0004,2025-07-12,0.1005430057
AOI-0004,2025-07-23,-0.0165956187
AOI-0004,2025-08-02,-0.0601706206
AOI-0004,2025-09-14,0.0587329318
AOI-0004,2025-09-23,0.0058516482
AOI-0005,2025-05-01,0.0013115606
AOI-0005,2025-05-03,0.0106586588
AOI-0005,2025-05-14,0.0122615887
AOI-0005,2025-06-11,0.0164587119
AOI-0005,2025-07-21,0.0779689530
AOI-0005,2025-08-17,0.0006256450
AOI-0005,2025-09-01,-0.0109891838
AOI-0006,2025-04-01,0.0000000000
AOI-0006,2025-05-09,-0.0306200497
AOI-0006,2025-05-25,0.0752719028
AOI-0006,2025-07-28,0.0128903562
AOI-0006,2025-08-09,-0.0225088016
AOI-0006,2025-08-22,-0.0045643261
AOI-0006,2025-08-30,0.0380495245
AOI-0006,2025-09-07,0.0458686521
AOI-0006,2025-10-28,-0.0057191922
AOI-0007,2025-04-01,0.0000000000
AOI-0007,2025-04-18,0.0140896207
AOI-0007,2025-04-29,0.0233853230
AOI-0007,2025-05-01,-0.0033840356
AOI-0007,2025-06-26,0.0983451802
AOI-0007,2025-07-28,0.0097414435
AOI-0007,2025-08-13,0.0524041992
AOI-0007,2025-08-14,0.1490952844
AOI-0007,2025-08-16,-0.0008294725
AOI-0007,2025-09-11,-0.0761497758
AOI-0007,2025-09-26,0.0008805117
AOI-0008,2025-04-17,0.0022644387
AOI-0008,2025-04-24,-0.0871278319
AOI-0008,2025-05-19,0.0244162414
AOI-0008,2025-07-08,-0.0277330503
AOI-0008,2025-07-15,-0.0112691146
AOI-0008,2025-07-17,-0.0125726729
AOI-0008,2025-08-13,0.0583115587
AOI-0008,2025-09-01,-0.0156267010
AOI-0008,2025-09-30,0.0475469989
AOI-0008,2025-10-16,0.0014421944
AOI-0009,2025-04-01,0.0000000000
AOI-0009,2025-04-23,0.0570760219
AOI-0009,2025-05-04,-0.0023481254
AOI-0009,2025-06-30,-0.0397934323
AOI-0009,2025-07-05,0.0180980090
AOI-0009,2025-07-10,-0.0382917840
AOI-0009,2025-07-25,0.0112566173
AOI-0009,2025-08-12,0.0115533919
AOI-0009,2025-08-17,-0.0023823342
AOI-0009,2025-08-22,-0.0007487862
AOI-0009,2025-08-24,-0.0303674532
AOI-0009,2025-09-14,0.0442103659
AOI-0009,2025-09-16,0.0042879020
AOI-0009,2025-09-25,-0.0285517440
AOI-0009,2025-10-03,-0.0116713837
AOI-0010,2010-06-19,-0.0840355168
AOI-0010,2010-08-06,-0.0888805027
AOI-0010,2010-08-22,-0.0624048694
AOI-0010,2011-06-14,0.0021313347
AOI-0010,2011-07-12,0.0411000744
AOI-0010,2011-08-09,-0.0473360048
AOI-0010,2011-08-13,0.0555903667
AOI-0010,2011-09-10,-0.0098637460
AOI-0010,2012-04-13,-0.0236424340
AOI-0010,2012-08-03,-0.0189038282
AOI-0010,2013-04-16,-0.0417615889
AOI-0010,2013-05-25,0.0581352284
AOI-0010,2013-06-26,0.0005550737
AOI-0010,2013-07-12,-0.0011901083
AOI-0010,2014-05-29,0.0805066419
AOI-0010,2014-06-06,-0.0338573368
AOI-0010,2014-06-10,0.0531439694
AOI-0010,2014-08-29,0.0122678950
AOI-0010,2014-09-30,0.0235857032
AOI-0010,2015-04-07,0.0036129778
AOI-0010,2015-04-14,-0.0284417514
AOI-0010,2015-05-25,-0.0051594839
AOI-0010,2015-10-07,-0.0177920324
AOI-0010,2016-07-27,0.0063520608
AOI-0010,2016-08-12,0.0541094584
AOI-0010,2016-09-13,0.0439210040
AOI-0010,2017-04-03,0.0091704470
AOI-0010,2017-04-07,0.0438008936
AOI-0010,2017-08-01,0.0324483206
AOI-0010,2017-08-04,-0.0007652777
AOI-0010,2017-08-13,0.0783289362
AOI-0010,2017-08-29,-0.0226803642
AOI-0010,2018-05-16,0.0085295608
AOI-0010,2018-07-28,0.0267635741
AOI-0010,2018-08-28,0.0020267629
AOI-0010,2018-09-14,0.0283135297
AOI-0010,2019-04-06,-0.0433931585
AOI-0010,2019-04-28,-0.0060434784
AOI-0010,2019-05-19,-0.0099445433
AOI-0010,2019-06-20,-0.0541476441
AOI-0010,2019-06-26,0.0577987569
AOI-0010,2019-06-27,0.0152263978
AOI-0010,2019-07-20,-0.0224064726
AOI-0010,2019-08-13,0.0591134475
AOI-0010,2019-08-19,0.0051165456
AOI-0010,2019-08-21,-0.0040636733
AOI-0010,2019-09-23,-0.1374982321
AOI-0010,2020-06-06,-0.0409314820
AOI-0010,2020-06-09,0.1341064775
AOI-0010,2020-07-16,-0.0094306695
AOI-0010,2020-07-19,0.0235909114
AOI-0010,2020-07-26,-0.0239112462
AOI-0010,2020-07-31,0.0035997564
AOI-0010,2020-09-09,0.0221492404
AOI-0010,2020-09-13,0.0502764140
AOI-0010,2020-09-19,-0.0428212981
AOI-0010,2020-09-27,-0.0301597292
AOI-0010,2021-05-05,0.0267359011
AOI-0010,2021-05-09,0.0372304359
AOI-0010,2021-07-28,0.0754629190
AOI-0010,2021-08-05,-0.0321669942
AOI-0010,2021-09-04,-0.0169450139
AOI-0010,2021-09-17,0.0851824142
AOI-0010,2021-10-27,0.0046663080
AOI-0010,2022-06-06,-0.0105299728
AOI-0010,2022-06-10,0.0702008943
AOI-0010,2022-06-11,0.0426987047
AOI-0010,2022-07-17,0.0119608459
AOI-0010,2022-07-28,0.0601992417
AOI-0010,2022-09-08,0.0423810182
AOI-0010,2023-04-02,-0.0182210548
AOI-0010,2023-04-27,-0.0223164894
AOI-0010,2023-06-08,0.0201347880
AOI-0010,2023-06-16,-0.0108751131
AOI-0010,2023-08-23,-0.0023227345
AOI-0010,2023-08-30,0.0054227807
AOI-0010,2023-09-19,-0.0015125831
AOI-0010,2024-04-04,0.0285128399
AOI-0010,2024-04-26,-0.0888529360
AOI-0010,2024-05-08,0.1086188059
AOI-0010,2024-05-21,-0.0035473873
AOI-0010,2024-06-18,-0.0755425341
AOI-0010,2024-06-20,-0.0046876736
AOI-0010,2024-07-08,-0.0210414400
AOI-0010,2024-07-15,-0.0047385378
AOI-0010,2024-08-12,0.0183840526
AOI-0010,2024-09-06,0.0010734325
AOI-0010,2024-09-28,-0.0135899010
AOI-0010,2024-10-01,0.0053827815
AOI-0010,2024-10-15,0.0078023813
AOI-0010,2024-10-23,-0.0007357932
AOI-0010,2025-04-16,-0.1377350447
AOI-0010,2025-04-18,0.0047762195
AOI-0010,2025-05-09,-0.0112251085
AOI-0010,2025-06-05,-0.0228449520
AOI-0010,2025-06-07,-0.0928407973
AOI-0010,2025-06-28,-0.0457047953
AOI-0010,2025-07-05,0.0163348727
AOI-0010,2025-07-06,0.0490132364
AOI-0010,2025-07-07,-0.0310476744
AOI-0010,2025-07-25,0.0236615794
AOI-0010,2025-07-30,0.0069119618
AOI-0010,2025-08-16,0.0041545494
AOI-0010,2025-08-27,-0.0147749865
AOI-0010,2025-09-16,0.0095072393
AOI-0010,2025-09-30,0.0304758004
AOI-0010,2025-10-05,-0.0903932410
AOI-0011,2025-04-07,0.0695917160
AOI-0011,2025-04-17,0.0067506605
AOI-0011,2025-04-23,0.0618104409
AOI-0011,2025-04-28,-0.0149399650
AOI-0011,2025-05-24,-0.0025291872
AOI-0011,2025-06-03,0.0324352230
AOI-0011,2025-07-12,0.0676083858
AOI-0011,2025-08-06,-0.0176846559
AOI-0011,2025-08-14,-0.0643371962
AOI-0011,2025-08-19,-0.0071911671
AOI-0011,2025-08-27,-0.0131106421
AOI-0011,2025-09-30,0.0425781262
AOI-0011,2025-10-03,-0.0116713837
AOI-0011,2025-10-05,-0.0903932410
AOI-0012,2025-04-01,0.0000000000
AOI-0012,2025-04-28,0.0003952197
AOI-0012,2025-05-16,-0.0544136034
AOI-0012,2025-06-03,0.0275555302
AOI-0012,2025-06-05,-0.0113404458
AOI-0012,2025-06-15,-0.0003309864
AOI-0012,2025-06-26,0.0875173850
AOI-0012,2025-07-10,-0.0503957973
AOI-0012,2025-07-18,-0.0060670402
AOI-0012,2025-07-30,0.0025512861
AOI-0013,2010-04-16,-0.0245640974
AOI-0013,2010-06-10,0.0249113842
AOI-0013,2010-06-19,-0.0330874610
AOI-0013,2010-10-24,0.0168353753
AOI-0013,2011-04-18,-0.0337539754
AOI-0013,2011-04-26,-0.0821323088
AOI-0013,2012-05-08,0.0142051086
AOI-0013,2012-06-23,-0.0607777890
AOI-0013,2012-08-12,0.0346706715
AOI-0013,2013-04-16,-0.0077659707
AOI-0013,2013-04-24,-0.0191687849
AOI-0013,2013-05-02,0.0009188053
AOI-0013,2013-05-09,0.0000000000
AOI-0013,2013-06-11,-0.0105853171
AOI-0013,2013-07-12,-0.0342416262
AOI-0013,2013-07-28,-0.0181489443
AOI-0013,2014-05-29,0.0865589438
AOI-0013,2014-06-10,0.0466368670
AOI-0013,2014-07-28,0.0247354776
AOI-0013,2014-08-01,0.0091901955
AOI-0013,2014-08-08,0.0207240838
AOI-0013,2014-08-13,0.0129446596
AOI-0013,2015-05-09,0.0477360655
AOI-0013,2015-05-23,0.0065446864
AOI-0013,2015-07-12,-0.0014445111
AOI-0013,2015-08-20,0.0382009068
AOI-0013,2015-10-07,0.0104427829
AOI-0013,2015-10-16,0.0092698581
AOI-0013,2016-05-09,-0.0261638236
AOI-0013,2016-05-10,-0.0483979990
AOI-0013,2016-08-12,0.0228463244
AOI-0013,2016-08-21,-0.0540514782
AOI-0013,2016-09-13,0.0091843107
AOI-0013,2016-10-09,-0.0695079764
AOI-0013,2017-04-11,-0.1328624600
AOI-0013,2017-04-28,-0.0231189739
AOI-0013,2017-05-01,-0.0116639481
AOI-0013,2017-05-21,0.0307435611
AOI-0013,2017-05-29,-0.0027018984
AOI-0013,2017-06-30,-0.0160108691
AOI-0013,2017-07-27,-0.0928029925
AOI-0013,2017-08-08,-0.0107954893
AOI-0013,2017-08-24,-0.0215896750
AOI-0013,2017-09-13,-0.0096281488
AOI-0013,2017-09-17,0.0349473368
AOI-0013,2017-09-30,0.0428903801
AOI-0013,2018-05-25,0.0181552147
AOI-0013,2018-06-08,-0.0631047665
AOI-0013,2018-06-15,0.0130574833
AOI-0013,2018-07-12,0.0418810607
AOI-0013,2018-08-13,0.0086974921
AOI-0013,2018-08-27,-0.0411576973
AOI-0013,2018-09-28,
AOI-0013,2018-10-06,0.0459628334
AOI-0013,2019-04-01,0.0027195722
AOI-0013,2019-05-06,0.0232303516
AOI-0013,2019-06-02,-0.0305410636
AOI-0013,2019-06-05,-0.1461983682
AOI-0013,2019-06-12,0.0731627059
AOI-0013,2019-06-25,-0.0893124776
AOI-0013,2019-07-17,-0.0501949450
AOI-0013,2019-07-28,0.0451621113
AOI-0013,2019-08-24,-0.0819168434
AOI-0013,2019-08-31,-0.0042505388
AOI-0013,2019-09-08,0.0038225549
AOI-0013,2019-09-13,-0.0017383142
AOI-0013,2019-10-02,-0.0372874818
AOI-0013,2019-10-10,0.0041693856
AOI-0013,2019-10-17,0.0208260614
AOI-0013,2020-04-22,-0.1637408621
AOI-0013,2020-05-12,0.0301008415
AOI-0013,2020-06-24,-0.1564645549
AOI-0013,2020-06-26,0.0405189922
AOI-0013,2020-08-12,0.0606996445
AOI-0013,2020-08-15,-0.0439614214
AOI-0013,2020-08-16,0.0065813932
AOI-0013,2020-08-20,-0.0221898393
AOI-0013,2020-10-27,0.0094330721
AOI-0013,2021-04-23,0.0109355613
AOI-0013,2021-06-10,0.0317043889
AOI-0013,2021-06-11,-0.0211663873
AOI-0013,2021-06-21,-0.0202903601
AOI-0013,2021-07-12,0.0977041550
AOI-0013,2021-07-14,0.0165750842
AOI-0013,2021-08-20,-0.0234500216
AOI-0013,2021-10-14,0.0887130907
AOI-0013,2021-10-16,-0.0225731762
AOI-0013,2022-04-02,0.0098282239
AOI-0013,2022-04-17,0.0612637354
AOI-0013,2022-04-24,0.0165703277
AOI-0013,2022-04-25,0.0006578898
AOI-0013,2022-06-10,0.0375464683
AOI-0013,2022-06-16,-0.0491889293
AOI-0013,2022-06-26,0.0364925621
AOI-0013,2022-07-05,0.0279048967
AOI-0013,2022-07-17,0.0229145499
AOI-0013,2022-07-22,
AOI-0013,2022-08-14,0.0956304208
AOI-0013,2022-09-14,-0.0203766240
AOI-0013,2022-10-07,0.0128756263
AOI-0013,2022-10-14,0.0108314165
AOI-0013,2023-04-10,-0.0673863096
AOI-0013,2023-06-21,-0.0226520902
AOI-0013,2023-06-29,0.0000682996
AOI-0013,2023-07-06,-0.0177633939
AOI-0013,2023-07-12,0.0714301874
AOI-0013,2023-07-24,-0.0193720185
AOI-0013,2023-08-05,-0.0138178914
AOI-0013,2023-08-20,0.0030015657
AOI-0013,2023-08-23,-0.0051138423
AOI-0013,2023-08-26,0.0100110757
AOI-0013,2023-09-11,0.0429148207
AOI-0013,2023-09-14,-0.0548495637
AOI-0013,2023-09-24,-0.0048931619
AOI-0013,2023-10-05,0.0111440238
AOI-0013,2023-10-14,-0.0277250279
AOI-0013,2023-10-17,-0.0943271536
AOI-0013,2023-10-19,-0.0183211608
AOI-0013,2024-04-26,-0.0306964217
AOI-0013,2024-05-04,-0.0009378823
AOI-0013,2024-05-23,0.0152273364
AOI-0013,2024-05-24,0.0185675031
AOI-0013,2024-06-30,-0.0222303761
AOI-0013,2024-07-02,0.0272491905
AOI-0013,2024-07-11,0.1102118479
AOI-0013,2024-07-26,0.0723779821
AOI-0013,2024-07-27,0.0182435699
AOI-0013,2024-08-09,-0.0491303496
AOI-0013,2024-08-11,0.0005566262
AOI-0013,2024-09-03,-0.0599251877
AOI-0013,2024-09-06,0.0038060113
AOI-0013,2024-09-26,-0.0425757150
AOI-0013,2024-10-08,-0.0132409337
AOI-0013,2025-04-01,0.0000000000
AOI-0013,2025-04-28,-0.0000423546
AOI-0013,2025-05-16,-0.0518402489
AOI-0013,2025-05-19,0.0411870824
AOI-0013,2025-05-24,-0.0112416536
AOI-0013,2025-07-07,-0.0433523898
AOI-0013,2025-07-08,-0.0266901706
AOI-0013,2025-07-14,0.0359679695
AOI-0013,2025-07-21,0.1083520848
AOI-0013,2025-07-27,-0.1881462044
AOI-0013,2025-08-15,0.0576841386
AOI-0013,2025-09-03,0.0144264771
AOI-0013,2025-09-07,0.0295390960
AOI-0014,2010-04-07,0.0079577359
AOI-0014,2010-04-24,-0.0135550605
AOI-0014,2010-06-10,0.0249113842
AOI-0014,2010-09-23,-0.0488162055
AOI-0014,2011-04-19,-0.0098326378
AOI-0014,2011-04-26,-0.0821323088
AOI-0014,2011-05-09,0.0006868596
AOI-0014,2011-05-28,0.0364849418
AOI-0014,2011-06-14,0.0819340199
AOI-0014,2011-08-01,0.0012349018
AOI-0014,2011-09-14,0.0006224600
AOI-0014,2011-09-17,-0.0302310927
AOI-0014,2011-10-27,0.0241861775
AOI-0014,2012-05-06,-0.0013778021
AOI-0014,2012-06-25,0.0366499295
AOI-0014,2012-08-28,0.0503525202
AOI-0014,2012-09-04,-0.0079704977
AOI-0014,2012-09-11,-0.0220408691
AOI-0014,2012-09-27,-0.0012010714
AOI-0014,2013-05-09,0.0000000000
AOI-0014,2013-06-11,-0.0105853171
AOI-0014,2013-06-19,-0.0426189356
AOI-0014,2013-07-28,-0.0181489443
AOI-0014,2013-09-14,-0.0115947710
AOI-0014,2013-09-23,
AOI-0014,2014-06-26,0.0725571046
AOI-0014,2014-06-29,-0.0171635244
AOI-0014,2014-08-17,0.0253165485
AOI-0014,2014-09-30,0.0000472237
AOI-0014,2014-10-27,0.0385462735
AOI-0014,2015-04-14,-0.0367542449
AOI-0014,2015-06-16,-0.0798115167
AOI-0014,2015-06-26,-0.0276373113
AOI-0014,2015-07-12,-0.0014445111
AOI-0014,2015-07-27,-0.0446840788
AOI-0014,2015-08-28,-0.0889760970
AOI-0014,2016-04-22,0.0363164485
AOI-0014,2016-05-09,-0.0261638236
AOI-0014,2016-06-03,0.0257632198
AOI-0014,2016-06-19,-0.0235060866
AOI-0014,2016-08-13,-0.0262384733
AOI-0014,2016-08-30,-0.0298019838
AOI-0014,2017-04-26,-0.0171054439
AOI-0014,2017-04-28,-0.0231189739
AOI-0014,2017-05-21,0.0307435611
AOI-0014,2017-05-29,-0.0027018984
AOI-0014,2017-07-23,-0.0318916033
AOI-0014,2017-07-31,0.1041270074
AOI-0014,2017-08-06,-0.0071403736
AOI-0014,2017-08-21,-0.0068406566
AOI-0014,2017-09-10,0.0021516973
AOI-0014,2017-09-30,0.0428903801
AOI-0014,2017-10-08,-0.0015151357
AOI-0014,2018-04-07,0.0405792873
AOI-0014,2018-05-03,-0.0177418713
AOI-0014,2018-06-24,-0.1855202968
AOI-0014,2018-07-18,-0.0394832332
AOI-0014,2018-08-27,-0.0411576973
AOI-0014,2018-10-06,0.0459628334
AOI-0014,2019-04-01,0.0027195722
AOI-0014,2019-04-21,0.0118753687
AOI-0014,2019-05-01,-0.1697931423
AOI-0014,2019-05-09,0.0017165102
AOI-0014,2019-05-27,0.0746896604
AOI-0014,2019-05-28,-0.0099150437
AOI-0014,2019-06-04,-0.0191757373
AOI-0014,2019-06-11,0.0310990673
AOI-0014,2019-06-15,0.0327882741
AOI-0014,2019-06-22,-0.0871448082
AOI-0014,2019-07-06,-0.0260544948
AOI-0014,2019-08-14,0.0692036045
AOI-0014,2019-08-26,-0.0921508961
AOI-0014,2020-04-06,0.0576735924
AOI-0014,2020-04-07,0.0019977674
AOI-0014,2020-04-17,-0.0233838207
AOI-0014,2020-04-22,-0.1637408621
AOI-0014,2020-04-25,0.0012645951
AOI-0014,2020-05-15,-0.1835422369
AOI-0014,2020-05-17,-0.0458742701
AOI-0014,2020-06-04,-0.1149009966
AOI-0014,2020-06-25,0.0773356770
AOI-0014,2020-07-11,0.0242783103
AOI-0014,2020-07-27,0.0324172592
AOI-0014,2020-08-16,0.0065813932
AOI-0014,2020-09-09,0.0254346525
AOI-0014,2020-09-24,-0.0239588012
AOI-0014,2021-04-07,0.0451010861
AOI-0014,2021-04-29,-0.0231571230
AOI-0014,2021-05-25,0.0338676280
AOI-0014,2021-08-13,0.0140338299
AOI-0014,2021-08-18,0.0095323607
AOI-0014,2021-09-14,0.0115010464
AOI-0014,2021-10-12,-0.1901549033
AOI-0014,2021-10-14,0.0887130907
AOI-0014,2022-05-15,-0.0141154470
AOI-0014,2022-05-26,0.0382814813
AOI-0014,2022-05-27,0.0262310569
AOI-0014,2022-06-24,-0.2139766026
AOI-0014,2022-07-14,-0.0047217081
AOI-0014,2022-07-24,-0.0516836573
AOI-0014,2022-08-22,0.0328297247
AOI-0014,2022-08-29,0.0318867077
AOI-0014,2022-09-02,0.0010466436
AOI-0014,2022-09-08,0.0334632488
AOI-0014,2022-09-14,-0.0203766240
AOI-0014,2023-06-07,0.0234219174
AOI-0014,2023-08-10,-0.0501080807
AOI-0014,2024-04-04,0.0125230483
AOI-0014,2024-05-08,0.1770474416
AOI-0014,2024-05-09,-0.0171048950
AOI-0014,2024-05-21,-0.0269595642
AOI-0014,2024-05-23,0.0152273364
AOI-0014,2024-06-08,-0.0442222656
AOI-0014,2024-07-25,0.0093183363
AOI-0014,2024-08-11,0.0005566262
AOI-0014,2024-09-01,-0.0139387849
AOI-0014,2024-09-08,0.0155627461
AOI-0014,2024-09-11,-0.0217433730
AOI-0014,2024-09-18,0.0166005954
AOI-0014,2024-09-29,0.0424990995
AOI-0014,2024-10-07,0.0461813457
AOI-0014,2024-10-30,0.0240119957
AOI-0014,2025-04-23,0.0816310471
AOI-0014,2025-05-01,-0.0039427479
AOI-0014,2025-05-27,0.0549328786
AOI-0014,2025-06-13,-0.0752355828
AOI-0014,2025-08-12,0.0138109056
AOI-0014,2025-08-15,0.0534649564
AOI-0014,2025-08-24,-0.0495240639
AOI-0014,2025-09-11,-0.0055508441
AOI-0014,2025-09-14,0.0734208323
AOI-0014,2025-09-23,-0.0081114524
AOI-0014,2025-09-24,0.0374871137
AOI-0015,2025-05-04,-0.0099010749
AOI-0015,2025-05-27,0.0424571225
AOI-0015,2025-06-07,-0.0755419357
AOI-0015,2025-07-03,-0.0852140818
AOI-0015,2025-07-05,-0.0010144730
AOI-0015,2025-07-08,-0.0124128874
AOI-0015,2025-07-13,-0.0172331495
AOI-0015,2025-07-15,-0.0196687569
AOI-0015,2025-07-18,-0.0128864090
AOI-0015,2025-07-21,0.1083520848
AOI-0015,2025-07-23,0.0044418802
AOI-0015,2025-09-07,0.0339801101
AOI-0015,2025-10-13,0.0010580235
AOI-0015,2025-10-16,0.0241972374
AOI-0015,2025-10-18,-0.0262022664
AOI-0016,2025-04-19,0.0165178126
AOI-0016,2025-05-25,0.0660797090
AOI-0016,2025-06-11,0.1010235752
AOI-0016,2025-06-26,0.1308351996
AOI-0016,2025-07-10,-0.0681330526
AOI-0016,2025-07-17,-0.0594272614
AOI-0016,2025-07-18,-0.0151178701
AOI-0016,2025-08-19,-0.0067876483
AOI-0016,2025-08-29,-0.0088047676
AOI-0016,2025-10-17,0.0113117673
AOI-0017,2010-06-10,-0.0275162413
AOI-0017,2010-07-29,0.0752115316
AOI-0017,2010-09-23,-0.0451989717
AOI-0017,2011-04-18,-0.0337539754
AOI-0017,2011-09-17,-0.0302310927
