anon_polygon_id,date,nearest_same_crop_numeric_days,alpha,base,source_route,pred
AOI-0001,2015-09-20,12.000000000,0.250000000,0.185002040,0.192398488,0.189624820
AOI-0001,2015-09-28,12.000000000,0.250000000,0.191429900,0.198048385,0.195566453
AOI-0001,2016-06-27,9.000000000,0.250000000,0.289396050,0.284462456,0.286312554
AOI-0001,2016-07-04,12.000000000,0.250000000,0.292364240,0.297924625,0.295839481
AOI-0001,2016-07-20,inf,0.250000000,0.287713310,0.284965725,0.285996069
AOI-0001,2016-07-27,12.000000000,0.250000000,0.360042250,0.364021530,0.362529300
AOI-0001,2016-08-29,12.000000000,0.250000000,0.297360770,0.301351928,0.299855244
AOI-0001,2016-08-30,9.000000000,0.250000000,0.270696460,0.277548634,0.274979069
AOI-0001,2016-09-15,9.000000000,0.250000000,0.321084430,0.316206823,0.318035926
AOI-0001,2016-09-29,9.000000000,0.250000000,0.588463280,0.590186483,0.589540282
AOI-0001,2017-05-12,12.000000000,0.250000000,0.731757200,0.742508600,0.738476825
AOI-0001,2017-06-29,12.000000000,0.250000000,0.523550620,0.526924172,0.525659090
AOI-0001,2017-07-12,9.000000000,0.250000000,0.460298640,0.463608693,0.462367423
AOI-0001,2017-08-09,9.000000000,0.250000000,0.301282560,0.295020560,0.297368810
AOI-0001,2017-08-29,12.000000000,0.250000000,0.264613780,0.239765125,0.249083371
AOI-0001,2017-09-08,9.000000000,0.250000000,0.207316630,0.194325116,0.199196934
AOI-0001,2017-09-14,9.000000000,0.250000000,0.292581450,0.293927746,0.293422885
AOI-0001,2018-04-05,12.000000000,0.250000000,0.497546480,0.509251247,0.504861959
AOI-0001,2018-04-23,9.000000000,0.250000000,0.778418520,0.783896145,0.781842036
AOI-0001,2018-05-01,9.000000000,0.250000000,0.798479110,0.809500272,0.805367336
AOI-0001,2018-06-08,13.000000000,0.250000000,0.619761020,0.629870405,0.626079386
AOI-0001,2018-07-12,9.000000000,0.250000000,0.307079220,0.322381259,0.316642994
AOI-0001,2018-09-28,inf,0.250000000,0.177597170,0.170461144,0.173137154
AOI-0001,2018-10-13,9.000000000,0.250000000,0.178665570,0.178562352,0.178601059
AOI-0001,2019-05-11,12.000000000,0.250000000,0.516738390,0.508176763,0.511387373
AOI-0001,2019-05-31,9.000000000,0.250000000,0.712287660,0.718802885,0.716359676
AOI-0001,2019-06-04,9.000000000,0.250000000,0.699496110,0.712996278,0.707933715
AOI-0001,2019-06-05,9.000000000,0.250000000,0.698415550,0.704027262,0.701922870
AOI-0001,2019-06-25,9.000000000,0.250000000,0.359255770,0.355143310,0.356685482
AOI-0001,2019-07-12,9.000000000,0.250000000,0.452729260,0.466916045,0.461596001
AOI-0001,2019-07-22,9.000000000,0.250000000,0.363748780,0.343526716,0.351109990
AOI-0001,2019-07-29,12.000000000,0.250000000,0.443281810,0.460194455,0.453852213
AOI-0001,2019-08-30,12.000000000,0.250000000,0.274010730,0.271862868,0.272668316
AOI-0001,2019-09-07,27.000000000,0.250000000,0.272269840,0.264140731,0.267189147
AOI-0001,2019-09-08,9.000000000,0.250000000,0.238152100,0.235583214,0.236546546
AOI-0001,2019-09-18,9.000000000,0.250000000,0.117342910,0.121466464,0.119920131
AOI-0001,2020-04-03,12.000000000,0.250000000,0.554962910,0.542756062,0.547333630
AOI-0001,2020-04-26,12.000000000,0.250000000,0.674588390,0.677301599,0.676284146
AOI-0001,2020-05-30,9.000000000,0.250000000,0.817440430,0.823698604,0.821351789
AOI-0001,2020-06-09,12.000000000,0.250000000,0.762825150,0.791079767,0.780484286
AOI-0001,2020-07-14,9.000000000,0.250000000,0.181518710,0.176150428,0.178163534
AOI-0001,2020-07-23,12.000000000,0.250000000,0.216983240,0.221721516,0.219944662
AOI-0001,2020-07-27,9.000000000,0.250000000,0.287364840,0.302371959,0.296744289
AOI-0001,2020-08-08,9.000000000,0.250000000,0.189873780,0.185938581,0.187414281
AOI-0001,2020-09-01,12.000000000,0.250000000,0.298878280,0.308718777,0.305028591
AOI-0001,2020-09-02,9.000000000,0.250000000,0.281650330,0.291001844,0.287495026
AOI-0001,2020-09-12,9.000000000,0.250000000,0.234824160,0.236174833,0.235668331
AOI-0001,2020-09-22,9.000000000,0.250000000,0.211757260,0.217467034,0.215325869
AOI-0001,2020-09-29,9.000000000,0.250000000,0.254927880,0.256233080,0.255743630
AOI-0001,2020-10-11,13.000000000,0.250000000,0.201973780,0.202799267,0.202489709
AOI-0001,2020-10-12,9.000000000,0.250000000,0.150212510,0.153230477,0.152098739
AOI-0001,2020-10-19,12.000000000,0.250000000,0.168856400,0.169054516,0.168980222
AOI-0001,2021-05-15,9.000000000,0.250000000,0.475760130,0.476004874,0.475913095
AOI-0001,2021-05-20,9.000000000,0.250000000,0.468048450,0.453950636,0.459237316
AOI-0001,2021-06-10,9.000000000,0.250000000,0.574804250,0.604548725,0.593394547
AOI-0001,2021-07-02,12.000000000,0.250000000,0.594202030,0.615044377,0.607228497
AOI-0001,2021-07-24,9.000000000,0.250000000,0.649167020,0.651043603,0.650339884
AOI-0001,2021-09-17,12.000000000,0.250000000,0.233073140,0.235769998,0.234758676
AOI-0001,2022-04-25,9.000000000,0.250000000,0.612448080,0.608197028,0.609791172
AOI-0001,2022-06-03,12.000000000,0.250000000,0.783586060,0.793027101,0.789486711
AOI-0001,2022-09-02,9.000000000,0.250000000,0.230772020,0.229923399,0.230241632
AOI-0001,2022-09-30,9.000000000,0.250000000,0.279171850,0.285423709,0.283079262
AOI-0001,2022-10-01,12.000000000,0.250000000,0.246479810,0.253235916,0.250702376
AOI-0001,2022-10-17,9.000000000,0.250000000,0.221921540,0.221484171,0.221648184
AOI-0001,2023-05-25,9.000000000,0.250000000,0.821352210,0.822531925,0.822089532
AOI-0001,2023-06-23,9.000000000,0.250000000,0.780089550,0.777204368,0.778286311
AOI-0001,2023-07-15,27.000000000,0.250000000,0.270851780,0.276061386,0.274107784
AOI-0001,2023-07-29,13.000000000,0.250000000,0.208802090,0.199772091,0.203158341
AOI-0001,2023-08-03,27.000000000,0.250000000,0.202522070,0.191826523,0.195837353
AOI-0001,2023-08-08,9.000000000,0.250000000,0.213027380,0.212214109,0.212519086
AOI-0001,2023-08-13,9.000000000,0.250000000,0.257333530,0.237002625,0.244626714
AOI-0001,2023-08-17,12.000000000,0.250000000,0.267547150,0.268193615,0.267951191
AOI-0001,2023-08-28,9.000000000,0.250000000,0.222657400,0.220966334,0.221600484
AOI-0001,2023-08-29,9.000000000,0.250000000,0.307530030,0.311748468,0.310166554
AOI-0001,2023-09-12,9.000000000,0.250000000,0.236592290,0.229757815,0.232320743
AOI-0001,2024-04-06,9.000000000,0.250000000,0.672607920,0.680410907,0.677484787
AOI-0001,2024-05-24,9.000000000,0.250000000,0.760661180,0.774238956,0.769147290
AOI-0001,2024-06-01,12.000000000,0.250000000,0.736463360,0.743660021,0.740961273
AOI-0001,2024-06-03,9.000000000,0.250000000,0.701132290,0.712921632,0.708500629
AOI-0001,2024-06-09,9.000000000,0.250000000,0.564367000,0.568831710,0.567157444
AOI-0001,2024-06-13,13.000000000,0.250000000,0.529729070,0.512800212,0.519148534
AOI-0001,2024-06-17,9.000000000,0.250000000,0.480750130,0.492065813,0.487822432
AOI-0001,2024-06-23,9.000000000,0.250000000,0.370869970,0.353229581,0.359844727
AOI-0001,2024-06-25,9.000000000,0.250000000,0.393458010,0.365152349,0.375766972
AOI-0001,2024-07-03,9.000000000,0.250000000,0.290530360,0.289495708,0.289883703
AOI-0001,2024-09-11,9.000000000,0.250000000,0.159637810,0.156501940,0.157677891
AOI-0001,2024-09-13,9.000000000,0.250000000,0.192438300,0.179325720,0.184242937
AOI-0001,2024-09-16,9.000000000,0.250000000,0.161187150,0.160256861,0.160605719
AOI-0001,2024-09-29,9.000000000,0.250000000,0.200359880,0.202735252,0.201844488
AOI-0001,2025-04-23,1.000000000,0.500000000,0.472781160,0.508983398,0.518033958
AOI-0001,2025-05-03,2.000000000,0.500000000,0.369085110,0.374262528,0.375556882
AOI-0001,2025-06-03,2.000000000,0.500000000,0.434541050,0.439218926,0.440388395
AOI-0001,2025-06-27,1.000000000,0.500000000,0.650482340,0.661155831,0.663824204
AOI-0001,2025-07-05,1.000000000,0.500000000,0.582285160,0.592843533,0.595483126
AOI-0001,2025-07-12,1.000000000,0.500000000,0.495835980,0.489324326,0.487696412
AOI-0001,2025-07-13,1.000000000,0.500000000,0.497228750,0.488480311,0.486293201
AOI-0001,2025-07-23,1.000000000,0.500000000,0.411939130,0.399498558,0.396388415
AOI-0001,2025-07-28,1.000000000,0.500000000,0.370911300,0.370392533,0.370262841
AOI-0001,2025-07-29,2.000000000,0.500000000,0.393090430,0.398167930,0.399437305
AOI-0001,2025-08-02,2.000000000,0.500000000,0.307952380,0.296901321,0.294138556
AOI-0001,2025-10-28,1.000000000,0.500000000,0.228362710,0.235800972,0.237660537
AOI-0002,2025-05-03,1.000000000,0.500000000,0.835879950,0.845510923,0.847918666
AOI-0002,2025-06-03,1.000000000,0.500000000,0.569740300,0.579429623,0.581851954
AOI-0002,2025-06-26,1.000000000,0.500000000,0.407768820,0.418935407,0.421727054
AOI-0002,2025-07-29,1.000000000,0.500000000,0.259908510,0.256920004,0.256172877
AOI-0002,2025-08-02,1.000000000,0.500000000,0.164801970,0.166750163,0.167237211
AOI-0002,2025-08-13,1.000000000,0.500000000,0.258810150,0.264284069,0.265652549
AOI-0002,2025-08-19,1.000000000,0.500000000,0.158096960,0.158497838,0.158598058
AOI-0003,2025-04-01,1.000000000,0.500000000,0.557611650,0.552542314,0.551274980
AOI-0003,2025-04-18,5.000000000,0.400000000,0.815251270,0.827851499,0.827851499
AOI-0003,2025-04-19,1.000000000,0.500000000,0.840680400,0.850105195,0.852461394
AOI-0003,2025-05-06,4.000000000,0.400000000,0.839520830,0.836795951,0.836795951
AOI-0003,2025-06-04,4.000000000,0.400000000,0.746548270,0.754784869,0.754784869
AOI-0003,2025-06-13,1.000000000,0.500000000,0.587688970,0.580640345,0.578878189
AOI-0003,2025-07-07,4.000000000,0.400000000,0.179563720,0.175341365,0.175341365
AOI-0003,2025-07-13,1.000000000,0.500000000,0.174973710,0.169357427,0.167953356
AOI-0003,2025-07-15,4.000000000,0.400000000,0.166497190,0.164481827,0.164481827
AOI-0003,2025-08-04,inf,0.250000000,0.165506860,0.162397576,0.163563557
AOI-0003,2025-08-07,1.000000000,0.500000000,0.187847590,0.183755628,0.182732638
AOI-0003,2025-08-14,1.000000000,0.500000000,0.183192940,0.213611530,0.221216177
AOI-0003,2025-08-22,1.000000000,0.500000000,0.161218720,0.159112476,0.158585915
AOI-0003,2025-08-23,4.000000000,0.400000000,0.205611500,0.208614402,0.208614402
AOI-0004,2025-04-23,1.000000000,0.500000000,0.668686510,0.666521065,0.665979704
AOI-0004,2025-05-04,1.000000000,0.500000000,0.646928390,0.637349263,0.634954481
AOI-0004,2025-05-24,1.000000000,0.500000000,0.663418350,0.668227708,0.669430047
AOI-0004,2025-05-25,1.000000000,0.500000000,0.698227110,0.691169118,0.689404620
AOI-0004,2025-06-30,1.000000000,0.500000000,0.597217440,0.592277981,0.591043116
AOI-0004,2025-07-12,1.000000000,0.500000000,0.493517540,0.477112654,0.473011432
AOI-0004,2025-07-23,1.000000000,0.500000000,0.460547940,0.466889026,0.468474297
AOI-0004,2025-08-02,1.000000000,0.500000000,0.405235500,0.405400171,0.405441339
AOI-0004,2025-09-14,1.000000000,0.500000000,0.374068640,0.379881539,0.381334764
AOI-0004,2025-09-23,1.000000000,0.500000000,0.359028820,0.359588759,0.359728744
AOI-0005,2025-05-01,1.000000000,0.500000000,0.660223990,0.665426594,0.666727245
AOI-0005,2025-05-03,1.000000000,0.500000000,0.661218970,0.665577204,0.666666763
AOI-0005,2025-05-14,1.000000000,0.500000000,0.555819570,0.561718315,0.563193001
AOI-0005,2025-06-11,1.000000000,0.500000000,0.605198270,0.610332292,0.611615798
AOI-0005,2025-07-21,1.000000000,0.500000000,0.414480720,0.415453716,0.415696965
AOI-0005,2025-08-17,1.000000000,0.500000000,0.335386990,0.322692449,0.319518814
AOI-0005,2025-09-01,1.000000000,0.500000000,0.260013710,0.250766850,0.248455135
AOI-0006,2025-04-01,1.000000000,0.500000000,0.210985830,0.196760408,0.193204053
AOI-0006,2025-05-09,1.000000000,0.500000000,0.374535450,0.380373314,0.381832780
AOI-0006,2025-05-25,1.000000000,0.500000000,0.549339700,0.566373316,0.570631720
AOI-0006,2025-07-28,1.000000000,0.500000000,0.414647900,0.412963039,0.412541824
AOI-0006,2025-08-09,1.000000000,0.500000000,0.322695960,0.308071079,0.304414859
AOI-0006,2025-08-22,1.000000000,0.500000000,0.294340260,0.270442342,0.264467862
AOI-0006,2025-08-30,1.000000000,0.500000000,0.254991030,0.253360451,0.252952806
AOI-0006,2025-09-07,1.000000000,0.500000000,0.232450340,0.233229907,0.233424799
AOI-0006,2025-10-28,1.000000000,0.500000000,0.234415900,0.241339942,0.243070953
AOI-0007,2025-04-01,1.000000000,0.500000000,0.240096360,0.228756240,0.225921210
AOI-0007,2025-04-18,1.000000000,0.500000000,0.286626290,0.279248994,0.277404670
AOI-0007,2025-04-29,1.000000000,0.500000000,0.407445620,0.404461947,0.403716029
AOI-0007,2025-05-01,1.000000000,0.500000000,0.422791380,0.426068650,0.426887968
AOI-0007,2025-06-26,1.000000000,0.500000000,0.321704840,0.324713640,0.325465840
AOI-0007,2025-07-28,1.000000000,0.500000000,0.157395450,0.149819684,0.147925743
AOI-0007,2025-08-13,1.000000000,0.500000000,0.230739790,0.230955237,0.231009099
AOI-0007,2025-08-14,1.000000000,0.500000000,0.154823450,0.153337727,0.152966296
AOI-0007,2025-08-16,1.000000000,0.500000000,0.153795880,0.149833576,0.148843000
AOI-0007,2025-09-11,1.000000000,0.500000000,0.155954670,0.155826644,0.155794637
AOI-0007,2025-09-26,1.000000000,0.500000000,0.178268740,0.174365815,0.173390084
AOI-0008,2025-04-17,1.000000000,0.500000000,0.836118380,0.826836362,0.824515858
AOI-0008,2025-04-24,1.000000000,0.500000000,0.849264140,0.854542682,0.855862318
AOI-0008,2025-05-19,1.000000000,0.500000000,0.876024690,0.877028111,0.877278966
AOI-0008,2025-07-08,1.000000000,0.500000000,0.204645560,0.198936932,0.197509775
AOI-0008,2025-07-15,1.000000000,0.500000000,0.180790040,0.178157664,0.177499570
AOI-0008,2025-07-17,1.000000000,0.500000000,0.176464650,0.175068137,0.174719009
AOI-0008,2025-08-13,1.000000000,0.500000000,0.235685860,0.234776873,0.234549626
AOI-0008,2025-09-01,1.000000000,0.500000000,0.139276740,0.138273304,0.138022445
AOI-0008,2025-09-30,1.000000000,0.500000000,0.253516070,0.250079045,0.249219789
AOI-0008,2025-10-16,1.000000000,0.500000000,0.234967600,0.219881460,0.216109925
AOI-0009,2025-04-01,1.000000000,0.500000000,0.520121390,0.474779385,0.463443884
AOI-0009,2025-04-23,1.000000000,0.500000000,0.810767770,0.812356862,0.812754135
AOI-0009,2025-05-04,1.000000000,0.500000000,0.856041380,0.860871918,0.862079553
AOI-0009,2025-06-30,1.000000000,0.500000000,0.197085860,0.192037045,0.190774841
AOI-0009,2025-07-05,1.000000000,0.500000000,0.199306300,0.192988564,0.191409130
AOI-0009,2025-07-10,1.000000000,0.500000000,0.157886970,0.159785734,0.160260425
AOI-0009,2025-07-25,1.000000000,0.500000000,0.160425480,0.158644079,0.158198729
AOI-0009,2025-08-12,1.000000000,0.500000000,0.156769660,0.156122258,0.155960408
AOI-0009,2025-08-17,1.000000000,0.500000000,0.173655420,0.169947532,0.169020560
AOI-0009,2025-08-22,1.000000000,0.500000000,0.161871970,0.160012793,0.159547999
AOI-0009,2025-08-24,1.000000000,0.500000000,0.140950990,0.144311751,0.145151941
AOI-0009,2025-09-14,1.000000000,0.500000000,0.244621940,0.242589569,0.242081476
AOI-0009,2025-09-16,1.000000000,0.500000000,0.173218040,0.179983634,0.181675032
AOI-0009,2025-09-25,1.000000000,0.500000000,0.154622330,0.157410757,0.158107864
AOI-0009,2025-10-03,1.000000000,0.500000000,0.161678840,0.158998625,0.158328571
AOI-0010,2010-06-19,4.000000000,0.400000000,0.360524250,0.353094514,0.353094514
AOI-0010,2010-08-06,3.000000000,0.400000000,0.210281700,0.216245647,0.216245647
AOI-0010,2010-08-22,3.000000000,0.400000000,0.206238500,0.202352574,0.202352574
AOI-0010,2011-06-14,9.000000000,0.250000000,0.518342990,0.509832821,0.513024134
AOI-0010,2011-07-12,3.000000000,0.400000000,0.361505390,0.375464612,0.375464612
AOI-0010,2011-08-09,3.000000000,0.400000000,0.251590150,0.248385472,0.248385472
AOI-0010,2011-08-13,3.000000000,0.400000000,0.309545230,0.314050474,0.314050474
AOI-0010,2011-09-10,4.000000000,0.400000000,0.199717850,0.203024632,0.203024632
AOI-0010,2012-04-13,inf,0.250000000,0.271367450,0.266636054,0.268410327
AOI-0010,2012-08-03,3.000000000,0.400000000,0.223243020,0.219684219,0.219684219
AOI-0010,2013-04-16,4.000000000,0.400000000,0.668700680,0.684325337,0.684325337
AOI-0010,2013-05-25,3.000000000,0.400000000,0.650655130,0.633150470,0.633150470
AOI-0010,2013-06-26,3.000000000,0.400000000,0.331261030,0.314685844,0.314685844
AOI-0010,2013-07-12,4.000000000,0.400000000,0.314579030,0.294821945,0.294821945
AOI-0010,2014-05-29,4.000000000,0.400000000,0.621632050,0.626422736,0.626422736
AOI-0010,2014-06-06,3.000000000,0.400000000,0.508270910,0.509274750,0.509274750
AOI-0010,2014-06-10,4.000000000,0.400000000,0.420422270,0.399414492,0.399414492
AOI-0010,2014-08-29,3.000000000,0.400000000,0.256532500,0.253777570,0.253777570
AOI-0010,2014-09-30,3.000000000,0.400000000,0.249279870,0.249152398,0.249152398
AOI-0010,2015-04-07,3.000000000,0.400000000,0.325438790,0.318636691,0.318636691
AOI-0010,2015-04-14,3.000000000,0.400000000,0.216966420,0.223080811,0.223080811
AOI-0010,2015-05-25,3.000000000,0.400000000,0.365829750,0.396095861,0.396095861
AOI-0010,2015-10-07,4.000000000,0.400000000,0.208688400,0.205945942,0.205945942
AOI-0010,2016-07-27,3.000000000,0.400000000,0.326617130,0.328465522,0.328465522
AOI-0010,2016-08-12,4.000000000,0.400000000,0.306345050,0.316368477,0.316368477
AOI-0010,2016-09-13,4.000000000,0.400000000,0.278178460,0.276679149,0.276679149
AOI-0010,2017-04-03,3.000000000,0.400000000,0.346199680,0.345184762,0.345184762
AOI-0010,2017-04-07,3.000000000,0.400000000,0.545124090,0.537344034,0.537344034
AOI-0010,2017-08-01,3.000000000,0.400000000,0.160639820,0.157770437,0.157770437
AOI-0010,2017-08-04,3.000000000,0.400000000,0.151633340,0.152228803,0.152228803
AOI-0010,2017-08-13,3.000000000,0.400000000,0.243465280,0.244018403,0.244018403
AOI-0010,2017-08-29,3.000000000,0.400000000,0.219634090,0.199043731,0.199043731
AOI-0010,2018-05-16,3.000000000,0.400000000,0.811000060,0.809783460,0.809783460
AOI-0010,2018-07-28,3.000000000,0.400000000,0.252049800,0.255146876,0.255146876
AOI-0010,2018-08-28,3.000000000,0.400000000,0.175513510,0.178346872,0.178346872
AOI-0010,2018-09-14,3.000000000,0.400000000,0.230241010,0.232390431,0.232390431
AOI-0010,2019-04-06,3.000000000,0.400000000,0.427971800,0.418707183,0.418707183
AOI-0010,2019-04-28,3.000000000,0.400000000,0.711660940,0.707855214,0.707855214
AOI-0010,2019-05-19,4.000000000,0.400000000,0.830692110,0.839515429,0.839515429
AOI-0010,2019-06-20,3.000000000,0.400000000,0.211995010,0.206514560,0.206514560
AOI-0010,2019-06-26,3.000000000,0.400000000,0.258463760,0.259552266,0.259552266
AOI-0010,2019-06-27,3.000000000,0.400000000,0.165885830,0.157687647,0.157687647
AOI-0010,2019-07-20,3.000000000,0.400000000,0.179838950,0.177794502,0.177794502
AOI-0010,2019-08-13,3.000000000,0.400000000,0.296971200,0.300830528,0.300830528
AOI-0010,2019-08-19,3.000000000,0.400000000,0.172215030,0.172616824,0.172616824
AOI-0010,2019-08-21,3.000000000,0.400000000,0.182816130,0.179939137,0.179939137
AOI-0010,2019-09-23,3.000000000,0.400000000,0.125773420,0.119271058,0.119271058
AOI-0010,2020-06-06,3.000000000,0.400000000,0.352382990,0.332901328,0.332901328
AOI-0010,2020-06-09,3.000000000,0.400000000,0.362624680,0.332379832,0.332379832
AOI-0010,2020-07-16,3.000000000,0.400000000,0.141262790,0.143673690,0.143673690
AOI-0010,2020-07-19,3.000000000,0.400000000,0.141342130,0.141878699,0.141878699
AOI-0010,2020-07-26,3.000000000,0.400000000,0.146687660,0.146475675,0.146475675
AOI-0010,2020-07-31,3.000000000,0.400000000,0.160002320,0.156021704,0.156021704
AOI-0010,2020-09-09,3.000000000,0.400000000,0.170713780,0.165894344,0.165894344
AOI-0010,2020-09-13,3.000000000,0.400000000,0.245098640,0.245961296,0.245961296
AOI-0010,2020-09-19,3.000000000,0.400000000,0.134277770,0.130960776,0.130960776
AOI-0010,2020-09-27,3.000000000,0.400000000,0.153689870,0.152122611,0.152122611
AOI-0010,2021-05-05,3.000000000,0.400000000,0.340434640,0.333231430,0.333231430
AOI-0010,2021-05-09,3.000000000,0.400000000,0.495022520,0.510922688,0.510922688
AOI-0010,2021-07-28,3.000000000,0.400000000,0.327413950,0.326479724,0.326479724
AOI-0010,2021-08-05,3.000000000,0.400000000,0.238570130,0.235705655,0.235705655
AOI-0010,2021-09-04,3.000000000,0.400000000,0.306291940,0.317647500,0.317647500
AOI-0010,2021-09-17,3.000000000,0.400000000,0.344021850,0.340143462,0.340143462
AOI-0010,2021-10-27,3.000000000,0.400000000,0.370677460,0.363859416,0.363859416
AOI-0010,2022-06-06,3.000000000,0.400000000,0.707532080,0.712984114,0.712984114
AOI-0010,2022-06-10,4.000000000,0.400000000,0.668019980,0.635546654,0.635546654
AOI-0010,2022-06-11,3.000000000,0.400000000,0.674196570,0.661366865,0.661366865
AOI-0010,2022-07-17,4.000000000,0.400000000,0.296728490,0.305347045,0.305347045
AOI-0010,2022-07-28,3.000000000,0.400000000,0.353531760,0.358824241,0.358824241
AOI-0010,2022-09-08,3.000000000,0.400000000,0.289570780,0.290618728,0.290618728
AOI-0010,2023-04-02,3.000000000,0.400000000,0.523169600,0.504456106,0.504456106
AOI-0010,2023-04-27,3.000000000,0.400000000,0.663013500,0.672665668,0.672665668
AOI-0010,2023-06-08,inf,0.250000000,0.722358270,0.729268664,0.726677266
AOI-0010,2023-06-16,4.000000000,0.400000000,0.594929510,0.609726157,0.609726157
AOI-0010,2023-08-23,4.000000000,0.400000000,0.248594850,0.247068860,0.247068860
AOI-0010,2023-08-30,3.000000000,0.400000000,0.254318660,0.252616631,0.252616631
AOI-0010,2023-09-19,3.000000000,0.400000000,0.264709560,0.263982370,0.263982370
AOI-0010,2024-04-04,3.000000000,0.400000000,0.580903070,0.591255461,0.591255461
AOI-0010,2024-04-26,7.000000000,0.400000000,0.687704970,0.682132390,0.682132390
AOI-0010,2024-05-08,3.000000000,0.400000000,0.757552570,0.749145098,0.749145098
AOI-0010,2024-05-21,3.000000000,0.400000000,0.728742490,0.727130452,0.727130452
AOI-0010,2024-06-18,3.000000000,0.400000000,0.257773110,0.248392738,0.248392738
AOI-0010,2024-06-20,3.000000000,0.400000000,0.228211710,0.230019034,0.230019034
AOI-0010,2024-07-08,3.000000000,0.400000000,0.181777780,0.182341697,0.182341697
AOI-0010,2024-07-15,3.000000000,0.400000000,0.175086690,0.177297000,0.177297000
AOI-0010,2024-08-12,3.000000000,0.400000000,0.228778910,0.215224939,0.215224939
AOI-0010,2024-09-06,4.000000000,0.400000000,0.206596240,0.202433364,0.202433364
AOI-0010,2024-09-28,3.000000000,0.400000000,0.200522010,0.201029586,0.201029586
AOI-0010,2024-10-01,3.000000000,0.400000000,0.188922560,0.188707151,0.188707151
AOI-0010,2024-10-15,3.000000000,0.400000000,0.268452860,0.259683621,0.259683621
AOI-0010,2024-10-23,4.000000000,0.400000000,0.209087120,0.220360744,0.220360744
AOI-0010,2025-04-16,1.000000000,0.500000000,0.381203010,0.384913988,0.385841732
AOI-0010,2025-04-18,1.000000000,0.500000000,0.432579980,0.428359096,0.427303875
AOI-0010,2025-05-09,1.000000000,0.500000000,0.743154740,0.757367696,0.760920935
AOI-0010,2025-06-05,1.000000000,0.500000000,0.497721820,0.497492149,0.497434731
AOI-0010,2025-06-07,1.000000000,0.500000000,0.444768400,0.445153832,0.445250190
AOI-0010,2025-06-28,1.000000000,0.500000000,0.218462780,0.204255353,0.200703496
AOI-0010,2025-07-05,1.000000000,0.500000000,0.186240630,0.187722112,0.188092482
AOI-0010,2025-07-06,1.000000000,0.500000000,0.239511770,0.250294184,0.252989788
AOI-0010,2025-07-07,1.000000000,0.500000000,0.173886840,0.179068597,0.180364036
AOI-0010,2025-07-25,1.000000000,0.500000000,0.153515130,0.154863725,0.155200874
AOI-0010,2025-07-30,1.000000000,0.500000000,0.159424120,0.162004462,0.162649547
AOI-0010,2025-08-16,1.000000000,0.500000000,0.183964820,0.180231658,0.179298367
AOI-0010,2025-08-27,1.000000000,0.500000000,0.175767170,0.172696293,0.171928574
