anon_polygon_id,status,start,end,n_days,severity_max,mean_zscore,observed_n,reconstructed_n,weather_context
AOI-0001,suppression,2019-08-24,2019-08-24,1,moderate,-1.587327710757057,1,0,dry_and_hot_context
AOI-0001,critical,2019-09-18,2019-09-18,1,moderate,-2.485118620180422,0,1,weather_unavailable_or_unusual
AOI-0001,critical,2019-09-23,2019-09-23,1,critical,-3.6206810694679015,1,0,dry_context
AOI-0001,suppression,2020-05-15,2020-05-15,1,moderate,-1.628366747090303,1,0,weather_unavailable_or_unusual
AOI-0001,suppression,2020-07-04,2020-07-04,1,moderate,-1.1103767181570616,1,0,dry_context
AOI-0001,suppression,2020-07-14,2020-07-14,1,moderate,-1.2514807606496932,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2020-07-19,2020-07-19,1,moderate,-1.2572597741712064,1,0,dry_context
AOI-0001,suppression,2020-07-24,2020-07-24,1,moderate,-1.07817862792512,1,0,dry_context
AOI-0001,suppression,2020-07-31,2020-07-31,1,moderate,-1.1529221197097428,1,0,dry_context
AOI-0001,suppression,2020-08-03,2020-08-03,1,moderate,-1.5152805184531448,1,0,dry_context
AOI-0001,suppression,2020-08-08,2020-08-08,1,moderate,-1.1708510927424658,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2020-10-12,2020-10-12,1,moderate,-1.4647476604372056,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2021-04-06,2021-04-06,1,moderate,-1.4393948619250887,1,0,dry_context
AOI-0001,suppression,2021-04-15,2021-04-15,1,moderate,-1.1693106916343166,1,0,dry_context
AOI-0001,suppression,2021-04-29,2021-04-29,1,moderate,-1.6910723366790883,1,0,dry_context
AOI-0001,suppression,2021-05-05,2021-05-05,1,moderate,-1.3434623179069063,1,0,dry_context
AOI-0001,suppression,2021-05-08,2021-05-08,1,moderate,-1.1585917701293034,1,0,dry_context
AOI-0001,critical,2021-05-15,2021-05-15,1,moderate,-2.484453828315282,0,1,weather_unavailable_or_unusual
AOI-0001,critical,2021-05-20,2021-05-20,1,high,-2.8410665468746465,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2021-05-23,2021-05-23,1,moderate,-1.8865197629599573,1,0,dry_context
AOI-0001,suppression,2021-05-25,2021-05-25,1,moderate,-1.1036760482952277,1,0,weather_unavailable_or_unusual
AOI-0001,critical,2021-05-31,2021-05-31,1,moderate,-2.1956777015961833,1,0,dry_context
AOI-0001,critical,2021-06-09,2021-06-09,1,moderate,-2.516988718200566,1,0,weather_unavailable_or_unusual
AOI-0001,critical,2021-08-12,2021-08-12,1,critical,-7.476368532912606,1,0,weather_unavailable_or_unusual
AOI-0001,suppression,2021-09-02,2021-09-02,1,moderate,-1.3653980115191764,1,0,weather_unavailable_or_unusual
AOI-0001,suppression,2021-10-07,2021-10-07,1,moderate,-1.0680248649033048,1,0,dry_context
AOI-0001,critical,2021-10-12,2021-10-12,1,moderate,-2.7437544098268183,1,0,dry_context
AOI-0001,suppression,2022-08-03,2022-08-03,1,moderate,-1.0756324378321012,1,0,weather_unavailable_or_unusual
AOI-0001,suppression,2022-08-28,2022-08-28,1,moderate,-1.0717888781467446,1,0,dry_context
AOI-0001,critical,2022-09-17,2022-09-17,1,critical,-4.439045489194447,1,0,dry_context
AOI-0001,suppression,2023-08-03,2023-08-03,1,moderate,-1.0817873721726456,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2023-08-23,2023-08-23,1,moderate,-1.0452111084154327,1,0,dry_context
AOI-0001,suppression,2023-10-02,2023-10-02,1,moderate,-1.074792011634523,1,0,dry_context
AOI-0001,critical,2023-10-26,2023-10-26,1,critical,-4.246409735190015,1,0,weather_unavailable_or_unusual
AOI-0001,suppression,2024-08-12,2024-08-12,1,moderate,-1.4151523644513928,1,0,dry_context
AOI-0001,suppression,2024-08-17,2024-08-17,1,moderate,-1.393160867026252,1,0,dry_context
AOI-0001,suppression,2024-08-22,2024-08-22,1,moderate,-1.5522916688766049,1,0,dry_context
AOI-0001,suppression,2024-08-27,2024-08-27,1,moderate,-1.7815683755526295,1,0,dry_context
AOI-0001,suppression,2024-09-01,2024-09-01,1,moderate,-1.6018674875431205,1,0,dry_context
AOI-0001,suppression,2024-09-06,2024-09-06,1,moderate,-1.1782247125123528,1,0,dry_context
AOI-0001,suppression,2024-09-11,2024-09-11,1,moderate,-1.5355822947623128,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2024-09-16,2024-09-16,1,moderate,-1.196774236236661,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2024-09-21,2024-09-21,1,moderate,-1.3067809138983113,1,0,dry_context
AOI-0001,suppression,2024-09-26,2024-09-26,1,moderate,-1.5156570526300277,1,0,dry_context
AOI-0001,suppression,2024-10-01,2024-10-01,1,moderate,-1.2546252380404124,1,0,dry_context
AOI-0001,suppression,2024-10-06,2024-10-06,1,moderate,-1.534587198830259,1,0,dry_context
AOI-0001,suppression,2024-10-11,2024-10-11,1,moderate,-1.428043980713231,1,0,dry_context
AOI-0001,critical,2024-10-26,2024-10-26,1,moderate,-2.0553173814755143,1,0,dry_context
AOI-0001,suppression,2025-04-01,2025-04-01,1,moderate,-1.1708526568830866,1,0,dry_context
AOI-0001,critical,2025-05-01,2025-05-01,1,moderate,-2.4339911336337345,1,0,dry_context
AOI-0001,critical,2025-05-03,2025-05-04,2,moderate,-2.2480161300879065,1,1,dry_context
AOI-0001,suppression,2025-05-09,2025-05-09,1,moderate,-1.6132052319555645,1,0,weather_unavailable_or_unusual
AOI-0001,critical,2025-05-14,2025-05-14,1,moderate,-2.6133252171794052,1,0,dry_context
AOI-0001,critical,2025-05-19,2025-05-19,1,critical,-4.047634547672774,1,0,weather_unavailable_or_unusual
AOI-0001,critical,2025-05-24,2025-05-24,1,high,-3.0860594470307325,1,0,dry_context
AOI-0001,suppression,2025-05-25,2025-05-25,1,moderate,-1.4569385886798718,1,0,dry_context
AOI-0001,critical,2025-06-03,2025-06-03,1,moderate,-2.3196441486535173,0,1,weather_unavailable_or_unusual
AOI-0001,suppression,2025-06-08,2025-06-08,1,moderate,-1.8322652531046695,1,0,dry_context
AOI-0001,suppression,2025-09-08,2025-09-08,1,moderate,-1.444123613769155,1,0,dry_context
AOI-0001,suppression,2025-09-11,2025-09-11,1,moderate,-1.4039763731028099,1,0,dry_context
AOI-0002,suppression,2025-06-08,2025-06-08,1,moderate,-1.0858233794502874,1,0,dry_context
AOI-0002,suppression,2025-06-10,2025-06-10,1,moderate,-1.2151853949051594,1,0,weather_unavailable_or_unusual
AOI-0002,suppression,2025-06-13,2025-06-13,1,moderate,-1.231271948273007,1,0,dry_context
AOI-0003,suppression,2025-06-27,2025-06-28,2,moderate,-1.1295420416713646,2,0,dry_context
AOI-0003,suppression,2025-06-30,2025-06-30,1,moderate,-1.494773866573618,1,0,dry_context
AOI-0003,suppression,2025-07-03,2025-07-03,1,moderate,-1.329994361350917,1,0,weather_unavailable_or_unusual
AOI-0003,suppression,2025-07-05,2025-07-05,1,moderate,-1.108194228011333,1,0,dry_context
AOI-0003,suppression,2025-07-07,2025-07-08,2,moderate,-1.0369344391531627,1,1,dry_context
AOI-0003,suppression,2025-07-17,2025-07-17,1,moderate,-1.0521364390704677,1,0,dry_context
AOI-0003,suppression,2025-07-23,2025-07-23,1,moderate,-1.0058837101347113,1,0,dry_context
AOI-0003,suppression,2025-08-02,2025-08-02,1,moderate,-1.1454265827822523,1,0,dry_context
AOI-0003,suppression,2025-08-24,2025-08-24,1,moderate,-1.0611378663606879,1,0,dry_context
AOI-0003,suppression,2025-09-08,2025-09-08,1,moderate,-1.063366340122364,1,0,dry_context
AOI-0006,suppression,2025-05-01,2025-05-01,1,moderate,-1.144483871213169,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2025-05-03,2025-05-04,2,moderate,-1.0755899650144873,2,0,weather_unavailable_or_unusual
AOI-0006,suppression,2025-05-14,2025-05-14,1,moderate,-1.5149961087913908,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2025-05-19,2025-05-19,1,moderate,-1.5238370250980136,1,0,weather_unavailable_or_unusual
AOI-0006,suppression,2025-05-24,2025-05-24,1,moderate,-1.3405091188899505,1,0,weather_unavailable_or_unusual
AOI-0007,critical,2025-06-13,2025-06-13,1,moderate,-2.4079961342733256,1,0,dry_context
AOI-0007,suppression,2025-06-15,2025-06-15,1,moderate,-1.0083150756235715,1,0,weather_unavailable_or_unusual
AOI-0007,suppression,2025-06-28,2025-06-28,1,moderate,-1.447563447874368,1,0,dry_context
AOI-0007,suppression,2025-06-30,2025-06-30,1,moderate,-1.002544310912894,1,0,weather_unavailable_or_unusual
AOI-0007,suppression,2025-07-10,2025-07-10,1,moderate,-1.032947775907754,1,0,dry_and_hot_context
AOI-0007,suppression,2025-07-13,2025-07-13,1,moderate,-1.016136647102703,1,0,dry_and_hot_context
AOI-0007,suppression,2025-07-15,2025-07-15,1,moderate,-1.0556723309788787,1,0,dry_context
AOI-0007,suppression,2025-07-17,2025-07-18,2,moderate,-1.1030783211476163,2,0,dry_context
AOI-0007,suppression,2025-07-23,2025-07-23,1,moderate,-1.0680609621024582,1,0,dry_context
AOI-0007,suppression,2025-07-25,2025-07-25,1,moderate,-1.0463504156813233,1,0,dry_context
AOI-0007,suppression,2025-07-30,2025-07-30,1,moderate,-1.01139180097033,1,0,dry_context
AOI-0007,suppression,2025-08-02,2025-08-02,1,moderate,-1.4806120418879842,1,0,dry_context
AOI-0007,suppression,2025-08-06,2025-08-06,1,moderate,-1.0266616614079653,1,0,dry_context
AOI-0007,suppression,2025-08-09,2025-08-09,1,moderate,-1.1145050842165405,1,0,dry_context
AOI-0007,suppression,2025-08-24,2025-08-24,1,moderate,-1.0336522754207704,1,0,dry_context
AOI-0007,suppression,2025-09-01,2025-09-01,1,moderate,-1.0251940742539165,1,0,dry_context
AOI-0007,suppression,2025-09-05,2025-09-05,1,moderate,-1.1396307592230113,1,0,dry_context
AOI-0008,suppression,2025-07-05,2025-07-05,1,moderate,-1.0211295855117506,1,0,weather_unavailable_or_unusual
AOI-0008,suppression,2025-07-07,2025-07-07,1,moderate,-1.02775066934865,1,0,weather_unavailable_or_unusual
AOI-0008,suppression,2025-07-30,2025-07-30,1,moderate,-1.0228688955518146,1,0,weather_unavailable_or_unusual
AOI-0008,suppression,2025-08-06,2025-08-07,2,moderate,-1.0808941160458332,2,0,weather_unavailable_or_unusual
AOI-0008,suppression,2025-08-09,2025-08-09,1,moderate,-1.0058684013040053,1,0,weather_unavailable_or_unusual
AOI-0008,suppression,2025-08-24,2025-08-24,1,moderate,-1.0513886386912912,1,0,weather_unavailable_or_unusual
AOI-0008,suppression,2025-09-01,2025-09-01,1,moderate,-1.0040100883950895,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2025-06-07,2025-06-08,2,moderate,-1.1175944575694312,2,0,dry_context
AOI-0009,suppression,2025-06-10,2025-06-10,1,moderate,-1.2249421426591844,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2025-06-13,2025-06-13,1,moderate,-1.3840661178682423,1,0,dry_context
AOI-0009,suppression,2025-06-15,2025-06-15,1,moderate,-1.4072523496875722,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2025-06-27,2025-06-27,1,moderate,-1.08879183131403,1,0,dry_context
AOI-0009,suppression,2025-06-30,2025-06-30,1,moderate,-1.1797153697088318,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2025-07-05,2025-07-05,1,moderate,-1.031855944287869,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2025-07-07,2025-07-08,2,moderate,-1.091910520720543,2,0,dry_context
AOI-0009,suppression,2025-07-10,2025-07-10,1,moderate,-1.0730372279732194,0,1,weather_unavailable_or_unusual
AOI-0009,suppression,2025-07-15,2025-07-15,1,moderate,-1.0267977910774029,1,0,dry_context
AOI-0009,suppression,2025-07-17,2025-07-17,1,moderate,-1.0136476161616557,1,0,dry_context
AOI-0009,suppression,2025-08-02,2025-08-02,1,moderate,-1.2510692756006248,1,0,dry_context
AOI-0009,suppression,2025-09-05,2025-09-05,1,moderate,-1.5756126380698874,1,0,dry_context
AOI-0009,suppression,2025-10-05,2025-10-05,1,moderate,-1.6515408665436448,1,0,weather_unavailable_or_unusual
AOI-0009,suppression,2025-10-13,2025-10-13,1,moderate,-1.0786672182660688,1,0,dry_context
AOI-0010,critical,2011-04-19,2011-04-19,1,critical,-3.977501395563933,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2011-08-17,2011-08-17,1,moderate,-1.8379730437641801,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2011-09-02,2011-09-02,1,moderate,-2.6320331052048833,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2011-09-18,2011-09-18,1,moderate,-1.0175344434793434,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2012-04-06,2012-04-06,1,moderate,-1.5386894636360426,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2012-04-13,2012-04-13,1,moderate,-1.7504700787340122,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2012-04-29,2012-04-29,1,moderate,-1.5618715973153332,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2012-05-08,2012-05-08,1,critical,-9.873695864527246,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2012-05-24,2012-05-24,1,critical,-15.893318537698523,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2012-06-09,2012-06-09,1,moderate,-1.8354370165772205,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2012-07-18,2012-07-18,1,moderate,-1.7315528206191682,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2012-09-04,2012-09-04,1,high,-3.4736676147510566,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2012-10-06,2012-10-06,1,moderate,-1.259474270473268,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2013-05-25,2013-05-25,1,critical,-4.10790247429144,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2013-08-06,2013-08-06,1,moderate,-1.713943689746515,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2013-08-14,2013-08-14,1,high,-2.8837288000325025,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2013-10-09,2013-10-09,1,moderate,-2.002530184114875,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2013-10-25,2013-10-25,1,critical,-3.7086555864028887,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2014-05-25,2014-05-25,1,critical,-3.792560629393482,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2014-06-22,2014-06-22,1,moderate,-1.3810259514539642,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2014-06-30,2014-06-30,1,moderate,-2.043046507595716,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2014-07-24,2014-07-24,1,moderate,-2.331794677328508,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2014-08-09,2014-08-09,1,moderate,-1.0514868078584465,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2014-08-25,2014-08-25,1,moderate,-1.2459815429272585,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2014-09-02,2014-09-02,1,high,-2.905799480366276,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2014-09-18,2014-09-18,1,moderate,-1.5392101197132797,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2014-09-26,2014-09-26,1,moderate,-2.279087216979626,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2014-10-04,2014-10-04,1,moderate,-1.9122047076200637,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2014-10-12,2014-10-12,1,moderate,-2.486040568578726,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2014-10-28,2014-10-28,1,critical,-4.684873600241485,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2015-04-06,2015-04-07,2,high,-2.4326802536092056,1,1,weather_unavailable_or_unusual
AOI-0010,suppression,2015-04-14,2015-04-14,1,moderate,-1.8069096512290923,0,1,weather_unavailable_or_unusual
AOI-0010,critical,2015-04-23,2015-04-23,1,moderate,-2.7050727078228816,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2015-04-30,2015-04-30,1,high,-2.939261607981152,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2015-05-09,2015-05-09,1,critical,-4.599035825893396,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2015-05-24,2015-05-25,2,critical,-7.433440211922432,1,1,weather_unavailable_or_unusual
AOI-0010,suppression,2015-06-01,2015-06-01,1,moderate,-1.3134898733038767,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2015-06-09,2015-06-09,1,moderate,-1.190335611150368,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2015-07-27,2015-07-27,1,moderate,-1.2867102213960884,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2015-08-12,2015-08-12,1,moderate,-1.594152516884713,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2016-06-27,2016-06-27,1,moderate,-1.2081715898434102,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2016-09-15,2016-09-15,1,moderate,-1.7038197042562844,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-04-03,2017-04-03,1,moderate,-1.7362184140569592,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2017-04-13,2017-04-13,1,moderate,-1.1084331555666063,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-07-02,2017-07-02,1,moderate,-1.0278751488921456,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-07-16,2017-07-16,1,moderate,-1.307271020442143,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-07-27,2017-07-27,1,moderate,-1.5277673038217459,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-08-01,2017-08-01,1,moderate,-1.5940358688081857,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2017-08-04,2017-08-04,1,moderate,-1.6385150171973752,0,1,weather_unavailable_or_unusual
AOI-0010,critical,2017-08-06,2017-08-06,1,moderate,-2.0297601526704225,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2017-08-09,2017-08-09,1,moderate,-2.3462423218739024,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-08-11,2017-08-11,1,moderate,-1.749428534503577,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-08-14,2017-08-14,1,moderate,-1.904233488440773,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-08-17,2017-08-17,1,moderate,-1.4857376924978085,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-08-21,2017-08-21,1,moderate,-1.476387367189279,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-08-26,2017-08-26,1,moderate,-1.6889686022658004,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-09-05,2017-09-05,1,moderate,-1.1299554387237751,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-09-13,2017-09-13,1,moderate,-1.0042344117159416,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-09-15,2017-09-15,1,moderate,-1.1532302122337086,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-09-20,2017-09-20,1,moderate,-1.0765601981837978,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-09-25,2017-09-25,1,moderate,-1.299767754455283,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-10-05,2017-10-05,1,moderate,-1.0367844550990308,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2017-10-08,2017-10-08,1,moderate,-1.0305770776882293,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2018-05-25,2018-05-25,1,moderate,-1.5905257089580567,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2018-07-02,2018-07-02,1,moderate,-2.6073045586515864,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2018-09-05,2018-09-05,1,moderate,-1.1216998088683912,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2018-09-13,2018-09-13,1,moderate,-1.3003000168735657,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2019-04-01,2019-04-01,1,moderate,-2.3025130299732925,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2019-04-06,2019-04-06,1,moderate,-1.2198277177381107,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2019-06-05,2019-06-05,1,moderate,-1.3212970047230894,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2019-06-20,2019-06-20,1,moderate,-1.27669680976829,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2019-06-22,2019-06-22,1,moderate,-1.8335599631620885,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2019-06-25,2019-06-25,1,moderate,-2.310310062300939,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2019-06-27,2019-06-27,1,moderate,-2.6584033603294657,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2019-06-28,2019-06-28,1,moderate,-1.5510777252527674,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2019-07-02,2019-07-02,1,moderate,-2.515247658407386,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2019-07-05,2019-07-05,1,moderate,-2.196371724225359,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2019-07-06,2019-07-06,1,moderate,-1.8003362803350007,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2019-07-07,2019-07-07,1,critical,-3.9660884686793363,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2019-07-17,2019-07-17,1,moderate,-2.1765253066430357,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2019-07-20,2019-07-20,1,moderate,-1.636640699519848,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2019-07-22,2019-07-22,1,moderate,-1.512323862678099,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2019-09-23,2019-09-23,1,moderate,-1.9332656602278875,0,1,weather_unavailable_or_unusual
AOI-0010,suppression,2019-10-20,2019-10-20,1,moderate,-1.3140090878370794,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2020-05-10,2020-05-10,1,moderate,-1.433974036518998,1,0,weather_unavailable_or_unusual
AOI-0010,suppression,2020-05-12,2020-05-13,2,moderate,-1.1541796533698259,2,0,weather_unavailable_or_unusual
AOI-0010,critical,2020-05-15,2020-05-15,1,moderate,-2.235374248360544,1,0,weather_unavailable_or_unusual
AOI-0010,critical,2020-05-17,2020-05-17,1,moderate,-2.644175626496258,1,0,weather_unavailable_or_unusual
