anon_polygon_id,date,n16_c60_r125_k2,n16_c80_r125_k3,shock,state,base_file,year,canon
AOI-0001,2020-10-11,0.25329928,0.25329928,0.00988457,0.00360588,0.20180811,2020,False
AOI-0001,2020-10-12,0.19926388,0.19890227,-0.03923497,0.00399875,0.14871081,2020,False
AOI-0001,2020-10-19,0.21740690,0.21740690,-0.04567608,0.00481515,0.16642472,2020,False
AOI-0001,2021-05-15,0.29187426,0.28620865,-0.02944303,0.01894759,0.47433363,2021,False
AOI-0001,2021-05-20,0.30896754,0.31183767,0.00057935,-0.00339590,0.46961599,2021,False
AOI-0001,2021-06-10,0.65113365,,0.08999751,-0.00891457,0.57600269,2021,True
AOI-0001,2021-07-02,0.45583060,,0.00552650,-0.00112798,0.59244130,2021,False
AOI-0001,2021-07-24,0.66901723,0.67752000,0.01462145,-0.00613664,0.64938708,2021,False
AOI-0001,2021-09-17,0.32170557,,-0.00423643,-0.00608062,0.23091946,2021,False
AOI-0001,2022-04-25,0.70565765,0.70727975,-0.00638472,-0.00298164,0.61182275,2022,False
AOI-0001,2022-06-03,0.79224743,0.79224743,-0.00074445,0.01990529,0.78162824,2022,False
AOI-0001,2022-09-02,0.27370160,0.26724996,-0.00411332,-0.01062297,0.23048162,2022,False
AOI-0001,2022-09-30,0.30870951,0.30971151,0.03333934,-0.04544520,0.27828814,2022,True
AOI-0001,2022-10-01,0.30056830,0.30056830,0.03509862,-0.04447277,0.24711576,2022,False
AOI-0001,2022-10-17,0.27812991,0.27812991,-0.00953974,-0.03435940,0.22040357,2022,False
AOI-0001,2023-05-25,0.74397119,0.74772491,0.00000000,0.00890724,0.82366379,2023,True
AOI-0001,2023-06-23,0.70546591,0.66883927,-0.00437157,-0.03588706,0.78097794,2023,False
AOI-0001,2023-07-15,,,-0.02767084,-0.03114931,0.27025572,2023,False
AOI-0001,2023-07-29,0.34972777,0.34972777,-0.00246629,0.00283683,0.20945192,2023,False
AOI-0001,2023-08-03,,,-0.00629088,-0.00901428,0.20350458,2023,False
AOI-0001,2023-08-08,0.26045063,0.25277558,-0.08428694,-0.00384203,0.21131992,2023,False
AOI-0001,2023-08-13,0.22625392,0.20860473,0.00678008,-0.00850514,0.25666888,2023,True
AOI-0001,2023-08-17,0.27736480,0.27736480,0.01719114,-0.00149070,0.26745638,2023,False
AOI-0001,2023-08-28,0.22421085,0.22271432,-0.00719767,0.01030668,0.22202706,2023,False
AOI-0001,2023-08-29,0.32235719,0.30988952,0.04297086,0.01071209,0.30761040,2023,True
AOI-0001,2023-09-12,0.23138036,0.25142141,0.00096948,0.02015262,0.23719393,2023,False
AOI-0001,2024-04-06,0.66108045,0.65412396,0.00000000,-0.03055542,0.66838209,2024,True
AOI-0001,2024-05-24,0.70817366,0.67314004,0.01278292,0.00062455,0.76145268,2024,True
AOI-0001,2024-06-01,0.68086234,0.69455601,0.00044055,0.00010904,0.73584812,2024,False
AOI-0001,2024-06-03,0.59474831,0.61867148,-0.00247868,0.00381668,0.70085277,2024,False
AOI-0001,2024-06-09,0.44363432,0.48046809,0.07733220,-0.00693108,0.56451569,2024,True
AOI-0001,2024-06-13,0.35661407,0.38387854,0.00000000,-0.00113716,0.53190991,2024,False
AOI-0001,2024-06-17,0.34389643,0.36316853,0.01888598,-0.00118771,0.48038195,2024,False
AOI-0001,2024-06-23,0.24267392,0.25150724,-0.01381493,-0.00302484,0.37453989,2024,False
AOI-0001,2024-06-25,0.27774989,0.32077457,0.00933595,-0.00309250,0.39645122,2024,True
AOI-0001,2024-07-03,0.20406625,0.22544226,-0.00015334,-0.00295416,0.28940123,2024,False
AOI-0001,2024-09-11,0.16848818,0.17282075,-0.01013525,-0.00388074,0.15917310,2024,False
AOI-0001,2024-09-13,0.18728374,0.21224538,0.00101875,-0.00042862,0.19166789,2024,True
AOI-0001,2024-09-16,0.19203270,0.18390133,-0.00698255,-0.00329426,0.16049742,2024,False
AOI-0001,2024-09-29,0.23185160,0.22507432,0.04599075,0.00060188,0.19922352,2024,True
AOI-0001,2025-04-23,0.40840909,0.42285507,0.01813347,0.00951569,0.47278116,2025,True
AOI-0001,2025-05-03,0.33632434,0.33632434,0.01128228,0.00081515,0.36908511,2025,False
AOI-0001,2025-06-03,0.45299835,0.48526190,-0.00003268,-0.02522173,0.43454105,2025,False
AOI-0001,2025-06-27,0.54072688,0.57235537,0.02904008,-0.01055532,0.65048234,2025,False
AOI-0001,2025-07-05,0.50373833,0.48895176,-0.00118909,-0.00279189,0.58228516,2025,False
AOI-0001,2025-07-12,0.43153848,0.39445236,0.06347953,0.00436578,0.49583598,2025,True
AOI-0001,2025-07-13,0.44596445,0.42732614,0.00053227,0.00477977,0.49722875,2025,False
AOI-0001,2025-07-23,0.37261822,0.34304762,-0.00741115,-0.01351425,0.41193913,2025,False
AOI-0001,2025-07-28,0.32894471,0.30563641,0.02596977,0.01408167,0.37091130,2025,True
AOI-0001,2025-07-29,0.27531268,0.31367205,0.05129797,0.01420725,0.39309043,2025,False
AOI-0001,2025-08-02,0.25548306,0.24345398,-0.01551968,0.03100076,0.30795238,2025,False
AOI-0001,2025-10-28,0.34561391,0.28070951,0.00877973,-0.00210870,0.22836271,2025,False
AOI-0002,2025-05-03,0.83449373,0.83447872,0.01128228,0.00678958,0.83587995,2025,False
AOI-0002,2025-06-03,0.61488115,0.62195914,-0.00003268,0.01483374,0.56974030,2025,False
AOI-0002,2025-06-26,0.41342964,0.43774010,0.06903863,0.02578331,0.40776882,2025,True
AOI-0002,2025-07-29,0.25887614,0.25314501,0.05129797,0.00130320,0.25990851,2025,False
AOI-0002,2025-08-02,0.17521061,0.16663222,-0.01551968,0.00667900,0.16480197,2025,False
AOI-0002,2025-08-13,0.25361947,0.25607864,0.06268806,0.00383304,0.25881015,2025,True
AOI-0002,2025-08-19,0.17540123,0.18527227,-0.00985437,0.00723178,0.15809696,2025,False
AOI-0003,2025-04-01,0.57829878,0.56758099,0.00000000,0.01377918,0.55761165,2025,False
AOI-0003,2025-04-18,0.77739805,0.78543144,-0.00852308,0.01686277,0.81525127,2025,False
AOI-0003,2025-04-19,0.78065747,0.80533579,0.01598667,0.01652623,0.84068040,2025,False
AOI-0003,2025-05-06,0.85445843,0.85373551,-0.01158598,-0.00200540,0.83952083,2025,False
AOI-0003,2025-06-04,0.75467423,0.76928749,0.00498980,-0.01424874,0.74654827,2025,False
AOI-0003,2025-06-13,0.39657066,0.40453152,0.00007443,0.00158823,0.58768897,2025,False
AOI-0003,2025-07-07,0.21278159,0.21876036,-0.02634257,0.01416030,0.17956372,2025,False
AOI-0003,2025-07-13,0.18553586,0.18606685,0.00053227,0.02700535,0.17497371,2025,False
AOI-0003,2025-07-15,0.17645369,0.18209476,-0.00249133,0.02987633,0.16649719,2025,False
AOI-0003,2025-08-04,0.10482183,0.11943106,-0.04544233,-0.00074136,0.16550686,2025,False
AOI-0003,2025-08-07,0.17537364,0.16865833,-0.01166672,0.02061449,0.18784759,2025,False
AOI-0003,2025-08-14,0.24351135,0.22013790,0.00000000,0.01709308,0.18319294,2025,False
AOI-0003,2025-08-22,0.18391810,0.17602404,-0.00994513,0.01184164,0.16121872,2025,False
AOI-0003,2025-08-23,0.23483677,0.23403621,0.03258077,0.00598824,0.20561150,2025,False
AOI-0004,2025-04-23,0.72045797,0.67857437,0.01813347,0.00283220,0.66868651,2025,True
AOI-0004,2025-05-04,0.71735229,0.64629370,0.00731763,0.00298665,0.64692839,2025,False
AOI-0004,2025-05-24,0.63439190,0.60127958,0.00000000,-0.00397072,0.66341835,2025,False
AOI-0004,2025-05-25,0.65204877,0.64222065,0.04911856,-0.00406157,0.69822711,2025,True
AOI-0004,2025-06-30,0.65175760,0.65175760,0.00000000,-0.01130906,0.59721744,2025,False
AOI-0004,2025-07-12,0.51564228,0.53500055,0.06347953,-0.01672642,0.49351754,2025,True
AOI-0004,2025-07-23,0.42228546,0.44486408,-0.00741115,0.00602696,0.46054794,2025,False
AOI-0004,2025-08-02,0.39862903,0.40573115,-0.01551968,0.00137207,0.40523550,2025,False
AOI-0004,2025-09-14,0.39500965,0.40117769,0.05483990,-0.01077460,0.37406864,2025,True
AOI-0004,2025-09-23,0.38280838,0.37381529,-0.00020035,-0.00804302,0.35902882,2025,False
AOI-0005,2025-05-01,0.61024290,0.62768580,-0.00302657,-0.00738877,0.66022399,2025,False
AOI-0005,2025-05-03,0.66886444,0.66797091,0.01128228,-0.00776938,0.66121897,2025,False
AOI-0005,2025-05-14,0.67069499,0.67294809,-0.00085470,0.03234676,0.55581957,2025,False
AOI-0005,2025-06-11,0.54741173,0.52398373,0.01085835,0.02444471,0.60519827,2025,False
AOI-0005,2025-07-21,0.42530047,0.41278069,0.03665540,0.00594652,0.41448072,2025,False
AOI-0005,2025-08-17,0.31683468,0.31879538,-0.00008883,0.02226136,0.33538699,2025,False
AOI-0005,2025-09-01,0.28569769,0.29281475,-0.00663205,-0.00991659,0.26001371,2025,False
AOI-0006,2025-04-01,0.22945358,0.23570084,0.00000000,0.00900668,0.21098583,2025,False
AOI-0006,2025-05-09,0.28121287,0.35277177,0.03885863,0.00890136,0.37453545,2025,True
AOI-0006,2025-05-25,0.46177590,0.51161142,0.04911856,0.00380798,0.54933970,2025,True
AOI-0006,2025-07-28,0.36776786,0.33109877,0.02596977,0.02877016,0.41464790,2025,True
AOI-0006,2025-08-09,0.23730908,0.24086625,-0.02266645,0.04188531,0.32269596,2025,False
AOI-0006,2025-08-22,0.26861692,0.24548137,-0.00994513,0.04771429,0.29434026,2025,False
AOI-0006,2025-08-30,0.27320301,0.26074099,0.03410470,0.05040984,0.25499103,2025,False
AOI-0006,2025-09-07,0.27067037,0.27067037,0.04209997,0.01229254,0.23245034,2025,False
AOI-0006,2025-10-28,0.46112876,0.46112876,0.00877973,-0.00376266,0.23441590,2025,False
AOI-0007,2025-04-01,0.24960997,0.29327751,0.00000000,-0.00152409,0.24009636,2025,False
AOI-0007,2025-04-18,0.35859857,0.36314239,-0.00852308,-0.00725667,0.28662629,2025,False
AOI-0007,2025-04-29,0.47272431,0.50629086,0.00198102,-0.00038918,0.40744562,2025,False
AOI-0007,2025-05-01,0.55309761,0.46872573,-0.00302657,0.00015554,0.42279138,2025,False
AOI-0007,2025-06-26,0.25061142,0.29139761,0.06903863,-0.04139262,0.32170484,2025,True
AOI-0007,2025-07-28,0.17278257,0.16244049,0.02596977,-0.00570294,0.15739545,2025,True
AOI-0007,2025-08-13,0.25475756,0.24157204,0.06268806,0.00663833,0.23073979,2025,True
AOI-0007,2025-08-14,0.12436017,0.13218128,0.00000000,0.00675753,0.15482345,2025,False
AOI-0007,2025-08-16,0.14570903,0.14061578,-0.00719055,0.00959939,0.15379588,2025,False
AOI-0007,2025-09-11,0.09721504,0.11003340,0.00000000,0.00879737,0.15595467,2025,False
AOI-0007,2025-09-26,0.18010699,0.17061854,0.00020035,-0.00141221,0.17826874,2025,False
AOI-0008,2025-04-17,0.74261437,0.76649425,0.00000000,-0.07010339,0.83611838,2025,False
AOI-0008,2025-04-24,0.82151440,0.84124552,-0.03100570,-0.04987214,0.84926414,2025,False
AOI-0008,2025-05-19,0.85367339,0.86088318,0.00754363,-0.00198992,0.87602469,2025,False
AOI-0008,2025-07-08,0.22431193,0.20596869,-0.01565705,0.01786577,0.20464556,2025,False
AOI-0008,2025-07-15,0.15390535,0.15228911,-0.00249133,0.01920713,0.18079004,2025,False
AOI-0008,2025-07-17,0.14295049,0.13824598,-0.01726271,0.02177743,0.17646465,2025,False
AOI-0008,2025-08-13,0.27193657,0.25558853,0.06268806,0.00775482,0.23568586,2025,True
AOI-0008,2025-09-01,0.17815766,0.16751632,-0.00663205,0.01130171,0.13927674,2025,False
AOI-0008,2025-09-30,0.27548015,0.35256059,0.03748496,0.00535594,0.25351607,2025,True
AOI-0008,2025-10-16,0.24324705,0.23162449,0.00879559,0.00452394,0.23496760,2025,True
AOI-0009,2025-04-01,0.49302901,0.49776005,0.00000000,-0.03806069,0.52012139,2025,False
AOI-0009,2025-04-23,0.85294155,0.86342944,0.01813347,-0.03074258,0.81076777,2025,True
AOI-0009,2025-05-04,0.81922312,0.81505045,0.00731763,-0.00434934,0.85604138,2025,False
AOI-0009,2025-06-30,0.22274129,0.22185338,0.00000000,0.00921937,0.19708586,2025,False
AOI-0009,2025-07-05,0.20077636,0.22506438,-0.00118909,0.00673780,0.19930630,2025,False
AOI-0009,2025-07-10,0.17083855,0.16534632,-0.03499475,-0.00044567,0.15788697,2025,False
AOI-0009,2025-07-25,0.18307102,0.17597954,-0.01033757,-0.00116424,0.16042548,2025,False
AOI-0009,2025-08-12,0.19440763,0.17941441,0.00492083,0.01138845,0.15676966,2025,False
AOI-0009,2025-08-17,0.17257320,0.16124253,-0.00008883,0.01826339,0.17365542,2025,False
AOI-0009,2025-08-22,0.17732816,0.17029929,-0.00994513,0.02020054,0.16187197,2025,False
AOI-0009,2025-08-24,0.14549931,0.14854133,-0.02844148,0.01879740,0.14095099,2025,False
AOI-0009,2025-09-14,0.24076555,0.24037876,0.05483990,-0.01080255,0.24462194,2025,True
AOI-0009,2025-09-16,0.17950200,0.17655309,-0.00934341,-0.00985149,0.17321804,2025,False
AOI-0009,2025-09-25,0.16432506,0.16151860,-0.02285954,0.01922485,0.15462233,2025,False
AOI-0009,2025-10-03,0.18353106,0.17975391,0.00000000,0.01709768,0.16167884,2025,False
AOI-0010,2010-06-19,0.29399516,0.33848400,-0.03730450,0.00814832,0.35988692,2010,False
AOI-0010,2010-08-06,0.23660002,0.24404752,-0.06199650,-0.00602839,0.20726326,2010,False
AOI-0010,2010-08-22,0.21001832,0.19795693,-0.00020160,0.00384427,0.20586214,2010,False
AOI-0010,2011-06-14,0.66531093,0.66531093,,0.00447367,0.51963088,2011,False
AOI-0010,2011-07-12,0.32672151,0.32672151,0.00000000,-0.00855127,0.36148934,2011,True
AOI-0010,2011-08-09,0.26192142,0.26192142,-0.00892096,0.00069550,0.25203563,2011,False
AOI-0010,2011-08-13,0.29485155,0.29485155,0.02296399,0.00151326,0.30937347,2011,True
AOI-0010,2011-09-10,0.17706799,0.17706799,-0.01322753,-0.00300151,0.19847268,2011,False
AOI-0010,2012-04-13,,,-0.01884067,0.00292403,0.26983857,2012,False
AOI-0010,2012-08-03,,,-0.00388238,-0.00016722,0.22287756,2012,False
AOI-0010,2013-04-16,,,-0.02645598,-0.01595471,0.66684184,2013,False
AOI-0010,2013-05-25,,,0.04185600,-0.00565221,0.65005550,2013,True
AOI-0010,2013-06-26,,,0.00000000,0.00955083,0.33067254,2013,True
AOI-0010,2013-07-12,,,0.01480307,0.01328129,0.31431254,2013,True
AOI-0010,2014-05-29,0.78282285,0.78896476,0.07836085,0.00125080,0.62157975,2014,False
AOI-0010,2014-06-06,0.54560668,0.56488696,-0.00419581,0.00441257,0.50793464,2014,False
AOI-0010,2014-06-10,0.54919265,0.55357196,0.04146349,0.00491494,0.41861658,2014,True
AOI-0010,2014-08-29,0.24968499,0.24208348,0.01839680,-0.00790177,0.25623688,2014,True
AOI-0010,2014-09-30,0.27233415,0.26176245,0.03060917,-0.00836311,0.24894235,2014,True
AOI-0010,2015-04-07,0.23855162,,0.01408732,0.00512737,0.32480338,2015,True
AOI-0010,2015-04-14,0.22553236,,-0.00742421,0.00549546,0.21844545,2015,False
AOI-0010,2015-05-25,0.24942279,,0.00846919,-0.00278855,0.36529660,2015,True
AOI-0010,2015-10-07,0.21538904,,0.00000000,-0.00260830,0.21002985,2015,False
AOI-0010,2016-07-27,0.35568348,0.35568348,0.00000000,-0.00521313,0.32611910,2016,True
AOI-0010,2016-08-12,0.31229245,0.29848075,0.01293359,0.00213679,0.30671448,2016,True
AOI-0010,2016-09-13,0.25378354,0.25378354,0.00000000,0.00967951,0.27890214,2016,True
AOI-0010,2017-04-03,0.40428604,0.34215985,0.00000000,0.00619455,0.34606290,2017,False
AOI-0010,2017-04-07,0.55588300,0.56297825,0.04759822,0.00619455,0.54363009,2017,True
AOI-0010,2017-08-01,0.14319821,0.13590262,0.01908172,0.00793121,0.16101944,2017,False
AOI-0010,2017-08-04,0.14858239,0.17067036,-0.01476090,0.00979506,0.15125642,2017,False
AOI-0010,2017-08-13,0.23063955,0.23940840,0.03106068,0.00473382,0.24414878,2017,True
AOI-0010,2017-08-29,0.18735277,0.17014145,0.05896267,0.01220913,0.22034167,2017,True
AOI-0010,2018-05-16,0.79123744,0.78390864,-0.00182922,0.01971387,0.80897095,2018,False
AOI-0010,2018-07-28,0.29895710,0.29806727,0.01469500,-0.00003964,0.24943177,2018,True
AOI-0010,2018-08-28,0.17316561,0.17897012,0.00000000,0.00570490,0.17548496,2018,False
AOI-0010,2018-09-14,0.23892638,0.23518420,0.02282745,0.01223644,0.22970961,2018,True
AOI-0010,2019-04-06,0.50769426,0.50769426,0.00000000,-0.00108266,0.42834413,2019,False
AOI-0010,2019-04-28,,,-0.01341914,-0.00215963,0.71167069,2019,False
AOI-0010,2019-05-19,,,-0.00031013,0.01136222,0.82963452,2019,False
AOI-0010,2019-06-20,0.28837013,0.28837013,-0.04355419,-0.00585127,0.21138281,2019,False
AOI-0010,2019-06-26,0.30277828,0.30521525,0.06290493,-0.02225194,0.25910407,2019,True
AOI-0010,2019-06-27,0.24715659,0.25946285,0.00587049,-0.03469159,0.16595516,2019,False
AOI-0010,2019-07-20,0.17431350,0.17431350,-0.00948663,0.00502476,0.17772841,2019,False
AOI-0010,2019-08-13,0.24698602,0.24698602,0.06965199,-0.00835441,0.29735708,2019,True
AOI-0010,2019-08-19,0.17085444,0.17085444,0.00000000,-0.01056808,0.17249432,2019,False
AOI-0010,2019-08-21,0.24144741,0.24144741,-0.00425638,-0.01276655,0.18300762,2019,False
AOI-0010,2019-09-23,0.18919134,0.18919134,-0.03682174,0.01533918,0.12500314,2019,False
AOI-0010,2020-06-06,0.55988240,0.58882122,-0.02858282,-0.01509787,0.35221674,2020,False
AOI-0010,2020-06-09,0.61655547,0.62032392,0.09872051,-0.00250486,0.35968226,2020,True
AOI-0010,2020-07-16,0.13174233,0.13742927,-0.08159701,0.00324246,0.13965405,2020,False
AOI-0010,2020-07-19,0.11990389,0.12667812,-0.04008644,0.00533903,0.14031720,2020,False
AOI-0010,2020-07-26,0.16593634,0.16719691,0.00000000,0.00830502,0.14692609,2020,False
AOI-0010,2020-07-31,0.16605350,0.16621667,-0.00235313,0.01510681,0.15924921,2020,False
AOI-0010,2020-09-09,0.18249543,0.18432351,0.00941592,0.00974015,0.17141099,2020,False
AOI-0010,2020-09-13,0.23819127,0.23705970,0.05067500,0.01114757,0.24516518,2020,True
AOI-0010,2020-09-19,0.15189878,0.14915975,-0.01489088,0.00678147,0.13436921,2020,False
AOI-0010,2020-09-27,0.17012877,0.15814951,-0.01005108,0.00846445,0.15398048,2020,False
AOI-0010,2021-05-05,,,-0.00101080,-0.00153692,0.34120579,2021,False
AOI-0010,2021-05-09,,,0.06681065,-0.00421964,0.49417022,2021,True
AOI-0010,2021-07-28,,,0.00827202,-0.00209853,0.32742048,2021,True
AOI-0010,2021-08-05,,,-0.01230837,0.00135302,0.23975637,2021,False
AOI-0010,2021-09-04,,,-0.02650345,-0.00499429,0.30430444,2021,False
AOI-0010,2021-09-17,,,-0.00423643,-0.00641694,0.34462684,2021,False
AOI-0010,2021-10-27,,,0.00000000,-0.02997988,0.37384253,2021,False
AOI-0010,2022-06-06,0.74730928,0.74730928,0.00169175,0.02367611,0.70825055,2022,False
AOI-0010,2022-06-10,0.74569413,0.74309559,0.00000000,0.02415140,0.66779894,2022,True
AOI-0010,2022-06-11,0.71089469,0.71909257,0.00364499,0.02100595,0.67409382,2022,False
AOI-0010,2022-07-17,0.30824042,0.30824042,0.00000000,-0.03651414,0.29729867,2022,False
AOI-0010,2022-07-28,0.37723788,0.36288327,0.03029926,-0.01699970,0.35273442,2022,True
AOI-0010,2022-09-08,0.28798237,0.28265261,0.00493626,-0.01449535,0.29094127,2022,False
AOI-0010,2023-04-02,0.51813587,0.47909541,-0.00932541,0.00795251,0.52623021,2023,False
AOI-0010,2023-04-27,0.66184634,0.67606728,-0.03648607,0.00779837,0.66259609,2023,False
AOI-0010,2023-06-08,0.70707187,0.68196844,-0.00230642,0.00101870,0.72338732,2023,False
AOI-0010,2023-06-16,0.65301053,0.64348361,-0.02365009,0.01216350,0.59122060,2023,False
AOI-0010,2023-08-23,0.26111708,0.25170939,-0.00361637,-0.00063852,0.24818290,2023,False
AOI-0010,2023-08-30,0.27192485,0.26779207,-0.00416486,0.01091765,0.25586553,2023,False
AOI-0010,2023-09-19,0.26222366,0.26035267,-0.00306752,0.00580206,0.26427780,2023,False
AOI-0010,2024-04-04,0.63151765,0.64057517,0.00000000,-0.00144631,0.57782995,2024,False
