anon_polygon_id,date,_truth,_true_src,year,base_k6,base_k8,base_k12,lag_k12_d2,lag_k16_d3,lag_k24_d2,hgb,res_hgb,res_lag,src,doy,bin,e
AOI-0003,2019-08-23,0.1541977626863271,landsat,2019,0.387550023409284,0.3842860370302235,0.3787604745142561,0.3888203220498541,0.3882980786538197,0.386857739333413,0.3539255782304172,0.1997278155440901,0.23410031596749262,landsat,235,29,0.23008827434389642
AOI-0004,2019-04-23,0.6785134925676533,modis,2019,0.5354776731706113,0.5329845521166802,0.5341778026424212,0.5425652111039108,0.5391389032192587,0.5662714688966812,0.6195752169885873,-0.058938275579065946,-0.13937458934839453,modis,113,14,-0.1455289404509731
AOI-0004,2019-05-25,0.7975428026934316,modis,2019,0.7664965299511513,0.7661500842360343,0.7600964446783345,0.7743488192879777,0.7738171137349215,0.7707807255817484,0.7844394822296205,-0.01310332046381113,-0.023725688958510127,modis,145,18,-0.03139271845739733
AOI-0004,2019-06-30,0.5339735900922244,s2,2019,0.4643417526987093,0.4662270418423945,0.4939770329270208,0.4691144263677008,0.4769468168420701,0.5043722053208258,0.4537568555835066,-0.08021673450871786,-0.05702677325015437,s2,181,22,-0.06774654824982995
AOI-0004,2019-07-12,0.5197044594079532,modis,2019,0.496109779256157,0.5056534415598213,0.5168692186227535,0.5040871851517476,0.500948279179869,0.5201813935362649,0.5386744008502782,0.018969941442325,-0.01875618022808423,modis,193,24,-0.014051017848131897
AOI-0004,2019-09-14,0.4367464108753651,modis,2019,0.3640346417014024,0.3771817853877779,0.3862219872783183,0.3437497920345106,0.3604874340453269,0.3817177635726066,0.4000016451615121,-0.03674476571385299,-0.07625897683003818,modis,257,32,-0.059564625487587175
AOI-0004,2019-09-23,0.3418787380377747,s2,2019,0.2970290765451127,0.3118051276889994,0.3248820832542169,0.2556598906166974,0.2934111823301116,0.3129559704403457,0.1330800204497387,-0.20879871758803598,-0.04846755570766309,s2,266,33,-0.030073610348775315
AOI-0007,2019-04-01,0.5099181770744069,s2,2019,0.4638525702262636,0.4645214071331068,0.4836226591596839,0.4230479201789429,0.4406090545071389,0.4634293484543018,0.4512291315048148,-0.05868904556959209,-0.06930912256726801,s2,91,11,-0.0453967699413001
AOI-0007,2019-06-26,0.2826332811101164,modis,2019,0.3199211603980887,0.3222761965677307,0.3295474912396443,0.306142572280154,0.3050126450595034,0.2932484450151496,0.3133441998261291,0.030710918716012725,0.022379363949387,modis,177,22,0.039642915457614336
AOI-0007,2019-07-28,0.2948467099373322,modis,2019,0.2448497203153866,0.2477435043604999,0.25524168038473,0.2697745328628457,0.269139033986411,0.2756354107143354,0.2515027863116458,-0.0433439236256864,-0.025707675950921216,modis,209,26,-0.047103205576832285
AOI-0007,2019-08-13,0.3201401745747538,modis,2019,0.3060888275662165,0.2997316337002483,0.2920224946095239,0.3067859215181933,0.3007014221136765,0.2923562647221306,0.3347807525249766,0.014640577950222777,-0.01943875246107729,modis,225,28,-0.0204085408745055
AOI-0007,2019-08-14,0.2553435416949679,s2,2019,0.249752535358865,0.2427252483697338,0.2296665617818664,0.2524968727002706,0.2463433027394419,0.229433844100882,0.2394571493364396,-0.015886392358528317,-0.009000238955526013,s2,226,28,-0.01261829332523412
AOI-0008,2019-05-19,0.7692984386972274,landsat,2019,0.8302291372927519,0.8325111120233862,0.8192736652995998,0.84140587263468,0.8434311587743255,0.8376900060807738,0.8483701902426778,0.07907175154545043,0.07413272007709815,landsat,139,17,0.06321267332615887
AOI-0008,2019-07-17,0.106757405103178,s2,2019,0.1342326226476536,0.1471299411173085,0.151023078354244,0.1408867197217405,0.1399271020419165,0.1397357377000196,0.1615688689708409,0.05481146386766292,0.0331696969387385,s2,198,24,0.04037253601413052
AOI-0008,2019-08-13,0.3459212809917355,modis,2019,0.3156646984983446,0.3137303550019479,0.3070673277923794,0.3182837862926164,0.3158326172561678,0.3093069344867911,0.3797518292159235,0.03383054822418796,-0.030088663735567733,modis,225,28,-0.03219092598978762
AOI-0008,2019-09-30,0.3700481404958678,modis,2019,0.3058232843270134,0.3075520895075605,0.3011812768080942,0.3141157768997231,0.315679317365136,0.2976822259017844,0.3337345207837417,-0.0363136197121261,-0.054368823130731825,modis,273,34,-0.062496050988307295
AOI-0008,2019-10-16,0.3880512396694215,modis,2019,0.3544967506771151,0.3398906975494661,0.3349795202457825,0.3412166849757047,0.3487275375389317,0.3297236681009127,0.405558630064594,0.017507390395172462,-0.0393237021304898,modis,289,36,-0.04816054211995541
AOI-0011,2019-04-07,0.3382590709728869,modis,2019,0.386047055249776,0.385847131209892,0.3831041781081052,0.388447869097101,0.3991321024437506,0.391113715401119,0.4002220141111299,0.06196294313824302,0.0608730314708637,modis,97,12,0.047588060237005125
AOI-0011,2019-04-23,0.253966242124564,s2,2019,0.2875706534683301,0.2928906087783048,0.3005018116386502,0.2896278701896303,0.2922437022977143,0.2995464913830515,0.3378464522821556,0.08388021015759162,0.03827746017315031,s2,113,14,0.03892436665374083
AOI-0011,2019-04-28,0.2786232952324141,s2,2019,0.288278297471406,0.2883953627362894,0.2966625662723363,0.2826645371044411,0.2780463609930457,0.2972116494318303,0.2977828539716584,0.019159558739244298,-0.0005769342393683874,s2,118,14,0.009772067503875326
AOI-0011,2019-07-12,0.3138876594896333,modis,2019,0.3314557079922908,0.3281648704260694,0.3323970037356707,0.3237476116505564,0.3220990155120662,0.3229248656352669,0.3215841694430484,0.007696509953415087,0.008211356022432892,modis,193,24,0.01427721093643608
AOI-0011,2019-08-06,0.3170344656770985,s2,2019,0.3442247197703748,0.3495900640538102,0.333481039765334,0.3681112261515705,0.3617086386748637,0.3424217686086214,0.3324064094149909,0.015371943737892413,0.044674172997765216,s2,218,27,0.032555598376711736
AOI-0011,2019-08-14,0.3801486586350469,s2,2019,0.3358346455871647,0.3263369579697294,0.3110182946173813,0.347875378470287,0.3523885950232899,0.3106627778292492,0.3501828423998478,-0.02996581623519906,-0.02776006361175698,s2,226,28,-0.053811700665317486
AOI-0011,2019-08-19,0.2258932122279706,s2,2019,0.2506130363259501,0.2503868932888294,0.2597768036128254,0.2723949803022998,0.2788900172690944,0.2665633488413141,0.2573099252739035,0.03141671304593291,0.05299680504112381,s2,231,28,0.024493681060858807
AOI-0011,2019-09-30,0.3405341706539076,modis,2019,0.2661924866896864,0.2670407436812004,0.2710970516497963,0.2678479669395386,0.2667288483696037,0.266905670093334,0.2674948879940287,-0.07303928265987891,-0.07380532228430392,modis,273,34,-0.07349342697270722
AOI-0015,2019-05-27,0.7729414204308778,landsat,2019,0.6585386380094692,0.6580813628506019,0.6506970603972196,0.6501384807884176,0.6523820344554838,0.6527084663026841,0.6669399495734172,-0.10600147085746059,-0.12055938597539395,landsat,147,18,-0.11486005758027584
AOI-0015,2019-06-07,0.7532304608734582,s2,2019,0.7035397281511123,0.6930739993998708,0.6797104751443959,0.7130393990588594,0.6992893350885601,0.6927091195242792,0.7541010478570801,0.0008705869836218572,-0.05394112578489818,s2,158,19,-0.06015646147358744
AOI-0015,2019-07-05,0.4604503486015336,s2,2019,0.4830822522975763,0.4812982536128368,0.4895885251450906,0.4840598596912213,0.4783501096031043,0.4945804100764864,0.5077415072572428,0.04729115865570915,0.017899761001570702,s2,186,23,0.02084790501130318
AOI-0015,2019-10-13,0.2271962348417911,s2,2019,0.2463575852853665,0.2345862461051657,0.2308783734782167,0.2349465406812701,0.2283954120916439,0.224703550229131,0.2385268939956852,0.011330659153894085,0.0011991772498528008,s2,286,35,0.007390011263374602
AOI-0015,2019-10-16,0.4111288959323824,modis,2019,0.313909550857266,0.3142397302754372,0.3076207958607239,0.3201020325258882,0.3174269494631354,0.3192440801062013,0.3559640811890011,-0.05516481474338131,-0.09370194646924701,modis,289,36,-0.09688916565694516
AOI-0019,2019-04-28,0.6363705094371298,s2,2019,0.6181760759713419,0.6211342362007564,0.6222693010963593,0.6274666898929916,0.626663923211638,0.6251676337772057,0.5982644407658453,-0.03810606867128452,-0.009706586225491809,s2,118,14,-0.015236273236373443
AOI-0019,2019-05-25,0.8708714183509214,modis,2019,0.8010499061213051,0.8004335451090712,0.7962792969245982,0.8057394795864834,0.8043848892684999,0.8098955892991084,0.8350102380751506,-0.03586118027577079,-0.06648652908242147,modis,145,18,-0.07043787324185025
AOI-0019,2019-06-15,0.6882963324492058,s2,2019,0.6242721330086097,0.617371651477127,0.6098008897143168,0.6350419177576215,0.6168158224901429,0.6237237612119666,0.6840848667779309,-0.00421146567127495,-0.07148050995906297,s2,166,20,-0.07092468097207882
AOI-0019,2019-06-27,0.3132262602770251,s2,2019,0.3567724336145241,0.3606114486626329,0.3685958040122659,0.3449116212149309,0.3553555040232081,0.3752607174680475,0.333671074626258,0.020444814349232898,0.04212924374618299,s2,178,22,0.04738518838560779
AOI-0019,2019-07-14,0.3595298739971387,landsat,2019,0.2718677789384749,0.2744118482122819,0.2867074641969115,0.2628230245346719,0.2659816532956739,0.2650129526419476,0.250052583715214,-0.10947729028192471,-0.09354822070146479,landsat,195,24,-0.08511802578485683
AOI-0019,2019-08-14,0.2371452129240989,s2,2019,0.2510910197063336,0.2499312521977643,0.2478298654142319,0.235153855007388,0.2441506783690554,0.2517656646738319,0.2351127245723183,-0.0020324883517806036,0.007005465444956505,s2,226,28,0.012786039273665395
AOI-0019,2019-08-31,0.1750671595679622,s2,2019,0.180927153064018,0.1805509520956161,0.1814125902233029,0.1812614047052373,0.181336026917776,0.1786236340073397,0.1749210633903069,-0.0001460961776552916,0.0062688673498138,s2,243,30,0.005483792527653908
AOI-0019,2019-09-15,0.1445492781495866,s2,2019,0.1790531327001766,0.1811411748524727,0.1779704040772309,0.1783273219737054,0.1771547041951421,0.1730695567060743,0.1498943141501629,0.005345036000576314,0.0326054260455555,s2,258,32,0.036591896702886095
AOI-0019,2019-09-23,-0.0016985511856338,s2,2019,0.1578611913328931,0.157223867366765,0.164053413827401,0.1593458377194254,0.1567082816881521,0.1582115732669598,0.1394896228957246,0.14118817408135842,0.1584068328737859,s2,266,33,0.1589224185523988
AOI-0020,2019-04-23,0.5615888368221427,s2,2019,0.5758273823914458,0.5814542219639882,0.5790373525187632,0.5807865599078658,0.5786084739646937,0.6016909827676586,0.5807153639270547,0.019126527104912028,0.01701963714255106,s2,113,14,0.01986538514184555
AOI-0020,2019-06-11,0.6688567412051654,landsat,2019,0.7538182635772545,0.7414350995337851,0.7202560457264717,0.7628292787462335,0.745810981191409,0.7164204927942572,0.7518536604861413,0.08299691928097597,0.07695423998624362,landsat,162,20,0.0725783583286197
AOI-0020,2019-07-12,0.2835871966232852,modis,2019,0.310924789206969,0.3092691307530658,0.315791215095495,0.2980663775815202,0.2966713593479801,0.2958315583354637,0.3116220935263817,0.028034896903096518,0.013084162724694925,modis,193,24,0.025681934129780593
AOI-0020,2019-07-29,0.3060854596434746,landsat,2019,0.3125222963622455,0.3045818475703469,0.3040637907512912,0.28641560175948,0.2893065750929467,0.2912826161369621,0.284073809767204,-0.022011649876270634,-0.016778884550527895,landsat,210,26,-0.0015036120731277136
AOI-0020,2019-07-30,0.2519327888437636,s2,2019,0.2923507774253172,0.2933595914284216,0.2852930575833225,0.2713092184565188,0.273264747566152,0.2778385556821,0.2415271975880427,-0.01040559125572088,0.02133195872238841,s2,211,26,0.04142680258465803
AOI-0020,2019-08-19,0.3390069640758912,s2,2019,0.3142516518543289,0.3119644988979098,0.3102448004737589,0.3174583831829795,0.3228544230835947,0.3146057816721883,0.3245442938116056,-0.014462670264285604,-0.016152540992296516,s2,231,28,-0.027042465177981423
AOI-0020,2019-10-13,0.2952267363954875,s2,2019,0.2867496961869565,0.2829821537534817,0.2750495659940486,0.2698508277719272,0.2639719241122841,0.2459831039134444,0.3274305358973224,0.032203799501834884,-0.031254812283203426,s2,286,35,-0.012244582642005841
AOI-0021,2019-04-28,0.1937684349743581,s2,2019,0.2201381260900178,0.2261281189137618,0.2197900224349979,0.2137468354745061,0.2193370324023053,0.2149907823857192,0.1898804781489486,-0.0038879568254095165,0.025568597427947176,s2,118,14,0.032359683939403694
AOI-0021,2019-05-27,0.3641881846789064,landsat,2019,0.3774254657501519,0.3726482010114684,0.3719729492666461,0.3470872010336457,0.3517097644491284,0.3574574126283223,0.3393631065371801,-0.024825078141726298,-0.01247842022977802,landsat,147,18,0.008460016332561993
AOI-0021,2019-07-06,0.6313025393435276,landsat,2019,0.6558259029280508,0.6517290217851525,0.6516153390769178,0.6466112193500101,0.6415375657647948,0.663870006154804,0.6348798688230601,0.0035773294795324873,0.010235026421267168,landsat,187,23,0.020426482441624816
AOI-0021,2019-07-29,0.7259257374894944,landsat,2019,0.6602932489850418,0.6668710144095356,0.67187578791252,0.6614352252991438,0.6847655010590812,0.7010515336011415,0.6933312432414209,-0.03259449424807348,-0.04116023643041322,landsat,210,26,-0.05905472307995885
AOI-0021,2019-08-07,0.7313721514390751,landsat,2019,0.7368775456700988,0.7163899467444682,0.691246641581234,0.7552578517712308,0.727233201343333,0.703217522118689,0.7398327048001981,0.008460553361123058,-0.0041389500957420555,landsat,219,27,-0.014982204694606871
AOI-0021,2019-08-22,0.491215135260709,landsat,2019,0.4074281557948045,0.4117494426639138,0.4252120101113794,0.3996867334416032,0.4177034293146807,0.4403157894403047,0.4217115504429979,-0.06950358481771107,-0.0735117059460283,landsat,234,29,-0.0794656925967952
AOI-0021,2019-08-30,0.2976519096953107,landsat,2019,0.3121167096276457,0.3077954957036066,0.3191307356712702,0.2973983395630534,0.2918331609215338,0.3166288537012783,0.3005106458694739,0.0028587361741632122,-0.005818748773776916,landsat,242,30,0.010143586008295902
AOI-0021,2019-09-15,0.2066549060317666,s2,2019,0.2475312810844331,0.2464605816374962,0.2438270242281407,0.2579352072416679,0.2484583695507894,0.2340608483754572,0.2224437944336588,0.015788888401892215,0.04180346351902281,s2,258,32,0.03980567560572962
AOI-0022,2019-04-01,0.3026640997244398,s2,2019,0.2919577466357491,0.3066541357701099,0.3363246758759482,0.3366145913622737,0.3660164866475852,0.4261074516802815,0.3198525352160706,0.017188435491630794,0.06335238692314538,s2,91,11,0.003990036045670109
AOI-0022,2019-05-06,0.7053973053808318,s2,2019,0.7468504646528429,0.7439728312116887,0.7368048929784141,0.7613286718738752,0.7526889537067232,0.7510969088720263,0.7222163819673859,0.016819076586554127,0.04729164832589139,s2,126,15,0.03857552583085688
AOI-0022,2019-05-25,0.8513893283327654,modis,2019,0.8148767197088062,0.8135098021583596,0.8075716124194205,0.8100369475780013,0.8101435063053203,0.8139762020766621,0.8552513421086162,0.0038620137758508255,-0.04124582202744509,modis,145,18,-0.03787952617440582
AOI-0022,2019-05-28,0.8488924524552622,s2,2019,0.8328164604239263,0.8213448207976317,0.8153548140696618,0.8344318178462,0.8312871979614671,0.8446123966559343,0.8249104712174037,-0.023981981237858552,-0.01760525449379513,s2,148,18,-0.027547631657630522
AOI-0022,2019-07-17,0.1554515849333774,s2,2019,0.1805397261355582,0.1819380101206369,0.1801129977041997,0.1820168418631119,0.1731343771423235,0.1730779439287658,0.1659526705082069,0.010501085574829483,0.017682792208946085,s2,198,24,0.026486425187259494
AOI-0022,2019-08-31,0.1414208655955029,s2,2019,0.1387970160465145,0.136099948376476,0.1393240976435569,0.1356217081050691,0.1370597884020514,0.1380576128925049,0.15240089294414,0.010980027348637095,-0.004361077193451496,s2,243,30,-0.005320917219026916
AOI-0022,2019-09-23,0.0566362368828417,s2,2019,0.16917591864064,0.1705670650797245,0.1690379300376449,0.1670593989719142,0.1657460217486993,0.1678948063211965,0.107192128711638,0.050555891828796294,0.1091097848658576,s2,266,33,0.1139308281968828
AOI-0022,2019-09-30,0.0410535978879227,s2,2019,0.2572109158289756,0.2559728284479478,0.2584023376116386,0.2684509375876024,0.2684729109532206,0.2567749317079303,0.1305450486226181,0.08949145073469539,0.22741931306529792,s2,273,34,0.21491923056002507
AOI-0023,2019-06-27,0.1943091391890072,s2,2019,0.2551931205185587,0.2573784165690183,0.2679287423676634,0.2362462555279979,0.2462647671768688,0.2656037869566648,0.1950024135791691,0.0006932743901618965,0.0519556279878616,s2,178,22,0.06306927738001109
AOI-0023,2019-07-05,0.1874288847491599,s2,2019,0.1760520164537056,0.1787001439493558,0.1879784476601686,0.182905249649517,0.1820849187947006,0.1701690939277391,0.2046551394995203,0.01722625475036041,-0.0053439659544592955,s2,186,23,-0.008728740799804097
AOI-0023,2019-07-14,0.253412988156075,landsat,2019,0.2116836096893771,0.2117117851113532,0.2158019927536847,0.2035703550706197,0.2031640573039661,0.1942997993765263,0.186287021499316,-0.06712596665675899,-0.05024893085210888,landsat,195,24,-0.0417012030447218
AOI-0023,2019-08-14,0.1513333151735208,s2,2019,0.1659941863058899,0.1635650969681193,0.1569582422794425,0.1582483620226029,0.1531759876187571,0.155884701695239,0.167250874358942,0.015917559185421204,0.001842672445236282,s2,226,28,0.012231781794598495
AOI-0023,2019-08-22,0.2142344542389068,landsat,2019,0.1836282746641472,0.1860013150705552,0.188720920583576,0.1875654993425585,0.1910299440195195,0.1898705016763825,0.1982383518146399,-0.01599610242426691,-0.023204510219387298,landsat,234,29,-0.0282331391683516
AOI-0023,2019-08-30,0.1940353323960467,landsat,2019,0.1970902743919019,0.1936651225537468,0.1900547139968292,0.1939649056490686,0.190497351548451,0.1885300637055514,0.1821900739720054,-0.0118452584240413,-0.003537980847595712,landsat,242,30,-0.0003702098422999067
AOI-0023,2019-09-23,0.1037876427743138,s2,2019,0.1369803608293635,0.1423821560406201,0.1554164511718993,0.1403745005742915,0.1356857530595937,0.1459405137353414,0.1122798540626633,0.008492211288349497,0.031898110285279904,s2,266,33,0.03859451326630629
AOI-0023,2019-10-17,0.48753518334857,landsat,2019,0.402110692355049,0.4173101888507809,0.4009021180580119,0.3797400268191886,0.3832607718994151,0.3787028637496346,0.546667129431462,0.05913194608289202,-0.10427441144915489,landsat,290,36,-0.07022499449778907
AOI-0026,2019-04-07,0.6619881601202784,modis,2019,0.4913211770150175,0.4940905864265001,0.5062986000566319,0.5757485140872117,0.5756838463624234,0.5832330749393545,0.5816209516183632,-0.08036720850191514,-0.08630431375785497,modis,97,12,-0.16789757369377828
AOI-0026,2019-05-09,0.8179629580905844,modis,2019,0.7349257370209985,0.7460521223481407,0.7599940403701034,0.7910562859468517,0.7942547294742444,0.8033030414363858,0.8420809449178485,0.02411798682726407,-0.023708228616340032,modis,129,16,-0.07191083574244372
AOI-0026,2019-07-12,0.2481466453674122,modis,2019,0.2591102627937352,0.2681981693381103,0.2724942466207343,0.2521477560017506,0.2521580540783926,0.240310525676976,0.2535311477634472,0.005384502396034996,0.00401140871098038,modis,193,24,0.020051523970698093
AOI-0026,2019-08-19,0.134941405808648,s2,2019,0.1565575982996997,0.1559656459102819,0.15940030393457,0.1577725480739935,0.1642457594461612,0.160808560720911,0.1531646581231588,0.0182232523145108,0.029304353637513214,s2,231,28,0.021024240101633895
AOI-0026,2019-09-23,0.099913468019304,s2,2019,0.1225133772316661,0.1296686140481161,0.1359381393489522,0.1293908672125131,0.1282302462656383,0.1360667132596642,0.0989971197462478,-0.0009163482730562,0.028316778246334315,s2,266,33,0.029755146028812116
AOI-0026,2019-09-30,0.2655730877654577,modis,2019,0.2000320165002947,0.2034167632742056,0.2133446274824938,0.2113452384230349,0.2172405126159708,0.2154750294024909,0.2385937453577048,-0.026979342407752877,-0.048332575149486884,modis,273,34,-0.06215632449125208
AOI-0027,2019-06-27,0.7150158561266042,landsat,2019,0.6156458506078772,0.6346751320536886,0.6329588432633184,0.66802927318007,0.6561105484976094,0.6605594692497623,0.6531522831239867,-0.06186357300261758,-0.05890530762899482,landsat,178,22,-0.08034072407291559
AOI-0027,2019-07-05,0.693716494691359,s2,2019,0.590759976993855,0.5875805567019958,0.5789074440174816,0.5546647991754333,0.563955614000184,0.6070446414465651,0.5858579666156967,-0.10785852807566232,-0.12976088069117497,s2,186,23,-0.10613593798936316
AOI-0027,2019-07-12,0.4653957489878543,modis,2019,0.587219542634884,0.5916047551743522,0.5957822850304951,0.572278078748597,0.5812248584186823,0.6057387795279773,0.5876553741477271,0.12225962515987276,0.11582910943082803,modis,193,24,0.12620900618649789
AOI-0027,2019-07-29,0.5177432698773123,landsat,2019,0.5291437613387716,0.5332074554311652,0.531578369179191,0.5447590970331935,0.5407525773889374,0.5507340427446442,0.5389789992055646,0.02123572932825224,0.02300930751162511,landsat,210,26,0.015464185553852872
AOI-0027,2019-08-19,0.483208073957492,s2,2019,0.4742223321737143,0.4664699486666434,0.4623023206101994,0.4923713431101332,0.481068293974053,0.4569350899257922,0.4703851403596891,-0.012822933597802899,-0.0021397799834390052,s2,231,28,-0.016738125290848616
AOI-0027,2019-08-30,0.3724090090132311,landsat,2019,0.3844371089079467,0.3888824488949426,0.3865584863119651,0.3817396287631751,0.382838990504415,0.3927020999059791,0.3883009505740416,0.01589194156081053,0.010429981491183904,landsat,242,30,0.016473439881711516
AOI-0027,2019-10-16,0.399048987854251,modis,2019,0.3098768361335199,0.3054140457895218,0.3053574958177406,0.2928566580915751,0.2964055698302898,0.2937145561621334,0.3348092322261811,-0.06423975562806994,-0.10264341802396121,modis,289,36,-0.09363494206472922
AOI-0030,2019-04-21,0.4435054307812122,s2,2019,0.4108312101402085,0.4246826994449874,0.4486297952809614,0.4012219059256528,0.3805421498716027,0.4924438859021072,0.437393254455332,-0.006112176325880181,-0.06296328090960951,s2,111,13,-0.018822731336224807
AOI-0030,2019-06-10,0.8508944013371633,s2,2019,0.7748893644712211,0.7671672945525322,0.7514751556963277,0.7915479996908886,0.7658637263098329,0.7330637272348355,0.8192828247149757,-0.03161157662218761,-0.08503067502733042,s2,161,20,-0.08372710678463113
AOI-0033,2019-04-28,0.218487996791315,s2,2019,0.2489615343456083,0.238542304318781,0.2302637484620578,0.2393502501923645,0.2397244144675441,0.2318404334975451,0.1997877819104061,-0.018700214880908894,0.021236417676229108,s2,118,14,0.02005430752746601
AOI-0033,2019-05-20,0.1325213769935487,s2,2019,0.2060124249655827,0.2057269332905192,0.2139061853293758,0.2102780421607596,0.2171657606514787,0.2209392611799534,0.1677607021114253,0.035239325117876585,0.08464438365792998,s2,140,17,0.07320555629697048
AOI-0033,2019-06-10,0.2431681398737251,modis,2019,0.1784597434979916,0.1774875622013047,0.1780271482727815,0.1754138972240023,0.1766562600771326,0.1747428369487491,0.2147491505217368,-0.028418989351988305,-0.06651187979659251,modis,161,20,-0.06568057767242039
AOI-0033,2019-06-22,0.1333440996216938,s2,2019,0.1438996082918858,0.145763211843684,0.1411324847070715,0.1422332872055809,0.140094583604692,0.1324975014179719,0.135665622240568,0.0023215226188741944,0.006750483982998212,s2,173,21,0.012419112221990186
AOI-0035,2019-05-20,0.9313619551436286,s2,2019,0.8447810769618872,0.843441100950296,0.8291062370966633,0.8495148590403128,0.8554636205388318,0.8444026287307513,0.8508647659133831,-0.08049718923024551,-0.07589833460479678,s2,140,17,-0.08792085419333262
AOI-0035,2019-06-10,0.3115341448382127,modis,2019,0.3572123372362386,0.374274536199733,0.394312495260876,0.3222563837142529,0.3512818620904968,0.3706298300287956,0.3659443116140422,0.054410166775829494,0.0397477172522841,modis,161,20,0.06274039136152032
AOI-0035,2019-08-31,0.1959110160330841,s2,2019,0.1822341596428582,0.1873435242297757,0.1942560648181595,0.188559538404367,0.1914104766332226,0.2016847488098301,0.1755528780095284,-0.02035813802355571,-0.004500539399861503,s2,243,30,-0.008567491803308402
AOI-0035,2019-10-02,0.1280556776581671,s2,2019,0.2211559020890324,0.2198311495824305,0.2182104171249586,0.2125086446125343,0.2069533291124705,0.2098573526916519,0.154510369687412,0.026454692029244886,0.07889765145430339,s2,275,34,0.09177547192426339
AOI-0037,2019-04-07,0.4994837522441652,modis,2019,0.4106169475969352,0.4181788180485071,0.4325367229360985,0.5127038582290198,0.5235820334324739,0.5103508532149649,0.445906116845442,-0.05357763539872318,0.0240982811883087,modis,97,12,-0.0813049341956581
AOI-0037,2019-06-30,0.2976645468858035,landsat,2019,0.2571114222755722,0.2506915634851996,0.2516706518512049,0.2565377802592908,0.2540986726749292,0.2355280748574231,0.2421198991337223,-0.055544647752081205,-0.04356587421087432,landsat,181,22,-0.04697298340060391
AOI-0037,2019-07-23,0.3164480599110276,landsat,2019,0.2861916549130162,0.294514206550617,0.2889817264050405,0.2757490326923165,0.2726485098057415,0.2824626689095534,0.2577979482854772,-0.058650111625550394,-0.04379955010528608,landsat,204,25,-0.021933853360410593
AOI-0037,2019-08-09,0.3919871982312063,landsat,2019,0.388237303813873,0.380547877537299,0.3681883687382955,0.3901055622550514,0.384972550745206,0.3758722956956076,0.3837557242496361,-0.008231473981570203,-0.007014647486000336,landsat,221,27,-0.011439320693907296
AOI-0037,2019-08-16,0.3592600460964179,landsat,2019,0.3648209106380787,0.3535674140614258,0.3432048095503491,0.368362342201066,0.3637479246967819,0.3618243624752897,0.3618551297088224,0.002595083612404514,0.004487878600364037,landsat,228,28,-0.005692632034992096
