anon_polygon_id,date,crop_type,pred,truth,err,abs_err,source,year,gap_days,bracket_days,edge,run_len
AOI-0015,2019-10-16,озимая пшеница,0.3142397302754372,0.4111288959323824,-0.09688916565694516,0.09688916565694516,modis,2019,1.0,2.0,False,1
AOI-0019,2019-04-28,подсолнечник,0.6211342362007564,0.6363705094371298,-0.015236273236373443,0.015236273236373443,s2,2019,2.0,6.0,False,1
AOI-0019,2019-05-25,подсолнечник,0.8004335451090712,0.8708714183509214,-0.07043787324185025,0.07043787324185025,modis,2019,2.0,6.0,False,1
AOI-0019,2019-06-15,подсолнечник,0.617371651477127,0.6882963324492058,-0.07092468097207882,0.07092468097207882,s2,2019,2.0,5.0,False,1
AOI-0019,2019-06-27,подсолнечник,0.36061144866263295,0.3132262602770251,0.047385188385607846,0.047385188385607846,s2,2019,1.0,2.0,False,1
AOI-0019,2019-07-14,подсолнечник,0.27441184821228193,0.3595298739971387,-0.08511802578485678,0.08511802578485678,landsat,2019,2.0,5.0,False,1
AOI-0019,2019-08-14,подсолнечник,0.24993125219776435,0.2371452129240989,0.01278603927366545,0.01278603927366545,s2,2019,1.0,2.0,False,1
AOI-0019,2019-08-31,подсолнечник,0.18055095209561614,0.1750671595679622,0.005483792527653936,0.005483792527653936,s2,2019,1.0,4.0,False,1
AOI-0019,2019-09-15,подсолнечник,0.18114117485247272,0.1445492781495866,0.03659189670288612,0.03659189670288612,s2,2019,1.0,2.0,False,1
AOI-0019,2019-09-23,подсолнечник,0.15722386736676502,-0.0016985511856338,0.15892241855239883,0.15892241855239883,s2,2019,2.0,7.0,False,1
AOI-0020,2019-04-23,подсолнечник,0.5814542219639882,0.5615888368221427,0.01986538514184555,0.01986538514184555,s2,2019,2.0,4.0,False,1
AOI-0020,2019-06-11,подсолнечник,0.7414350995337851,0.6688567412051654,0.0725783583286197,0.0725783583286197,landsat,2019,1.0,2.0,False,1
AOI-0020,2019-07-12,подсолнечник,0.3092691307530658,0.2835871966232852,0.025681934129780593,0.025681934129780593,modis,2019,2.0,7.0,False,1
AOI-0020,2019-07-29,подсолнечник,0.30458184757034695,0.3060854596434746,-0.001503612073127658,0.001503612073127658,landsat,2019,1.0,4.0,False,2
AOI-0020,2019-07-30,подсолнечник,0.29335959142842166,0.2519327888437636,0.041426802584658085,0.041426802584658085,s2,2019,2.0,4.0,False,2
AOI-0020,2019-08-19,подсолнечник,0.31196449889790984,0.3390069640758912,-0.027042465177981367,0.027042465177981367,s2,2019,2.0,6.0,False,1
AOI-0020,2019-10-13,подсолнечник,0.28298215375348174,0.2952267363954875,-0.012244582642005786,0.012244582642005786,s2,2019,2.0,5.0,False,1
AOI-0021,2019-04-28,подсолнечник,0.2261281189137618,0.1937684349743581,0.032359683939403694,0.032359683939403694,s2,2019,2.0,6.0,False,1
AOI-0021,2019-05-27,подсолнечник,0.3726482010114684,0.3641881846789064,0.008460016332561993,0.008460016332561993,landsat,2019,1.0,3.0,False,1
AOI-0021,2019-07-06,подсолнечник,0.6517290217851525,0.6313025393435276,0.020426482441624816,0.020426482441624816,landsat,2019,1.0,2.0,False,1
AOI-0021,2019-07-29,подсолнечник,0.6668710144095356,0.7259257374894944,-0.05905472307995885,0.05905472307995885,landsat,2019,1.0,2.0,False,1
AOI-0021,2019-08-07,подсолнечник,0.7163899467444682,0.7313721514390751,-0.014982204694606871,0.014982204694606871,landsat,2019,1.0,3.0,False,1
AOI-0021,2019-08-22,подсолнечник,0.4117494426639138,0.491215135260709,-0.0794656925967952,0.0794656925967952,landsat,2019,1.0,2.0,False,1
AOI-0021,2019-08-30,подсолнечник,0.30779549570360665,0.2976519096953107,0.010143586008295957,0.010143586008295957,landsat,2019,1.0,2.0,False,1
AOI-0021,2019-09-15,подсолнечник,0.2464605816374962,0.2066549060317666,0.03980567560572962,0.03980567560572962,s2,2019,1.0,2.0,False,1
AOI-0022,2019-04-01,подсолнечник,0.3066541357701099,0.3026640997244398,0.003990036045670109,0.003990036045670109,s2,2019,5.0,inf,True,1
AOI-0022,2019-05-06,подсолнечник,0.7439728312116887,0.7053973053808318,0.03857552583085688,0.03857552583085688,s2,2019,2.0,6.0,False,1
AOI-0022,2019-05-25,подсолнечник,0.8135098021583596,0.8513893283327654,-0.03787952617440582,0.03787952617440582,modis,2019,2.0,6.0,False,1
AOI-0022,2019-05-28,подсолнечник,0.8213448207976317,0.8488924524552622,-0.027547631657630522,0.027547631657630522,s2,2019,1.0,4.0,False,1
AOI-0022,2019-07-17,подсолнечник,0.18193801012063693,0.1554515849333774,0.02648642518725952,0.02648642518725952,s2,2019,3.0,6.0,False,1
AOI-0022,2019-08-31,подсолнечник,0.13609994837647604,0.1414208655955029,-0.0053209172190268605,0.0053209172190268605,s2,2019,1.0,4.0,False,1
AOI-0022,2019-09-23,подсолнечник,0.17056706507972452,0.0566362368828417,0.11393082819688283,0.11393082819688283,s2,2019,2.0,7.0,False,1
AOI-0022,2019-09-30,подсолнечник,0.2559728284479478,0.0410535978879227,0.21491923056002507,0.21491923056002507,s2,2019,2.0,7.0,False,1
AOI-0023,2019-06-27,подсолнечник,0.2573784165690183,0.1943091391890072,0.06306927738001109,0.06306927738001109,s2,2019,1.0,2.0,False,1
AOI-0023,2019-07-05,подсолнечник,0.17870014394935588,0.1874288847491599,-0.008728740799804013,0.008728740799804013,s2,2019,1.0,4.0,False,1
AOI-0023,2019-07-14,подсолнечник,0.21171178511135325,0.253412988156075,-0.041701203044721746,0.041701203044721746,landsat,2019,2.0,5.0,False,1
AOI-0023,2019-08-14,подсолнечник,0.16356509696811938,0.1513333151735208,0.012231781794598579,0.012231781794598579,s2,2019,1.0,2.0,False,1
AOI-0023,2019-08-22,подсолнечник,0.18600131507055523,0.2142344542389068,-0.028233139168351573,0.028233139168351573,landsat,2019,1.0,2.0,False,1
AOI-0023,2019-08-30,подсолнечник,0.1936651225537468,0.1940353323960467,-0.0003702098422999067,0.0003702098422999067,landsat,2019,1.0,2.0,False,1
AOI-0023,2019-09-23,подсолнечник,0.14238215604062016,0.1037876427743138,0.03859451326630635,0.03859451326630635,s2,2019,2.0,7.0,False,1
AOI-0023,2019-10-17,подсолнечник,0.4173101888507809,0.48753518334857,-0.07022499449778907,0.07022499449778907,landsat,2019,1.0,4.0,False,1
AOI-0026,2019-04-07,озимая пшеница,0.49409058642650017,0.6619881601202784,-0.16789757369377822,0.16789757369377822,modis,2019,1.0,5.0,False,1
AOI-0026,2019-05-09,озимая пшеница,0.7460521223481407,0.8179629580905844,-0.07191083574244372,0.07191083574244372,modis,2019,2.0,5.0,False,1
AOI-0026,2019-07-12,озимая пшеница,0.26819816933811036,0.2481466453674122,0.02005152397069815,0.02005152397069815,modis,2019,3.0,10.0,False,1
AOI-0026,2019-08-19,озимая пшеница,0.15596564591028192,0.134941405808648,0.021024240101633923,0.021024240101633923,s2,2019,3.0,8.0,False,1
AOI-0026,2019-09-23,озимая пшеница,0.12966861404811617,0.099913468019304,0.02975514602881217,0.02975514602881217,s2,2019,5.0,13.0,False,1
AOI-0026,2019-09-30,озимая пшеница,0.20341676327420563,0.2655730877654577,-0.06215632449125205,0.06215632449125205,modis,2019,2.0,11.0,False,1
AOI-0027,2019-06-27,озимая пшеница,0.6346751320536886,0.7150158561266042,-0.08034072407291559,0.08034072407291559,landsat,2019,1.0,4.0,False,1
AOI-0027,2019-07-05,озимая пшеница,0.5875805567019958,0.693716494691359,-0.10613593798936316,0.10613593798936316,s2,2019,5.0,20.0,False,1
AOI-0027,2019-07-12,озимая пшеница,0.5916047551743522,0.4653957489878543,0.12620900618649789,0.12620900618649789,modis,2019,8.0,20.0,False,1
AOI-0027,2019-07-29,озимая пшеница,0.5332074554311652,0.5177432698773123,0.015464185553852872,0.015464185553852872,landsat,2019,1.0,9.0,False,1
AOI-0027,2019-08-19,озимая пшеница,0.4664699486666434,0.483208073957492,-0.016738125290848616,0.016738125290848616,s2,2019,3.0,8.0,False,1
AOI-0027,2019-08-30,озимая пшеница,0.38888244889494267,0.3724090090132311,0.01647343988171157,0.01647343988171157,landsat,2019,1.0,5.0,False,1
AOI-0027,2019-10-16,озимая пшеница,0.30541404578952186,0.399048987854251,-0.09363494206472917,0.09363494206472917,modis,2019,1.0,4.0,False,1
AOI-0030,2019-04-21,озимая пшеница,0.4246826994449874,0.4435054307812122,-0.018822731336224807,0.018822731336224807,s2,2019,2.0,12.0,False,1
AOI-0030,2019-06-10,озимая пшеница,0.7671672945525322,0.8508944013371633,-0.08372710678463113,0.08372710678463113,s2,2019,1.0,6.0,False,1
AOI-0033,2019-04-28,пастбища/зерновые,0.23854230431878104,0.218487996791315,0.020054307527466037,0.020054307527466037,s2,2019,1.0,7.0,False,1
AOI-0033,2019-05-20,пастбища/зерновые,0.20572693329051922,0.1325213769935487,0.07320555629697051,0.07320555629697051,s2,2019,1.0,3.0,False,1
AOI-0033,2019-06-10,пастбища/зерновые,0.1774875622013047,0.2431681398737251,-0.06568057767242039,0.06568057767242039,modis,2019,1.0,3.0,False,1
AOI-0033,2019-06-22,пастбища/зерновые,0.14576321184368407,0.1333440996216938,0.01241911222199027,0.01241911222199027,s2,2019,3.0,7.0,False,1
AOI-0035,2019-05-20,пастбища/зерновые,0.843441100950296,0.9313619551436286,-0.08792085419333262,0.08792085419333262,s2,2019,1.0,3.0,False,1
AOI-0035,2019-06-10,пастбища/зерновые,0.37427453619973305,0.3115341448382127,0.06274039136152038,0.06274039136152038,modis,2019,1.0,3.0,False,1
AOI-0035,2019-08-31,пастбища/зерновые,0.18734352422977577,0.1959110160330841,-0.008567491803308347,0.008567491803308347,s2,2019,1.0,3.0,False,1
AOI-0035,2019-10-02,пастбища/зерновые,0.21983114958243055,0.1280556776581671,0.09177547192426344,0.09177547192426344,s2,2019,1.0,3.0,False,1
AOI-0037,2019-04-07,зерновые,0.41817881804850715,0.4994837522441652,-0.08130493419565804,0.08130493419565804,modis,2019,2.0,5.0,False,1
AOI-0037,2019-06-30,зерновые,0.25069156348519966,0.2976645468858035,-0.04697298340060385,0.04697298340060385,landsat,2019,2.0,5.0,False,1
AOI-0037,2019-07-23,зерновые,0.29451420655061705,0.3164480599110276,-0.021933853360410538,0.021933853360410538,landsat,2019,4.0,9.0,False,1
AOI-0037,2019-08-09,зерновые,0.380547877537299,0.3919871982312063,-0.011439320693907296,0.011439320693907296,landsat,2019,1.0,3.0,False,1
AOI-0037,2019-08-16,зерновые,0.35356741406142583,0.3592600460964179,-0.00569263203499204,0.00569263203499204,landsat,2019,2.0,5.0,False,1
AOI-0037,2019-09-12,зерновые,0.23356522189535575,0.2260469527232014,0.00751826917215434,0.00751826917215434,s2,2019,2.0,4.0,False,1
AOI-0037,2019-09-30,зерновые,0.31841736320730807,0.2622974361728017,0.056119927034506356,0.056119927034506356,s2,2019,2.0,7.0,False,1
AOI-0038,2019-04-07,зерновые,0.44277614799371634,0.4594056593253415,-0.016629511331625157,0.016629511331625157,modis,2019,2.0,5.0,False,1
AOI-0038,2019-04-25,зерновые,0.4813882277779432,0.4544767433420699,0.026911484435873323,0.026911484435873323,s2,2019,1.0,3.0,False,1
AOI-0038,2019-06-14,зерновые,0.1864356375529486,0.1839786242789686,0.0024570132739799855,0.0024570132739799855,s2,2019,1.0,6.0,False,1
AOI-0038,2019-07-15,зерновые,0.19237233979682686,0.1702178572326434,0.022154482564183453,0.022154482564183453,landsat,2019,1.0,3.0,False,1
AOI-0038,2019-09-02,зерновые,0.2647556710493126,0.2843982753351929,-0.019642604285880327,0.019642604285880327,s2,2019,1.0,4.0,False,1
AOI-0038,2019-10-16,зерновые,0.4076222281783555,0.4691117368274325,-0.06148950864907704,0.06148950864907704,modis,2019,1.0,2.0,False,1
AOI-0040,2019-07-08,зерновые,0.20346656921860207,0.17646706531248,0.026999503906122074,0.026999503906122074,landsat,2019,1.0,5.0,False,1
AOI-0040,2019-09-12,зерновые,0.22496645853471536,0.2263075840207138,-0.0013411254859984345,0.0013411254859984345,s2,2019,2.0,4.0,False,1
AOI-0040,2019-09-30,зерновые,0.2934888686408187,0.2176700269140267,0.07581884172679199,0.07581884172679199,s2,2019,3.0,8.0,False,1
AOI-0040,2019-10-02,зерновые,0.2602736238648792,0.2269912383875581,0.03328238547732107,0.03328238547732107,s2,2019,1.0,8.0,False,1
AOI-0041,2019-04-23,зерновые,0.4999921101032366,0.4809626986715942,0.019029411431642385,0.019029411431642385,s2,2019,2.0,5.0,False,1
AOI-0041,2019-05-20,зерновые,0.6160682182316651,0.6339954904359074,-0.017927272204242284,0.017927272204242284,s2,2019,1.0,3.0,False,1
AOI-0041,2019-06-22,зерновые,0.3463098103061548,0.3746414300807173,-0.0283316197745625,0.0283316197745625,s2,2019,1.0,5.0,False,1
AOI-0041,2019-06-27,зерновые,0.31355043408464106,0.324708557399058,-0.011158123314416957,0.011158123314416957,s2,2019,1.0,4.0,False,1
AOI-0041,2019-07-23,зерновые,0.3617057679581693,0.4024308224820612,-0.04072505452389191,0.04072505452389191,landsat,2019,4.0,9.0,False,1
AOI-0041,2019-09-30,зерновые,0.37263495558442755,0.3208496293314831,0.051785326252944464,0.051785326252944464,s2,2019,2.0,7.0,False,1
AOI-0043,2019-05-31,зерновые,0.2071580685415345,0.2043836838205105,0.002774384721024009,0.002774384721024009,s2,2019,2.0,5.0,False,1
AOI-0043,2019-06-15,зерновые,0.1855705968727933,0.192033646627857,-0.0064630497550637045,0.0064630497550637045,s2,2019,3.0,8.0,False,1
AOI-0043,2019-06-25,зерновые,0.1732491163307536,0.1499308213435482,0.02331829498720539,0.02331829498720539,s2,2019,1.0,6.0,False,1
AOI-0043,2019-07-07,зерновые,0.16844343032208972,0.1741093322638246,-0.0056659019417348855,0.0056659019417348855,s2,2019,1.0,6.0,False,1
AOI-0043,2019-10-13,зерновые,0.37459576154897234,0.3881465970854308,-0.013550835536458472,0.013550835536458472,s2,2019,3.0,6.0,False,1
AOI-0043,2019-10-15,зерновые,0.40324638452141454,0.4185854166022403,-0.015339032080825765,0.015339032080825765,s2,2019,1.0,6.0,False,1
AOI-0045,2019-04-26,зерновые,0.2163300653795357,0.1869583037617741,0.029371761617761588,0.029371761617761588,landsat,2019,1.0,8.0,False,1
AOI-0045,2019-06-27,зерновые,0.1660514414910171,0.1472725525453537,0.018778888945663402,0.018778888945663402,s2,2019,1.0,2.0,False,1
AOI-0045,2019-07-31,зерновые,0.22122141250614852,0.1895989558521099,0.03162245665403862,0.03162245665403862,landsat,2019,1.0,4.0,False,1
AOI-0045,2019-08-13,зерновые,0.2419005395816199,0.327380345768881,-0.08547980618726109,0.08547980618726109,modis,2019,2.0,10.0,False,1
AOI-0045,2019-08-15,зерновые,0.20549876953848853,0.2207956626239985,-0.015296893085509966,0.015296893085509966,landsat,2019,4.0,10.0,False,2
AOI-0045,2019-08-16,зерновые,0.163407841769388,0.1539181274358113,0.009489714333576704,0.009489714333576704,s2,2019,5.0,10.0,False,2
AOI-0045,2019-09-30,зерновые,0.2646005401990651,0.296829517743403,-0.0322289775443379,0.0322289775443379,modis,2019,2.0,7.0,False,1
AOI-0045,2019-10-15,зерновые,0.2898145306765117,0.2280834337326083,0.061731096943903385,0.061731096943903385,s2,2019,1.0,5.0,False,1
AOI-0048,2019-04-07,зерновые,0.4272353733306906,0.4942191256090959,-0.0669837522784053,0.0669837522784053,modis,2019,2.0,8.0,False,1
AOI-0048,2019-05-09,зерновые,0.7368989869575965,0.7954027612344341,-0.05850377427683762,0.05850377427683762,modis,2019,1.0,3.0,False,1
AOI-0048,2019-09-17,зерновые,0.2457773160180788,0.2595341508403641,-0.013756834822285263,0.013756834822285263,landsat,2019,1.0,9.0,False,1
AOI-0050,2019-05-25,озимая пшеница,0.7728190819335368,0.8470981132075472,-0.07427903127401048,0.07427903127401048,modis,2019,4.0,10.0,False,1
AOI-0050,2019-06-27,озимая пшеница,0.712945995837557,0.7382628434728762,-0.025316847635319162,0.025316847635319162,landsat,2019,1.0,4.0,False,1
AOI-0050,2019-08-09,озимая пшеница,0.6207549631696498,0.5769232710834571,0.04383169208619275,0.04383169208619275,s2,2019,3.0,8.0,False,1
AOI-0050,2019-08-13,озимая пшеница,0.5484936896390715,0.5376066926289417,0.01088699701012985,0.01088699701012985,landsat,2019,1.0,8.0,False,1
AOI-0050,2019-09-07,озимая пшеница,0.3726878831182513,0.4763262770194513,-0.1036383939012,0.1036383939012,landsat,2019,4.0,10.0,False,1
AOI-0050,2019-09-30,озимая пшеница,0.37448270157935887,0.5301981132075472,-0.1557154116281883,0.1557154116281883,modis,2019,7.0,16.0,False,1
AOI-0050,2019-10-17,озимая пшеница,0.3475224611772819,0.3297646235449814,0.017757837632300544,0.017757837632300544,landsat,2019,1.0,2.0,False,1
AOI-0050,2019-10-28,озимая пшеница,0.35237429613837634,0.2301302945709165,0.12224400156745985,0.12224400156745985,s2,2019,3.0,inf,True,1
AOI-0052,2019-06-11,озимая пшеница,0.5591525313409597,0.4577568739805033,0.10139565736045636,0.10139565736045636,landsat,2019,1.0,5.0,False,1
AOI-0052,2019-07-05,озимая пшеница,0.21458551616427404,0.1621346700882218,0.05245084607605224,0.05245084607605224,s2,2019,1.0,8.0,False,1
AOI-0052,2019-08-22,озимая пшеница,0.17107332524642246,0.2119545594761346,-0.04088123422971213,0.04088123422971213,landsat,2019,1.0,3.0,False,1
AOI-0052,2019-09-14,озимая пшеница,0.2094112631032435,0.2035666603167425,0.0058446027865010075,0.0058446027865010075,landsat,2019,1.0,2.0,False,1
AOI-0052,2019-10-17,озимая пшеница,0.19183887819053835,0.1615054370489272,0.030333441141611156,0.030333441141611156,landsat,2019,1.0,2.0,False,1
AOI-0053,2019-04-11,озимая пшеница,0.3585659615028731,0.220253495469372,0.1383124660335011,0.1383124660335011,s2,2019,4.0,14.0,False,1
AOI-0053,2019-04-23,озимая пшеница,0.44686616597009093,0.4467386725454351,0.00012749342465584457,0.00012749342465584457,landsat,2019,1.0,3.0,False,1
AOI-0053,2019-06-26,озимая пшеница,0.5232485904009654,0.5256924905903824,-0.002443900189416981,0.002443900189416981,landsat,2019,1.0,2.0,False,1
AOI-0053,2019-07-28,озимая пшеница,0.45376652359966696,0.28730901776666,0.16645750583300695,0.16645750583300695,landsat,2019,1.0,9.0,False,1
AOI-0053,2019-08-09,озимая пшеница,0.3281371653717639,0.3813300656149076,-0.053192900243143715,0.053192900243143715,s2,2019,3.0,7.0,False,1
AOI-0053,2019-08-29,озимая пшеница,0.2592668327596291,0.2748751422471496,-0.01560830948752051,0.01560830948752051,s2,2019,1.0,6.0,False,1
AOI-0053,2019-09-07,озимая пшеница,0.21457976154996372,0.2938784998493814,-0.07929873829941769,0.07929873829941769,landsat,2019,4.0,10.0,False,1
AOI-0053,2019-09-14,озимая пшеница,0.23540978489330178,0.2233232163879178,0.012086568505383977,0.012086568505383977,landsat,2019,1.0,5.0,False,2
AOI-0053,2019-09-15,озимая пшеница,0.14700302838746818,0.1597912061469655,-0.01278817775949731,0.01278817775949731,landsat,2019,2.0,5.0,False,2
AOI-0053,2019-10-28,озимая пшеница,0.270808623569841,0.2064834522985892,0.06432517127125179,0.06432517127125179,s2,2019,3.0,inf,True,1
AOI-0055,2019-05-09,озимая пшеница,0.6126437893143051,0.5561,0.05654378931430504,0.05654378931430504,modis,2019,3.0,10.0,False,1
AOI-0055,2019-07-05,озимая пшеница,0.5251728344972931,0.5200067499861573,0.005166084511135871,0.005166084511135871,s2,2019,5.0,12.0,False,1
AOI-0055,2019-09-14,озимая пшеница,0.3893007074890995,0.4570320432497256,-0.06773133576062607,0.06773133576062607,landsat,2019,1.0,2.0,False,1
AOI-0056,2019-04-23,озимая пшеница,0.7304150461009257,0.7776959123588659,-0.04728086625794026,0.04728086625794026,landsat,2019,1.0,3.0,False,1
AOI-0056,2019-06-10,озимая пшеница,0.5792030284241418,0.5954827574982638,-0.016279729074122007,0.016279729074122007,s2,2019,1.0,6.0,False,1
AOI-0056,2019-06-19,озимая пшеница,0.43738216552615244,0.4474637280373378,-0.01008156251118536,0.01008156251118536,landsat,2019,1.0,2.0,False,1
AOI-0056,2019-08-09,озимая пшеница,0.346297446928869,0.3732150781606411,-0.0269176312317721,0.0269176312317721,s2,2019,3.0,7.0,False,1
AOI-0056,2019-10-16,озимая пшеница,0.2860257261334639,0.2457823946036853,0.040243331529778575,0.040243331529778575,landsat,2019,1.0,4.0,False,1
AOI-0060,2019-07-05,озимая пшеница,0.5660191834156636,0.6972426606700086,-0.13122347725434502,0.13122347725434502,s2,2019,5.0,12.0,False,1
AOI-0060,2019-08-05,озимая пшеница,0.6844925254826161,0.6667263000977222,0.01776622538489392,0.01776622538489392,landsat,2019,1.0,8.0,False,1
AOI-0060,2019-08-29,озимая пшеница,0.3846671387586711,0.3458386119119396,0.03882852684673149,0.03882852684673149,s2,2019,5.0,10.0,False,2
AOI-0060,2019-08-30,озимая пшеница,0.3805981591372446,0.3540702850541848,0.026527874083059788,0.026527874083059788,landsat,2019,4.0,10.0,False,2
AOI-0063,2019-04-23,озимая пшеница,0.7841624102998483,0.811099947612554,-0.02693753731270565,0.02693753731270565,s2,2019,2.0,4.0,False,1
AOI-0063,2019-05-06,озимая пшеница,0.6885802386050961,0.8516336988333684,-0.16305346022827227,0.16305346022827227,s2,2019,2.0,7.0,False,1
AOI-0063,2019-05-25,озимая пшеница,0.7878734419041407,0.8309650704676489,-0.04309162856350823,0.04309162856350823,modis,2019,1.0,3.0,False,1
AOI-0063,2019-06-05,озимая пшеница,0.7946705840455912,0.8114483037573337,-0.016777719711742467,0.016777719711742467,s2,2019,1.0,3.0,False,1
AOI-0063,2019-06-25,озимая пшеница,0.3892233794802654,0.3502363298729335,0.0389870496073319,0.0389870496073319,s2,2019,1.0,6.0,False,1
